
/System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDevicesAgent (for architecture x86_64):
                 (undefined) external _AVCFInitializeProtectedContentPlaybackSupportVideoKey (from AVFoundationCF)
                 (undefined) external _AVCFLinearPCMBitDepthKey (from AVFoundationCF)
                 (undefined) external _AVCFLinearPCMIsBigEndianKey (from AVFoundationCF)
                 (undefined) external _AVCFLinearPCMIsFloatKey (from AVFoundationCF)
                 (undefined) external _AVCFLinearPCMIsNonInterleavedKey (from AVFoundationCF)
                 (undefined) external _AVCFMediaCharacteristicVisual (from AVFoundationCF)
                 (undefined) external _AVCFMediaTypeAudio (from AVFoundationCF)
                 (undefined) external _AVCFMediaTypeClosedCaption (from AVFoundationCF)
                 (undefined) external _AVCFMediaTypeSubtitle (from AVFoundationCF)
                 (undefined) external _AVCFMediaTypeVideo (from AVFoundationCF)
                 (undefined) external _AVCFMetadataCommonKeyArtwork (from AVFoundationCF)
                 (undefined) external _AVCFMetadataCommonKeyTitle (from AVFoundationCF)
                 (undefined) external _AVCFMetadataFormatQuickTimeMetadata (from AVFoundationCF)
                 (undefined) external _AVCFMetadataFormatQuickTimeUserData (from AVFoundationCF)
                 (undefined) external _AVCFMetadataFormatiTunesMetadata (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyCommonKey (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyDataValue (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyExtraAttributes (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyKey (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyKeySpace (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyStringValue (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCopyValue (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemCreateMutable (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemGetStatusOfValueForProperty (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemGetTypeID (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemLoadValuesAsynchronouslyForProperties (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemPropertyDataValue (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemPropertyStringValue (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemSetKey (from AVFoundationCF)
                 (undefined) external _AVCFMetadataItemSetValue (from AVFoundationCF)
                 (undefined) external _AVCFMetadataKeySpaceQuickTimeMetadata (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyAlbum (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyArtist (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyComment (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyComposer (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyCopyright (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyDisplayName (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeMetadataKeyGenre (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeUserDataKeyAlbum (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeUserDataKeyArtist (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeUserDataKeyComment (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeUserDataKeyComposer (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeUserDataKeyCopyright (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeUserDataKeyFullName (from AVFoundationCF)
                 (undefined) external _AVCFMetadataQuickTimeUserDataKeyGenre (from AVFoundationCF)
                 (undefined) external _AVCFNumberOfChannelsKey (from AVFoundationCF)
                 (undefined) external _AVCFPlayerAppliesMediaSelectionCriteriaAutomaticallyKey (from AVFoundationCF)
                 (undefined) external _AVCFPlayerCopyMultichannelAudioStrategy (from AVFoundationCF)
                 (undefined) external _AVCFPlayerCreateBoundaryTimeObserverForTimes (from AVFoundationCF)
                 (undefined) external _AVCFPlayerCreateWithPlayerItemAndOptions (from AVFoundationCF)
                 (undefined) external _AVCFPlayerGetRate (from AVFoundationCF)
                 (undefined) external _AVCFPlayerGetStatus (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemCopyLoadedTimeRanges (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemCopyTimedMetadata (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemCopyTracks (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemCreateWithAsset (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemDidPlayToEndTimeNotification (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemDurationChangedNotification (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemGetAsset (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemGetCurrentTime (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemGetDuration (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemGetPresentationSize (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemGetStatus (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemIsContentAuthorizedForPlayback (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemIsPlaybackBufferFull (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemIsPlaybackBufferFullChangedNotification (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemIsPlaybackLikelyToKeepUp (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemIsPlaybackLikelyToKeepUpChangedNotification (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemPresentationSizeChangedNotification (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemSeekToTime (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemSeekToTimeWithTolerance (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemSetResolutionCap (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemSetServiceIdentifier (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemSetShouldOptimizeForExclusivePlayback (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemStatusChangedNotification (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemTimedMetadataChangedNotification (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemTrackCopyAssetTrack (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemTrackIsEnabled (from AVFoundationCF)
                 (undefined) external _AVCFPlayerItemTracksChangedNotification (from AVFoundationCF)
                 (undefined) external _AVCFPlayerMultichannelAudioStrategy_MatchMultichannelTrackPreferenceToAudioDevice (from AVFoundationCF)
                 (undefined) external _AVCFPlayerMultichannelAudioStrategy_PreferAC3ViaExclusivePassthrough (from AVFoundationCF)
                 (undefined) external _AVCFPlayerMultichannelAudioStrategy_PreferStereo (from AVFoundationCF)
                 (undefined) external _AVCFPlayerRemoveObserver (from AVFoundationCF)
                 (undefined) external _AVCFPlayerSetMultichannelAudioStrategy (from AVFoundationCF)
                 (undefined) external _AVCFPlayerSetMuted (from AVFoundationCF)
                 (undefined) external _AVCFPlayerSetRate (from AVFoundationCF)
                 (undefined) external _AVCFPlayerSetVolume (from AVFoundationCF)
                 (undefined) external _AVCFProtectedContentProviderCommon (from AVFoundationCF)
                 (undefined) external _AVCFProtectedContentProviderFairPlay (from AVFoundationCF)
                 (undefined) external _AVCFRewriteMetadata (from AVFoundationCF)
                 (undefined) external _AVCFSampleRateKey (from AVFoundationCF)
                 (undefined) external _AVCFTimedMetadataGroupCopyItems (from AVFoundationCF)
                 (undefined) external _AVCFTimedMetadataGroupGetTimeRange (from AVFoundationCF)
                 (undefined) external _AVCFURLAssetAlternativeConfigurationOptionsKey (from AVFoundationCF)
                 (undefined) external _AVCFURLAssetAlternativeConfigurationServiceIdentifierKey (from AVFoundationCF)
                 (undefined) external _AVCFURLAssetCreateWithURLAndOptions (from AVFoundationCF)
                 (undefined) external _AVCFURLAssetHeaderFieldsKey (from AVFoundationCF)
                 (undefined) external _AVCFURLAssetInheritURIQueryComponentFromReferencingURIKey (from AVFoundationCF)
                 (undefined) external _AVCFURLAssetPurchaseBundleKey (from AVFoundationCF)
                 (undefined) external _AVCFURLAssetShouldPrepareToOptimizeForExclusivePlaybackKey (from AVFoundationCF)
                 (undefined) external _AudioCodecAppendInputData (from AudioToolbox)
                 (undefined) external _AudioCodecGetProperty (from AudioToolbox)
                 (undefined) external _AudioCodecGetPropertyInfo (from AudioToolbox)
                 (undefined) external _AudioCodecInitialize (from AudioToolbox)
                 (undefined) external _AudioCodecProduceOutputPackets (from AudioToolbox)
                 (undefined) external _AudioCodecSetProperty (from AudioToolbox)
                 (undefined) external _AudioComponentFindNext (from AudioToolbox)
                 (undefined) external _AudioComponentGetVersion (from AudioToolbox)
                 (undefined) external _AudioComponentInstanceDispose (from AudioToolbox)
                 (undefined) external _AudioComponentInstanceNew (from AudioToolbox)
                 (undefined) external _AudioConverterConvertBuffer (from AudioToolbox)
                 (undefined) external _AudioConverterDispose (from AudioToolbox)
