00000001e429db74 (__TEXT,__text) non-external _DiToMD5
00000001e42a3a5c (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00000001e428830c (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00000001e427f598 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00000001e42a0cf0 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00000001e42a395c (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00000001e428d44c (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00000001e428dc8c (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00000001e42af59c (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00000001e42af5c8 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00000001e428dce8 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00000001e42af5f4 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00000001e42af620 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00000001e42af64c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00000001e42af678 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00000001e42ac8b0 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
000000020cd3ab58 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00000001e429933c (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
000000020cd3ab50 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00000001e42a1230 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00000001e42a38dc (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00000001e428d2d0 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00000001e428cd80 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00000001e42832b0 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00000001e42ae1cc (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00000001e42ae1f8 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00000001e428f8ec (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00000001e42b1438 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00000001e42a2b9c (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00000001e42a39dc (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00000001e428d578 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
000000020cd3ab40 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00000001e42b5ec8 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00000001e428c5f4 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00000001e42a8e3c (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00000001e42b54f8 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00000001e428c6a0 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00000001e428d1ac (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00000001e42af3b8 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00000001e42af3e4 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00000001e42af410 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00000001e42aca50 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00000001e4287038 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy
00000001e42aeb20 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy.cold.1
00000001e428710c (__TEXT,__text) non-external __ZL25convert_nsec_to_mach_timePy
00000001e42aeb4c (__TEXT,__text) non-external __ZL25convert_nsec_to_mach_timePy.cold.1
00000001e42b4e18 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00000001e42b6580 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00000001e42b4cc0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00000001e42b50c8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00000001e42b5900 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00000001e42b5ab8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00000001e42b6020 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00000001e427fc68 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00000001e429eb60 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00000001e4284988 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00000001e42b1cb0 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00000001e42b3c08 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00000001e42b4f70 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00000001e428cc8c (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00000001e428c8f4 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00000001e42af308 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00000001e429fd24 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00000001e42a21e0 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00000001e42b30b0 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00000001e428c860 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00000001e42b28f0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00000001e42b2ee0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00000001e42b4ae8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00000001e42b5378 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00000001e4290adc (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00000001e42af830 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00000001e42af85c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00000001e42af888 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00000001e42af8b4 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00000001e428546c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00000001e42b2060 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00000001e42b4588 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00000001e42b48f8 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00000001e42b5220 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00000001e42b5650 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00000001e42b57a8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00000001e42b5c10 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00000001e428cf08 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00000001e42b1e10 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
000000020cd3ab44 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00000001e42b3658 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00000001e42b24e0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00000001e42b3370 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00000001e42b5d70 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00000001e42b2700 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00000001e42b3200 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00000001e42b2d30 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00000001e42b34e0 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00000001e42a7c40 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00000001e428bbc4 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00000001e42af22c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00000001e42af258 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00000001e42af284 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00000001e42b42d8 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00000001e42b62e8 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00000001e42aa658 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00000001e42b1b58 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00000001e42a859c (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00000001e42b2310 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00000001e42b2b10 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00000001e42b0ff7 (__TEXT,__const) non-external __ZL4yyr1
00000001e42b0fd6 (__TEXT,__const) non-external __ZL4yyr2
00000001e42ad384 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00000001e42b3e58 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00000001e42b4708 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00000001e42b40b8 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00000001e42b6428 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00000001e4280638 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00000001e42b0da0 (__TEXT,__const) non-external __ZL6yypact
00000001e42b0ed4 (__TEXT,__const) non-external __ZL7yycheck
00000001e42b1018 (__TEXT,__const) non-external __ZL7yypgoto
00000001e42b0f41 (__TEXT,__const) non-external __ZL7yytable
00000001e429d1f4 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00000001e429d748 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00000001e42b0fae (__TEXT,__const) non-external __ZL8yydefact
00000001e42822c4 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00000001e42adca4 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00000001e42ac930 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00000001e4280c40 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00000001e42b1038 (__TEXT,__const) non-external __ZL9crc32_tab
000000020cd3a740 (__DATA,__bss) non-external __ZL9gBootArgs
00000001e4280a58 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00000001e42b1027 (__TEXT,__const) non-external __ZL9yydefgoto
00000001e4299cb0 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00000001e4299f58 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00000001e4299888 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00000001e429942c (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00000001e4299578 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00000001e42991b8 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00000001e4299b34 (__TEXT,__text) external __ZN10IOReporter4freeEv
00000001e428a77c (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00000001e42a1d30 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00000001e428aa7c (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00000001e42a2064 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001e428a874 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00000001e42a1f68 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001e42a1e68 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00000001e428a8d8 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00000001e428a6e0 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00000001e42aef98 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00000001e42a2120 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001e42a1c68 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001e428a9c0 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00000001e428a600 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00000001e428a598 (__TEXT,__text) external __ZN11IOEventLink4initEv
00000001e428a7fc (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00000001e428a488 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00000001e428a830 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00000001e428aac0 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00000001e42a1b6c (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00000001e428aa24 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00000001e428a94c (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00000001e42a1ba0 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00000001e42878bc (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00000001e42a369c (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00000001e42a37e8 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00000001e4287924 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00000001e42878d4 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00000001e42aecac (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00000001e42a359c (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00000001e42878c8 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00000001e4287974 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00000001e42a35f4 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00000001e428a2d0 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00000001e42ab250 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00000001e428a3ec (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00000001e42ab584 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001e42ab488 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001e42ab388 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00000001e428a350 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00000001e42aef6c (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00000001e42ab640 (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001e42ab188 (__TEXT,__text) external __ZN11IOWorkGroup23SetWorkGroupPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001e428a3f4 (__TEXT,__text) external __ZN11IOWorkGroup4JoinEPv
00000001e428a0e4 (__TEXT,__text) external __ZN11IOWorkGroup4freeEv
00000001e428a07c (__TEXT,__text) external __ZN11IOWorkGroup4initEv
00000001e428a444 (__TEXT,__text) external __ZN11IOWorkGroup5LeaveEPv
00000001e428a1bc (__TEXT,__text) external __ZN11IOWorkGroup6CreateEP8OSStringP12IOUserClientPPS_
00000001e42ab08c (__TEXT,__text) external __ZN11IOWorkGroup8DispatchE5IORPC
00000001e42ab0c0 (__TEXT,__text) external __ZN11IOWorkGroup9_DispatchEPS_5IORPC
00000001e429f604 (__TEXT,__text) external __ZN12IODMACommand11CompleteDMAEyPFiP15OSMetaClassBase5IORPCE
00000001e429f9b0 (__TEXT,__text) external __ZN12IODMACommand13Create_InvokeE5IORPCPFiP9IOServiceyPK25IODMACommandSpecificationPPS_E
00000001e429f434 (__TEXT,__text) external __ZN12IODMACommand13PrepareForDMAEyP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentPFiP15OSMetaClassBase5IORPCE
00000001e429f720 (__TEXT,__text) external __ZN12IODMACommand14GetPreparationEPyS0_PP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00000001e429f8b8 (__TEXT,__text) external __ZN12IODMACommand16PerformOperationEyyyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00000001e429fb5c (__TEXT,__text) external __ZN12IODMACommand18CompleteDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00000001e429fa6c (__TEXT,__text) external __ZN12IODMACommand20PrepareForDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentE
00000001e429fbd0 (__TEXT,__text) external __ZN12IODMACommand21GetPreparation_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_PP18IOMemoryDescriptorE
00000001e429fc60 (__TEXT,__text) external __ZN12IODMACommand23PerformOperation_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyP18IOMemoryDescriptorE
00000001e4287b6c (__TEXT,__text) external __ZN12IODMACommand4freeEv
00000001e4287b0c (__TEXT,__text) external __ZN12IODMACommand4initEv
00000001e429f2e4 (__TEXT,__text) external __ZN12IODMACommand6CreateEP9IOServiceyPK25IODMACommandSpecificationPPS_
00000001e429f1e4 (__TEXT,__text) external __ZN12IODMACommand8DispatchE5IORPC
00000001e429f23c (__TEXT,__text) external __ZN12IODMACommand9_DispatchEPS_5IORPC
00000001e428863c (__TEXT,__text) external __ZN12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
