00000001e9817368 (__DATA,__data) non-external _.compoundliteral
00000001dd476d90 (__TEXT,__text) external _ShGetNumActiveSubroutines
00000001dd47600c (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00000001dd4769e8 (__TEXT,__text) external _ShGetNumActiveUniforms
00000001dd475cfc (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00000001dd475110 (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00000001dd475968 (__TEXT,__text) external _ShGetPPStreamManager
00000001dd475978 (__TEXT,__text) external _ShGetShaderByteCode
00000001dd477060 (__TEXT,__text) external _ShGetSubroutineIndex
00000001dd476f30 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00000001dd475c68 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00000001dd476148 (__TEXT,__text) external _ShGetUniformBlockIndex
00000001dd476544 (__TEXT,__text) external _ShGetUniformIndex
00000001dd4756d0 (__TEXT,__text) external _ShGetUniformLocation
00000001dd475404 (__TEXT,__text) external _ShGetUniformPartitionInfo
00000001dd4741f8 (__TEXT,__text) external _ShInitialize
00000001dd477778 (__TEXT,__text) external _ShInitializeLibrary
00000001dd47474c (__TEXT,__text) external _ShLink
00000001dd4758a4 (__TEXT,__text) external _ShSetInitialUniformValue
00000001dd47777c (__TEXT,__text) external _ShTerminateLibrary
00000001dd475aa8 (__TEXT,__text) external _ShTransformFeedbackVaryings
00000001dd4673fc (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00000001dd4d8068 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00000001dd4848e8 (__TEXT,__text) non-external (was a private external) _UngetToken
00000001dd4d64c4 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00000001dd4d40ac (__TEXT,__text) non-external _UnrollConstantLoopsInner
00000001dd4d3f60 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001dd47d90c (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00000001dd47cfa8 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00000001dd47dc7c (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
00000001dd47d644 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00000001dd47d7e8 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00000001dd47db88 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00000001dd458360 (__TEXT,__text) non-external ___abort_calloc
00000001dd3b62a8 (__TEXT,__text) non-external ___abort_malloc
00000001dd457ee0 (__TEXT,__text) non-external ___abort_malloc
00000001dd4308ac (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00000001dd42a108 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00000001e584f618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e584f650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e584f770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e584f790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e584fa10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e584fa90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e58502b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e58503b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e58503f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5850470 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e58506d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e58528e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e5852968 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001f1e15b60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f1e15b90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f1e15ef0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e584f6b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e58507d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e58507f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00000001f1e160d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.114
00000001f1e16100 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.119
00000001e5850810 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000001f1e16130 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
00000001e5852908 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00000001e584f6d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00000001e584fa30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00000001f1e16180 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.146
00000001f1e161b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
00000001e584f7b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001e5850830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f1e15f50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f1e16280 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f1e161e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
00000001e5852928 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00000001e5850850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00000001e5852948 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00000001f1e162b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001e584fa50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00000001e584f670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000001e58506f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000001f1e15bc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
00000001e584fa70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00000001e584f6f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00000001e5852988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00000001f1e15f80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
00000001e584f710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00000001e5850710 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001e584f730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00000001f1e15fb0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
00000001e584f750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00000001e5850730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000001f1e15bf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
00000001e5850750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001f1e15ca0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
00000001f1e15c20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
00000001e584f690 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e5850770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001f1e15f20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e5850790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00000001f1e15fe0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
00000001f1e16010 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000001f1e15cd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
00000001f1e16040 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
00000001f1e16070 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
00000001f1e15d00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.85
00000001e5850490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001f1e15d30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
00000001e58507b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001f1e16250 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
00000001e58504b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001f1e15c50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001f1e15d60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001e58503d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001f1e160a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
00000001f1e159c0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e159e0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e15b00 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e15b40 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e15c80 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e16160 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e162e0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1e15a40 (__AUTH_CONST,__const) non-external ___block_literal_global.12
00000001f1e15a60 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f1e15b20 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f1e16210 (__AUTH_CONST,__const) non-external ___block_literal_global.169
00000001f1e16230 (__AUTH_CONST,__const) non-external ___block_literal_global.173
00000001f1e15a80 (__AUTH_CONST,__const) non-external ___block_literal_global.32
00000001f1e15a00 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001f1e15a20 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001dd452e34 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00000001dd465e34 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001dd4c536c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00000001dd4693bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001dd469310 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001dd47d07c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001dd48dfa4 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00000001dd48d594 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00000001dd48c528 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00000001dd48d958 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00000001dd48bee4 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00000001dd48bfe0 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00000001dd492550 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00000001dd48dd6c (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00000001dd474170 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00000001dd48de7c (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00000001dd48df48 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00000001dd489020 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00000001dd48a4c0 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00000001dd48ce60 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00000001dd465e44 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001dd4c53bc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00000001dd4693cc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001dd469360 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001dd47d0dc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00000001dd432f24 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00000001dd46f214 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00000001dd45291c (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00000001dd452930 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00000001dd452e3c (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00000001dd429cd8 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00000001dd429e2c (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00000001dd429df8 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00000001dd429d90 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00000001dd429dc4 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00000001dd429e38 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00000001dd47048c (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00000001dd47052c (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00000001dd469298 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00000001dd4693a4 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00000001dd47b644 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00000001dd47bb58 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00000001dd465d7c (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00000001dd4532a8 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00000001dd4b6f94 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00000001dd4b6db0 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00000001dd4b6dd4 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.75
00000001dd4b6e58 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.77
00000001dd4b6e84 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.81
00000001dd4b70c4 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00000001dd4b70e8 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.158
00000001dd4b7100 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.166
00000001dd4b710c (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00000001dd4b69b4 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00000001dd4b6f70 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00000001dd4719b8 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00000001dd4719fc (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.94
00000001dd4b7054 (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00000001dd4b6990 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
