00007ff9092c5215 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff9092b423f (__TEXT,__text) external _copyTeamIdentifier
00007ff9092c63da (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00007ff9092b4065 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00007ff9092c62b7 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00007ff9092c6318 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00007ff9092b4192 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00007ff9092c6379 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00007ff9092b4879 (__TEXT,__text) external _copyUnstagedURL
00007ff9092c659c (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00007ff9092b32d5 (__TEXT,__text) external _createCodeReference
00007ff9092b31ad (__TEXT,__text) non-external _createCodeReferenceHelper
00007ff9092c5c2a (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00007ff9092c5cc3 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00007ff9092b31a1 (__TEXT,__text) external _createCodeReferenceQuiet
00007ff9092b3103 (__TEXT,__text) external _createHexStringFromData
00007ff9092c008f (__TEXT,__text) non-external _createMigrationManifest
00007ff9092c7b55 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00007ff9092c4785 (__TEXT,__text) external _createSecStaticCodeForURL
00007ff9092c7f0d (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00007ff9092c454c (__TEXT,__text) external _createSystemPolicyDefaults
00007ff9092b4979 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00007ff943736a28 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00007ff943736a30 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ff9092bf2aa (__TEXT,__text) external _doBooleanXPCFunction
00007ff9092bf503 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00007ff9092bf512 (__TEXT,__text) external _doObjectXPCFunction
00007ff9092bae5b (__TEXT,__text) external _doWithoutImmutability
00007ff9437369d0 (__DATA,__bss) non-external _exec.sLog
00007ff9437369c8 (__DATA,__bss) non-external _exec.sLogInit
00007ff9092ba675 (__TEXT,__text) external _fileExists
00007ff9092ba6ed (__TEXT,__text) external _fileIsSymlink
00007ff9092bd807 (__TEXT,__text) external _findBundleContainingSignedFile
00007ff9092c754c (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00007ff9092bc58e (__TEXT,__text) external _findContainingBundle
00007ff9092b511f (__TEXT,__text) external _findFirstSubdirectoryURL
00007ff9092bd072 (__TEXT,__text) external _findOuterMostBundle
00007ff9092c74e4 (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00007ff9092bd73e (__TEXT,__text) external _findOuterMostBundleWithFilter
00007ff9092c7518 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00007ff9092bc71d (__TEXT,__text) external _findScanTargetByPath
00007ff9092bcbd7 (__TEXT,__text) external _findTopAppBundle
00007ff9092bc69f (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00007ff9092b6c2c (__TEXT,__text) non-external _fsEventCallback
00007ff9437369b0 (__DATA,__bss) non-external _generic.sLog
00007ff9437369a8 (__DATA,__bss) non-external _generic.sLogInit
00007ff9092c5103 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00007ff943736a40 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00007ff943736998 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00007ff9437369a0 (__DATA,__bss) non-external _getAllowedPaths.once
00007ff9092b4310 (__TEXT,__text) external _getDictionaryValue
00007ff9092bcf63 (__TEXT,__text) external _getVolumePrefix
00007ff9092c7450 (__TEXT,__text) non-external _getVolumePrefix.cold.1
00007ff9092babcb (__TEXT,__text) external _getXattrData
00007ff9092c735e (__TEXT,__text) non-external _getXattrData.cold.1
00007ff9092c73c8 (__TEXT,__text) non-external _getXattrData.cold.2
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00007ff9092bc55e (__TEXT,__text) non-external _globalBundleSuffixes
00007ff943736a20 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00007ff943736a18 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00007ff9092bceb6 (__TEXT,__text) external _hasAppExtension
00007ff9092b4f6c (__TEXT,__text) external _hasCodeRequirementString
00007ff9092c6812 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00007ff9092caae0 (__TEXT,__cstring) non-external _hexString.nibble
00007ff9092b66e4 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00007ff9092b6522 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00007ff9092b506b (__TEXT,__text) external _isAdhocSignature
00007ff9092c686c (__TEXT,__text) non-external _isAdhocSignature.cold.1
00007ff9092b29a5 (__TEXT,__text) external _isAppleInternalMachine
00007ff9092b501f (__TEXT,__text) external _isAppleSignedCode
00007ff9092b5eb8 (__TEXT,__text) external _isCodelessKext
00007ff9092c6930 (__TEXT,__text) non-external _isCodelessKext.cold.1
00007ff9092bf8dc (__TEXT,__text) external _isConnectionEntitled
00007ff9092c7a6d (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00007ff9092b29be (__TEXT,__text) external _isDarwinOSEnvironment
00007ff9092b5058 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00007ff9092b5045 (__TEXT,__text) external _isDeveloperIDSignedCode
00007ff9092b2a38 (__TEXT,__text) external _isFastGatekeeperOverridesEnabled
00007ff9092b29d3 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00007ff9092b4ef6 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00007ff9092b4eec (__TEXT,__text) external _isKernelExtensionSystemRequired
00007ff9092b61f7 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00007ff9092c6b8b (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00007ff9092b295a (__TEXT,__text) external _isKextSecurityDisabledMachine
00007ff9092b5032 (__TEXT,__text) external _isMacAppStoreSignedCode
00007ff9092bfc37 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00007ff9092b2a1c (__TEXT,__text) external _isNewGatekeeperOverridesEnabled
00007ff9092b5f65 (__TEXT,__text) external _isNotarizedKext
00007ff9092c698a (__TEXT,__text) non-external _isNotarizedKext.cold.1
00007ff9092c6a23 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00007ff9092c6aaa (__TEXT,__text) non-external _isNotarizedKext.cold.3
00007ff9092b2a8b (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00007ff9092b2973 (__TEXT,__text) external _isSIPDisabledMachine
00007ff9092b298c (__TEXT,__text) external _isSKELDisabledMachine
00007ff9092bc33d (__TEXT,__text) external _isValidInfoPlist
00007ff9092b2a6f (__TEXT,__text) external _isValidationCategoryPolicyEnabled
00007ff9092b2a00 (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00007ff9437369c0 (__DATA,__bss) non-external _kext.sLog
00007ff9437369b8 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00007ff9437369e0 (__DATA,__bss) non-external _measurements.sLog
00007ff9437369d8 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00007ff9092bc2da (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
00007ff9092c48b8 (__TEXT,__text) external _opaqueSignCode
00007ff9092c7f5c (__TEXT,__text) non-external _opaqueSignCode.cold.1
00007ff9092c7fb6 (__TEXT,__text) non-external _opaqueSignCode.cold.2
00007ff9092c7fe9 (__TEXT,__text) non-external _opaqueSignCode.cold.3
00007ff9092c8043 (__TEXT,__text) non-external _opaqueSignCode.cold.4
00007ff9092c809d (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
00007ff9092baa3c (__TEXT,__text) external _removePrefixPath
00007ff9092c728a (__TEXT,__text) non-external _removePrefixPath.cold.1
00007ff9092c72f4 (__TEXT,__text) non-external _removePrefixPath.cold.2
00007ff943736810 (__DATA,__data) external _sSystemPolicySubsystem
00007ff943736a10 (__DATA,__bss) non-external _sVerboseLogging
00007ff943736a00 (__DATA,__bss) non-external _sampling.sLog
00007ff9437369f8 (__DATA,__bss) non-external _sampling.sLogInit
00007ff9092b58eb (__TEXT,__text) external _scanForBundledKernelExtensions
00007ff9092b529b (__TEXT,__text) external _scanForBundles
00007ff9092b585a (__TEXT,__text) external _scanForKernelExtensions
00007ff9092bcb14 (__TEXT,__text) external _shouldFilterOutScanTarget
00007ff9437369f0 (__DATA,__bss) non-external _signposts.sLog
00007ff9437369e8 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff9092b20ce (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff9092b4e3b (__TEXT,__text) external _systemUptime
00007ff9092c67b8 (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00007ff9092b6eca (__TEXT,__text) non-external _timestampForURL
00007ff9092bc47d (__TEXT,__text) external _urlLooksLikeBundle
00007ff943736a08 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
