000000018959cbd0 (__TEXT,__const) non-external _A1_Table
00000001f004de58 (__AUTH_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10_vtbl
00000001f004e0f8 (__AUTH_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422YpCbYpCr8_vtbl
00000001f004dc78 (__AUTH_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444AYpCbCr16_vtbl
00000001f004dc18 (__AUTH_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444AYpCbCr8_vtbl
00000001f004dbb8 (__AUTH_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444CbYpCrA8_vtbl
00000001f004df18 (__AUTH_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444CrYpCb10_vtbl
00000001f004dd38 (__AUTH_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444CrYpCb8_vtbl
00000001ee47e570 (__DATA_DIRTY,__data) non-external (was a private external) _CreateCGImageFromBuffer
00000001891b0048 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCG
00000001891b0254 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCGPlanar
00000001893e6dec (__TEXT,__text) non-external _CreateImageTilingInfoForCGPlanarWithNumOutputs
00000001893f3f5c (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCV
00000001ee47e650 (__DATA_DIRTY,__data) non-external (was a private external) _CreateMonochromeColorSpaceWithWhitePointAndTransferFunction
00000001893d856c (__TEXT,__text) non-external _CreatePass_10BitTo16
00000001f00472b8 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGB16U_vtbl
00000001f00471f8 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGBA16Q12_vtbl
00000001f0047258 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGBA16U_vtbl
000000018959d28c (__TEXT,__const) non-external _CreatePass_10BitTo16.resultAlphaTable
00000001893d810c (__TEXT,__text) non-external _CreatePass_10BitTo8
00000001f0046f58 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toARGB8888_vtbl
00000001f0046fb8 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toBGRA8888_vtbl
00000001f0047018 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toRGB888_vtbl
00000001f0046ef8 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toRGBA8888_vtbl
00000001893d88d8 (__TEXT,__text) non-external _CreatePass_10BitToF
00000001f0047438 (__AUTH_CONST,__const) non-external _CreatePass_10BitToF.Convert_RGB101010toRGBAFFFF_vtbl
00000001f0047498 (__AUTH_CONST,__const) non-external _CreatePass_10BitToF.Convert_RGB101010toRGBFFF_vtbl
00000001893d8720 (__TEXT,__text) non-external _CreatePass_16To10Bit
00000001f00473d8 (__AUTH_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGB16UtoRGB101010_vtbl
00000001f0047318 (__AUTH_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGBA16Q12toRGB101010_vtbl
00000001f0047378 (__AUTH_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGBA16UtoRGB101010_vtbl
00000001f004b1b8 (__AUTH_CONST,__const) non-external _CreatePass_16UToF.Convert16UToF_vtbl
00000001893d8354 (__TEXT,__text) non-external _CreatePass_8To10Bit
00000001f00470d8 (__AUTH_CONST,__const) non-external _CreatePass_8To10Bit.Convert_ARGB8888toRGB101010_vtbl
00000001f0047138 (__AUTH_CONST,__const) non-external _CreatePass_8To10Bit.Convert_BGRA8888toRGB101010_vtbl
00000001f0047198 (__AUTH_CONST,__const) non-external _CreatePass_8To10Bit.Convert_RGB888toRGB101010_vtbl
00000001f0047078 (__AUTH_CONST,__const) non-external _CreatePass_8To10Bit.Convert_RGBA8888toRGB101010_vtbl
00000001891c6908 (__TEXT,__text) non-external _CreatePass_AddAlpha
00000001f004d7f8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky16UAlphaFirst_vtbl
00000001f004d798 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky16UAlphaLast_vtbl
00000001f004d498 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky8AlphaFirst_vtbl
00000001f004d4f8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky8AlphaLast_vtbl
00000001f004d678 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_ChunkyFAlphaFirst_vtbl
00000001f004d618 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_ChunkyFAlphaLast_vtbl
00000001f004d8b8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB16UtoARGB16U_vtbl
00000001f004d858 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB16UtoRGBA16U_vtbl
00000001f004d558 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toARGB8888_vtbl
00000001f004d5b8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toBGRA8888_vtbl
00000001f004d438 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toRGBA8888_vtbl
00000001f004d738 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGBFFFtoARGBFFFF_vtbl
00000001f004d6d8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGBFFFtoRGBAFFFF_vtbl
00000001f004d198 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ARGB8888_vtbl
00000001f004d378 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ARGBFFFF_vtbl
00000001f004d2b8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Chunky16U_vtbl
00000001f004d1f8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Chunky8_vtbl
00000001f004d3d8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ChunkyF_vtbl
00000001f004d258 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Planar16U_vtbl
00000001f004d138 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Planar8_vtbl
00000001f004d318 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_PlanarF_vtbl
00000001f004d978 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGB16U_vtbl
00000001f004d918 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGB8888_vtbl
00000001f004d9d8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGBFFFF_vtbl
00000001f004e398 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB16UtoPlanar16U_vtbl
00000001f004e158 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB8888toPlanar16Q12_vtbl
00000001f004e278 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB8888toPlanar8_vtbl
00000001f004e4b8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGBFFFFtoPlanarF_vtbl
00000001f004e458 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkyToPlanar16U_vtbl
00000001f004e338 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkyToPlanar8_vtbl
00000001f004e578 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkytoPlanarF_vtbl
00000001f004e5d8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.LookupTable_Planar8toPlanar16_vtbl
00000001f004e218 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.Planar8to16Q12_vtbl
00000001f004e3f8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB16UtoPlanar16U_vtbl
00000001f004e1b8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB888toPlanar16Q12_vtbl
00000001f004e2d8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB888toPlanar8_vtbl
00000001f004e518 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGBFFFtoPlanarF_vtbl
000000018959d3b0 (__TEXT,__const) non-external _CreatePass_ChunkyToPlanar.maps
00000001893e4414 (__TEXT,__text) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo
00000001f004af18 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB16UtoPlanar16U_vtbl
00000001f004ac78 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB8888toPlanar16Q12_vtbl
00000001f004adf8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB8888toPlanar8_vtbl
00000001f004b038 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGBFFFFtoPlanarF_vtbl
00000001f004afd8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkyToPlanar16U_vtbl
00000001f004aeb8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkyToPlanar8_vtbl
00000001f004b0f8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkytoPlanarF_vtbl
00000001f004b158 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.LookupTable_Planar8toPlanar16_vtbl
00000001f004ad38 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.Planar8to16Q12_vtbl
00000001f004ad98 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.Planar8toF_vtbl
00000001f004af78 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB16UtoPlanar16U_vtbl
00000001f004acd8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB888toPlanar16Q12_vtbl
00000001f004ae58 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB888toPlanar8_vtbl
00000001f004b098 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGBFFFtoPlanarF_vtbl
00000001f004e638 (__AUTH_CONST,__const) non-external _CreatePass_ColorSpaceTransform.transform_vtbls
00000001893e4d54 (__TEXT,__text) non-external _CreatePass_ColorSpaceTransformWithCGColorConversionInfo
00000001f004b218 (__AUTH_CONST,__const) non-external _CreatePass_ColorSpaceTransformWithCGColorConversionInfo.transform_vtbls
00000001893d8bb8 (__TEXT,__text) non-external _CreatePass_Convert10BitTo16Q12
00000001f00475b8 (__AUTH_CONST,__const) non-external _CreatePass_Convert10BitTo16Q12.Convert_RGB101010toRGBA16Q12_vtbl
00000001893d90b8 (__TEXT,__text) non-external _CreatePass_Convert12BitTo16Bit
00000001f00487b8 (__AUTH_CONST,__const) non-external _CreatePass_Convert12BitTo16Bit.Convert12UTo16U_vtbl
00000001893d91b8 (__TEXT,__text) non-external _CreatePass_Convert16BitTo12Bit
00000001f0048818 (__AUTH_CONST,__const) non-external _CreatePass_Convert16BitTo12Bit.Convert16UTo12U_vtbl
00000001893d8cc4 (__TEXT,__text) non-external _CreatePass_Convert16Q12To10Bit
00000001f0047618 (__AUTH_CONST,__const) non-external _CreatePass_Convert16Q12To10Bit.Convert_RGBA16Q12toRGB101010_vtbl
00000001893d93a0 (__TEXT,__text) non-external _CreatePass_Convert16Q12ToHalf
00000001f00488d8 (__AUTH_CONST,__const) non-external _CreatePass_Convert16Q12ToHalf.Convert_Planar16Q12toPlanar16F_vtbl
00000001893d973c (__TEXT,__text) non-external _CreatePass_Convert16UToHalf
00000001f0048a58 (__AUTH_CONST,__const) non-external _CreatePass_Convert16UToHalf.Convert_Planar16UtoPlanar16F_vtbl
00000001893d7c10 (__TEXT,__text) non-external _CreatePass_Convert5BitTo8Bit
00000001f00469b8 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_ARGB1555toARGB8888_vtbl
00000001f0046a18 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_ARGB1555toBGRA8888_vtbl
00000001f0046bf8 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toABGR8888_vtbl
00000001f0046ad8 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toARGB8888_vtbl
00000001f0046b98 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toBGRA8888_vtbl
00000001f0046c58 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toRGB888_vtbl
00000001f0046b38 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toRGBA8888_vtbl
00000001f0046a78 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGBA5551toRGBA8888_vtbl
00000001893d7ee8 (__TEXT,__text) non-external _CreatePass_Convert8BitTo5Bit
00000001f0046cb8 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_ARGB8888toARGB1555_vtbl
00000001f0046d18 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_ARGB8888toRGB565_vtbl
00000001f0046e38 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_BGRA8888toRGB565_vtbl
00000001f0046e98 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGB888toRGB565_vtbl
00000001f0046d78 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGBA8888toRGB565_vtbl
00000001f0046dd8 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGBA8888toRGBA5551_vtbl
00000001f0046358 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To1Bit_vtbl
00000001f00463b8 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To2Bit_vtbl
00000001f0046418 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To4Bit_vtbl
00000001893d7acc (__TEXT,__text) non-external _CreatePass_Convert8BitToTinyNew
00000001f0046718 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To1Bit_vtbl
00000001f0046778 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To2Bit_vtbl
00000001f00467d8 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To3Bit_vtbl
00000001f0046838 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To4Bit_vtbl
00000001f0046898 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To5Bit_vtbl
00000001f00468f8 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To6Bit_vtbl
00000001f0046958 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To7Bit_vtbl
00000001893d8f50 (__TEXT,__text) non-external _CreatePass_ConvertFToNbit
00000001f0047f78 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo10_vtbl
00000001f0047fd8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo11_vtbl
00000001f0048038 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo12_vtbl
00000001f0048098 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo13_vtbl
00000001f00480f8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo14_vtbl
00000001f0048158 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo15_vtbl
00000001f00481b8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo17_vtbl
00000001f0048218 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo18_vtbl
00000001f0048278 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo19_vtbl
00000001f00482d8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo20_vtbl
00000001f0048338 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo21_vtbl
00000001f0048398 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo22_vtbl
00000001f00483f8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo23_vtbl
00000001f0048458 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo24_vtbl
00000001f00484b8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo25_vtbl
00000001f0048518 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo26_vtbl
00000001f0048578 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo27_vtbl
00000001f00485d8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo28_vtbl
00000001f0048638 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo29_vtbl
00000001f0048698 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo30_vtbl
00000001f00486f8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo31_vtbl
00000001f0048758 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo32_vtbl
00000001f0047f18 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo9_vtbl
00000001893d9650 (__TEXT,__text) non-external _CreatePass_ConvertFloatToHalf
00000001f00489f8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFloatToHalf.convertFloatToHalf_vtbl
00000001893d92b8 (__TEXT,__text) non-external _CreatePass_ConvertHalfTo16Q12
00000001f0048878 (__AUTH_CONST,__const) non-external _CreatePass_ConvertHalfTo16Q12.Convert_Planar16FtoPlanar16Q12_vtbl
00000001893d9488 (__TEXT,__text) non-external _CreatePass_ConvertHalfTo16U
00000001f0048938 (__AUTH_CONST,__const) non-external _CreatePass_ConvertHalfTo16U.Convert_Planar16FtoPlanar16U_vtbl
00000001893d9564 (__TEXT,__text) non-external _CreatePass_ConvertHalfToFloat
00000001f0048998 (__AUTH_CONST,__const) non-external _CreatePass_ConvertHalfToFloat.convertHalfToFloat_vtbl
00000001893d8ddc (__TEXT,__text) non-external _CreatePass_ConvertNbitToF
00000001f00476d8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert10ToF_vtbl
00000001f0047738 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert11ToF_vtbl
00000001f0047798 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert12ToF_vtbl
00000001f00477f8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert13ToF_vtbl
00000001f0047858 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert14ToF_vtbl
00000001f00478b8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert15ToF_vtbl
00000001f0047918 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert17ToF_vtbl
00000001f0047978 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert18ToF_vtbl
00000001f00479d8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert19ToF_vtbl
