
/Volumes/Macintosh HD 1/usr/lib/system/libsystem_kernel.dylib (for architecture i386):
00031320 (__DATA,__data) external _NDR_record
00020cb8 (__TEXT,__text) external _etap_trace_thread
00014113 (__TEXT,__text) external _exc_server
00013dd8 (__TEXT,__text) external _exc_server_routine
00013885 (__TEXT,__text) external _exception_raise
000139bd (__TEXT,__text) external _exception_raise_state
00013bb4 (__TEXT,__text) external _exception_raise_state_identity
0000a634 (__TEXT,__text) external _exchangedata
00007650 (__TEXT,__text) external _execve
00024678 (__TEXT,__text) external _faccessat
00024694 (__TEXT,__text) external _fchdir
00005140 (__TEXT,__text) external _fchflags
000046a4 (__TEXT,__text) external _fchmod
00009db5 (__TEXT,__text) external _fchmod$UNIX2003
000246b0 (__TEXT,__text) external _fchmodat
000053f4 (__TEXT,__text) external _fchown
000246cc (__TEXT,__text) external _fchownat
000246e8 (__TEXT,__text) external _fclonefileat
00001c20 (__TEXT,__text) external _fcntl
00001c20 (__TEXT,__text) external _fcntl$NOCANCEL$UNIX2003
00001c3c (__TEXT,__text) external _fcntl$UNIX2003
00024704 (__TEXT,__text) external _fdatasync
00006ba8 (__TEXT,__text) external _ffsctl
00003dc0 (__TEXT,__text) external _fgetattrlist
000045f8 (__TEXT,__text) external _fgetxattr
00024720 (__TEXT,__text) external _fhopen
00005ac8 (__TEXT,__text) external _fileport_makefd
00005c74 (__TEXT,__text) external _fileport_makeport
0000a5a0 (__TEXT,__text) external _flistxattr
0000424c (__TEXT,__text) external _flock
0002473c (__TEXT,__text) external _fmount
00024758 (__TEXT,__text) external _fpathconf
0000be53 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
00006726 (__TEXT,__text) non-external (was a private external) _free
00024774 (__TEXT,__text) external _fremovexattr
00010f1d (__TEXT,__text) external _fs_snapshot_create
00010f3f (__TEXT,__text) external _fs_snapshot_delete
00007563 (__TEXT,__text) external _fs_snapshot_list
00010fc8 (__TEXT,__text) external _fs_snapshot_mount
00010f61 (__TEXT,__text) external _fs_snapshot_rename
00010f84 (__TEXT,__text) external _fs_snapshot_revert
00010fa6 (__TEXT,__text) external _fs_snapshot_root
00003da4 (__TEXT,__text) external _fsctl
000053d8 (__TEXT,__text) external _fsetattrlist
00004ff8 (__TEXT,__text) external _fsetxattr
00003e58 (__TEXT,__text) external _fsgetpath
00024790 (__TEXT,__text) external _fsgetpath_ext
000247ac (__TEXT,__text) external _fstat
00001bcc (__TEXT,__text) external _fstat$INODE64
00001bcc (__TEXT,__text) external _fstat64
000247c8 (__TEXT,__text) external _fstatat
00003eac (__TEXT,__text) external _fstatat$INODE64
00003eac (__TEXT,__text) external _fstatat64
00009ebc (__TEXT,__text) external _fstatfs
00002898 (__TEXT,__text) external _fstatfs$INODE64
00002898 (__TEXT,__text) external _fstatfs64
00003ee4 (__TEXT,__text) external _fsync
00003ee4 (__TEXT,__text) external _fsync$NOCANCEL$UNIX2003
00009d54 (__TEXT,__text) external _fsync$UNIX2003
00003c3c (__TEXT,__text) external _ftruncate
0000d362 (__TEXT,__text) external _futimens
0000515c (__TEXT,__text) external _futimes
00031354 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000d0f7 (__TEXT,__text) external _getattrlist
00001b78 (__TEXT,__text) external _getattrlist$UNIX2003
000247e4 (__TEXT,__text) external _getattrlistat
00003c74 (__TEXT,__text) external _getattrlistbulk
0001313e (__TEXT,__text) external _getaudit
00002e88 (__TEXT,__text) external _getaudit_addr
00024800 (__TEXT,__text) external _getauid
0002481c (__TEXT,__text) external _getdirentries
00024838 (__TEXT,__text) external _getdirentriesattr
0000780c (__TEXT,__text) external _getdtablesize
000027e8 (__TEXT,__text) external _getegid
000017d0 (__TEXT,__text) external _getentropy
00002190 (__TEXT,__text) external _geteuid
00024854 (__TEXT,__text) external _getfh
00024870 (__TEXT,__text) external _getfsstat
000035c0 (__TEXT,__text) external _getfsstat$INODE64
000035c0 (__TEXT,__text) external _getfsstat64
0000441c (__TEXT,__text) external _getgid
00005410 (__TEXT,__text) external _getgroups
00005298 (__TEXT,__text) external _gethostuuid
000046bf (__TEXT,__text) external _getiopolicy_np
0002488c (__TEXT,__text) external _getitimer
0000d139 (__TEXT,__text) external _getpeername
00004688 (__TEXT,__text) external _getpeername$UNIX2003
00008a20 (__TEXT,__text) external _getpgid
00007634 (__TEXT,__text) external _getpgrp
00001800 (__TEXT,__text) external _getpid
00005cc8 (__TEXT,__text) external _getppid
000074d8 (__TEXT,__text) external _getpriority
00002e6c (__TEXT,__text) external _getrlimit
00009cdb (__TEXT,__text) external _getrlimit$UNIX2003
00006a10 (__TEXT,__text) external _getrusage
00023c10 (__TEXT,__text) external _getsgroups_np
000248a8 (__TEXT,__text) external _getsid
0000d175 (__TEXT,__text) external _getsockname
00006bc4 (__TEXT,__text) external _getsockname$UNIX2003
000045c0 (__TEXT,__text) external _getsockopt
000027b0 (__TEXT,__text) external _getuid
00023c2c (__TEXT,__text) external _getwgroups_np
00003840 (__TEXT,__text) external _getxattr
000248c4 (__TEXT,__text) external _grab_pgo_data
00003ec8 (__TEXT,__text) external _guarded_close_np
00008fa0 (__TEXT,__text) external _guarded_kqueue_np
0000bebc (__TEXT,__text) external _guarded_open_dprotected_np
00003ce3 (__TEXT,__text) external _guarded_open_np
00003d34 (__TEXT,__text) external _guarded_pwrite_np
00006cd8 (__TEXT,__text) external _guarded_write_np
000248e0 (__TEXT,__text) external _guarded_writev_np
0002ba61 (__TEXT,__cstring) non-external _hex
0000bf0d (__TEXT,__text) external _host_check_multiuser_mode
00002018 (__TEXT,__text) external _host_create_mach_voucher
00001458 (__TEXT,__text) external _host_create_mach_voucher_trap
00014548 (__TEXT,__text) external _host_default_memory_manager
0001597c (__TEXT,__text) external _host_get_UNDServer
0000bef8 (__TEXT,__text) external _host_get_atm_diagnostic_flag
0001418f (__TEXT,__text) external _host_get_boot_info
00014a88 (__TEXT,__text) external _host_get_clock_control
0000579f (__TEXT,__text) external _host_get_clock_service
000150bb (__TEXT,__text) external _host_get_exception_ports
00003eff (__TEXT,__text) external _host_get_io_master
0000bf07 (__TEXT,__text) external _host_get_multiuser_config_flags
00001ce4 (__TEXT,__text) external _host_get_special_port
00004c23 (__TEXT,__text) external _host_info
000163df (__TEXT,__text) external _host_kernel_version
00016d9d (__TEXT,__text) external _host_lockgroup_info
0000c04a (__TEXT,__text) external _host_page_size
000143ac (__TEXT,__text) external _host_priv_statistics
00016728 (__TEXT,__text) external _host_processor_info
00015797 (__TEXT,__text) external _host_processor_set_priv
00015693 (__TEXT,__text) external _host_processor_sets
00014984 (__TEXT,__text) external _host_processors
000142c9 (__TEXT,__text) external _host_reboot
0001720f (__TEXT,__text) external _host_register_mach_voucher_attr_manager
00017345 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00002c2a (__TEXT,__text) external _host_request_notification
00015bdc (__TEXT,__text) external _host_security_create_task_token
00015d5e (__TEXT,__text) external _host_security_set_task_token
0000c257 (__TEXT,__text) external _host_self
00001314 (__TEXT,__text) external _host_self_trap
000158a2 (__TEXT,__text) external _host_set_UNDServer
00017479 (__TEXT,__text) external _host_set_atm_diagnostic_flag
00014fb8 (__TEXT,__text) external _host_set_exception_ports
000176c0 (__TEXT,__text) external _host_set_multiuser_config_flags
00014ec1 (__TEXT,__text) external _host_set_special_port
00008af0 (__TEXT,__text) external _host_statistics
000084e9 (__TEXT,__text) external _host_statistics64
00015308 (__TEXT,__text) external _host_swap_exception_ports
00016958 (__TEXT,__text) external _host_virtual_physical_table_info
000251ac (__TEXT,__text) external _i386_get_ldt
000251bc (__TEXT,__text) external _i386_set_ldt
00031330 (__DATA,__data) external _important_boost_assertion_token
000311f4 (__DATA,__const) external _internal_catch_exc_subsystem
0000be0a (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise
0003131c (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
0000bdc1 (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise_state
00031318 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
0000bd78 (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise_state_identity
00031314 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00004534 (__TEXT,__text) external _ioctl
0000114c (__TEXT,__text) external _issetugid
000248fc (__TEXT,__text) external _kas_info
00001070 (__TEXT,__text) external _kdebug_is_enabled
00011106 (__TEXT,__text) external _kdebug_signpost
00008ac7 (__TEXT,__text) external _kdebug_signpost_end
00008a64 (__TEXT,__text) non-external _kdebug_signpost_internal
00008a3b (__TEXT,__text) external _kdebug_signpost_start
00001127 (__TEXT,__text) external _kdebug_trace
000033a7 (__TEXT,__text) external _kdebug_trace_string
000010b1 (__TEXT,__text) external _kdebug_typefilter
00031728 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
000110fa (__TEXT,__text) external _kdebug_using_continuous_time
0000598c (__TEXT,__text) external _kevent
0000a0c0 (__TEXT,__text) external _kevent64
00002924 (__TEXT,__text) external _kevent_id
00002908 (__TEXT,__text) external _kevent_qos
00015a73 (__TEXT,__text) external _kext_request
000070be (__TEXT,__text) external _kill
00009d9a (__TEXT,__text) external _kill$UNIX2003
00014d77 (__TEXT,__text) external _kmod_control
00014b9c (__TEXT,__text) external _kmod_create
00014c94 (__TEXT,__text) external _kmod_destroy
00016854 (__TEXT,__text) external _kmod_get_info
000131eb (__TEXT,__text) external _kpersona_alloc
00013245 (__TEXT,__text) external _kpersona_dealloc
000132ca (__TEXT,__text) external _kpersona_find
00013358 (__TEXT,__text) external _kpersona_find_by_type
000043f3 (__TEXT,__text) external _kpersona_get
0001326d (__TEXT,__text) external _kpersona_getpath
000041c3 (__TEXT,__text) external _kpersona_info
00013218 (__TEXT,__text) external _kpersona_palloc
00013298 (__TEXT,__text) external _kpersona_pidinfo
00005970 (__TEXT,__text) external _kqueue
0000d1bd (__TEXT,__text) external _lchown
0000542c (__TEXT,__text) external _lchown$UNIX2003
00024918 (__TEXT,__text) external _ledger
00004740 (__TEXT,__text) external _link
00024934 (__TEXT,__text) external _linkat
00024950 (__TEXT,__text) external _lio_listio
0000d23c (__TEXT,__text) external _listen
000075a0 (__TEXT,__text) external _listen$UNIX2003
00003c90 (__TEXT,__text) external _listxattr
00015e8d (__TEXT,__text) external _lock_acquire
00016219 (__TEXT,__text) external _lock_handoff
000162fc (__TEXT,__text) external _lock_handoff_accept
00016136 (__TEXT,__text) external _lock_make_stable
00015f70 (__TEXT,__text) external _lock_release
0001d190 (__TEXT,__text) external _lock_set_create
0001d2aa (__TEXT,__text) external _lock_set_destroy
00016053 (__TEXT,__text) external _lock_try
0000d8ba (__TEXT,__text) external _log_data_as_kernel
0000262c (__TEXT,__text) external _lseek
00009b8c (__TEXT,__text) external _lstat
00007950 (__TEXT,__text) external _lstat$INODE64
00007950 (__TEXT,__text) external _lstat64
00001774 (__TEXT,__text) external _mach_absolute_time
000024f0 (__TEXT,__text) external _mach_approximate_time
0000d1b1 (__TEXT,__text) external _mach_boottime_usec
00006783 (__TEXT,__text) external _mach_continuous_approximate_time
00001751 (__TEXT,__text) external _mach_continuous_time
0000bfd4 (__TEXT,__text) external _mach_error
000313a4 (__DATA,__common) external _mach_error_full_diag
00005de6 (__TEXT,__text) external _mach_error_string
00005e00 (__TEXT,__text) non-external (was a private external) _mach_error_string_int
0000bf13 (__TEXT,__text) external _mach_error_type
00023398 (__TEXT,__text) external _mach_eventlink_associate
0002319e (__TEXT,__text) external _mach_eventlink_create
000232d2 (__TEXT,__text) external _mach_eventlink_destroy
000234bf (__TEXT,__text) external _mach_eventlink_disassociate
0000d2ba (__TEXT,__text) external _mach_eventlink_signal
0000d31d (__TEXT,__text) external _mach_eventlink_signal_wait_until
0000d2de (__TEXT,__text) external _mach_eventlink_wait_until
000013b0 (__TEXT,__text) external _mach_generate_activity_id
00002b37 (__TEXT,__text) external _mach_get_times
00001cdf (__TEXT,__text) external _mach_host_self
000313b0 (__DATA,__common) external _mach_host_self_
0000aad5 (__TEXT,__text) external _mach_host_special_port_description
00030098 (__DATA,__const) non-external _mach_host_special_port_description.hsp_descs
0000ab20 (__TEXT,__text) external _mach_host_special_port_for_id
00031258 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00005637 (__TEXT,__text) external _mach_init
00031708 (__DATA,__bss) non-external _mach_init.mach_init_inited
0000565f (__TEXT,__text) non-external _mach_init_doit
0002227a (__TEXT,__text) external _mach_make_memory_entry
0000237c (__TEXT,__text) external _mach_make_memory_entry_64
00022f9a (__TEXT,__text) external _mach_memory_entry_access_tracking
000230a1 (__TEXT,__text) external _mach_memory_entry_ownership
00022e9b (__TEXT,__text) external _mach_memory_entry_purgable_control
0001755c (__TEXT,__text) external _mach_memory_info
000165f4 (__TEXT,__text) external _mach_memory_object_memory_entry
00016c63 (__TEXT,__text) external _mach_memory_object_memory_entry_64
0000164c (__TEXT,__text) external _mach_msg
00001e00 (__TEXT,__text) external _mach_msg_destroy
00001f54 (__TEXT,__text) non-external _mach_msg_destroy_port
000076a4 (__TEXT,__text) external _mach_msg_overwrite
0000132c (__TEXT,__text) external _mach_msg_overwrite_trap
0000c082 (__TEXT,__text) external _mach_msg_priority_encode
0000c077 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
0000c0c7 (__TEXT,__text) external _mach_msg_priority_overide_qos
0000c0da (__TEXT,__text) external _mach_msg_priority_qos
0000c0eb (__TEXT,__text) external _mach_msg_priority_relpri
0000a5bc (__TEXT,__text) external _mach_msg_receive
0000471e (__TEXT,__text) external _mach_msg_send
00006df4 (__TEXT,__text) external _mach_msg_server
000077b9 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
0000c072 (__TEXT,__text) external _mach_msg_server_importance
00009444 (__TEXT,__text) external _mach_msg_server_once
00001320 (__TEXT,__text) external _mach_msg_trap
0001b12f (__TEXT,__text) external _mach_notify_dead_name
0001b09a (__TEXT,__text) external _mach_notify_no_senders
0001aff2 (__TEXT,__text) external _mach_notify_port_deleted
0001b04d (__TEXT,__text) external _mach_notify_port_destroyed
0001b0f5 (__TEXT,__text) external _mach_notify_send_once
00002d21 (__TEXT,__text) external _mach_port_allocate
00012db5 (__TEXT,__text) external _mach_port_allocate_full
00012d9c (__TEXT,__text) external _mach_port_allocate_name
00012db0 (__TEXT,__text) external _mach_port_allocate_qos
00002067 (__TEXT,__text) external _mach_port_construct
000021ab (__TEXT,__text) external _mach_port_deallocate
00005293 (__TEXT,__text) external _mach_port_destroy
0000269f (__TEXT,__text) external _mach_port_destruct
00012f0e (__TEXT,__text) external _mach_port_dnrequest_info
00003bbe (__TEXT,__text) external _mach_port_extract_member
000087f9 (__TEXT,__text) external _mach_port_extract_right
00003243 (__TEXT,__text) external _mach_port_get_attributes
00005013 (__TEXT,__text) external _mach_port_get_context
00003a71 (__TEXT,__text) external _mach_port_get_refs
0000a29e (__TEXT,__text) external _mach_port_get_set_status
00012dbf (__TEXT,__text) external _mach_port_get_srights
000035f7 (__TEXT,__text) external _mach_port_guard
00012f4e (__TEXT,__text) external _mach_port_guard_with_flags
00002d4d (__TEXT,__text) external _mach_port_insert_member
00002edb (__TEXT,__text) external _mach_port_insert_right
00012f13 (__TEXT,__text) external _mach_port_kernel_object
00012f18 (__TEXT,__text) external _mach_port_kobject
00012f1d (__TEXT,__text) external _mach_port_kobject_description
00001958 (__TEXT,__text) external _mach_port_mod_refs
00004dbf (__TEXT,__text) external _mach_port_move_member
00012d92 (__TEXT,__text) external _mach_port_names
00012da1 (__TEXT,__text) external _mach_port_peek
00012d97 (__TEXT,__text) external _mach_port_rename
0000298f (__TEXT,__text) external _mach_port_request_notification
00003282 (__TEXT,__text) external _mach_port_set_attributes
0000a1a7 (__TEXT,__text) external _mach_port_set_context
