00007ff841ae2718 (__DATA,__data) non-external _C
00007ff800318980 (__TEXT,__text) external _posix_spawnp
00007ff800363360 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff8003630b0 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff800362c80 (__TEXT,__const) non-external _powersOf10_Float
00007ff800362a40 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff800314023 (__TEXT,__text) external _printf
00007ff841ae5430 (__DATA,__bss) non-external _printf_info_queue
00007ff800344768 (__TEXT,__text) external _printf_l
00007ff800333c30 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff80033697d (__TEXT,__text) external _psignal
00007ff8003538bc (__TEXT,__text) external _psort
00007ff800354409 (__TEXT,__text) external _psort_b
00007ff8003141a6 (__TEXT,__text) external _psort_r
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff8003531a4 (__TEXT,__text) external _ptsname
00007ff800361c39 (__TEXT,__text) non-external _ptsname.cold.1
00007ff800361c4e (__TEXT,__text) non-external _ptsname.cold.2
00007ff841ae53f0 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff841ae53e8 (__DATA,__bss) non-external _ptsname_once
00007ff800353238 (__TEXT,__text) non-external _ptsname_once_init
00007ff800361c64 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff800309b88 (__TEXT,__text) external _ptsname_r
00007ff800318cc0 (__TEXT,__text) external _putc
00007ff800344815 (__TEXT,__text) external _putc_unlocked
00007ff8003140ef (__TEXT,__text) external _putchar
00007ff800344849 (__TEXT,__text) external _putchar_unlocked
00007ff8003501e4 (__TEXT,__text) external _putenv
00007ff80032ec86 (__TEXT,__text) non-external _putpair
00007ff800313733 (__TEXT,__text) external _puts
00007ff800358844 (__TEXT,__text) external _pututxline
00007ff800344887 (__TEXT,__text) external _putw
00007ff8003448e9 (__TEXT,__text) external _putwc
00007ff800344911 (__TEXT,__text) external _putwc_l
00007ff80034491b (__TEXT,__text) external _putwchar
00007ff80034494d (__TEXT,__text) external _putwchar_l
00007ff841ae47b0 (__DATA,__bss) non-external _pw_size
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff8002f06ea (__TEXT,__text) external _qsort
00007ff8002f1498 (__TEXT,__text) external _qsort_b
00007ff8002f14a6 (__TEXT,__text) external _qsort_r
00007ff8003244a2 (__TEXT,__text) external _querylocale
00007ff800350b6c (__TEXT,__text) non-external _r_sort_a
00007ff841ae53bc (__DATA,__bss) non-external _r_sort_a.bmin
00007ff841ae53b0 (__DATA,__bss) non-external _r_sort_a.count
00007ff841ae53b8 (__DATA,__bss) non-external _r_sort_a.nc
00007ff841ae53c0 (__DATA,__bss) non-external _r_sort_a_count
00007ff80035190e (__TEXT,__text) non-external _r_sort_b
00007ff841ae53dc (__DATA,__bss) non-external _r_sort_b.bmin
00007ff841ae53d0 (__DATA,__bss) non-external _r_sort_b.count
00007ff841ae53d8 (__DATA,__bss) non-external _r_sort_b.nc
00007ff841ae53c8 (__DATA,__bss) non-external _r_sort_b_count
00007ff800351cf7 (__TEXT,__text) non-external _r_sort_count_allocate
00007ff841ae2a70 (__DATA,__data) non-external _r_sort_count_control
00007ff800350280 (__TEXT,__text) external _radixsort
00007ff800327090 (__TEXT,__text) external _raise
00007ff8002f3eef (__TEXT,__text) external _rand
00007ff841ae2a8c (__DATA,__data) non-external _rand_deg
00007ff8002fb215 (__TEXT,__text) external _rand_r
00007ff841ae2a90 (__DATA,__data) non-external _rand_sep
00007ff841ae2a88 (__DATA,__data) non-external _rand_type
00007ff8002f2787 (__TEXT,__text) external _random
00007ff84380b6a0 (__DATA_DIRTY,__data) non-external _randtbl
00007ff800333efd (__TEXT,__text) non-external (was a private external) _rangematch
00007ff8003259eb (__TEXT,__text) non-external _raosnprintf
00007ff800359b84 (__TEXT,__text) external _rb_tree_count
00007ff80030fd58 (__TEXT,__text) external _rb_tree_find_node
00007ff800359a24 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff800359a9a (__TEXT,__text) external _rb_tree_find_node_leq
00007ff80030fd3e (__TEXT,__text) external _rb_tree_init
00007ff80030fdb2 (__TEXT,__text) external _rb_tree_insert_node
00007ff800359b10 (__TEXT,__text) external _rb_tree_iterate
00007ff800359b96 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff80031a147 (__TEXT,__text) external _rb_tree_remove_node
00007ff80030ff81 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff800363d70 (__TEXT,__const) non-external _rcsid
00007ff800363de0 (__TEXT,__const) non-external _rcsid
00007ff800363e30 (__TEXT,__const) non-external _rcsid
00007ff800363f40 (__TEXT,__const) non-external _rcsid
00007ff800364f10 (__TEXT,__const) non-external _rcsid
00007ff800364ffc (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff80035e93a (__TEXT,__text) external _readdir
00007ff8002ea2ab (__TEXT,__text) external _readdir$INODE64
00007ff80035e970 (__TEXT,__text) external _readdir_r
00007ff80030709c (__TEXT,__text) external _readdir_r$INODE64
                 (undefined) external _readlink (from libsystem_kernel)
00007ff800336a0d (__TEXT,__text) external _readpassphrase
                 (undefined) external _realloc (from libsystem_malloc)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff800351fc0 (__TEXT,__text) external _realpath
00007ff8002f6c20 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff84380cfe4 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff84380cfe8 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff841ae53e0 (__DATA,__bss) non-external _realpath.rootdev
00007ff841ae53e4 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff800330454 (__TEXT,__text) non-external _rec_rdelete
00007ff800364dc0 (__TEXT,__const) non-external _recargchar
00007ff800364e40 (__TEXT,__const) non-external _recargstring
00007ff8002f69d6 (__TEXT,__text) external _recv
00007ff8002f69b6 (__TEXT,__text) external _recv$NOCANCEL
00007ff8002fcf8a (__TEXT,__text) external _regcomp
00007ff8002fcfb2 (__TEXT,__text) external _regcomp_l
00007ff8003618ac (__TEXT,__text) external _regerror
00007ff800302730 (__TEXT,__text) external _regexec
00007ff800306f33 (__TEXT,__text) external _regfree
00007ff8003164fd (__TEXT,__text) external _register_printf_domain_function
00007ff80032693c (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff800326a01 (__TEXT,__text) external _register_printf_domain_render_std
00007ff800359cd9 (__TEXT,__text) external _regncomp
00007ff8002fd00d (__TEXT,__text) external _regncomp_l
00007ff80030274a (__TEXT,__text) external _regnexec
00007ff800359da8 (__TEXT,__text) external _regwcomp
00007ff800359d54 (__TEXT,__text) external _regwcomp_l
00007ff800359e2f (__TEXT,__text) external _regwexec
00007ff800359d2c (__TEXT,__text) external _regwncomp
00007ff800359d01 (__TEXT,__text) external _regwncomp_l
00007ff800359dfa (__TEXT,__text) external _regwnexec
00007ff800364880 (__TEXT,__const) non-external _reltable.__get_locale_env
00007ff80030eb47 (__TEXT,__text) external _remove
00007ff800352710 (__TEXT,__text) external _remque
00007ff840029150 (__DATA_CONST,__const) non-external _rerrs
00007ff8002f8e98 (__TEXT,__text) external _rewind
00007ff80035ea14 (__TEXT,__text) external _rewinddir
00007ff80030fbbc (__TEXT,__text) external _rewinddir$INODE64
00007ff8002f9465 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff84380b788 (__DATA_DIRTY,__bss) non-external _rng
00007ff8003429c4 (__TEXT,__text) external _rpmatch
00007ff841ae2aa0 (__DATA,__data) non-external _rptr
00007ff80031349b (__TEXT,__text) non-external _sappend
00007ff841ae5010 (__DATA,__bss) non-external _saved_categories
00007ff80031b272 (__TEXT,__text) external _sbrk
00007ff841ae4588 (__DATA,__bss) non-external _sbrk_curbrk
00007ff841ae4580 (__DATA,__bss) non-external _sbrk_needs_init
00007ff841ae25f0 (__DATA,__data) non-external _sbrk_region_size
00007ff80035ea77 (__TEXT,__text) external _scandir
00007ff8002fb263 (__TEXT,__text) external _scandir$INODE64
00007ff80035fc55 (__TEXT,__text) external _scandir_b
00007ff800355a47 (__TEXT,__text) external _scandir_b$INODE64
00007ff80034499b (__TEXT,__text) external _scanf
00007ff800344a8e (__TEXT,__text) external _scanf_l
00007ff8003642b0 (__TEXT,__const) non-external _sccsid
00007ff8003642e0 (__TEXT,__const) non-external _sccsid
00007ff8003370a8 (__TEXT,__text) external _seed48
00007ff841ae4ec8 (__DATA,__bss) non-external _seed48.sseed
00007ff80035ec41 (__TEXT,__text) external _seekdir
00007ff800337111 (__TEXT,__text) external _seekdir$INODE64
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff8002f69c6 (__TEXT,__text) external _send
00007ff8002f69a6 (__TEXT,__text) external _send$NOCANCEL
00007ff800364ed0 (__TEXT,__const) non-external _seps
00007ff841ae46d8 (__DATA,__bss) non-external _seq
00007ff800321d58 (__TEXT,__text) non-external _set_asl
00007ff80032206c (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff800344b93 (__TEXT,__text) external _setbuf
00007ff800344bac (__TEXT,__text) external _setbuffer
00007ff8002e8d24 (__TEXT,__text) external _setenv
00007ff800328472 (__TEXT,__text) external _sethostid
00007ff80033714a (__TEXT,__text) external _sethostname
00007ff800327f00 (__TEXT,__text) external _setinvalidrune
00007ff841ae4d9c (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
00007ff80033fda0 (__TEXT,__text) external _setipv4sourcefilter
00007ff8003615e0 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff80031ef4f (__TEXT,__text) external _setkey
00007ff800313fca (__TEXT,__text) external _setlinebuf
00007ff8002ecd92 (__TEXT,__text) external _setlocale
00007ff800319aba (__TEXT,__text) external _setlogin
00007ff8003372b4 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff8003284cf (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff8003137eb (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff8003284fa (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff800328509 (__TEXT,__text) external _setruid
00007ff80033c1a3 (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
00007ff800340009 (__TEXT,__text) external _setsourcefilter
00007ff800351f02 (__TEXT,__text) external _setstate
00007ff8003276f8 (__TEXT,__text) external _settimeofday
00007ff80031fc11 (__TEXT,__text) external _setttyent
00007ff8002ec4a3 (__TEXT,__text) non-external _settzname
00007ff800320682 (__TEXT,__text) external _setusershell
00007ff800357e88 (__TEXT,__text) external _setutxent
00007ff8003219ca (__TEXT,__text) external _setutxent_wtmp
00007ff8003102ab (__TEXT,__text) external _setvbuf
00007ff80034111b (__TEXT,__text) non-external _sflush_locked
00007ff800327e40 (__TEXT,__text) non-external (was a private external) _sgetrune
00007ff841ae4d94 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00007ff841ae4750 (__DATA,__bss) non-external _shells
00007ff80031df4c (__TEXT,__text) non-external _shiftLeftMP
00007ff80031dd1b (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff841ae2a30 (__DATA,__data) non-external _sig_init_once
00007ff841ae5388 (__DATA,__bss) non-external _sig_key
00007ff80034d403 (__TEXT,__text) non-external _sig_keycreate
00007ff841ae5380 (__DATA,__bss) non-external _sig_keycreated
00007ff800307383 (__TEXT,__text) external _sigaction
00007ff800320b5c (__TEXT,__text) external _sigaddset
00007ff80031af62 (__TEXT,__text) external _sigaltstack
00007ff80031b00a (__TEXT,__text) external _sigblock
00007ff800320b8d (__TEXT,__text) external _sigdelset
00007ff800320b40 (__TEXT,__text) external _sigemptyset
00007ff800320b4e (__TEXT,__text) external _sigfillset
00007ff800310fa2 (__TEXT,__text) external _sighold
00007ff80031b09a (__TEXT,__text) external _sigignore
00007ff8003379b5 (__TEXT,__text) external _siginterrupt
00007ff800320bbe (__TEXT,__text) external _sigismember
00007ff800307310 (__TEXT,__text) external _signal
00007ff80030731f (__TEXT,__text) non-external _signal__
00007ff841ae4e40 (__DATA,__bss) non-external _signo
00007ff80035d77b (__TEXT,__text) external _sigpause
00007ff80031b033 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff800310fe8 (__TEXT,__text) external _sigrelse
00007ff800310ec6 (__TEXT,__text) external _sigset
00007ff80031afe1 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff80031af8d (__TEXT,__text) external _sigvec
00007ff80031af9c (__TEXT,__text) non-external _sigvec__
00007ff80032036b (__TEXT,__text) non-external _skip
00007ff841ae2b30 (__DATA,__data) external _skip
00007ff800337a8a (__TEXT,__text) external _sl_add
00007ff800337b3a (__TEXT,__text) external _sl_find
00007ff800337aeb (__TEXT,__text) external _sl_free
00007ff800337a36 (__TEXT,__text) external _sl_init
00007ff800361388 (__TEXT,__text) non-external _sl_init.cold.1
00007ff80036139d (__TEXT,__text) non-external _sl_init.cold.2
00007ff841ae4e20 (__DATA,__bss) non-external _slash
00007ff8002fbee1 (__TEXT,__text) external _sleep
00007ff80030de4e (__TEXT,__text) external _sleep$NOCANCEL
00007ff841ae46d0 (__DATA,__bss) non-external _slot
00007ff8002f02ad (__TEXT,__text) external _snprintf
00007ff8002f01e0 (__TEXT,__text) external _snprintf_l
00007ff8003388f1 (__TEXT,__text) external _snvis
00007ff80033fd7a (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff8002f6b5a (__TEXT,__text) external _sprintf
00007ff800306cc5 (__TEXT,__text) external _sprintf_l
00007ff800327e9a (__TEXT,__text) non-external (was a private external) _sputrune
00007ff841ae4d98 (__DATA,__bss) non-external _sputrune.warn_depreciated
00007ff800350f75 (__TEXT,__text) external _sradixsort
00007ff80030e3b8 (__TEXT,__text) external _srand
00007ff80030eb99 (__TEXT,__text) external _srand48
00007ff800351d30 (__TEXT,__text) external _sranddev
00007ff8002f26c5 (__TEXT,__text) external _srandom
00007ff80030bf80 (__TEXT,__text) external _srandomdev
00007ff8002f3f51 (__TEXT,__text) external _sscanf
00007ff8002ed22d (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _stat$INODE64 (from libsystem_kernel)
00007ff800325cb2 (__TEXT,__text) external _stat_with_subsystem
00007ff841ae2a80 (__DATA,__data) non-external _state
                 (undefined) external _statfs$INODE64 (from libsystem_kernel)
00007ff8003105cb (__TEXT,__text) external _statvfs
00007ff8002fbf7e (__TEXT,__text) non-external _statx1
00007ff8002fc147 (__TEXT,__text) non-external _statx1
00007ff80032777a (__TEXT,__text) external _statx64_np
00007ff80035fba8 (__TEXT,__text) external _statx_np
00007ff8002fbf44 (__TEXT,__text) external _statx_np$INODE64
00007ff8002fc310 (__TEXT,__text) non-external _statx_syscall
00007ff8002fc31d (__TEXT,__text) non-external _statx_syscall
00007ff8002f1b79 (__TEXT,__text) external _stpcpy
00007ff8002f0a1a (__TEXT,__text) external _stpncpy
00007ff800338aa3 (__TEXT,__text) external _stravis
00007ff8002ea657 (__TEXT,__text) external _strcasecmp
00007ff8002ea67f (__TEXT,__text) external _strcasecmp_l
00007ff8002f1789 (__TEXT,__text) external _strcasestr
00007ff8002f17b1 (__TEXT,__text) external _strcasestr_l
00007ff8002ebe6d (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff80030fc3e (__TEXT,__text) external _strcoll
00007ff80030fc66 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff8002f66c6 (__TEXT,__text) external _strcspn
00007ff8002e3c71 (__TEXT,__text) external _strdup
00007ff800338b2f (__TEXT,__text) external _strenvisx
00007ff8002f6807 (__TEXT,__text) external _strerror
00007ff8002f7a35 (__TEXT,__text) external _strerror_r
00007ff800358a94 (__TEXT,__text) external _strfmon
00007ff80035982e (__TEXT,__text) external _strfmon_l
00007ff80030f264 (__TEXT,__text) external _strftime
00007ff800305860 (__TEXT,__text) external _strftime_l
00007ff841ae4758 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff80034d0fc (__TEXT,__text) external _strmode
00007ff8002f69e6 (__TEXT,__text) external _strncasecmp
00007ff8002ea521 (__TEXT,__text) external _strncasecmp_l
00007ff8002f8e23 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff8002f143f (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff8002e3cb5 (__TEXT,__text) external _strnstr
00007ff8003387f0 (__TEXT,__text) external _strnunvis
00007ff800338670 (__TEXT,__text) external _strnunvisx
00007ff8003613fa (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff80036141d (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff800361440 (__TEXT,__text) non-external _strnunvisx.cold.3
00007ff800309d05 (__TEXT,__text) external _strnvis
00007ff800338af9 (__TEXT,__text) external _strnvisx
00007ff800313ed6 (__TEXT,__text) external _strpbrk
00007ff80034d08c (__TEXT,__text) external _strptime
00007ff80030c4b4 (__TEXT,__text) external _strptime_l
00007ff8002e3d2f (__TEXT,__text) external _strrchr
00007ff800338a07 (__TEXT,__text) external _strsenvisx
00007ff8002f68f5 (__TEXT,__text) external _strsep
00007ff80034d359 (__TEXT,__text) external _strsignal
00007ff80034d21a (__TEXT,__text) external _strsignal_r
00007ff80033897e (__TEXT,__text) external _strsnvis
00007ff8003389d8 (__TEXT,__text) external _strsnvisx
00007ff8002f6760 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff80033894b (__TEXT,__text) external _strsvis
00007ff8003389a5 (__TEXT,__text) external _strsvisx
00007ff80030b428 (__TEXT,__text) external _strtod
00007ff8002ea631 (__TEXT,__text) external _strtod_l
00007ff80031b364 (__TEXT,__text) external _strtoencf16
00007ff80031b434 (__TEXT,__text) external _strtoencf32
00007ff80031b6e5 (__TEXT,__text) external _strtoencf64
00007ff80031c225 (__TEXT,__text) external _strtoencf64x
00007ff80031bbbf (__TEXT,__text) external _strtoencf80_l
00007ff8002f8446 (__TEXT,__text) external _strtof
00007ff8002f765b (__TEXT,__text) external _strtof_l
00007ff800320c7f (__TEXT,__text) external _strtofflags
00007ff800352e6c (__TEXT,__text) external _strtoimax
00007ff8002ef44c (__TEXT,__text) external _strtoimax_l
00007ff8003161ba (__TEXT,__text) external _strtok
00007ff841ae5390 (__DATA,__bss) non-external _strtok.last
00007ff8002fb523 (__TEXT,__text) external _strtok_r
00007ff8002ecd6a (__TEXT,__text) external _strtol
00007ff8002e9cc7 (__TEXT,__text) external _strtol_l
00007ff800318939 (__TEXT,__text) external _strtold
00007ff800319ed4 (__TEXT,__text) external _strtold_l
00007ff8002e3a46 (__TEXT,__text) external _strtoll
00007ff8002e3a6e (__TEXT,__text) external _strtoll_l
00007ff800341b8e (__TEXT,__text) external _strtonum
00007ff800352e94 (__TEXT,__text) external _strtoq
00007ff800352ebc (__TEXT,__text) external _strtoq_l
00007ff8002f11ec (__TEXT,__text) external _strtoul
00007ff8002f1214 (__TEXT,__text) external _strtoul_l
00007ff8003054b3 (__TEXT,__text) external _strtoull
00007ff8003054db (__TEXT,__text) external _strtoull_l
00007ff80031a01b (__TEXT,__text) external _strtoumax
00007ff8002f400f (__TEXT,__text) external _strtoumax_l
00007ff8003072d9 (__TEXT,__text) external _strtouq
00007ff800352ec6 (__TEXT,__text) external _strtouq_l
00007ff8003387da (__TEXT,__text) external _strunvis
00007ff8003387c4 (__TEXT,__text) external _strunvisx
00007ff80031921a (__TEXT,__text) external _strvis
00007ff800338ac2 (__TEXT,__text) external _strvisx
00007ff80034d6e3 (__TEXT,__text) external _strxfrm
00007ff80034d429 (__TEXT,__text) external _strxfrm_l
00007ff841ae54d0 (__DATA,__common) external _suboptarg
00007ff841ae4ce0 (__DATA,__bss) non-external _subsystem_root_path
00007ff8003388a0 (__TEXT,__text) external _svis
00007ff80034d70b (__TEXT,__text) external _swab
00007ff800344bc5 (__TEXT,__text) external _swprintf
00007ff800344c7f (__TEXT,__text) external _swprintf_l
00007ff800344d11 (__TEXT,__text) external _swscanf
00007ff800344dcf (__TEXT,__text) external _swscanf_l
00007ff8003264b8 (__TEXT,__text) external _sxprintf
00007ff800326d1e (__TEXT,__text) external _sxprintf_exec
00007ff800328119 (__TEXT,__text) external _sync_volume_np
00007ff800364d45 (__TEXT,__const) non-external _syntax_error_str
00007ff8400280e0 (__DATA_CONST,__const) external _sys_errlist
00007ff800363d10 (__TEXT,__const) external _sys_nerr
00007ff840028b30 (__DATA_CONST,__const) external _sys_siglist
00007ff840028a30 (__DATA_CONST,__const) external _sys_signame
00007ff8002ef84c (__TEXT,__text) external _sysconf
00007ff8002e935c (__TEXT,__text) external _sysctl
00007ff8002e951e (__TEXT,__text) external _sysctlbyname
00007ff8003183ec (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00007ff80035d82f (__TEXT,__text) external _system
00007ff800352ed0 (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
00007ff80035d80c (__TEXT,__text) external _tcdrain
00007ff800337c64 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff800337ccf (__TEXT,__text) external _tcflow
00007ff800337c77 (__TEXT,__text) external _tcflush
00007ff80030afb4 (__TEXT,__text) external _tcgetattr
00007ff800309cb7 (__TEXT,__text) external _tcgetpgrp
00007ff8003275b0 (__TEXT,__text) external _tcgetsid
00007ff800337bfc (__TEXT,__text) external _tcsendbreak
00007ff800318d68 (__TEXT,__text) external _tcsetattr
00007ff800318d29 (__TEXT,__text) external _tcsetpgrp
00007ff80031914f (__TEXT,__text) external _tdelete
00007ff80035ec7a (__TEXT,__text) external _telldir
00007ff80031490c (__TEXT,__text) external _telldir$INODE64
00007ff800344e65 (__TEXT,__text) external _tempnam
00007ff841ae46c8 (__DATA,__bss) non-external _tf
00007ff800318eda (__TEXT,__text) external _tfind
00007ff800320f85 (__TEXT,__text) external _thread_stack_async_pcs
00007ff8002f2188 (__TEXT,__text) external _thread_stack_pcs
00007ff841ae26e8 (__DATA,__data) non-external _threadsafe
00007ff8002f0625 (__TEXT,__text) external _time
00007ff8002fc99a (__TEXT,__text) non-external _time2
00007ff80034cf03 (__TEXT,__text) external _time2posix
00007ff8002fca0e (__TEXT,__text) non-external _time2sub
00007ff80030de2a (__TEXT,__text) external _timegm
00007ff80034cec4 (__TEXT,__text) external _timelocal
00007ff80034cede (__TEXT,__text) external _timeoff
00007ff800337d30 (__TEXT,__text) external _times
00007ff800353898 (__TEXT,__text) external _timespec_get
00007ff8002ec8c8 (__TEXT,__text) non-external _timesub
00007ff84380cff8 (__DATA_DIRTY,__common) external _timezone
00007ff8003056c8 (__TEXT,__text) external _timingsafe_bcmp
00007ff841ae5320 (__DATA,__bss) non-external _tm
00007ff80031847a (__TEXT,__text) non-external _tmcomp
00007ff800345029 (__TEXT,__text) external _tmpfile
00007ff800345153 (__TEXT,__text) external _tmpnam
00007ff841ae51a0 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff841ae51a8 (__DATA,__bss) non-external _tmpnam_buf
00007ff8003451c6 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff841ae29f0 (__DATA,__data) non-external _tmpnam_buf_control
00007ff800363d30 (__TEXT,__const) non-external _tmundef
00007ff800322bcb (__TEXT,__text) external _toascii
00007ff800313f3e (__TEXT,__text) external _tolower
00007ff80032356f (__TEXT,__text) external _tolower_l
00007ff841ae4df8 (__DATA,__bss) non-external _toprec
00007ff841ae4e00 (__DATA,__bss) non-external _topreclen
00007ff800322bd6 (__TEXT,__text) external _toupper
00007ff80032358e (__TEXT,__text) external _toupper_l
00007ff80033e208 (__TEXT,__text) external _towctrans
00007ff80033e17a (__TEXT,__text) external _towctrans_l
00007ff8003239a7 (__TEXT,__text) external _towlower
00007ff800323e9c (__TEXT,__text) external _towlower_l
00007ff8003239e7 (__TEXT,__text) external _towupper
00007ff800323ebb (__TEXT,__text) external _towupper_l
00007ff8002ec10e (__TEXT,__text) non-external _transtime
00007ff800301cb8 (__TEXT,__text) non-external _tre_add_tag_left
00007ff80035ab3d (__TEXT,__text) non-external _tre_add_tag_right
00007ff8002fffac (__TEXT,__text) non-external _tre_add_tags
00007ff8002fff70 (__TEXT,__text) external _tre_ast_new_catenation
00007ff8002ffd4a (__TEXT,__text) external _tre_ast_new_iter
00007ff8002ffb46 (__TEXT,__text) external _tre_ast_new_literal
00007ff8002ffb81 (__TEXT,__text) external _tre_ast_new_node
00007ff8002ffd10 (__TEXT,__text) external _tre_ast_new_union
00007ff800302310 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff8002fd1a4 (__TEXT,__text) external _tre_compile
00007ff80035a3bc (__TEXT,__text) non-external _tre_compute_nfl
00007ff80031a9cf (__TEXT,__text) non-external _tre_copy_ast
00007ff800359e6c (__TEXT,__text) non-external _tre_expand_ast
00007ff80035d681 (__TEXT,__text) non-external _tre_expand_macro
00007ff800306d5b (__TEXT,__text) external _tre_fill_pmatch
00007ff800306f3e (__TEXT,__text) external _tre_free
00007ff840029900 (__DATA_CONST,__const) non-external _tre_macros
00007ff8003023bc (__TEXT,__text) non-external _tre_make_trans
00007ff80030279b (__TEXT,__text) non-external _tre_match
00007ff800301d69 (__TEXT,__text) non-external _tre_match_empty
