000000019f79f858 (__TEXT,__text) non-external +[Calculate _lock]
000000019f7d5610 (__TEXT,__const) non-external _c_minus_one
000000019f7d55a0 (__TEXT,__const) non-external _c_neg_11000
000000019f823c00 (__TEXT,__const) non-external _c_neg_one
000000019f7d5340 (__TEXT,__const) non-external _c_one
000000019f7d53a0 (__TEXT,__const) non-external _c_one.884
000000019f7d5410 (__TEXT,__const) non-external _c_one.911
000000019f7d54b0 (__TEXT,__const) non-external _c_one.921
000000019f7d5600 (__TEXT,__const) non-external _c_one.937
000000019f7d5650 (__TEXT,__const) non-external _c_one.941
000000019f7d5690 (__TEXT,__const) non-external _c_one.945
000000019f7d7ed0 (__TEXT,__const) non-external _c_one.981
000000019f7d5360 (__TEXT,__const) non-external _c_pi
000000019f7d5620 (__TEXT,__const) non-external _c_pi.938
000000019f7d53f0 (__TEXT,__const) non-external _c_pi_ov_2
000000019f7d7eb0 (__TEXT,__const) non-external _c_pi_ov_2.977
000000019f823bf0 (__TEXT,__const) non-external _c_pi_ov_2.998
000000019f7d5350 (__TEXT,__const) non-external _c_zero
000000019f7d53b0 (__TEXT,__const) non-external _c_zero.885
000000019f7d5430 (__TEXT,__const) non-external _c_zero.912
000000019f7d7ef0 (__TEXT,__const) non-external _c_zero.983
000000019f7abb5c (__TEXT,__text) non-external _calc_parser_read_buffer
000000019f7abcc0 (__TEXT,__text) non-external _calc_yy_create_buffer
000000019f7abe38 (__TEXT,__text) non-external _calc_yy_init_buffer
000000019f7abf34 (__TEXT,__text) non-external _calc_yy_scan_bytes
000000019f7abc34 (__TEXT,__text) non-external _calc_yyensure_buffer_stack
00000001d6a03ea0 (__DATA,__bss) non-external _calc_yyin
00000001d6a03610 (__DATA,__data) non-external _calc_yyleng
00000001d6a03778 (__DATA,__data) non-external _calc_yylineno
00000001d6a035a8 (__DATA,__data) non-external _calc_yyout
000000019f7a9034 (__TEXT,__text) non-external _calc_yyparse
00000001d6a03620 (__DATA,__data) non-external _calc_yytext
00000001d6a03cd0 (__DATA,__bss) non-external _calculateRequestLock
00000001d6a03cf0 (__DATA,__bss) non-external _calculateRequestUpdating
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cbrt (from libSystem)
                 (undefined) external _clearerr (from libSystem)
00000001d6a03de0 (__DATA,__bss) non-external _closeParenthesesSet
000000019f7d1ed0 (__TEXT,__const) non-external _cmpTable
000000019f7ced00 (__TEXT,__const) non-external _consumerSecret
000000019f77ecf0 (__TEXT,__text) non-external _copyTree
                 (undefined) external _cos (from libSystem)
                 (undefined) external _cosh (from libSystem)
00000001d6a03db0 (__DATA,__bss) non-external _digitSet
00000001d6a03e50 (__DATA,__bss) non-external _dispatchQueue.dispatchQueue
00000001d6a03e48 (__DATA,__bss) non-external _dispatchQueue.once
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
00000001d6a03dd0 (__DATA,__bss) non-external _divideSet
                 (undefined) external _erf (from libSystem)
                 (undefined) external _erfc (from libSystem)
00000001d6a03d48 (__DATA,__bss) non-external _evaluate:options:needsUpdate:.calculateUnitTypeToUnitTypeMap
00000001d6a03d40 (__DATA,__bss) non-external _evaluate:options:needsUpdate:.loadUnitDictionaryOnce
000000019f77eadc (__TEXT,__text) non-external _evaluateBinary
000000019f77da40 (__TEXT,__text) non-external _evaluateTree
000000019f77d8c4 (__TEXT,__text) non-external _evaluateUnary
                 (undefined) external _exit (from libSystem)
                 (undefined) external _exp (from libSystem)
00000001d6a03e10 (__DATA,__bss) non-external _explicitConversionRegularExpression
00000001d6a03de8 (__DATA,__bss) non-external _exponentiateSet
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000019f77eca4 (__TEXT,__text) non-external _freeTree
000000019f7856c0 (__TEXT,__text) non-external _functionACos
000000019f786d20 (__TEXT,__text) non-external _functionACosD
000000019f788848 (__TEXT,__text) non-external _functionACosH
000000019f78db58 (__TEXT,__text) non-external _functionAND
000000019f7853fc (__TEXT,__text) non-external _functionASin
000000019f786894 (__TEXT,__text) non-external _functionASinD
000000019f788590 (__TEXT,__text) non-external _functionASinH
000000019f785a8c (__TEXT,__text) non-external _functionATan
000000019f7870fc (__TEXT,__text) non-external _functionATanD
000000019f788ec8 (__TEXT,__text) non-external _functionATanH
000000019f781110 (__TEXT,__text) non-external _functionAdd
000000019f7891f0 (__TEXT,__text) non-external _functionCeil
000000019f781c40 (__TEXT,__text) non-external _functionCoefficientUnit
000000019f78e73c (__TEXT,__text) non-external _functionCompose
000000019f77d6f8 (__TEXT,__text) non-external _functionConstant
000000019f78ef20 (__TEXT,__text) non-external _functionConvert
000000019f784db4 (__TEXT,__text) non-external _functionCos
000000019f7860c4 (__TEXT,__text) non-external _functionCosD
000000019f787bc4 (__TEXT,__text) non-external _functionCosH
000000019f783cbc (__TEXT,__text) non-external _functionCubeRoot
000000019f78259c (__TEXT,__text) non-external _functionDivide
000000019f78aec4 (__TEXT,__text) non-external _functionERF
000000019f78b264 (__TEXT,__text) non-external _functionERFC
000000019f783fb4 (__TEXT,__text) non-external _functionExp
000000019f78c514 (__TEXT,__text) non-external _functionFMod
000000019f78a140 (__TEXT,__text) non-external _functionFabs
000000019f78ba38 (__TEXT,__text) non-external _functionFactorial
000000019f78ef30 (__TEXT,__text) non-external _functionFail
000000019f7897f8 (__TEXT,__text) non-external _functionFloor
000000019f78cad4 (__TEXT,__text) non-external _functionHypot
000000019f7839d8 (__TEXT,__text) non-external _functionImplicitAdd
000000019f78ef28 (__TEXT,__text) non-external _functionImplicitConvert
000000019f78a370 (__TEXT,__text) non-external _functionJ0
000000019f78a520 (__TEXT,__text) non-external _functionJ1
000000019f78ac60 (__TEXT,__text) non-external _functionLGamma
000000019f78e2dc (__TEXT,__text) non-external _functionLeftShift
000000019f78422c (__TEXT,__text) non-external _functionLn
000000019f78449c (__TEXT,__text) non-external _functionLog
000000019f784714 (__TEXT,__text) non-external _functionLogBase
000000019f78d67c (__TEXT,__text) non-external _functionMax
000000019f78d1a0 (__TEXT,__text) non-external _functionMin
000000019f78252c (__TEXT,__text) non-external _functionMultiply
000000019f78df18 (__TEXT,__text) non-external _functionNOR
000000019f782b14 (__TEXT,__text) non-external _functionNegate
000000019f77db9c (__TEXT,__text) non-external _functionNoOp
000000019f78dd38 (__TEXT,__text) non-external _functionOR
000000019f782dc0 (__TEXT,__text) non-external _functionPercent
000000019f783524 (__TEXT,__text) non-external _functionPercentDecrease
000000019f783070 (__TEXT,__text) non-external _functionPercentIncrease
000000019f78160c (__TEXT,__text) non-external _functionPow
000000019f78aa30 (__TEXT,__text) non-external _functionRInt
000000019f78ce44 (__TEXT,__text) non-external _functionRem
000000019f78e50c (__TEXT,__text) non-external _functionRightShift
000000019f78bff0 (__TEXT,__text) non-external _functionRoot
000000019f789a30 (__TEXT,__text) non-external _functionRound
000000019f789c78 (__TEXT,__text) non-external _functionRoundNearest
000000019f7820d8 (__TEXT,__text) non-external _functionSameCurrency
000000019f785d50 (__TEXT,__text) non-external _functionSinD
000000019f7874c4 (__TEXT,__text) non-external _functionSinH
000000019f784b04 (__TEXT,__text) non-external _functionSine
000000019f783a4c (__TEXT,__text) non-external _functionSqrRoot
000000019f781180 (__TEXT,__text) non-external _functionSubtract
000000019f785064 (__TEXT,__text) non-external _functionTan
000000019f786438 (__TEXT,__text) non-external _functionTanD
000000019f7881dc (__TEXT,__text) non-external _functionTanH
000000019f77e1cc (__TEXT,__text) non-external _functionUnit
000000019f78e0fc (__TEXT,__text) non-external _functionXOR
000000019f78a6d0 (__TEXT,__text) non-external _functionY0
000000019f78a880 (__TEXT,__text) non-external _functionY1
                 (undefined) external _fwrite (from libSystem)
00000001d6a035d0 (__DATA,__data) non-external _g_BufferLen
00000001d6a03e60 (__DATA,__bss) non-external _g_ErrorCode
00000001d6a03b9c (__DATA,__bss) non-external _g_GeneratingConvertTerm
00000001d6a03b98 (__DATA,__bss) non-external _g_PowNestingLevel
00000001d6a035dc (__DATA,__data) non-external _g_Precision
00000001d6a035e8 (__DATA,__data) non-external _g_PreferredType
00000001d6a035f8 (__DATA,__data) non-external _g_ResultBuffer
00000001d6a03e96 (__DATA,__bss) non-external _g_allowPartialExpressions
00000001d6a03e95 (__DATA,__bss) non-external _g_allowUnits
00000001d6a03d10 (__DATA,__bss) non-external _g_beforeConvertTree
00000001d6a03d1c (__DATA,__bss) non-external _g_composedExponent
00000001d6a03d18 (__DATA,__bss) non-external _g_composedType
00000001d6a03e7a (__DATA,__bss) non-external _g_containsCurrencyConversion
00000001d6a03cc8 (__DATA,__bss) non-external _g_currencyNeedsRefresh
00000001d6a03e80 (__DATA,__bss) non-external _g_firstCoefficient.0
00000001d6a03e7b (__DATA,__bss) non-external _g_foundFirstCoefficient
00000001d6a03e94 (__DATA,__bss) non-external _g_ignoreProbableSearches
00000001d6a03e78 (__DATA,__bss) non-external _g_isTrivial
00000001d6a03e90 (__DATA,__bss) non-external _g_negationCount
00000001d6a03e68 (__DATA,__bss) non-external _g_parseTree
00000001d6a03e70 (__DATA,__bss) non-external _g_resultTree
00000001d6a03d00 (__DATA,__bss) non-external _g_unitSuggestions
00000001d6a03d08 (__DATA,__bss) non-external _g_unitSuggestionsSet
00000001d6a03cf8 (__DATA,__bss) non-external _g_unitsInfo
00000001d6a03ca0 (__DATA,__bss) non-external _g_usingNewAPI
00000001d6a03e79 (__DATA,__bss) non-external _g_wasTrivial
00000001d6a03ca8 (__DATA,__bss) non-external _getMaximumFractionDigits:minimumFractionDigits:forValue:.decimalPlaces
00000001d6a03cb0 (__DATA,__bss) non-external _getMaximumFractionDigits:minimumFractionDigits:forValue:.onceToken
                 (undefined) external _getc (from libSystem)
00000001d6a03e00 (__DATA,__bss) non-external _hebrewSet
                 (undefined) external _hypot (from libSystem)
00000001d6a03e18 (__DATA,__bss) non-external _implicitConversionRegularExpression
                 (undefined) external _index (from libSystem)
00000001d6a03e20 (__DATA,__bss) non-external _initialize.once
00000001d6a03e30 (__DATA,__bss) non-external _inputUnitIndex1
00000001d6a03e38 (__DATA,__bss) non-external _inputUnitIndex2
00000001d6a03e40 (__DATA,__bss) non-external _inputValueIndex
                 (undefined) external _j0 (from libSystem)
                 (undefined) external _j1 (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
00000001d6a03e08 (__DATA,__bss) non-external _knownSet
00000001d6a03df0 (__DATA,__bss) non-external _letterSet
                 (undefined) external _lgamma (from libSystem)
00000001d6a03cb8 (__DATA,__bss) non-external _localizedConversions.allCurrencies
00000001d6a03cc0 (__DATA,__bss) non-external _localizedConversions.onceToken
                 (undefined) external _log (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _modf (from libSystem)
00000001d6a03dc8 (__DATA,__bss) non-external _multiplySet
00000001d6a03b90 (__DATA,__bss) non-external _my_fpsf
00000001d6a03604 (__DATA,__data) non-external _my_rnd_mode
000000019f77d658 (__TEXT,__text) non-external _newConstantNode
000000019f77dc6c (__TEXT,__text) non-external _newDecimalNode
000000019f77e8d8 (__TEXT,__text) non-external _newTreeObject
000000019f77e808 (__TEXT,__text) non-external _newUnitIDNode
000000019f77e0bc (__TEXT,__text) non-external _newUnitNode
00000001d6a03698 (__DATA,__data) non-external _normalizationCache
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
000000019f910780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$JSONObjectWithData:options:error:
000000019f9107a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLWithString:
000000019f9107c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
000000019f9107e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_calculate:
000000019f910800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_consumerKey
000000019f910820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_consumerSecret
000000019f910840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_doubleWithoutUnrelevantDecimalsForNumber:
000000019f910860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_findTokens
000000019f910880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_loadIfNeeded
000000019f9108a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_loadPersistedCurrencyCache
000000019f9108c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_localizedPluralizedStringsforNumber:unit:
000000019f9108e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_lock
000000019f910900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_needsRefresh
000000019f910920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_normalizedUnitNamesForName:
000000019f910940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_operateConversionForOutputUnit:
000000019f910960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_parseInputQuery
000000019f910980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_performUnitPluralization
000000019f9109a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_queue_persistCurrencyCache
000000019f9109c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_queue_refresh
000000019f9109e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_queue_refresh:
000000019f910a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_resetGlobals
000000019f910a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_safe_subStringOf:withRange:
000000019f910a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setConversions:
000000019f910a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setDecimalValue:
000000019f910a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setExpression:
000000019f910aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setInputValueAndUnit:
000000019f910ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setTerms:
000000019f910ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_standardizeInputAndOutputUnits
000000019f910b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_unitInfoForNormalizedName:
000000019f910b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_unlock
000000019f910b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_updateInputValueFromMatch:
000000019f910b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_valueWithoutIrrelevantDecimals
000000019f910b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addCharactersInString:
000000019f910ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
000000019f910bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObjectsFromArray:
000000019f910be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObserverForName:object:queue:usingBlock:
000000019f910c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addUnitRank:
000000019f910c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKeys
000000019f910c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
000000019f910c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allSubunitIDs
000000019f910c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$angleInfo
000000019f910ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
000000019f910cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendString:
000000019f910ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
000000019f910d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
000000019f910d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:
000000019f910d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
000000019f910d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$autoScientificNotation
000000019f910d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$availableLocaleNames
000000019f910da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$baseDenominator
000000019f910dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$baseNumerator
000000019f910de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$baseUnit
000000019f910e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bestConversion
000000019f910e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bestEquivalent
000000019f910e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
000000019f910e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleForClass:
000000019f910e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarWithIdentifier:
000000019f910ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterAtIndex:
000000019f910ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterCount
000000019f910ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterIsMember:
000000019f910f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterSetWithCharactersInString:
000000019f910f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterSetWithRange:
000000019f910f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characters
000000019f910f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compactNameForLocalization:
000000019f910f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
000000019f910fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsJoinedByString:
000000019f910fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
000000019f910fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compressed
000000019f911000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsCurrency
000000019f911020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsFrom
000000019f911040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
000000019f911060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsTo
000000019f911080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsUnit
000000019f9110a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$context
000000019f9110c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$conversionsForMetric:US:UK:
000000019f9110e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$convertedTo:
000000019f911100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$convertedTree:needsUpdate:
000000019f911120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
000000019f911140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
000000019f911160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
000000019f911180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createCredential
000000019f9111a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currencyCode
000000019f9111c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currencyData
000000019f9111e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currencyDecimalSeparator
000000019f911200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currencyGroupingSeparator
000000019f911220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentLocale
000000019f911240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataTaskWithRequest:completionHandler:
000000019f911260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$date
000000019f911280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateFromString:
000000019f9112a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalDigitCharacterSet
000000019f9112c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberByRoundingAccordingToBehavior:
000000019f9112e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberHandlerWithRoundingMode:scale:raiseOnExactness:raiseOnOverflow:raiseOnUnderflow:raiseOnDivideByZero:
000000019f911300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberWithDecimal128:
000000019f911320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberWithDecimal:
000000019f911340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberWithMantissa:exponent:isNegative:
000000019f911360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberWithString:
000000019f911380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalSeparator
000000019f9113a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalValue
000000019f9113c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decomposedStringWithCanonicalMapping
000000019f9113e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decomposedStringWithCompatibilityMapping
000000019f911400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decomposition
000000019f911420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decompositionCoefficient
000000019f911440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCenter
000000019f911460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultNumberFormatter
000000019f911480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$degreesInfo
000000019f9114a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithDictionary:
000000019f9114c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
000000019f9114e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjectsAndKeys:
000000019f911500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dispatchQueue
000000019f911520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayNameExponent:
000000019f911540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayNameForKey:value:
000000019f911560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doNotSuggest
000000019f911580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doubleValue
000000019f9115a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$emptyNumeratorString
000000019f9115c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enableMeasurementSystemsForLocale:metric:US:UK:
000000019f9115e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateMatchesInString:options:range:usingBlock:
000000019f911600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateSubstringsInRange:options:usingBlock:
000000019f911620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$escapedPatternForString:
000000019f911640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$evaluate:options:needsUpdate:
000000019f911660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exponent
000000019f911680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$expression
000000019f9116a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$filteredArrayUsingPredicate:
000000019f9116c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstByteCache
000000019f9116e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstMatchInString:options:range:
000000019f911700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstObject
000000019f911720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$flexibleFractionDigits
000000019f911740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$floatValue
000000019f911760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formUnionWithCharacterSet:
000000019f911780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formatNextSmallest
000000019f9117a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formatString:withExponent:formatter:
000000019f9117c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedExpression
000000019f9117e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedResult
000000019f911800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedUnit
000000019f911820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedUnitReplacingFirstNumerator:
000000019f911840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedValue
000000019f911860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCharacters:
000000019f911880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getMaximumFractionDigits:minimumFractionDigits:
000000019f9118a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getMaximumFractionDigits:minimumFractionDigits:forValue:
000000019f9118c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$groupingSeparator
000000019f9118e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasPrefix:
000000019f911900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasSuffix:
000000019f911920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
000000019f911940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$impliesDivision
000000019f911960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$infoForAngle
000000019f911980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$infoForDegrees
000000019f9119a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$infoForRadians
000000019f9119c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$infoForUnitID:
000000019f9119e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$infoForUnitName:
000000019f911a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$infoForUnitType:
