00000001e3b1db74 (__TEXT,__text) non-external _DiToMD5
00000001e3b2e148 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00000001e3b2e174 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00000001e3b2e1a0 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00000001e3b2c044 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00000001e3b2c0e4 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00000001e3b2c810 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00000001e3b1f0c4 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00000001e3b23a5c (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00000001e3b0830c (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00000001e3aff598 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00000001e3b20cf0 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00000001e3b2395c (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00000001e3b0d44c (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00000001e3b0dc8c (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00000001e3b2f59c (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00000001e3b2f5c8 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00000001e3b0dce8 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00000001e3b2f5f4 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00000001e3b2f620 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00000001e3b2f64c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00000001e3b2f678 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00000001e3b2c8b0 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
000000020c555438 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00000001e3b1933c (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
000000020c555430 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00000001e3b21230 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00000001e3b238dc (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00000001e3b0d2d0 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00000001e3b0cd80 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00000001e3b032b0 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00000001e3b2e1cc (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00000001e3b2e1f8 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00000001e3b0f8ec (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00000001e3b31438 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00000001e3b22b9c (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00000001e3b239dc (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00000001e3b0d578 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
000000020c555420 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00000001e3b35ec8 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00000001e3b0c5f4 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00000001e3b28e3c (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00000001e3b354f8 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00000001e3b0c6a0 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00000001e3b0d1ac (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00000001e3b2f3b8 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00000001e3b2f3e4 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00000001e3b2f410 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00000001e3b2ca50 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00000001e3b07038 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy
00000001e3b2eb20 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy.cold.1
00000001e3b0710c (__TEXT,__text) non-external __ZL25convert_nsec_to_mach_timePy
00000001e3b2eb4c (__TEXT,__text) non-external __ZL25convert_nsec_to_mach_timePy.cold.1
00000001e3b34e18 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00000001e3b36580 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00000001e3b34cc0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00000001e3b350c8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00000001e3b35900 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00000001e3b35ab8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00000001e3b36020 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00000001e3affc68 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00000001e3b1eb60 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00000001e3b04988 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00000001e3b31cb0 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00000001e3b33c08 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00000001e3b34f70 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00000001e3b0cc8c (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00000001e3b0c8f4 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00000001e3b2f308 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00000001e3b1fd24 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00000001e3b221e0 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00000001e3b330b0 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00000001e3b0c860 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00000001e3b328f0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00000001e3b32ee0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00000001e3b34ae8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00000001e3b35378 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00000001e3b10adc (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00000001e3b2f830 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00000001e3b2f85c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00000001e3b2f888 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00000001e3b2f8b4 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00000001e3b0546c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00000001e3b32060 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00000001e3b34588 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00000001e3b348f8 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00000001e3b35220 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00000001e3b35650 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00000001e3b357a8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00000001e3b35c10 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00000001e3b0cf08 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00000001e3b31e10 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
000000020c555424 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00000001e3b33658 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00000001e3b324e0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00000001e3b33370 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00000001e3b35d70 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00000001e3b32700 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00000001e3b33200 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00000001e3b32d30 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00000001e3b334e0 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00000001e3b27c40 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00000001e3b0bbc4 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00000001e3b2f22c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00000001e3b2f258 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00000001e3b2f284 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00000001e3b342d8 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00000001e3b362e8 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00000001e3b2a658 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00000001e3b31b58 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00000001e3b2859c (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00000001e3b32310 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00000001e3b32b10 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00000001e3b30ff7 (__TEXT,__const) non-external __ZL4yyr1
00000001e3b30fd6 (__TEXT,__const) non-external __ZL4yyr2
00000001e3b2d384 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00000001e3b33e58 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00000001e3b34708 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00000001e3b340b8 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00000001e3b36428 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00000001e3b00638 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00000001e3b30da0 (__TEXT,__const) non-external __ZL6yypact
00000001e3b30ed4 (__TEXT,__const) non-external __ZL7yycheck
00000001e3b31018 (__TEXT,__const) non-external __ZL7yypgoto
00000001e3b30f41 (__TEXT,__const) non-external __ZL7yytable
00000001e3b1d1f4 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00000001e3b1d748 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00000001e3b30fae (__TEXT,__const) non-external __ZL8yydefact
00000001e3b022c4 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00000001e3b2dca4 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00000001e3b2c930 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00000001e3b00c40 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00000001e3b31038 (__TEXT,__const) non-external __ZL9crc32_tab
000000020c555020 (__DATA,__bss) non-external __ZL9gBootArgs
00000001e3b00a58 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00000001e3b31027 (__TEXT,__const) non-external __ZL9yydefgoto
00000001e3b19cb0 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00000001e3b19f58 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00000001e3b19888 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00000001e3b1942c (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00000001e3b19578 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00000001e3b191b8 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00000001e3b19b34 (__TEXT,__text) external __ZN10IOReporter4freeEv
00000001e3b0a77c (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00000001e3b21d30 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00000001e3b0aa7c (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00000001e3b22064 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001e3b0a874 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00000001e3b21f68 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001e3b21e68 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00000001e3b0a8d8 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00000001e3b0a6e0 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00000001e3b2ef98 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00000001e3b22120 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001e3b21c68 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001e3b0a9c0 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00000001e3b0a600 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00000001e3b0a598 (__TEXT,__text) external __ZN11IOEventLink4initEv
00000001e3b0a7fc (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00000001e3b0a488 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00000001e3b0a830 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00000001e3b0aac0 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00000001e3b21b6c (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00000001e3b0aa24 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00000001e3b0a94c (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00000001e3b21ba0 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00000001e3b078bc (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00000001e3b2369c (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00000001e3b237e8 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00000001e3b07924 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00000001e3b078d4 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00000001e3b2ecac (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00000001e3b2359c (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00000001e3b078c8 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00000001e3b07974 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00000001e3b235f4 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00000001e3b0a2d0 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00000001e3b2b250 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00000001e3b0a3ec (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00000001e3b2b584 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001e3b2b488 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001e3b2b388 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00000001e3b0a350 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00000001e3b2ef6c (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00000001e3b2b640 (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001e3b2b188 (__TEXT,__text) external __ZN11IOWorkGroup23SetWorkGroupPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001e3b0a3f4 (__TEXT,__text) external __ZN11IOWorkGroup4JoinEPv
00000001e3b0a0e4 (__TEXT,__text) external __ZN11IOWorkGroup4freeEv
00000001e3b0a07c (__TEXT,__text) external __ZN11IOWorkGroup4initEv
00000001e3b0a444 (__TEXT,__text) external __ZN11IOWorkGroup5LeaveEPv
00000001e3b0a1bc (__TEXT,__text) external __ZN11IOWorkGroup6CreateEP8OSStringP12IOUserClientPPS_
00000001e3b2b08c (__TEXT,__text) external __ZN11IOWorkGroup8DispatchE5IORPC
00000001e3b2b0c0 (__TEXT,__text) external __ZN11IOWorkGroup9_DispatchEPS_5IORPC
00000001e3b1f604 (__TEXT,__text) external __ZN12IODMACommand11CompleteDMAEyPFiP15OSMetaClassBase5IORPCE
00000001e3b1f9b0 (__TEXT,__text) external __ZN12IODMACommand13Create_InvokeE5IORPCPFiP9IOServiceyPK25IODMACommandSpecificationPPS_E
00000001e3b1f434 (__TEXT,__text) external __ZN12IODMACommand13PrepareForDMAEyP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentPFiP15OSMetaClassBase5IORPCE
00000001e3b1f720 (__TEXT,__text) external __ZN12IODMACommand14GetPreparationEPyS0_PP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00000001e3b1f8b8 (__TEXT,__text) external __ZN12IODMACommand16PerformOperationEyyyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00000001e3b1fb5c (__TEXT,__text) external __ZN12IODMACommand18CompleteDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00000001e3b1fa6c (__TEXT,__text) external __ZN12IODMACommand20PrepareForDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentE
00000001e3b1fbd0 (__TEXT,__text) external __ZN12IODMACommand21GetPreparation_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_PP18IOMemoryDescriptorE
00000001e3b1fc60 (__TEXT,__text) external __ZN12IODMACommand23PerformOperation_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyP18IOMemoryDescriptorE
00000001e3b07b6c (__TEXT,__text) external __ZN12IODMACommand4freeEv
00000001e3b07b0c (__TEXT,__text) external __ZN12IODMACommand4initEv
00000001e3b1f2e4 (__TEXT,__text) external __ZN12IODMACommand6CreateEP9IOServiceyPK25IODMACommandSpecificationPPS_
00000001e3b1f1e4 (__TEXT,__text) external __ZN12IODMACommand8DispatchE5IORPC
00000001e3b1f23c (__TEXT,__text) external __ZN12IODMACommand9_DispatchEPS_5IORPC
00000001e3b0863c (__TEXT,__text) external __ZN12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
