                 (undefined) external _CBAdvertisementDataIsConnectable (from CoreBluetooth)
                 (undefined) external _CBAdvertisementDataServiceDataKey (from CoreBluetooth)
                 (undefined) external _CBCentralManagerScanOptionAllowDuplicatesKey (from CoreBluetooth)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _DNSServiceBrowse (from libSystem)
                 (undefined) external _DNSServiceCreateConnection (from libSystem)
                 (undefined) external _DNSServiceGetAddrInfo (from libSystem)
                 (undefined) external _DNSServiceReconfirmRecord (from libSystem)
                 (undefined) external _DNSServiceRefDeallocate (from libSystem)
                 (undefined) external _DNSServiceRegister (from libSystem)
                 (undefined) external _DNSServiceRegisterRecord (from libSystem)
                 (undefined) external _DNSServiceResolve (from libSystem)
                 (undefined) external _DNSServiceSetDispatchQueue (from libSystem)
                 (undefined) external _DNSServiceUpdateRecord (from libSystem)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
00007ffb4186de28 (__DATA_CONST,__const) external _MTRArrayValueType
00007ffb438f2500 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterRVCOperationalState
00007ffb438f2190 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterRVCRunMode
00007ffb438f3360 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterRadonConcentrationMeasurement
00007ffb438f2280 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterRefrigeratorAlarm
00007ffb438f20f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterRefrigeratorAndTemperatureControlledCabinetMode
00007ffb438f2ff0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterRelativeHumidityMeasurement
00007ffb438f3fe0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterSampleMEI
00007ffb438f2550 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterScenesManagement
00007ffb438f2c80 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterServiceArea
00007ffb438f2370 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterSmokeCOAlarm
00007ffb438f1a60 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterSoftwareDiagnostics
00007ffb438f33b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterSoilMeasurement
00007ffb438f1c90 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterSwitch
00007ffb438f3d60 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTLSCertificateManagement
00007ffb438f3db0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTLSClientManagement
00007ffb438f35e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTargetNavigator
00007ffb438f2230 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTemperatureControl
00007ffb438f2f00 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTemperatureMeasurement
00007ffb438f3f90 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTestCluster
00007ffb438f2d20 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterThermostat
00007ffb438f2dc0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterThermostatUserInterfaceConfiguration
00007ffb438f3450 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterThreadBorderRouterManagement
00007ffb438f1ab0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterThreadNetworkDiagnostics
00007ffb438f34a0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterThreadNetworkDirectory
00007ffb438f17e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTimeFormatLocalization
00007ffb438f1ba0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTimeSynchronization
00007ffb438f1f10 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTimer
00007ffb438f3310 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterTotalVolatileOrganicCompoundsConcentrationMeasurement
00007ffb438f1830 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterUnitLocalization
00007ffb438f3f40 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterUnitTesting
00007ffb438f1e20 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterUserLabel
00007ffb438f26e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterValveConfigurationAndControl
00007ffb438f34f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWakeOnLAN
00007ffb438f3540 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWakeOnLan
00007ffb438f27d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWaterHeaterManagement
00007ffb438f2a50 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWaterHeaterMode
00007ffb438f3a90 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWebRTCTransportProvider
00007ffb438f3ae0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWebRTCTransportRequestor
00007ffb438f1b00 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWiFiNetworkDiagnostics
00007ffb438f3400 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWiFiNetworkManagement
00007ffb438f2b90 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterWindowCovering
00007ffb438f39a0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseClusterZoneManagement
00007ffb438f0d18 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBaseDevice
00007ffb438e9680 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBasicClusterCapabilityMinimaStruct
00007ffb438e98b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBasicClusterLeaveEvent
00007ffb438deb68 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBasicClusterMfgSpecificPingParams
00007ffb438e9950 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBasicClusterReachableChangedEvent
00007ffb438e9810 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBasicClusterShutDownEvent
00007ffb438e9770 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBasicClusterStartUpEvent
00007ffb438e9608 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBasicInformationClusterCapabilityMinimaStruct
00007ffb438e9838 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBasicInformationClusterLeaveEvent
00007ffb438e96a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBasicInformationClusterProductAppearanceStruct
00007ffb438e98d8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBasicInformationClusterReachableChangedEvent
00007ffb438e9798 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBasicInformationClusterShutDownEvent
00007ffb438e96f8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBasicInformationClusterStartUpEvent
00007ffb438e90b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBindingClusterTargetStruct
00007ffb438eb188 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBooleanStateClusterStateChangeEvent
00007ffb438ec128 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBooleanStateConfigurationClusterAlarmsStateChangedEvent
00007ffb438e16d8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBooleanStateConfigurationClusterEnableDisableAlarmParams
00007ffb438ec178 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBooleanStateConfigurationClusterSensorFaultEvent
00007ffb438e1688 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBooleanStateConfigurationClusterSuppressAlarmParams
00007ffb438eabc0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicClusterLeaveEvent
00007ffb438eac60 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicClusterReachableChangedEvent
00007ffb438eab20 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicClusterShutDownEvent
00007ffb438eaa80 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicClusterStartUpEvent
00007ffb438eac88 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterActiveChangedEvent
00007ffb438dfb08 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterKeepActiveParams
00007ffb438eab48 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterLeaveEvent
00007ffb438ea9b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterProductAppearanceStruct
00007ffb438eabe8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterReachableChangedEvent
00007ffb438eaaa8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterShutDownEvent
00007ffb438eaa08 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRBridgedDeviceBasicInformationClusterStartUpEvent
00007ffb438e5878 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterDPTZRelativeMoveParams
00007ffb438e5828 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterDPTZSetViewportParams
00007ffb438ef8c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterDPTZStruct
00007ffb438e5738 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZMoveToPresetParams
00007ffb438ef878 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZPresetStruct
00007ffb438e56e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZRelativeMoveParams
00007ffb438e57d8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZRemovePresetParams
00007ffb438e5788 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZSavePresetParams
00007ffb438e5698 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZSetPositionParams
00007ffb438ef828 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVSettingsUserLevelManagementClusterMPTZStruct
00007ffb438ef738 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterAudioCapabilitiesStruct
00007ffb438e5238 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterAudioStreamAllocateParams
00007ffb438e5288 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterAudioStreamAllocateResponseParams
00007ffb438e52d8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterAudioStreamDeallocateParams
00007ffb438ef788 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterAudioStreamStruct
00007ffb438e55f8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterCaptureSnapshotParams
00007ffb438e5648 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterCaptureSnapshotResponseParams
00007ffb438ef6e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterRateDistortionTradeOffPointsStruct
00007ffb438e55a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSetStreamPrioritiesParams
00007ffb438ef698 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSnapshotCapabilitiesStruct
00007ffb438e5468 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamAllocateParams
00007ffb438e54b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamAllocateResponseParams
00007ffb438e5558 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamDeallocateParams
00007ffb438e5508 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamModifyParams
00007ffb438ef648 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterSnapshotStreamStruct
00007ffb438ef5a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoResolutionStruct
00007ffb438ef7d8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoSensorParamsStruct
00007ffb438e5328 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoStreamAllocateParams
00007ffb438e5378 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoStreamAllocateResponseParams
00007ffb438e5418 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoStreamDeallocateParams
00007ffb438e53c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoStreamModifyParams
00007ffb438ef5f8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCameraAVStreamManagementClusterVideoStreamStruct
00007ffb438f5048 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCertificateInfo
00007ffb438f4760 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCertificates
00007ffb438ee7e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterAdditionalInfoStruct
00007ffb438e3fc8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterCancelRecordProgramParams
00007ffb438e3e38 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterChangeChannelByNumberParams
00007ffb438e3d98 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterChangeChannelParams
00007ffb438e3de8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterChangeChannelResponseParams
00007ffb438ee6d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterChannelInfo
00007ffb438ee658 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterChannelInfoStruct
00007ffb438ee798 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterChannelPagingStruct
00007ffb438e3ed8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterGetProgramGuideParams
00007ffb438ee8b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterLineupInfo
00007ffb438ee838 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterLineupInfoStruct
00007ffb438ee748 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterPageTokenStruct
00007ffb438ee568 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterProgramCastStruct
00007ffb438ee5b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterProgramCategoryStruct
00007ffb438e3f28 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterProgramGuideResponseParams
00007ffb438ee6f8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterProgramStruct
00007ffb438e3f78 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterRecordProgramParams
00007ffb438ee608 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterSeriesInfoStruct
00007ffb438e3e88 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChannelClusterSkipChannelParams
00007ffb438efc88 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChimeClusterChimeSoundStruct
00007ffb438e5eb8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRChimeClusterPlayChimeSoundParams
00007ffb438e2df8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterCalibrateParams
00007ffb438ed708 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterEngageStateChangedEvent
00007ffb438e2da8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterMoveToParams
00007ffb438ed6b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterMovementCompletedEvent
00007ffb438ed668 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterOperationalErrorEvent
00007ffb438ed5c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterOverallCurrentStateStruct
00007ffb438ed618 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterOverallTargetStateStruct
00007ffb438ed758 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterSecureStateChangedEvent
00007ffb438e2d58 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureControlClusterStopParams
00007ffb438ed7a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureDimensionClusterDimensionStateStruct
00007ffb438ed7f8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureDimensionClusterRangePercent100thsStruct
00007ffb438e2e48 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureDimensionClusterSetTargetParams
00007ffb438e2e98 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureDimensionClusterStepParams
00007ffb438ed848 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClosureDimensionClusterUnitRangeStruct
00007ffb438f41e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRCluster
00007ffb438f5750 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterAccessControl
00007ffb438f7af0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterAccountLogin
00007ffb438f57a0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterActions
00007ffb438f6880 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterActivatedCarbonFilterMonitoring
00007ffb438f5f20 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterAdministratorCommissioning
00007ffb438f6560 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterAirQuality
00007ffb438f80e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterAppleDeviceInformation
00007ffb438f8130 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterAppleLockCluster
00007ffb438f7aa0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterApplicationBasic
00007ffb438f7a50 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterApplicationLauncher
00007ffb438f7a00 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterAudioOutput
00007ffb438f70a0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterBallastConfiguration
00007ffb438f4a80 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterBarrierControl
00007ffb438f5840 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterBasic
00007ffb438f57f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterBasicInformation
00007ffb438f49e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterBinaryInputBasic
00007ffb438f5700 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterBinding
00007ffb438f60b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterBooleanState
00007ffb438f68d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterBooleanStateConfiguration
00007ffb438f5e80 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterBridgedDeviceBasic
00007ffb438f5e30 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterBridgedDeviceBasicInformation
00007ffb438f7c80 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterCameraAVSettingsUserLevelManagement
00007ffb438f7c30 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterCameraAVStreamManagement
00007ffb438f7320 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterCarbonDioxideConcentrationMeasurement
00007ffb438f72d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterCarbonMonoxideConcentrationMeasurement
00007ffb438f77d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterChannel
00007ffb438f7dc0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterChime
00007ffb438f6e20 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterClosureControl
00007ffb438f6e70 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterClosureDimension
00007ffb438f7050 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterColorControl
00007ffb438f7eb0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterCommissionerControl
00007ffb438f8090 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterCommodityMetering
00007ffb438f6a60 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterCommodityPrice
00007ffb438f7e10 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterCommodityTariff
00007ffb438f7b90 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterContentAppObserver
00007ffb438f7b40 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterContentControl
00007ffb438f79b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterContentLauncher
00007ffb438f56b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterDescriptor
00007ffb438f6b00 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterDeviceEnergyManagement
00007ffb438f6ce0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterDeviceEnergyManagementMode
00007ffb438f5c00 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterDiagnosticLogs
00007ffb438f6600 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterDishwasherAlarm
00007ffb438f6510 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterDishwasherMode
00007ffb438f6d80 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterDoorLock
00007ffb438f7e60 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterEcosystemInformation
00007ffb438f69c0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterElectricalEnergyMeasurement
00007ffb438f6d30 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterElectricalGridConditions
00007ffb438f4bc0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterElectricalMeasurement
00007ffb438f6970 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterElectricalPowerMeasurement
00007ffb438f6b50 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterEnergyEVSE
00007ffb438f6c40 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterEnergyEVSEMode
00007ffb438f6ba0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterEnergyPreference
00007ffb438f5d90 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterEthernetNetworkDiagnostics
00007ffb438f6fb0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterFanControl
00007ffb438f6010 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterFixedLabel
00007ffb438f71e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterFlowMeasurement
00007ffb438f7460 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterFormaldehydeConcentrationMeasurement
00007ffb438f5b60 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterGeneralCommissioning
00007ffb438f5c50 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterGeneralDiagnostics
00007ffb438f5fc0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterGroupKeyManagement
00007ffb438f67e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterGroupcast
00007ffb438f5570 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterGroups
00007ffb438f6830 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterHEPAFilterMonitoring
00007ffb438f6100 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterICDManagement
00007ffb438f5520 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterIdentify
00007ffb438f70f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterIlluminanceMeasurement
00007ffb438f7f50 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterJointFabricAdministrator
00007ffb438f7f00 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterJointFabricDatastore
00007ffb438f7960 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterKeypadInput
00007ffb438f6240 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterLaundryDryerControls
00007ffb438f6380 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterLaundryWasherControls
00007ffb438f62e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterLaundryWasherMode
00007ffb438f5610 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterLevelControl
00007ffb438f59d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterLocalizationConfiguration
00007ffb438f7910 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterLowPower
00007ffb438f78c0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterMediaInput
00007ffb438f7870 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterMediaPlayback
00007ffb438f6ab0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterMessages
00007ffb438f8040 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterMeterIdentification
00007ffb438f66a0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterMicrowaveOvenControl
00007ffb438f6650 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterMicrowaveOvenMode
00007ffb438f6290 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterModeSelect
00007ffb438f5bb0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterNetworkCommissioning
00007ffb438f7370 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterNitrogenDioxideConcentrationMeasurement
00007ffb438f5890 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterOTASoftwareUpdateProvider
00007ffb438f5930 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRClusterOTASoftwareUpdateRequestor
