
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000003f1c0 (__DATA,__data) external _NDR_record
000000000003ce10 (__DATA_CONST,__const) non-external _err_codes_io
000000000003d9b0 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
000000000003d5e0 (__DATA_CONST,__const) non-external _err_codes_iokit_common
000000000002a9d0 (__TEXT,__const) non-external _err_codes_iokit_common_map
000000000003d870 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
000000000002aa10 (__TEXT,__const) non-external _err_codes_iokit_fw_map
000000000003d790 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
000000000002a9e0 (__TEXT,__const) non-external _err_codes_iokit_usb_map
000000000003c8b0 (__DATA_CONST,__const) non-external _err_codes_kern
000000000003d470 (__DATA_CONST,__const) non-external _err_codes_libkern_common
000000000003d4e0 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
000000000003d480 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
000000000003d010 (__DATA_CONST,__const) non-external _err_codes_loader
000000000003d420 (__DATA_CONST,__const) non-external _err_codes_mach_mig
000000000003d390 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
000000000003d2d0 (__DATA_CONST,__const) non-external _err_codes_mach_send
000000000003cfe0 (__DATA_CONST,__const) non-external _err_codes_machobj
000000000003d290 (__DATA_CONST,__const) non-external _err_codes_mig
000000000003cd30 (__DATA_CONST,__const) non-external _err_codes_netmemory
000000000003ccb0 (__DATA_CONST,__const) non-external _err_codes_netname
000000000003cd80 (__DATA_CONST,__const) non-external _err_codes_ns
000000000003d240 (__DATA_CONST,__const) non-external _err_codes_rcv
000000000003d1e0 (__DATA_CONST,__const) non-external _err_codes_send
000000000003cf50 (__DATA_CONST,__const) non-external _err_codes_sunrpc
000000000003cd50 (__DATA_CONST,__const) non-external _err_codes_task_master
000000000003cd48 (__DATA_CONST,__const) non-external _err_codes_ufs
000000000003ca80 (__DATA_CONST,__const) non-external _err_codes_unix
000000000003ce90 (__DATA_CONST,__const) non-external _err_codes_us
000000000003d080 (__DATA_CONST,__const) non-external _err_codes_ux_signal
000000000003d170 (__DATA_CONST,__const) non-external _err_codes_xkernel
000000000003c6d0 (__DATA_CONST,__const) non-external _err_iokit_sub
000000000002a9c0 (__TEXT,__const) non-external _err_iokit_sub_map
000000000003c550 (__DATA_CONST,__const) non-external _err_ipc_sub
000000000003c650 (__DATA_CONST,__const) non-external _err_libkern_sub
000000000003c5d0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
000000000003c230 (__DATA_CONST,__const) non-external _err_os_sub
000000000003c2d0 (__DATA_CONST,__const) non-external _err_server_sub
000000000002a990 (__TEXT,__const) non-external _err_us_sub
00000000000400a0 (__DATA_DIRTY,__common) external _errno
00000000000281c9 (__TEXT,__text) external _etap_trace_thread
0000000000019edd (__TEXT,__text) external _exc_server
0000000000019bd4 (__TEXT,__text) external _exc_server_routine
0000000000019619 (__TEXT,__text) external _exception_raise
0000000000019754 (__TEXT,__text) external _exception_raise_state
0000000000019989 (__TEXT,__text) external _exception_raise_state_identity
000000000000aeb8 (__TEXT,__text) external _exchangedata
000000000000f42d (__TEXT,__text) external _exclaves_audio_buffer_copyout
000000000000f456 (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
000000000000f405 (__TEXT,__text) external _exclaves_audio_buffer_create
000000000000f3dc (__TEXT,__text) external _exclaves_boot
000000000000f205 (__TEXT,__text) external _exclaves_endpoint_call
000000000000f2ef (__TEXT,__text) external _exclaves_inbound_buffer_copyin
000000000000f2c1 (__TEXT,__text) external _exclaves_inbound_buffer_create
000000000000f32a (__TEXT,__text) external _exclaves_launch_conclave
000000000000f362 (__TEXT,__text) external _exclaves_lookup_service
000000000000f31e (__TEXT,__text) external _exclaves_named_buffer_copyin
000000000000f324 (__TEXT,__text) external _exclaves_named_buffer_copyout
000000000000f318 (__TEXT,__text) external _exclaves_named_buffer_create
000000000000f52c (__TEXT,__text) external _exclaves_notification_create
000000000000f298 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
000000000000f26a (__TEXT,__text) external _exclaves_outbound_buffer_create
000000000000f480 (__TEXT,__text) external _exclaves_sensor_create
000000000000f4ab (__TEXT,__text) external _exclaves_sensor_start
000000000000f501 (__TEXT,__text) external _exclaves_sensor_status
000000000000f4d6 (__TEXT,__text) external _exclaves_sensor_stop
0000000000007d4a (__TEXT,__text) external _execve
000000000003f230 (__DATA,__bss) non-external _execve_with_filter
000000000000c0b8 (__TEXT,__text) external _faccessat
000000000000c0d0 (__TEXT,__text) external _fchdir
0000000000005390 (__TEXT,__text) external _fchflags
0000000000004702 (__TEXT,__text) external _fchmod
000000000000c0e8 (__TEXT,__text) external _fchmodat
00000000000056e0 (__TEXT,__text) external _fchown
000000000000c100 (__TEXT,__text) external _fchownat
000000000000c118 (__TEXT,__text) external _fclonefileat
000000000000173c (__TEXT,__text) external _fcntl
000000000000423a (__TEXT,__text) external _fcntl$NOCANCEL
000000000000c130 (__TEXT,__text) external _fdatasync
00000000000070c4 (__TEXT,__text) external _ffsctl
0000000000003c0c (__TEXT,__text) external _fgetattrlist
0000000000004678 (__TEXT,__text) external _fgetxattr
000000000000c148 (__TEXT,__text) external _fhopen
0000000000005d64 (__TEXT,__text) external _fileport_makefd
0000000000005f18 (__TEXT,__text) external _fileport_makeport
000000000000ae30 (__TEXT,__text) external _flistxattr
0000000000004030 (__TEXT,__text) external _flock
000000000000c160 (__TEXT,__text) external _fmount
000000000000c178 (__TEXT,__text) external _fpathconf
000000000000ef2c (__TEXT,__text) non-external _fprintf_stderr
000000000000c190 (__TEXT,__text) external _freadlink
000000000000c1a8 (__TEXT,__text) external _fremovexattr
00000000000160e9 (__TEXT,__text) external _fs_snapshot_create
0000000000016103 (__TEXT,__text) external _fs_snapshot_delete
0000000000007c90 (__TEXT,__text) external _fs_snapshot_list
0000000000016160 (__TEXT,__text) external _fs_snapshot_mount
000000000001611a (__TEXT,__text) external _fs_snapshot_rename
0000000000016132 (__TEXT,__text) external _fs_snapshot_revert
0000000000016149 (__TEXT,__text) external _fs_snapshot_root
0000000000003bf4 (__TEXT,__text) external _fsctl
00000000000056c8 (__TEXT,__text) external _fsetattrlist
0000000000005234 (__TEXT,__text) external _fsetxattr
0000000000003c7c (__TEXT,__text) external _fsgetpath
000000000000c1c0 (__TEXT,__text) external _fsgetpath_ext
000000000000c1d8 (__TEXT,__text) external _fstat
00000000000016ec (__TEXT,__text) external _fstat$INODE64
00000000000016ec (__TEXT,__text) external _fstat64
000000000000c1f0 (__TEXT,__text) external _fstatat
0000000000003cc4 (__TEXT,__text) external _fstatat$INODE64
0000000000003cc4 (__TEXT,__text) external _fstatat64
000000000000a750 (__TEXT,__text) external _fstatfs
0000000000002608 (__TEXT,__text) external _fstatfs$INODE64
0000000000002608 (__TEXT,__text) external _fstatfs64
0000000000003cf4 (__TEXT,__text) external _fsync
000000000000b700 (__TEXT,__text) external _fsync$NOCANCEL
0000000000003a40 (__TEXT,__text) external _ftruncate
0000000000011a2d (__TEXT,__text) external _futimens
00000000000053a8 (__TEXT,__text) external _futimes
000000000003f1c8 (__DATA,__crash_info) non-external _gCRAnnotations
00000000000016a4 (__TEXT,__text) external _getattrlist
000000000000c208 (__TEXT,__text) external _getattrlistat
0000000000003a70 (__TEXT,__text) external _getattrlistbulk
0000000000018eb0 (__TEXT,__text) external _getaudit
0000000000002b4c (__TEXT,__text) external _getaudit_addr
000000000000c220 (__TEXT,__text) external _getauid
000000000000c238 (__TEXT,__text) external _getdirentries
000000000000c250 (__TEXT,__text) external _getdirentriesattr
00000000000080b0 (__TEXT,__text) external _getdtablesize
0000000000002544 (__TEXT,__text) external _getegid
00000000000012bc (__TEXT,__text) external _getentropy
0000000000001f34 (__TEXT,__text) external _geteuid
000000000000c268 (__TEXT,__text) external _getfh
000000000000c280 (__TEXT,__text) external _getfsstat
0000000000003370 (__TEXT,__text) external _getfsstat$INODE64
0000000000003370 (__TEXT,__text) external _getfsstat64
00000000000041f4 (__TEXT,__text) external _getgid
00000000000056f8 (__TEXT,__text) external _getgroups
00000000000054f9 (__TEXT,__text) external _gethostuuid
0000000000004813 (__TEXT,__text) external _getiopolicy_np
000000000000c298 (__TEXT,__text) external _getitimer
00000000000046ec (__TEXT,__text) external _getpeername
00000000000093e8 (__TEXT,__text) external _getpgid
0000000000007d34 (__TEXT,__text) external _getpgrp
00000000000012e0 (__TEXT,__text) external _getpid
0000000000005f60 (__TEXT,__text) external _getppid
0000000000007c18 (__TEXT,__text) external _getpriority
0000000000002b28 (__TEXT,__text) external _getrlimit
0000000000006f84 (__TEXT,__text) external _getrusage
000000000000b718 (__TEXT,__text) external _getsgroups_np
000000000000c2b0 (__TEXT,__text) external _getsid
00000000000070dc (__TEXT,__text) external _getsockname
0000000000004648 (__TEXT,__text) external _getsockopt
0000000000002514 (__TEXT,__text) external _getuid
000000000000b730 (__TEXT,__text) external _getwgroups_np
00000000000035fc (__TEXT,__text) external _getxattr
000000000000c2c8 (__TEXT,__text) external _grab_pgo_data
000000000000c2e0 (__TEXT,__text) external _graftdmg
0000000000003cdc (__TEXT,__text) external _guarded_close_np
00000000000099d0 (__TEXT,__text) external _guarded_kqueue_np
000000000000efe5 (__TEXT,__text) external _guarded_open_dprotected_np
0000000000003acd (__TEXT,__text) external _guarded_open_np
0000000000003b90 (__TEXT,__text) external _guarded_pwrite_np
0000000000007340 (__TEXT,__text) external _guarded_write_np
000000000000c2f8 (__TEXT,__text) external _guarded_writev_np
000000000002fe90 (__TEXT,__cstring) non-external _hex
000000000000f098 (__TEXT,__text) external _host_check_multiuser_mode
0000000000001d92 (__TEXT,__text) external _host_create_mach_voucher
0000000000000f88 (__TEXT,__text) external _host_create_mach_voucher_trap
000000000001a384 (__TEXT,__text) external _host_default_memory_manager
000000000001b89f (__TEXT,__text) external _host_get_UNDServer
000000000000f081 (__TEXT,__text) external _host_get_atm_diagnostic_flag
0000000000019f4c (__TEXT,__text) external _host_get_boot_info
000000000001a90b (__TEXT,__text) external _host_get_clock_control
0000000000005a1a (__TEXT,__text) external _host_get_clock_service
000000000001af88 (__TEXT,__text) external _host_get_exception_ports
000000000001c2b4 (__TEXT,__text) external _host_get_io_main
0000000000003d0a (__TEXT,__text) external _host_get_io_master
000000000000f092 (__TEXT,__text) external _host_get_multiuser_config_flags
0000000000001a6a (__TEXT,__text) external _host_get_special_port
0000000000004df3 (__TEXT,__text) external _host_info
000000000001bdaf (__TEXT,__text) external _host_kernel_version
000000000001c95e (__TEXT,__text) external _host_lockgroup_info
000000000000f1e9 (__TEXT,__text) external _host_page_size
000000000001a1b0 (__TEXT,__text) external _host_priv_statistics
000000000001c171 (__TEXT,__text) external _host_processor_info
000000000001b692 (__TEXT,__text) external _host_processor_set_priv
000000000001b579 (__TEXT,__text) external _host_processor_sets
000000000001a7f2 (__TEXT,__text) external _host_processors
000000000001a0cd (__TEXT,__text) external _host_reboot
000000000001ce3e (__TEXT,__text) external _host_register_mach_voucher_attr_manager
000000000001cf93 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00000000000028ea (__TEXT,__text) external _host_request_notification
000000000001bb2f (__TEXT,__text) external _host_security_create_task_token
000000000001bca3 (__TEXT,__text) external _host_security_set_task_token
000000000000fadc (__TEXT,__text) external _host_self
0000000000000e38 (__TEXT,__text) external _host_self_trap
000000000001b7b6 (__TEXT,__text) external _host_set_UNDServer
000000000001d0d5 (__TEXT,__text) external _host_set_atm_diagnostic_flag
000000000001ae88 (__TEXT,__text) external _host_set_exception_ports
000000000001d368 (__TEXT,__text) external _host_set_multiuser_config_flags
000000000001ad90 (__TEXT,__text) external _host_set_special_port
00000000000094aa (__TEXT,__text) external _host_statistics
0000000000008e42 (__TEXT,__text) external _host_statistics64
000000000001b1f2 (__TEXT,__text) external _host_swap_exception_ports
000000000001c4d5 (__TEXT,__text) external _host_virtual_physical_table_info
000000000000ca78 (__TEXT,__text) external _i386_get_ldt
000000000000ca8c (__TEXT,__text) external _i386_set_ldt
000000000003f1a0 (__DATA,__data) external _important_boost_assertion_token
000000000003e3e0 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
000000000000eeb0 (__TEXT,__text) non-external _internal_catch_exception_raise
000000000003f190 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
000000000000ee34 (__TEXT,__text) non-external _internal_catch_exception_raise_state
000000000003f188 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
000000000000edb8 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
000000000003f180 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000000004530 (__TEXT,__text) external _ioctl
0000000000000c60 (__TEXT,__text) external _issetugid
000000000003f218 (__DATA,__bss) non-external _kAccountingThreshold
000000000000c310 (__TEXT,__text) external _kas_info
0000000000000b50 (__TEXT,__text) external _kdebug_is_enabled
0000000000016458 (__TEXT,__text) external _kdebug_signpost
000000000000949b (__TEXT,__text) external _kdebug_signpost_end
000000000000940c (__TEXT,__text) non-external _kdebug_signpost_internal
00000000000093ff (__TEXT,__text) external _kdebug_signpost_start
00000000000163e9 (__TEXT,__text) external _kdebug_timestamp
0000000000016424 (__TEXT,__text) external _kdebug_timestamp_from_absolute
000000000001643e (__TEXT,__text) external _kdebug_timestamp_from_continuous
0000000000000c04 (__TEXT,__text) external _kdebug_trace
0000000000003139 (__TEXT,__text) external _kdebug_trace_string
0000000000000b9c (__TEXT,__text) external _kdebug_typefilter
0000000000040048 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
00000000000163d6 (__TEXT,__text) external _kdebug_using_continuous_time
0000000000005bf0 (__TEXT,__text) external _kevent
000000000000a90c (__TEXT,__text) external _kevent64
0000000000002680 (__TEXT,__text) external _kevent_id
0000000000002668 (__TEXT,__text) external _kevent_qos
000000000001b9a5 (__TEXT,__text) external _kext_request
0000000000007771 (__TEXT,__text) external _kill
000000000001ac2b (__TEXT,__text) external _kmod_control
000000000001aa29 (__TEXT,__text) external _kmod_create
000000000001ab48 (__TEXT,__text) external _kmod_destroy
000000000001c3bc (__TEXT,__text) external _kmod_get_info
0000000000018f58 (__TEXT,__text) external _kpersona_alloc
0000000000018fb4 (__TEXT,__text) external _kpersona_dealloc
0000000000019047 (__TEXT,__text) external _kpersona_find
00000000000190cb (__TEXT,__text) external _kpersona_find_by_type
00000000000041c4 (__TEXT,__text) external _kpersona_get
0000000000018fe5 (__TEXT,__text) external _kpersona_getpath
0000000000003fb5 (__TEXT,__text) external _kpersona_info
0000000000018f86 (__TEXT,__text) external _kpersona_palloc
0000000000019016 (__TEXT,__text) external _kpersona_pidinfo
0000000000005bd8 (__TEXT,__text) external _kqueue
0000000000005710 (__TEXT,__text) external _lchown
000000000000c328 (__TEXT,__text) external _ledger
00000000000048a0 (__TEXT,__text) external _link
