00000001e996fd58 (__DATA,__data) non-external _.compoundliteral
0000000184961704 (__TEXT,__text) non-external (was a private external) _scheme_error
0000000184961a74 (__TEXT,__text) non-external (was a private external) _scheme_errorf
0000000184961494 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
00000001849572d4 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
000000018496134c (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
0000000184961344 (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
000000018496132c (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
0000000184957aa8 (__TEXT,__text) non-external (was a private external) _scheme_global
0000000184944880 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
0000000184944810 (__TEXT,__text) non-external (was a private external) _scheme_init_new
000000018494bc64 (__TEXT,__text) non-external (was a private external) _scheme_load_file
0000000184945a18 (__TEXT,__text) non-external (was a private external) _scheme_load_string
000000018494c3d0 (__TEXT,__text) non-external (was a private external) _scheme_push_string
0000000184961ae4 (__TEXT,__text) non-external (was a private external) _scheme_quit
00000001849459ec (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
0000000184945924 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
000000018494592c (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00000001849615a0 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
0000000184951068 (__TEXT,__text) non-external _shallow_copy_node
000000018495bcc0 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
000000018495dcc8 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
0000000184945754 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
000000018494d328 (__TEXT,__text) non-external (was a private external) _string_length
0000000184966a8c (__TEXT,__text) non-external _string_table_description_for_id
000000018494d2c4 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
000000018496f47c (__TEXT,__text) non-external _submatch_end
000000018494b5b0 (__TEXT,__text) non-external (was a private external) _symname
0000000184961b7c (__TEXT,__text) non-external _syntaxnum
000000018497010c (__TEXT,__text) non-external _synthesize_bitmasks
000000018496ff14 (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
0000000184970058 (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
00000001849705b8 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
0000000184958f90 (__TEXT,__text) non-external _synthesize_logical_conditions
0000000184969c34 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
                 (undefined) external _sysctlbyname (from libSystem)
00000001edd32000 (__AUTH_CONST,__const) non-external _tests
0000000184946f54 (__TEXT,__text) non-external _token
0000000184957e84 (__TEXT,__text) non-external _traverse_postorder
00000001849699d4 (__TEXT,__text) non-external _traverse_preorder
0000000184967c24 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
000000018497fa34 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
000000018496d1dc (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
000000018496f15c (__TEXT,__text) non-external _version
000000018496ad80 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
000000018494b63c (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
