0000000182bba330 (__DATA,__data) non-external _C
0000000180a92c34 (__TEXT,__text) external _tre_tnfa_run_parallel
0000000180a84cb4 (__TEXT,__text) non-external _trecurse
0000000180a84be4 (__TEXT,__text) external _tsearch
0000000180a53d50 (__TEXT,__text) external _ttyname
0000000182bbc170 (__DATA,__bss) non-external _ttyname_init
0000000182bbc178 (__DATA,__bss) non-external _ttyname_key
0000000182bba9b0 (__DATA,__data) non-external _ttyname_lock
0000000180a53e78 (__TEXT,__text) external _ttyname_r
0000000180a53f4c (__TEXT,__text) external _ttyslot
0000000180a84ca0 (__TEXT,__text) external _twalk
0000000180a75b7c (__TEXT,__text) non-external _typesequiv
0000000180a73a18 (__TEXT,__text) non-external _tzload
0000000182bbafd0 (__DATA,__data) external _tzname
0000000180a7433c (__TEXT,__text) non-external _tzparse
0000000180a74a90 (__TEXT,__text) external _tzset
0000000180a7370c (__TEXT,__text) external _tzsetwall
0000000180a73714 (__TEXT,__text) non-external _tzsetwall_basic
0000000180a53f54 (__TEXT,__text) external _ualarm
0000000182bbae40 (__DATA,__data) non-external _uglue
0000000180a53fe0 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
0000000180a38fd0 (__TEXT,__text) external _uname
0000000180a9bf30 (__TEXT,__const) non-external _unbound_variable_str
0000000180a33978 (__TEXT,__text) non-external _underflow
0000000180a67724 (__TEXT,__text) external _ungetc
0000000180a67a08 (__TEXT,__text) external _ungetwc
0000000180a67a8c (__TEXT,__text) external _ungetwc_l
0000000182bbbef1 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
0000000180a84f90 (__TEXT,__text) external _unlockpt
0000000180a831b4 (__TEXT,__text) external _unsetenv
0000000180a54078 (__TEXT,__text) external _unvis
0000000180a99528 (__TEXT,__text) non-external _unvis.cold.1
0000000180a99554 (__TEXT,__text) non-external _unvis.cold.2
0000000180a3bd58 (__TEXT,__text) external _uselocale
0000000180a96b54 (__TEXT,__text) external _usleep
0000000180a54814 (__TEXT,__text) external _usleep$NOCANCEL
0000000182bbd1b8 (__DATA,__bss) non-external _usual
0000000182bbc3e8 (__DATA,__bss) non-external _usual_extra
0000000180a54864 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
0000000180a3d90c (__TEXT,__text) external _uuid_clear
0000000180a3d914 (__TEXT,__text) external _uuid_compare
0000000180a3d9e4 (__TEXT,__text) external _uuid_copy
0000000180a3dda8 (__TEXT,__text) external _uuid_generate
0000000180a3dd08 (__TEXT,__text) external _uuid_generate_random
0000000180a3da00 (__TEXT,__text) external _uuid_generate_time
0000000182bbc028 (__DATA,__bss) non-external _uuid_generate_time.has_init
0000000182bbc020 (__DATA,__bss) non-external _uuid_generate_time.node_id
0000000180a3ddac (__TEXT,__text) external _uuid_is_null
0000000180a3ddd4 (__TEXT,__text) external _uuid_pack
0000000180a3de24 (__TEXT,__text) external _uuid_parse
0000000180a3df80 (__TEXT,__text) external _uuid_unpack
0000000180a3e0a0 (__TEXT,__text) external _uuid_unparse
0000000180a3dfd0 (__TEXT,__text) external _uuid_unparse_lower
0000000180a3e038 (__TEXT,__text) external _uuid_unparse_upper
0000000180b9a4d8 (__DATA_CONST,__const) non-external _validlist
0000000180a67ccc (__TEXT,__text) external _vasprintf
0000000180a67cb0 (__TEXT,__text) external _vasprintf_l
0000000180a3c8bc (__TEXT,__text) external _vasxprintf
0000000180a3d328 (__TEXT,__text) external _vasxprintf_exec
0000000180a67e64 (__TEXT,__text) external _vdprintf
0000000180a67e48 (__TEXT,__text) external _vdprintf_l
0000000180a3c8d4 (__TEXT,__text) external _vdxprintf
0000000180a3d344 (__TEXT,__text) external _vdxprintf_exec
0000000180a99198 (__TEXT,__text) external _verr
0000000180a990a0 (__TEXT,__text) external _verrc
0000000180a99210 (__TEXT,__text) external _verrx
0000000180a3e3b0 (__TEXT,__text) external _vfork
0000000180a67f5c (__TEXT,__text) external _vfprintf
0000000180a67e9c (__TEXT,__text) external _vfprintf_l
0000000180a6b540 (__TEXT,__text) external _vfscanf
0000000180a6d3c0 (__TEXT,__text) external _vfscanf_l
0000000180a70094 (__TEXT,__text) external _vfwprintf
0000000180a6d5fc (__TEXT,__text) external _vfwprintf_l
0000000180a7089c (__TEXT,__text) external _vfwscanf
0000000180a72234 (__TEXT,__text) external _vfwscanf_l
0000000180a3c8ec (__TEXT,__text) external _vfxprintf
0000000180a3d360 (__TEXT,__text) external _vfxprintf_exec
0000000180a55120 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
0000000180a722d4 (__TEXT,__text) external _vprintf
0000000180a7230c (__TEXT,__text) external _vprintf_l
0000000180a72328 (__TEXT,__text) external _vscanf
0000000180a723a4 (__TEXT,__text) external _vscanf_l
0000000180a72560 (__TEXT,__text) external _vsnprintf
0000000180a72540 (__TEXT,__text) external _vsnprintf_l
0000000180a7269c (__TEXT,__text) external _vsprintf
0000000180a7259c (__TEXT,__text) external _vsprintf_l
0000000180a7287c (__TEXT,__text) external _vsscanf
0000000180a726c8 (__TEXT,__text) external _vsscanf_l
0000000180a72aa8 (__TEXT,__text) external _vswprintf
0000000180a728a8 (__TEXT,__text) external _vswprintf_l
0000000180a72cac (__TEXT,__text) external _vswscanf
0000000180a72ad4 (__TEXT,__text) external _vswscanf_l
0000000180a3c904 (__TEXT,__text) external _vsxprintf
0000000180a3d37c (__TEXT,__text) external _vsxprintf_exec
0000000180a993dc (__TEXT,__text) external _vwarn
0000000180a9931c (__TEXT,__text) external _vwarnc
0000000180a99478 (__TEXT,__text) external _vwarnx
0000000180a72cd8 (__TEXT,__text) external _vwprintf
0000000180a72d10 (__TEXT,__text) external _vwprintf_l
0000000180a72d2c (__TEXT,__text) external _vwscanf
0000000180a72d64 (__TEXT,__text) external _vwscanf_l
0000000180a3c928 (__TEXT,__text) external _vxprintf
0000000180a3d3a0 (__TEXT,__text) external _vxprintf_exec
0000000180a96ba4 (__TEXT,__text) external _wait
0000000180a55bf0 (__TEXT,__text) external _wait$NOCANCEL
0000000180a55c04 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
0000000180a96bb8 (__TEXT,__text) external _waitpid
0000000180a55c18 (__TEXT,__text) external _waitpid$NOCANCEL
0000000180a992d8 (__TEXT,__text) external _warn
0000000180a99420 (__TEXT,__text) external _warnc
0000000180a9944c (__TEXT,__text) external _warnx
0000000180a7a9d8 (__TEXT,__text) external _wcpcpy
0000000180a7a9f8 (__TEXT,__text) external _wcpncpy
0000000180a5c688 (__TEXT,__text) external _wcrtomb
0000000180a5c648 (__TEXT,__text) external _wcrtomb_l
0000000180a7ab10 (__TEXT,__text) external _wcscasecmp
0000000180a7aa68 (__TEXT,__text) external _wcscasecmp_l
0000000180a7ab34 (__TEXT,__text) external _wcscat
0000000180a7ab58 (__TEXT,__text) external _wcschr
0000000180a7ab78 (__TEXT,__text) external _wcscmp
0000000180a7b134 (__TEXT,__text) external _wcscoll
0000000180a7aba0 (__TEXT,__text) external _wcscoll_l
0000000180a7b158 (__TEXT,__text) external _wcscpy
0000000180a7bc10 (__TEXT,__text) external _wcscspn
0000000180a7bc54 (__TEXT,__text) external _wcsdup
0000000180a5c8cc (__TEXT,__text) external _wcsftime
0000000180a5c6cc (__TEXT,__text) external _wcsftime_l
0000000180a7bcbc (__TEXT,__text) external _wcslcat
0000000180a7bd64 (__TEXT,__text) external _wcslcpy
0000000180a7bdb4 (__TEXT,__text) external _wcslen
0000000180a7be9c (__TEXT,__text) external _wcsncasecmp
0000000180a7bdd0 (__TEXT,__text) external _wcsncasecmp_l
0000000180a7bec0 (__TEXT,__text) external _wcsncat
0000000180a7bf10 (__TEXT,__text) external _wcsncmp
0000000180a7bf4c (__TEXT,__text) external _wcsncpy
0000000180a7bfb4 (__TEXT,__text) external _wcsnlen
0000000180a5c930 (__TEXT,__text) external _wcsnrtombs
0000000180a5c8f0 (__TEXT,__text) external _wcsnrtombs_l
0000000180a7bfe4 (__TEXT,__text) external _wcspbrk
0000000180a7c01c (__TEXT,__text) external _wcsrchr
0000000180a5cbbc (__TEXT,__text) external _wcsrtombs
0000000180a5cb70 (__TEXT,__text) external _wcsrtombs_l
0000000180a7c040 (__TEXT,__text) external _wcsspn
0000000180a7c434 (__TEXT,__text) external _wcsstr
0000000180a5ce94 (__TEXT,__text) external _wcstod
0000000180a5cc70 (__TEXT,__text) external _wcstod_l
0000000180a5d0dc (__TEXT,__text) external _wcstof
0000000180a5ceb8 (__TEXT,__text) external _wcstof_l
0000000180a5d340 (__TEXT,__text) external _wcstoimax
0000000180a5d100 (__TEXT,__text) external _wcstoimax_l
0000000180a7c4bc (__TEXT,__text) external _wcstok
0000000180a5d5a4 (__TEXT,__text) external _wcstol
0000000180a5d364 (__TEXT,__text) external _wcstol_l
0000000180a5d7ec (__TEXT,__text) external _wcstold
0000000180a5d5c8 (__TEXT,__text) external _wcstold_l
0000000180a5da50 (__TEXT,__text) external _wcstoll
0000000180a5d810 (__TEXT,__text) external _wcstoll_l
0000000180a5db1c (__TEXT,__text) external _wcstombs
0000000180a5da74 (__TEXT,__text) external _wcstombs_l
0000000180a5de00 (__TEXT,__text) external _wcstoul
0000000180a5dbc4 (__TEXT,__text) external _wcstoul_l
0000000180a5e060 (__TEXT,__text) external _wcstoull
0000000180a5de24 (__TEXT,__text) external _wcstoull_l
0000000180a5e2c0 (__TEXT,__text) external _wcstoumax
0000000180a5e084 (__TEXT,__text) external _wcstoumax_l
0000000180a7c5d0 (__TEXT,__text) external _wcswidth
0000000180a7c540 (__TEXT,__text) external _wcswidth_l
0000000180a7c7cc (__TEXT,__text) external _wcsxfrm
0000000180a7c5f4 (__TEXT,__text) external _wcsxfrm_l
0000000180a5e3a0 (__TEXT,__text) external _wctob
0000000180a5e2e4 (__TEXT,__text) external _wctob_l
0000000180a5e43c (__TEXT,__text) external _wctomb
0000000180a5e3c4 (__TEXT,__text) external _wctomb_l
0000000180a5e5bc (__TEXT,__text) external _wctrans
0000000180a5e638 (__TEXT,__text) external _wctrans_l
0000000180a5e724 (__TEXT,__text) external _wctype
0000000180a5e63c (__TEXT,__text) external _wctype_l
0000000180b9a870 (__DATA_CONST,__const) non-external _wctype_l.props
0000000180a5e748 (__TEXT,__text) external _wcwidth
0000000180a5e7c4 (__TEXT,__text) external _wcwidth_l
0000000180a7bb94 (__TEXT,__text) non-external _we_read_fully
0000000180a9be28 (__TEXT,__const) non-external _wildabbr
0000000180a7c7f0 (__TEXT,__text) external _wmemchr
0000000180a7c814 (__TEXT,__text) external _wmemcmp
0000000180a7c84c (__TEXT,__text) external _wmemcpy
0000000180a7c854 (__TEXT,__text) external _wmemmove
0000000180a7c85c (__TEXT,__text) external _wmemset
0000000180a734e4 (__TEXT,__text) non-external _wmemstream_close
0000000180a73430 (__TEXT,__text) non-external _wmemstream_seek
0000000180a99928 (__TEXT,__text) non-external _wmemstream_seek.cold.1
0000000180a99954 (__TEXT,__text) non-external _wmemstream_seek.cold.2
0000000180a73208 (__TEXT,__text) non-external _wmemstream_update
0000000180a998fc (__TEXT,__text) non-external _wmemstream_update.cold.1
0000000180a73240 (__TEXT,__text) non-external _wmemstream_write
0000000180a7b170 (__TEXT,__text) external _wordexp
0000000180a7bb4c (__TEXT,__text) external _wordfree
0000000180a72e78 (__TEXT,__text) external _wprintf
0000000180a72ed4 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
0000000180a72f14 (__TEXT,__text) external _wscanf
0000000180a72f70 (__TEXT,__text) external _wscanf_l
0000000180a3c874 (__TEXT,__text) external _xprintf
0000000182bbc018 (__DATA,__bss) non-external _xprintf_domain_default
0000000180a3d2e4 (__TEXT,__text) external _xprintf_exec
0000000180a9be30 (__TEXT,__const) non-external _year_lengths
0000000182bbbf58 (__DATA,__bss) non-external _zapchar
0000000180a9bc93 (__TEXT,__const) non-external _zeroes
0000000180a9bd84 (__TEXT,__const) non-external _zeroes
0000000182bbb198 (__DATA,__data) non-external _zeroes
