00007ffb00f71e62 (__TEXT,__text) non-external _DiToMD5
00007ffb428a6268 (__DATA,__bss) non-external __ZL15gIOThreadTLSKey
00007ffb00f730c2 (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00007ffb00f7ea54 (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00007ffb00f7f938 (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ffb00f80e94 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffb00f6134b (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffb00f5aa66 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffb00f82919 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffb00f8293c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffb00f8295f (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffb00f82982 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffb00f829a5 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffb00f829c8 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffb00f829eb (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffb00f80f12 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffb00f80f50 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffb00f5907d (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffb00f82261 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffb00f81532 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffb00f586ed (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffb00f73084 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffb00f78216 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffb00f5f24d (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffb00f57254 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffb00f74a1c (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffb00f781b6 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffb00f63bb3 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffb00f6431b (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffb00f83b2e (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffb00f83b51 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffb00f64361 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffb00f83b74 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffb00f83b97 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffb00f83bba (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffb00f83bdd (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffb00f81570 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffb428a6280 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffb00f6e730 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffb428a6270 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffb00f74e90 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffb00f78186 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffb00f63c35 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffb00f638bd (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffb00f5ae95 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffb00f82a9a (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffb00f82abd (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffb00f65ac9 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffb00f5c775 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00007ffb00f83067 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00007ffb00f8308a (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00007ffb00f830ad (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00007ffb00f85020 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffb00f7760e (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffb00f781e6 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffb00f63d43 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffb00f64834 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffb00f83cd2 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffb00f83cf5 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffb428a6260 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffb00f75d64 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ffb00f88db8 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffb00f63227 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffb00f7e0d0 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffb00f88428 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffb00f632a7 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffb00f66bcc (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffb00f83e76 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffb00f83e99 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffb00f83ebc (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffb00f8160e (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffb00f87d70 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffb00f893f8 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffb00f87bf8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffb00f88020 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffb00f88830 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffb00f88988 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffb00f88f10 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffb00f57940 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffb00f72c5c (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffb00f5c40c (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffb00f855f0 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffb00f86e70 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffb00f87ec8 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffb00f6380e (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffb00f6349e (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffb00f839f3 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffb00f73bde (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffb00f76b1a (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffb00f86708 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffb00f6394c (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffb00f85f10 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffb00f86580 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffb00f87a70 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffb00f882d0 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffb00f668db (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffb00f83dc7 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffb00f83dea (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffb00f83e0d (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffb00f83e30 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffb00f62959 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffb00f83876 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffb00f5cd69 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffb00f83116 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffb00f858a8 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffb00f87550 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffb00f878e8 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffb00f88178 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffb00f88580 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffb00f886d8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffb00f88b00 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffb00f63a64 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffb00f85748 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffb428a6264 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffb00f86c08 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffb00f85be8 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffb00f86988 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffb00f88c58 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffb00f85d78 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffb00f86848 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffb00f863e8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffb00f86ac8 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffb00f7d10c (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffb00f86098 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ffb00f626f0 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffb00f8380d (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffb00f83830 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffb00f83853 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffb00f873a0 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffb00f89068 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffb00f7f893 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffb00f85440 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffb00f7d92c (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffb00f85a38 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffb00f86238 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffb00f84be0 (__TEXT,__const) non-external __ZL4yyr1
00007ffb00f84bb0 (__TEXT,__const) non-external __ZL4yyr2
00007ffb00f81e49 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffb00f86ff0 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffb00f876d0 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffb00f871c0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffb00f891a8 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffb00f61ace (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00007ffb00f83716 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00007ffb00f83739 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00007ffb00f58121 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffb00f84960 (__TEXT,__const) non-external __ZL6yypact
00007ffb00f84aa0 (__TEXT,__const) non-external __ZL7yycheck
00007ffb00f84c01 (__TEXT,__const) non-external __ZL7yypgoto
00007ffb00f84b10 (__TEXT,__const) non-external __ZL7yytable
00007ffb00f717d6 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffb00f71b6a (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffb00f84b80 (__TEXT,__const) non-external __ZL8yydefact
00007ffb00f5a390 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffb00f826a3 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffb00f815a0 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffb00f58be6 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffb00f84c20 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffb428a5e50 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffb00f588d6 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffb00f589dc (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffb00f584ee (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00007ffb00f84c10 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffb00f6ef4a (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffb00f6f102 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffb00f6ebc6 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffb00f6e7f2 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffb00f6e8da (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffb00f6e5d0 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffb00f6ee12 (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffb00f60f00 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffb00f7588e (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb00f61128 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffb00f75bbc (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb00f60f9e (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffb00f75ab2 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb00f759a6 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb00f60fec (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffb00f60e7e (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffb00f835db (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffb00f75ca6 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffb00f757fa (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb00f610a4 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffb00f60de2 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffb00f60d86 (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffb00f60f50 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffb00f60ce8 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffb00f60f72 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffb00f61154 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffb00f7574a (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffb00f610f2 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffb00f61048 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffb00f75754 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffb00f5ea9c (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffb00f77f74 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffb00f780e2 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffb00f5eb0a (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffb00f5eab8 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffb00f83388 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffb00f77f0e (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffb00f5eaaa (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffb00f5eb4a (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffb00f77f30 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffb00f60ba4 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffb00f80348 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb00f60c76 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffb00f80676 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb00f8056c (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb00f80460 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
