00007ffa1e8ede3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e8eef0e (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00007ffa1e8f8942 (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00007ffa1e8f9772 (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ffa1e8faa80 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffa1e8d7cb0 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffa1e8d7cf9 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffa1e8fc4fc (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffa1e8fc51f (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffa1e8fc542 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffa1e8fc565 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffa1e8fc588 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffa1e8fc5ab (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffa1e8fab3a (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffa1e8fab8e (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffa1e8fb15c (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffa1e8eeeba (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffa1e8f2e9f (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffa1e8dbda5 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffa1e8d48f0 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffa1e8f07fa (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffa1e8f2e13 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffa1e8dffe8 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffa1e8e066d (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffa1e8fd55b (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffa1e8fd57e (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffa1e8e06ad (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffa1e8fd5a1 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffa1e8fd5c4 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffa1e8fd5e7 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffa1e8fd60a (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffa1e8fb1b0 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffa43ab94a0 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffa1e8ea777 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffa43ab9490 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffa1e8f0c58 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffa1e8f2dcd (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffa1e8dfee4 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffa1e8dfaed (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffa1e8d7f4f (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffa1e8fc5ce (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffa1e8fc5f1 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffa1e8e1d85 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffa1e8fe9c0 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffa1e8f2250 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffa1e8f2e59 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffa1e8e00c2 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffa43ab9480 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffa1e903048 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffa1e8df4be (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffa1e8f807e (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffa1e902680 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffa1e8df539 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffa1e8dfdf0 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffa1e8fd3da (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffa1e8fd3fd (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffa1e8fd420 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffa1e8fb294 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffa1e901fa0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffa1e9036f8 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffa1e901e48 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffa1e902250 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffa1e902a88 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffa1e902c38 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffa1e9031a0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffa1e8d4fc2 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffa1e8eea68 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffa1e8d9352 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffa1e8fefb8 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffa1e900e00 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffa1e9020f8 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffa1e8dfa26 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffa1e8df730 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffa1e8fd34e (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffa1e8ef9aa (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffa1e8f1ab8 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffa1e900338 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffa1e8df68b (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffa1e8ffb98 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffa1e900168 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffa1e901c78 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffa1e902500 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffa1e8e2ba9 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffa1e8fd768 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffa1e8fd78b (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffa1e8fd7ae (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffa1e8fd7d1 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffa1e8d9b6c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffa1e8ff350 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffa1e901728 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffa1e901a88 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffa1e9023a8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffa1e9027d8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffa1e902930 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffa1e902d90 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffa1e8dfbff (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffa1e8ff118 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffa43ab9484 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffa1e9008e0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffa1e8ff7a0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffa1e9005f8 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffa1e902ef0 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffa1e8ff9a8 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffa1e900488 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffa1e8fffb8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffa1e900768 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffa1e8f7134 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffa1e8dec30 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffa1e8fd29f (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffa1e8fd2c2 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffa1e8fd2e5 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffa1e9014a0 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffa1e903460 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffa1e8f96a5 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffa1e8fee60 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffa1e8f7922 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffa1e8ff5e0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffa1e8ffdb0 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffa1e8fe580 (__TEXT,__const) non-external __ZL4yyr1
00007ffa1e8fe550 (__TEXT,__const) non-external __ZL4yyr2
00007ffa1e8fba94 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffa1e901040 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffa1e9018a8 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffa1e901290 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffa1e9035a0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffa1e8d5874 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffa1e8fe300 (__TEXT,__const) non-external __ZL6yypact
00007ffa1e8fe440 (__TEXT,__const) non-external __ZL7yycheck
00007ffa1e8fe5a1 (__TEXT,__const) non-external __ZL7yypgoto
00007ffa1e8fe4b0 (__TEXT,__const) non-external __ZL7yytable
00007ffa1e8ed799 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffa1e8edb36 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffa1e8fe520 (__TEXT,__const) non-external __ZL8yydefact
00007ffa1e8d721b (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffa1e8fc1b4 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffa1e8fb1f8 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffa1e8d5d88 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffa1e8fe5c0 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffa43ab9080 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffa1e8d5bf4 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffa1e8fe5b0 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffa1e8eaf74 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffa1e8eb128 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffa1e8eac02 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffa1e8ea838 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffa1e8ea920 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffa1e8ea620 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffa1e8eae4c (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffa1e8dd9fe (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffa1e8f1620 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1e8ddc30 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffa1e8f198c (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1e8dda9c (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffa1e8f1870 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f174c (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ddaea (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffa1e8dd982 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffa1e8fd083 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffa1e8f1a22 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1e8f15ac (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e8ddba2 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffa1e8dd8e6 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffa1e8dd89e (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffa1e8dda4e (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffa1e8dd804 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1e8dda70 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffa1e8ddc5c (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffa1e8f1512 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffa1e8ddbf0 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffa1e8ddb46 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffa1e8f151c (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffa1e8db62c (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffa1e8f2ba8 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa1e8f2d30 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffa1e8db68c (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffa1e8db648 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffa1e8fce30 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffa1e8f2b2e (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffa1e8db63a (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffa1e8db6cc (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffa1e8f2b64 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffa1e8dd6c6 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffa1e8f9fd8 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1e8dd792 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffa1e8fa344 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1e8fa228 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e8fa104 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8dd716 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00007ffa1e8fd060 (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00007ffa1e8fa3da (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1e8f9f64 (__TEXT,__text) external __ZN11IOWorkGroup23SetWorkGroupPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e8dd79e (__TEXT,__text) external __ZN11IOWorkGroup4JoinEPv
00007ffa1e8dd590 (__TEXT,__text) external __ZN11IOWorkGroup4freeEv
00007ffa1e8dd548 (__TEXT,__text) external __ZN11IOWorkGroup4initEv
00007ffa1e8dd7d6 (__TEXT,__text) external __ZN11IOWorkGroup5LeaveEPv
00007ffa1e8dd620 (__TEXT,__text) external __ZN11IOWorkGroup6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1e8f9eca (__TEXT,__text) external __ZN11IOWorkGroup8DispatchE5IORPC
00007ffa1e8f9ed4 (__TEXT,__text) external __ZN11IOWorkGroup9_DispatchEPS_5IORPC
00007ffa1e8ef2b6 (__TEXT,__text) external __ZN12IODMACommand11CompleteDMAEyPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ef6e0 (__TEXT,__text) external __ZN12IODMACommand13Create_InvokeE5IORPCPFiP9IOServiceyPK25IODMACommandSpecificationPPS_E
00007ffa1e8ef0f2 (__TEXT,__text) external __ZN12IODMACommand13PrepareForDMAEyP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ef400 (__TEXT,__text) external __ZN12IODMACommand14GetPreparationEPyS0_PP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ef5be (__TEXT,__text) external __ZN12IODMACommand16PerformOperationEyyyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ef852 (__TEXT,__text) external __ZN12IODMACommand18CompleteDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1e8ef77c (__TEXT,__text) external __ZN12IODMACommand20PrepareForDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentE
00007ffa1e8ef8a4 (__TEXT,__text) external __ZN12IODMACommand21GetPreparation_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_PP18IOMemoryDescriptorE
00007ffa1e8ef90e (__TEXT,__text) external __ZN12IODMACommand23PerformOperation_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyP18IOMemoryDescriptorE
00007ffa1e8db83e (__TEXT,__text) external __ZN12IODMACommand4freeEv
00007ffa1e8db7fe (__TEXT,__text) external __ZN12IODMACommand4initEv
00007ffa1e8eefce (__TEXT,__text) external __ZN12IODMACommand6CreateEP9IOServiceyPK25IODMACommandSpecificationPPS_
00007ffa1e8eef54 (__TEXT,__text) external __ZN12IODMACommand8DispatchE5IORPC
00007ffa1e8eef8a (__TEXT,__text) external __ZN12IODMACommand9_DispatchEPS_5IORPC
00007ffa1e8dbfea (__TEXT,__text) external __ZN12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1e8f8cae (__TEXT,__text) external __ZN12IOUserClient15AsyncCompletionEP8OSActioniPKyjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8f9290 (__TEXT,__text) external __ZN12IOUserClient15_ExternalMethodEyPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS3_S5_P8OSActionPFiP15OSMetaClassBase5IORPCE
