00007ff80d40e980 (__TEXT,__const) non-external _A1_Table
00007ff80cbea4d0 (__TEXT,__text) non-external (was a private external) _Convert_RGBFFFtoARGBFFFF
00007ff80cbf2b50 (__TEXT,__text) non-external _Convert_RGBFFFtoRGB101010
00007ff80cbea4b0 (__TEXT,__text) non-external (was a private external) _Convert_RGBFFFtoRGBAFFFF
00007ff80ca63110 (__TEXT,__text) non-external _Convolve16F_GCDWork
00007ff80c8f6950 (__TEXT,__text) non-external (was a private external) _CopyImageTilingInfo
00007ff80ca0e300 (__TEXT,__text) non-external (was a private external) _CopyInPlace_ARGB8888
00007ff80ca02780 (__TEXT,__text) non-external (was a private external) _CopyInPlace_ARGBFFFF
00007ff80ca08260 (__TEXT,__text) non-external (was a private external) _CopyInPlace_Planar8
00007ff80c9fe2d0 (__TEXT,__text) non-external (was a private external) _CopyInPlace_PlanarF
00007ff80c8f73e0 (__TEXT,__text) non-external (was a private external) _Copy_Convert
00007ff80cbf9e10 (__TEXT,__text) non-external _CorrectWithinColorspace
00007ff840d20790 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10_vtbl
00007ff840d20850 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16Q12To444CrYpCb10_vtbl
00007ff840d206d0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16UTo422CbYpCrYp16_vtbl
00007ff840d205b0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16UTo444AYpCbCr16_vtbl
00007ff840d208b0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To420Yp8_Cb8_Cr8_vtbl
00007ff840d20970 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To420Yp8_CbCr8_vtbl
00007ff840d20670 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CbYpCrYp16_vtbl
00007ff840d20910 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CbYpCrYp8_AA8_vtbl
00007ff840d20430 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CbYpCrYp8_vtbl
00007ff840d20730 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10_vtbl
00007ff840d209d0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422YpCbYpCr8_vtbl
00007ff840d20550 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444AYpCbCr16_vtbl
00007ff840d204f0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444AYpCbCr8_vtbl
00007ff840d20490 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444CbYpCrA8_vtbl
00007ff840d207f0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444CrYpCb10_vtbl
00007ff840d20610 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444CrYpCb8_vtbl
00007ff8437569a8 (__DATA_DIRTY,__data) non-external (was a private external) _CreateCGImageFromBuffer
00007ff80c8bf940 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCG
00007ff80c8bfb10 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCGPlanar
00007ff80cbff490 (__TEXT,__text) non-external _CreateImageTilingInfoForCGPlanarWithNumOutputs
00007ff80cc0eb60 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCV
00007ff8437569a0 (__DATA_DIRTY,__data) non-external (was a private external) _CreateMonochromeColorSpaceWithWhitePointAndTransferFunction
00007ff80cbef8b0 (__TEXT,__text) non-external _CreatePass_10BitTo16
00007ff840d19b70 (__DATA_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGB16U_vtbl
00007ff840d19ab0 (__DATA_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGBA16Q12_vtbl
00007ff840d19b10 (__DATA_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGBA16U_vtbl
00007ff80d411e20 (__TEXT,__const) non-external _CreatePass_10BitTo16.resultAlphaTable
00007ff80cbef4e0 (__TEXT,__text) non-external _CreatePass_10BitTo8
00007ff840d19810 (__DATA_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toARGB8888_vtbl
00007ff840d19870 (__DATA_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toBGRA8888_vtbl
00007ff840d198d0 (__DATA_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toRGB888_vtbl
00007ff840d197b0 (__DATA_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toRGBA8888_vtbl
00007ff80cbefbf0 (__TEXT,__text) non-external _CreatePass_10BitToF
00007ff840d19cf0 (__DATA_CONST,__const) non-external _CreatePass_10BitToF.Convert_RGB101010toRGBAFFFF_vtbl
00007ff840d19d50 (__DATA_CONST,__const) non-external _CreatePass_10BitToF.Convert_RGB101010toRGBFFF_vtbl
00007ff80cbefa60 (__TEXT,__text) non-external _CreatePass_16To10Bit
00007ff840d19c90 (__DATA_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGB16UtoRGB101010_vtbl
00007ff840d19bd0 (__DATA_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGBA16Q12toRGB101010_vtbl
00007ff840d19c30 (__DATA_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGBA16UtoRGB101010_vtbl
00007ff840d1da90 (__DATA_CONST,__const) non-external _CreatePass_16UToF.Convert16UToF_vtbl
00007ff80cbef6d0 (__TEXT,__text) non-external _CreatePass_8To10Bit
00007ff840d19990 (__DATA_CONST,__const) non-external _CreatePass_8To10Bit.Convert_ARGB8888toRGB101010_vtbl
00007ff840d199f0 (__DATA_CONST,__const) non-external _CreatePass_8To10Bit.Convert_BGRA8888toRGB101010_vtbl
00007ff840d19a50 (__DATA_CONST,__const) non-external _CreatePass_8To10Bit.Convert_RGB888toRGB101010_vtbl
00007ff840d19930 (__DATA_CONST,__const) non-external _CreatePass_8To10Bit.Convert_RGBA8888toRGB101010_vtbl
00007ff80c8f03b0 (__TEXT,__text) non-external _CreatePass_AddAlpha
00007ff840d200d0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky16UAlphaFirst_vtbl
00007ff840d20070 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky16UAlphaLast_vtbl
00007ff840d1fd70 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky8AlphaFirst_vtbl
00007ff840d1fdd0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky8AlphaLast_vtbl
00007ff840d1ff50 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_ChunkyFAlphaFirst_vtbl
00007ff840d1fef0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_ChunkyFAlphaLast_vtbl
00007ff840d20190 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB16UtoARGB16U_vtbl
00007ff840d20130 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB16UtoRGBA16U_vtbl
00007ff840d1fe30 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toARGB8888_vtbl
00007ff840d1fe90 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toBGRA8888_vtbl
00007ff840d1fd10 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toRGBA8888_vtbl
00007ff840d20010 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGBFFFtoARGBFFFF_vtbl
00007ff840d1ffb0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGBFFFtoRGBAFFFF_vtbl
00007ff840d1fa70 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ARGB8888_vtbl
00007ff840d1fc50 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ARGBFFFF_vtbl
00007ff840d1fb90 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Chunky16U_vtbl
00007ff840d1fad0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Chunky8_vtbl
00007ff840d1fcb0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ChunkyF_vtbl
00007ff840d1fb30 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Planar16U_vtbl
00007ff840d1fa10 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Planar8_vtbl
00007ff840d1fbf0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_PlanarF_vtbl
00007ff840d20250 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGB16U_vtbl
00007ff840d201f0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGB8888_vtbl
00007ff840d202b0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGBFFFF_vtbl
00007ff840d20c70 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB16UtoPlanar16U_vtbl
00007ff840d20a30 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB8888toPlanar16Q12_vtbl
00007ff840d20b50 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB8888toPlanar8_vtbl
00007ff840d20d90 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGBFFFFtoPlanarF_vtbl
00007ff840d20d30 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkyToPlanar16U_vtbl
00007ff840d20c10 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkyToPlanar8_vtbl
00007ff840d20e50 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkytoPlanarF_vtbl
00007ff840d20eb0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.LookupTable_Planar8toPlanar16_vtbl
00007ff840d20af0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.Planar8to16Q12_vtbl
00007ff840d20cd0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB16UtoPlanar16U_vtbl
00007ff840d20a90 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB888toPlanar16Q12_vtbl
00007ff840d20bb0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB888toPlanar8_vtbl
00007ff840d20df0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGBFFFtoPlanarF_vtbl
00007ff80d411f50 (__TEXT,__const) non-external _CreatePass_ChunkyToPlanar.maps
00007ff80cbfbec0 (__TEXT,__text) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo
00007ff840d1d7f0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB16UtoPlanar16U_vtbl
00007ff840d1d550 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB8888toPlanar16Q12_vtbl
00007ff840d1d6d0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB8888toPlanar8_vtbl
00007ff840d1d910 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGBFFFFtoPlanarF_vtbl
00007ff840d1d8b0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkyToPlanar16U_vtbl
00007ff840d1d790 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkyToPlanar8_vtbl
00007ff840d1d9d0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkytoPlanarF_vtbl
00007ff840d1da30 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.LookupTable_Planar8toPlanar16_vtbl
00007ff840d1d610 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.Planar8to16Q12_vtbl
00007ff840d1d670 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.Planar8toF_vtbl
00007ff840d1d850 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB16UtoPlanar16U_vtbl
00007ff840d1d5b0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB888toPlanar16Q12_vtbl
00007ff840d1d730 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB888toPlanar8_vtbl
00007ff840d1d970 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGBFFFtoPlanarF_vtbl
00007ff840d20f10 (__DATA_CONST,__const) non-external _CreatePass_ColorSpaceTransform.transform_vtbls
00007ff80cbfc950 (__TEXT,__text) non-external _CreatePass_ColorSpaceTransformWithCGColorConversionInfo
00007ff840d1daf0 (__DATA_CONST,__const) non-external _CreatePass_ColorSpaceTransformWithCGColorConversionInfo.transform_vtbls
00007ff80cbefea0 (__TEXT,__text) non-external _CreatePass_Convert10BitTo16Q12
00007ff840d19e70 (__DATA_CONST,__const) non-external _CreatePass_Convert10BitTo16Q12.Convert_RGB101010toRGBA16Q12_vtbl
00007ff80cbf0350 (__TEXT,__text) non-external _CreatePass_Convert12BitTo16Bit
00007ff840d1b070 (__DATA_CONST,__const) non-external _CreatePass_Convert12BitTo16Bit.Convert12UTo16U_vtbl
00007ff80cbf0430 (__TEXT,__text) non-external _CreatePass_Convert16BitTo12Bit
00007ff840d1b0d0 (__DATA_CONST,__const) non-external _CreatePass_Convert16BitTo12Bit.Convert16UTo12U_vtbl
00007ff80cbeffa0 (__TEXT,__text) non-external _CreatePass_Convert16Q12To10Bit
00007ff840d19ed0 (__DATA_CONST,__const) non-external _CreatePass_Convert16Q12To10Bit.Convert_RGBA16Q12toRGB101010_vtbl
00007ff80cbf05e0 (__TEXT,__text) non-external _CreatePass_Convert16Q12ToHalf
00007ff840d1b190 (__DATA_CONST,__const) non-external _CreatePass_Convert16Q12ToHalf.Convert_Planar16Q12toPlanar16F_vtbl
00007ff80cbf08f0 (__TEXT,__text) non-external _CreatePass_Convert16UToHalf
00007ff840d1b310 (__DATA_CONST,__const) non-external _CreatePass_Convert16UToHalf.Convert_Planar16UtoPlanar16F_vtbl
00007ff80cbef050 (__TEXT,__text) non-external _CreatePass_Convert5BitTo8Bit
00007ff840d19270 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_ARGB1555toARGB8888_vtbl
00007ff840d192d0 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_ARGB1555toBGRA8888_vtbl
00007ff840d194b0 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toABGR8888_vtbl
00007ff840d19390 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toARGB8888_vtbl
00007ff840d19450 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toBGRA8888_vtbl
00007ff840d19510 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toRGB888_vtbl
00007ff840d193f0 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toRGBA8888_vtbl
00007ff840d19330 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGBA5551toRGBA8888_vtbl
00007ff80cbef2e0 (__TEXT,__text) non-external _CreatePass_Convert8BitTo5Bit
00007ff840d19570 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_ARGB8888toARGB1555_vtbl
00007ff840d195d0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_ARGB8888toRGB565_vtbl
00007ff840d196f0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_BGRA8888toRGB565_vtbl
00007ff840d19750 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGB888toRGB565_vtbl
00007ff840d19630 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGBA8888toRGB565_vtbl
00007ff840d19690 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGBA8888toRGBA5551_vtbl
00007ff840d18c10 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To1Bit_vtbl
00007ff840d18c70 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To2Bit_vtbl
00007ff840d18cd0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To4Bit_vtbl
00007ff80cbeef20 (__TEXT,__text) non-external _CreatePass_Convert8BitToTinyNew
00007ff840d18fd0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To1Bit_vtbl
00007ff840d19030 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To2Bit_vtbl
00007ff840d19090 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To3Bit_vtbl
00007ff840d190f0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To4Bit_vtbl
00007ff840d19150 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To5Bit_vtbl
00007ff840d191b0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To6Bit_vtbl
00007ff840d19210 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To7Bit_vtbl
00007ff80cbf0210 (__TEXT,__text) non-external _CreatePass_ConvertFToNbit
00007ff840d1a830 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo10_vtbl
00007ff840d1a890 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo11_vtbl
00007ff840d1a8f0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo12_vtbl
00007ff840d1a950 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo13_vtbl
00007ff840d1a9b0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo14_vtbl
00007ff840d1aa10 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo15_vtbl
00007ff840d1aa70 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo17_vtbl
00007ff840d1aad0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo18_vtbl
00007ff840d1ab30 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo19_vtbl
00007ff840d1ab90 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo20_vtbl
00007ff840d1abf0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo21_vtbl
00007ff840d1ac50 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo22_vtbl
00007ff840d1acb0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo23_vtbl
00007ff840d1ad10 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo24_vtbl
00007ff840d1ad70 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo25_vtbl
00007ff840d1add0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo26_vtbl
00007ff840d1ae30 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo27_vtbl
00007ff840d1ae90 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo28_vtbl
00007ff840d1aef0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo29_vtbl
00007ff840d1af50 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo30_vtbl
00007ff840d1afb0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo31_vtbl
00007ff840d1b010 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo32_vtbl
00007ff840d1a7d0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo9_vtbl
00007ff80cbf0820 (__TEXT,__text) non-external _CreatePass_ConvertFloatToHalf
00007ff840d1b2b0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFloatToHalf.convertFloatToHalf_vtbl
00007ff80cbf0520 (__TEXT,__text) non-external _CreatePass_ConvertHalfTo16Q12
00007ff840d1b130 (__DATA_CONST,__const) non-external _CreatePass_ConvertHalfTo16Q12.Convert_Planar16FtoPlanar16Q12_vtbl
00007ff80cbf06a0 (__TEXT,__text) non-external _CreatePass_ConvertHalfTo16U
00007ff840d1b1f0 (__DATA_CONST,__const) non-external _CreatePass_ConvertHalfTo16U.Convert_Planar16FtoPlanar16U_vtbl
00007ff80cbf0750 (__TEXT,__text) non-external _CreatePass_ConvertHalfToFloat
00007ff840d1b250 (__DATA_CONST,__const) non-external _CreatePass_ConvertHalfToFloat.convertHalfToFloat_vtbl
00007ff80cbf00c0 (__TEXT,__text) non-external _CreatePass_ConvertNbitToF
00007ff840d19f90 (__DATA_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert10ToF_vtbl
00007ff840d19ff0 (__DATA_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert11ToF_vtbl
