00007ff8438a0c68 (__DATA,__data) non-external _C
00007ff802acea29 (__TEXT,__text) non-external _mswap
00007ff802ac3a0a (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff8438a2610 (__DATA,__bss) non-external _namebuf
00007ff802a971ca (__TEXT,__text) external _nanosleep
00007ff802ab3c13 (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff84366ab30 (__DATA_DIRTY,__bss) non-external _new_categories
00007ff802acc8d9 (__TEXT,__text) external _new_printf_comp
00007ff802abc03c (__TEXT,__text) external _new_printf_domain
00007ff802a9d390 (__TEXT,__text) external _newlocale
00007ff843669c70 (__DATA_DIRTY,__data) non-external _next
00007ff802ada3a1 (__TEXT,__text) non-external _nextcomp
00007ff8438a2660 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff8438a2680 (__DATA,__bss) non-external _nextcomp.state
00007ff802ae2a8c (__TEXT,__text) external _nextwctype
00007ff802ae2951 (__TEXT,__text) external _nextwctype_l
00007ff802b073f4 (__TEXT,__text) external _nftw
00007ff802ac698c (__TEXT,__text) external _nftw$INODE64
00007ff802adc7cc (__TEXT,__text) external _nice
00007ff802abf1f4 (__TEXT,__text) external _nl_langinfo
00007ff802abf21c (__TEXT,__text) external _nl_langinfo_l
00007ff8438a2798 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff802b0c680 (__TEXT,__const) non-external _noarg
00007ff802b0c0d8 (__TEXT,__const) non-external _nogrouping
00007ff8438a0e4c (__DATA,__data) non-external _nonopt_end
00007ff8438a0e50 (__DATA,__data) non-external _nonopt_start
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
00007ff802a9049b (__TEXT,__text) non-external _notify_check_tz
                 (undefined) external _notify_monitor_file (from libsystem_notify)
                 (undefined) external _notify_post (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
00007ff802a919b5 (__TEXT,__text) non-external _notify_register_tz
00007ff802b0c470 (__TEXT,__const) non-external _notify_tz_name
00007ff802adc84c (__TEXT,__text) external _nrand48
00007ff802ad007d (__TEXT,__text) non-external _nroot
00007ff8438a0cb8 (__DATA,__data) non-external _numempty
00007ff8438a0d20 (__DATA,__data) non-external _numempty
00007ff802b0bc90 (__TEXT,__const) non-external _nv
00007ff802adef97 (__TEXT,__text) external _nvis
00007ff802af3d79 (__TEXT,__text) external _offtime
00007ff840085aa0 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff802ae526a (__TEXT,__text) external _open_memstream
00007ff802acbcce (__TEXT,__text) external _open_with_subsystem
00007ff802af38d7 (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff802acd26f (__TEXT,__text) external _opendev
00007ff802acd441 (__TEXT,__text) non-external _opendev_namebuf_init
00007ff8438a0c80 (__DATA,__data) non-external _opendev_namebuf_once
00007ff802b05da0 (__TEXT,__text) external _opendir
00007ff802a8df37 (__TEXT,__text) external _opendir$INODE64
00007ff802adcaf4 (__TEXT,__text) non-external _opendir_compar
00007ff802b060f0 (__TEXT,__text) non-external _opendir_compar
00007ff802aaf793 (__TEXT,__text) external _openpty
00007ff802ac01d0 (__TEXT,__text) external _openx_np
00007ff8438a2958 (__DATA,__common) external _optarg
00007ff8438a08c0 (__DATA,__data) external _opterr
00007ff8438a0b44 (__DATA,__data) external _optind
00007ff8438a296c (__DATA,__common) external _optopt
00007ff8438a29b0 (__DATA,__common) external _optreset
                 (undefined) external _os_log_pack_send_and_compose (from libsystem_trace)
                 (undefined) external _os_log_simple_type_from_asl (from libsystem_platform)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff802ac3768 (__TEXT,__text) non-external _overflow
00007ff84366ac48 (__DATA_DIRTY,__bss) non-external _p5s
00007ff802b0c1e0 (__TEXT,__const) non-external _padchar
00007ff8438a1f61 (__DATA,__bss) non-external _parse_error
00007ff802ab96fa (__TEXT,__text) non-external _parse_long_options
00007ff84366c4f8 (__DATA_DIRTY,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff802b05081 (__TEXT,__text) external _pause
00007ff802adcb0c (__TEXT,__text) external _pause$NOCANCEL
00007ff802adce6f (__TEXT,__text) external _pclose
00007ff802ac491c (__TEXT,__text) non-external _permute
00007ff802af6b82 (__TEXT,__text) non-external _permute_args
00007ff802b08fdf (__TEXT,__text) external _perror
00007ff8438a26a0 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff8438a0e58 (__DATA,__data) non-external _place
00007ff802adcb31 (__TEXT,__text) external _popen
00007ff802b05308 (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff802af3e24 (__TEXT,__text) external _posix2time
00007ff802aaf8d5 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff802abe770 (__TEXT,__text) external _posix_spawnp
00007ff802b0aca0 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff802b0a9f0 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff802b0a5c0 (__TEXT,__const) non-external _powersOf10_Float
00007ff802b0a380 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff802ab9d9a (__TEXT,__text) external _printf
00007ff8438a2910 (__DATA,__bss) non-external _printf_info_queue
00007ff802aeb8d0 (__TEXT,__text) external _printf_l
00007ff802ada140 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff802adcf59 (__TEXT,__text) external _psignal
00007ff802afb165 (__TEXT,__text) external _psort
00007ff802afbc7d (__TEXT,__text) external _psort_b
00007ff802ab9f1d (__TEXT,__text) external _psort_r
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff802afaa26 (__TEXT,__text) external _ptsname
00007ff802b09566 (__TEXT,__text) non-external _ptsname.cold.1
00007ff802b09581 (__TEXT,__text) non-external _ptsname.cold.2
00007ff802b07c7b (__TEXT,__text) non-external _ptsname.cold.3
00007ff8438a28d0 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff8438a28c8 (__DATA,__bss) non-external _ptsname_once
00007ff802afaaa9 (__TEXT,__text) non-external _ptsname_once_init
00007ff802b09581 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff802aaf917 (__TEXT,__text) external _ptsname_r
00007ff802abea90 (__TEXT,__text) external _putc
00007ff802aeb97d (__TEXT,__text) external _putc_unlocked
00007ff802ab9e66 (__TEXT,__text) external _putchar
00007ff802aeb9b1 (__TEXT,__text) external _putchar_unlocked
00007ff802af715e (__TEXT,__text) external _putenv
00007ff802ad5045 (__TEXT,__text) non-external _putpair
00007ff802ab9462 (__TEXT,__text) external _puts
00007ff802b000c8 (__TEXT,__text) external _pututxline
00007ff802aeb9ef (__TEXT,__text) external _putw
00007ff802aeba51 (__TEXT,__text) external _putwc
00007ff802aeba79 (__TEXT,__text) external _putwc_l
00007ff802aeba83 (__TEXT,__text) external _putwchar
00007ff802aebab5 (__TEXT,__text) external _putwchar_l
00007ff8438a2098 (__DATA,__bss) non-external _pw_size
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff802a95f38 (__TEXT,__text) external _qsort
00007ff802a96cc3 (__TEXT,__text) external _qsort_b
00007ff802a96cd1 (__TEXT,__text) external _qsort_r
00007ff802aca5fe (__TEXT,__text) external _querylocale
00007ff802b0b660 (__TEXT,__const) non-external _querylocale_mapping
00007ff802aff5f2 (__TEXT,__text) external _quick_exit
00007ff802af7ec1 (__TEXT,__text) non-external _r_sort_a
00007ff8438a28a4 (__DATA,__bss) non-external _r_sort_a.bmin
00007ff8438a2898 (__DATA,__bss) non-external _r_sort_a.count
00007ff8438a28a0 (__DATA,__bss) non-external _r_sort_a.nc
00007ff8438a28a8 (__DATA,__bss) non-external _r_sort_a_count
00007ff802af90d4 (__TEXT,__text) non-external _r_sort_b
00007ff8438a28c4 (__DATA,__bss) non-external _r_sort_b.bmin
00007ff8438a28b8 (__DATA,__bss) non-external _r_sort_b.count
00007ff8438a28c0 (__DATA,__bss) non-external _r_sort_b.nc
00007ff8438a28b0 (__DATA,__bss) non-external _r_sort_b_count
00007ff802af94b1 (__TEXT,__text) non-external _r_sort_count_allocate
00007ff8438a0e60 (__DATA,__data) non-external _r_sort_count_control
00007ff802af7200 (__TEXT,__text) external _radixsort
00007ff802acd222 (__TEXT,__text) external _raise
00007ff802a9977d (__TEXT,__text) external _rand
00007ff8438a0e7c (__DATA,__data) non-external _rand_deg
00007ff802aa0989 (__TEXT,__text) external _rand_r
00007ff8438a0e80 (__DATA,__data) non-external _rand_sep
00007ff8438a0e78 (__DATA,__data) non-external _rand_type
00007ff802a97fd1 (__TEXT,__text) external _random
00007ff8438a0ab0 (__DATA,__data) non-external _randtbl
00007ff802ada402 (__TEXT,__text) non-external (was a private external) _rangematch
00007ff802acbb9a (__TEXT,__text) non-external _raosnprintf
00007ff802b013ff (__TEXT,__text) external _rb_tree_count
00007ff802ab5a3e (__TEXT,__text) external _rb_tree_find_node
00007ff802b012a9 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff802b0131a (__TEXT,__text) external _rb_tree_find_node_leq
00007ff802ab5a24 (__TEXT,__text) external _rb_tree_init
00007ff802ab5a9b (__TEXT,__text) external _rb_tree_insert_node
00007ff802b0138b (__TEXT,__text) external _rb_tree_iterate
00007ff802b01412 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff802abff65 (__TEXT,__text) external _rb_tree_remove_node
00007ff802ab5c62 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff802b0b6b0 (__TEXT,__const) non-external _rcsid
00007ff802b0b720 (__TEXT,__const) non-external _rcsid
00007ff802b0b770 (__TEXT,__const) non-external _rcsid
00007ff802b0b880 (__TEXT,__const) non-external _rcsid
00007ff802b0c7c0 (__TEXT,__const) non-external _rcsid
00007ff802b0c8ac (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff802b06243 (__TEXT,__text) external _readdir
00007ff802a8f8d9 (__TEXT,__text) external _readdir$INODE64
00007ff802b06279 (__TEXT,__text) external _readdir_r
00007ff802aaca40 (__TEXT,__text) external _readdir_r$INODE64
                 (undefined) external _readlink (from libsystem_kernel)
00007ff802adcfe9 (__TEXT,__text) external _readpassphrase
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff802af9780 (__TEXT,__text) external _realpath
00007ff802a9c4c0 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff84366ac90 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff84366ac94 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff84366ac58 (__DATA_DIRTY,__bss) non-external _realpath.rootdev
00007ff84366ac54 (__DATA_DIRTY,__bss) non-external _realpath.rootdev_inited
00007ff802ad684a (__TEXT,__text) non-external _rec_rdelete
00007ff802b0c630 (__TEXT,__const) non-external _recargchar
00007ff802b0c6b0 (__TEXT,__const) non-external _recargstring
00007ff802a9c26a (__TEXT,__text) external _recv
00007ff802a9c24a (__TEXT,__text) external _recv$NOCANCEL
00007ff802aa278d (__TEXT,__text) external _regcomp
00007ff802aa27b5 (__TEXT,__text) external _regcomp_l
00007ff802b091d9 (__TEXT,__text) external _regerror
00007ff802aa826d (__TEXT,__text) external _regexec
00007ff802aac8f3 (__TEXT,__text) external _regfree
00007ff802abc1f5 (__TEXT,__text) external _register_printf_domain_function
00007ff802accadf (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff802accbc0 (__TEXT,__text) external _register_printf_domain_render_std
00007ff802b0153d (__TEXT,__text) external _regncomp
00007ff802aa2810 (__TEXT,__text) external _regncomp_l
00007ff802aa8287 (__TEXT,__text) external _regnexec
00007ff802b01610 (__TEXT,__text) external _regwcomp
00007ff802b015bc (__TEXT,__text) external _regwcomp_l
00007ff802b01696 (__TEXT,__text) external _regwexec
00007ff802b01594 (__TEXT,__text) external _regwncomp
00007ff802b01565 (__TEXT,__text) external _regwncomp_l
00007ff802b01662 (__TEXT,__text) external _regwnexec
00007ff802ab48a6 (__TEXT,__text) external _remove
00007ff802af9ee0 (__TEXT,__text) external _remque
00007ff840086730 (__DATA_CONST,__const) non-external _rerrs
00007ff802a9e792 (__TEXT,__text) external _rewind
00007ff802b0631d (__TEXT,__text) external _rewinddir
00007ff802ab589f (__TEXT,__text) external _rewinddir$INODE64
00007ff802a9ed8b (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff84366c4c8 (__DATA_DIRTY,__bss) non-external _rng
00007ff802ae96a6 (__TEXT,__text) external _rpmatch
00007ff8438a0a90 (__DATA,__data) non-external _rptr
00007ff802ab918c (__TEXT,__text) non-external _sappend
00007ff84366aa40 (__DATA_DIRTY,__bss) non-external _saved_categories
00007ff802ac1040 (__TEXT,__text) external _sbrk
00007ff8438a1e78 (__DATA,__bss) non-external _sbrk_curbrk
00007ff8438a1e70 (__DATA,__bss) non-external _sbrk_needs_init
00007ff8438a0b50 (__DATA,__data) non-external _sbrk_region_size
00007ff802b06380 (__TEXT,__text) external _scandir
00007ff802aa09db (__TEXT,__text) external _scandir$INODE64
00007ff802b074b5 (__TEXT,__text) external _scandir_b
00007ff802afd1c2 (__TEXT,__text) external _scandir_b$INODE64
00007ff802aebb02 (__TEXT,__text) external _scanf
00007ff802aebbf5 (__TEXT,__text) external _scanf_l
00007ff802b0bc30 (__TEXT,__const) non-external _sccsid
00007ff802b0bc60 (__TEXT,__const) non-external _sccsid
00007ff802add648 (__TEXT,__text) external _seed48
00007ff8438a2758 (__DATA,__bss) non-external _seed48.sseed
00007ff802b06581 (__TEXT,__text) external _seekdir
00007ff802add6af (__TEXT,__text) external _seekdir$INODE64
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff802a9c25a (__TEXT,__text) external _send
00007ff802a9c23a (__TEXT,__text) external _send$NOCANCEL
00007ff802b0c780 (__TEXT,__const) non-external _seps
00007ff8438a1fc0 (__DATA,__bss) non-external _seq
00007ff802ac7e40 (__TEXT,__text) non-external _set_asl
00007ff802ac8159 (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff802aebcfa (__TEXT,__text) external _setbuf
00007ff802aebd13 (__TEXT,__text) external _setbuffer
00007ff802a8e2bc (__TEXT,__text) external _setenv
00007ff802ace689 (__TEXT,__text) external _sethostid
00007ff802add6e8 (__TEXT,__text) external _sethostname
00007ff802ace0b0 (__TEXT,__text) external _setinvalidrune
00007ff8438a265c (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
00007ff802ae69fb (__TEXT,__text) external _setipv4sourcefilter
00007ff802b08ef2 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff802ac4d49 (__TEXT,__text) external _setkey
00007ff802ab9d41 (__TEXT,__text) external _setlinebuf
00007ff802a923de (__TEXT,__text) external _setlocale
00007ff802abf8ac (__TEXT,__text) external _setlogin
00007ff802add851 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff802ace6e6 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff802ab9532 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff802ace711 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff802ace720 (__TEXT,__text) external _setruid
00007ff802ae2dfa (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
00007ff802ae6c5f (__TEXT,__text) external _setsourcefilter
00007ff802af96cd (__TEXT,__text) external _setstate
00007ff802acd895 (__TEXT,__text) external _settimeofday
00007ff802ac5a0c (__TEXT,__text) external _setttyent
00007ff802a91af0 (__TEXT,__text) non-external _settzname
00007ff802ac6493 (__TEXT,__text) external _setusershell
00007ff802aff739 (__TEXT,__text) external _setutxent
00007ff802ac7ab2 (__TEXT,__text) external _setutxent_wtmp
00007ff802ab5f94 (__TEXT,__text) external _setvbuf
00007ff802ae7d61 (__TEXT,__text) non-external _sflush_locked
00007ff802acdfe8 (__TEXT,__text) non-external (was a private external) _sgetrune
00007ff8438a2654 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00007ff8438a2038 (__DATA,__bss) non-external _shells
00007ff802ac3d7e (__TEXT,__text) non-external _shiftLeftMP
00007ff802ac3b60 (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff8438a08e0 (__DATA,__data) non-external _sig_init_once
00007ff8438a1d70 (__DATA,__bss) non-external _sig_key
00007ff802af4388 (__TEXT,__text) non-external _sig_keycreate
00007ff8438a1d68 (__DATA,__bss) non-external _sig_keycreated
00007ff802aacd60 (__TEXT,__text) external _sigaction
00007ff802ac69bc (__TEXT,__text) external _sigaddset
00007ff802ac0d6e (__TEXT,__text) external _sigaltstack
00007ff802ac0e1e (__TEXT,__text) external _sigblock
00007ff802ac69ec (__TEXT,__text) external _sigdelset
00007ff802ac69a0 (__TEXT,__text) external _sigemptyset
00007ff802ac69ae (__TEXT,__text) external _sigfillset
00007ff802ab6c6c (__TEXT,__text) external _sighold
00007ff802ac0eae (__TEXT,__text) external _sigignore
00007ff802addf75 (__TEXT,__text) external _siginterrupt
00007ff802ac6a1c (__TEXT,__text) external _sigismember
00007ff802aacced (__TEXT,__text) external _signal
00007ff802aaccfc (__TEXT,__text) non-external _signal__
00007ff8438a26d0 (__DATA,__bss) non-external _signo
00007ff802b05015 (__TEXT,__text) external _sigpause
00007ff802ac0e47 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff802ab6cb2 (__TEXT,__text) external _sigrelse
00007ff802ab6b90 (__TEXT,__text) external _sigset
00007ff802ac0df5 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff802ac0d9b (__TEXT,__text) external _sigvec
00007ff802ac0daa (__TEXT,__text) non-external _sigvec__
00007ff802ac615c (__TEXT,__text) non-external _skip
00007ff802ade058 (__TEXT,__text) external _sl_add
00007ff802ade106 (__TEXT,__text) external _sl_find
00007ff802ade0b7 (__TEXT,__text) external _sl_free
00007ff802addff6 (__TEXT,__text) external _sl_init
00007ff802b08be8 (__TEXT,__text) non-external _sl_init.cold.1
00007ff802b08bfd (__TEXT,__text) non-external _sl_init.cold.2
00007ff8438a26b0 (__DATA,__bss) non-external _slash
00007ff802aa16a0 (__TEXT,__text) external _sleep
00007ff802ab3bb0 (__TEXT,__text) external _sleep$NOCANCEL
00007ff8438a1fb8 (__DATA,__bss) non-external _slot
00007ff802a95af5 (__TEXT,__text) external _snprintf
00007ff802a95a1c (__TEXT,__text) external _snprintf_l
00007ff802adee4f (__TEXT,__text) external _snvis
00007ff802ae69d5 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff802a9c3fe (__TEXT,__text) external _sprintf
00007ff802aac647 (__TEXT,__text) external _sprintf_l
00007ff802ace042 (__TEXT,__text) non-external (was a private external) _sputrune
00007ff8438a2658 (__DATA,__bss) non-external _sputrune.warn_depreciated
00007ff802af8368 (__TEXT,__text) external _sradixsort
00007ff802ab412b (__TEXT,__text) external _srand
00007ff802ab48f8 (__TEXT,__text) external _srand48
00007ff802af9500 (__TEXT,__text) external _sranddev
00007ff802a97f0f (__TEXT,__text) external _srandom
00007ff802ab1d23 (__TEXT,__text) external _srandomdev
00007ff802a997df (__TEXT,__text) external _sscanf
00007ff802a9284e (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _stat$INODE64 (from libsystem_kernel)
00007ff802acbe3a (__TEXT,__text) external _stat_with_subsystem
00007ff8438a0e70 (__DATA,__data) non-external _state
                 (undefined) external _statfs$INODE64 (from libsystem_kernel)
00007ff802ab62df (__TEXT,__text) external _statvfs
00007ff802aa173d (__TEXT,__text) non-external _statx1
00007ff802aa1921 (__TEXT,__text) non-external _statx1
00007ff802acd933 (__TEXT,__text) external _statx64_np
00007ff802b07408 (__TEXT,__text) external _statx_np
00007ff802aa1703 (__TEXT,__text) external _statx_np$INODE64
00007ff802aa1b05 (__TEXT,__text) non-external _statx_syscall
00007ff802aa1b12 (__TEXT,__text) non-external _statx_syscall
00007ff802a973b6 (__TEXT,__text) external _stpcpy
00007ff802a9620b (__TEXT,__text) external _stpncpy
00007ff802adf001 (__TEXT,__text) external _stravis
00007ff802a8fc9d (__TEXT,__text) external _strcasecmp
00007ff802a8fcc5 (__TEXT,__text) external _strcasecmp_l
00007ff802a96fb9 (__TEXT,__text) external _strcasestr
00007ff802a96fe1 (__TEXT,__text) external _strcasestr_l
00007ff802a914d3 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
00007ff802af3f98 (__TEXT,__text) external _strchrnul
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff802ab5921 (__TEXT,__text) external _strcoll
00007ff802ab5949 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff802a9bf55 (__TEXT,__text) external _strcspn
00007ff802a892a4 (__TEXT,__text) external _strdup
00007ff802adf08d (__TEXT,__text) external _strenvisx
00007ff802a9c096 (__TEXT,__text) external _strerror
00007ff802a9d330 (__TEXT,__text) external _strerror_r
00007ff802b00312 (__TEXT,__text) external _strfmon
00007ff802b010b4 (__TEXT,__text) external _strfmon_l
00007ff802ab5010 (__TEXT,__text) external _strftime
00007ff802aab2f4 (__TEXT,__text) external _strftime_l
00007ff8438a2040 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff802af407b (__TEXT,__text) external _strmode
00007ff802a9c27a (__TEXT,__text) external _strncasecmp
00007ff802a8fb5c (__TEXT,__text) external _strncasecmp_l
00007ff802a9e71e (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff802a96c65 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff802a892e2 (__TEXT,__text) external _strnstr
00007ff802aded54 (__TEXT,__text) external _strnunvis
00007ff802adebec (__TEXT,__text) external _strnunvisx
00007ff802b08c5a (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff802b08c7d (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff802aafa83 (__TEXT,__text) external _strnvis
00007ff802adf057 (__TEXT,__text) external _strnvisx
00007ff802ab9c3e (__TEXT,__text) external _strpbrk
00007ff802af3f28 (__TEXT,__text) external _strptime
00007ff802ab226c (__TEXT,__text) external _strptime_l
00007ff802a8935c (__TEXT,__text) external _strrchr
00007ff802adef65 (__TEXT,__text) external _strsenvisx
00007ff802a9c189 (__TEXT,__text) external _strsep
00007ff802af42d4 (__TEXT,__text) external _strsignal
00007ff802af4195 (__TEXT,__text) external _strsignal_r
00007ff802adeedc (__TEXT,__text) external _strsnvis
00007ff802adef36 (__TEXT,__text) external _strsnvisx
00007ff802a9bfef (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff802adeea9 (__TEXT,__text) external _strsvis
00007ff802adef03 (__TEXT,__text) external _strsvisx
00007ff802ab1196 (__TEXT,__text) external _strtod
00007ff802a8fc77 (__TEXT,__text) external _strtod_l
00007ff802ac1134 (__TEXT,__text) external _strtoencf16
00007ff802ac1204 (__TEXT,__text) external _strtoencf32
00007ff802ac14b2 (__TEXT,__text) external _strtoencf64
00007ff802ac2013 (__TEXT,__text) external _strtoencf64x
00007ff802ac198d (__TEXT,__text) external _strtoencf80_l
00007ff802a9de37 (__TEXT,__text) external _strtof
00007ff802a9cf24 (__TEXT,__text) external _strtof_l
00007ff802ac6ae6 (__TEXT,__text) external _strtofflags
00007ff802afa6e8 (__TEXT,__text) external _strtoimax
00007ff802a94c60 (__TEXT,__text) external _strtoimax_l
00007ff802abbeac (__TEXT,__text) external _strtok
00007ff8438a1da8 (__DATA,__bss) non-external _strtok.last
00007ff802aa0cca (__TEXT,__text) external _strtok_r
00007ff802a923b6 (__TEXT,__text) external _strtol
00007ff802a8f2cc (__TEXT,__text) external _strtol_l
00007ff802abe723 (__TEXT,__text) external _strtold
00007ff802abfce2 (__TEXT,__text) external _strtold_l
00007ff802a8907c (__TEXT,__text) external _strtoll
00007ff802a890a4 (__TEXT,__text) external _strtoll_l
00007ff802ae882a (__TEXT,__text) external _strtonum
00007ff802afa710 (__TEXT,__text) external _strtoq
00007ff802afa738 (__TEXT,__text) external _strtoq_l
00007ff802a96a15 (__TEXT,__text) external _strtoul
00007ff802a96a3d (__TEXT,__text) external _strtoul_l
00007ff802aaaf53 (__TEXT,__text) external _strtoull
00007ff802aaaf7b (__TEXT,__text) external _strtoull_l
