00007ff840096be8 (__DATA,__data) non-external _C
00007ff800abb5d1 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff800abb5ea (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff800abb509 (__TEXT,__text) non-external _tre_stack_push
00007ff800abb4fd (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff800abb5c7 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff800ab4128 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff800ab6c30 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff800aa7f47 (__TEXT,__text) non-external _trecurse
00007ff800aa7eaf (__TEXT,__text) external _tsearch
00007ff800a74269 (__TEXT,__text) external _ttyname
00007ff8400998b0 (__DATA,__bss) non-external _ttyname_init
00007ff8400998b8 (__DATA,__bss) non-external _ttyname_key
00007ff840097278 (__DATA,__data) non-external _ttyname_lock
00007ff800a74355 (__TEXT,__text) external _ttyname_r
00007ff800a74434 (__TEXT,__text) external _ttyslot
00007ff800aa7f2f (__TEXT,__text) external _twalk
00007ff800a98bea (__TEXT,__text) non-external _typesequiv
00007ff800a96c8d (__TEXT,__text) non-external _tzload
00007ff8400979b0 (__DATA,__data) external _tzname
00007ff800a9761d (__TEXT,__text) non-external _tzparse
00007ff800a97d2a (__TEXT,__text) external _tzset
00007ff800a969f2 (__TEXT,__text) external _tzsetwall
00007ff800a969fe (__TEXT,__text) non-external _tzsetwall_basic
00007ff800a7443c (__TEXT,__text) external _ualarm
00007ff840097818 (__DATA,__data) non-external _uglue
00007ff800a744c9 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff800a59c79 (__TEXT,__text) external _uname
00007ff800ac0d10 (__TEXT,__const) non-external _unbound_variable_str
00007ff800a54adc (__TEXT,__text) non-external _underflow
00007ff800a873fb (__TEXT,__text) external _ungetc
00007ff800a87665 (__TEXT,__text) external _ungetwc
00007ff800a876cb (__TEXT,__text) external _ungetwc_l
00007ff840099629 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff800aa81ca (__TEXT,__text) external _unlockpt
00007ff800aa67e1 (__TEXT,__text) external _unsetenv
00007ff800a7461c (__TEXT,__text) external _unvis
00007ff800abe134 (__TEXT,__text) non-external _unvis.cold.1
00007ff800abe157 (__TEXT,__text) non-external _unvis.cold.2
00007ff800a5c5dc (__TEXT,__text) external _uselocale
00007ff800abb810 (__TEXT,__text) external _usleep
00007ff800a74dfc (__TEXT,__text) external _usleep$NOCANCEL
00007ff84009a910 (__DATA,__bss) non-external _usual
00007ff840099b40 (__DATA,__bss) non-external _usual_extra
00007ff800a74e37 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff800a5e568 (__TEXT,__text) external _uuid_clear
00007ff800a5e574 (__TEXT,__text) external _uuid_compare
00007ff800a5e620 (__TEXT,__text) external _uuid_copy
00007ff800a5e9c7 (__TEXT,__text) external _uuid_generate
00007ff800a5e939 (__TEXT,__text) external _uuid_generate_random
00007ff800a5e636 (__TEXT,__text) external _uuid_generate_time
00007ff840099760 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff840099758 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff800a5e9d1 (__TEXT,__text) external _uuid_is_null
00007ff800a5e9ee (__TEXT,__text) external _uuid_pack
00007ff800a5ea2c (__TEXT,__text) external _uuid_parse
00007ff800a5eb60 (__TEXT,__text) external _uuid_unpack
00007ff800a5ec46 (__TEXT,__text) external _uuid_unparse
00007ff800a5eb9e (__TEXT,__text) external _uuid_unparse_lower
00007ff800a5ebf2 (__TEXT,__text) external _uuid_unparse_upper
00007ff840067a10 (__DATA_CONST,__const) non-external _validlist
00007ff800a87922 (__TEXT,__text) external _vasprintf
00007ff800a87903 (__TEXT,__text) external _vasprintf_l
00007ff800a5d4d1 (__TEXT,__text) external _vasxprintf
00007ff800a5dfb0 (__TEXT,__text) external _vasxprintf_exec
00007ff800a87afe (__TEXT,__text) external _vdprintf
00007ff800a87ae0 (__TEXT,__text) external _vdprintf_l
00007ff800a5d4e9 (__TEXT,__text) external _vdxprintf
00007ff800a5dfca (__TEXT,__text) external _vdxprintf_exec
00007ff800abdc25 (__TEXT,__text) external _verr
00007ff800abdb57 (__TEXT,__text) external _verrc
00007ff800abdd31 (__TEXT,__text) external _verrx
00007ff800a5eed9 (__TEXT,__text) external _vfork
00007ff800a87b83 (__TEXT,__text) external _vfprintf
00007ff800a87b38 (__TEXT,__text) external _vfprintf_l
00007ff800a8c524 (__TEXT,__text) external _vfscanf
00007ff800a8e67c (__TEXT,__text) external _vfscanf_l
00007ff800a92838 (__TEXT,__text) external _vfwprintf
00007ff800a8e810 (__TEXT,__text) external _vfwprintf_l
00007ff800a93100 (__TEXT,__text) external _vfwscanf
00007ff800a95354 (__TEXT,__text) external _vfwscanf_l
00007ff800a5d500 (__TEXT,__text) external _vfxprintf
00007ff800a5dfe3 (__TEXT,__text) external _vfxprintf_exec
00007ff800a757ac (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff800a953d3 (__TEXT,__text) external _vprintf
00007ff800a9540b (__TEXT,__text) external _vprintf_l
00007ff800a95428 (__TEXT,__text) external _vscanf
00007ff800a9548a (__TEXT,__text) external _vscanf_l
00007ff800a9569c (__TEXT,__text) external _vsnprintf
00007ff800a9566d (__TEXT,__text) external _vsnprintf_l
00007ff800a957ed (__TEXT,__text) external _vsprintf
00007ff800a956e6 (__TEXT,__text) external _vsprintf_l
00007ff800a95975 (__TEXT,__text) external _vsscanf
00007ff800a9581b (__TEXT,__text) external _vsscanf_l
00007ff800a95bf9 (__TEXT,__text) external _vswprintf
00007ff800a959a3 (__TEXT,__text) external _vswprintf_l
00007ff800a95e3d (__TEXT,__text) external _vswscanf
00007ff800a95c27 (__TEXT,__text) external _vswscanf_l
00007ff800a5d518 (__TEXT,__text) external _vsxprintf
00007ff800a5dffd (__TEXT,__text) external _vsxprintf_exec
00007ff800abdf2d (__TEXT,__text) external _vwarn
00007ff800abde8a (__TEXT,__text) external _vwarnc
00007ff800abe094 (__TEXT,__text) external _vwarnx
00007ff800a95e6b (__TEXT,__text) external _vwprintf
00007ff800a95ea3 (__TEXT,__text) external _vwprintf_l
00007ff800a95ec0 (__TEXT,__text) external _vwscanf
00007ff800a95ef8 (__TEXT,__text) external _vwscanf_l
00007ff800a5d546 (__TEXT,__text) external _vxprintf
00007ff800a5e02b (__TEXT,__text) external _vxprintf_exec
00007ff800abb84b (__TEXT,__text) external _wait
00007ff800a7612c (__TEXT,__text) external _wait$NOCANCEL
00007ff800a76142 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff800abb861 (__TEXT,__text) external _waitpid
00007ff800a76159 (__TEXT,__text) external _waitpid$NOCANCEL
00007ff800abddcc (__TEXT,__text) external _warn
00007ff800abdf50 (__TEXT,__text) external _warnc
00007ff800abdff0 (__TEXT,__text) external _warnx
00007ff800a9d9dd (__TEXT,__text) external _wcpcpy
00007ff800a9da03 (__TEXT,__text) external _wcpncpy
00007ff800a7cadb (__TEXT,__text) external _wcrtomb
00007ff800a7ca96 (__TEXT,__text) external _wcrtomb_l
00007ff800a9daeb (__TEXT,__text) external _wcscasecmp
00007ff800a9da61 (__TEXT,__text) external _wcscasecmp_l
00007ff800a9db13 (__TEXT,__text) external _wcscat
00007ff800a9db39 (__TEXT,__text) external _wcschr
00007ff800a9db5a (__TEXT,__text) external _wcscmp
00007ff800a9e180 (__TEXT,__text) external _wcscoll
00007ff800a9db76 (__TEXT,__text) external _wcscoll_l
00007ff800a9e1a8 (__TEXT,__text) external _wcscpy
00007ff800a9ede8 (__TEXT,__text) external _wcscspn
00007ff800a9ee2d (__TEXT,__text) external _wcsdup
00007ff800a7cd4f (__TEXT,__text) external _wcsftime
00007ff800a7cb21 (__TEXT,__text) external _wcsftime_l
00007ff800a9ee77 (__TEXT,__text) external _wcslcat
00007ff800a9ef09 (__TEXT,__text) external _wcslcpy
00007ff800a9ef73 (__TEXT,__text) external _wcslen
00007ff800a9f04d (__TEXT,__text) external _wcsncasecmp
00007ff800a9ef8f (__TEXT,__text) external _wcsncasecmp_l
00007ff800a9f075 (__TEXT,__text) external _wcsncat
00007ff800a9f0bd (__TEXT,__text) external _wcsncmp
00007ff800a9f0f0 (__TEXT,__text) external _wcsncpy
00007ff800a9f142 (__TEXT,__text) external _wcsnlen
00007ff800a7cdbc (__TEXT,__text) external _wcsnrtombs
00007ff800a7cd77 (__TEXT,__text) external _wcsnrtombs_l
00007ff800a9f160 (__TEXT,__text) external _wcspbrk
00007ff800a9f19d (__TEXT,__text) external _wcsrchr
00007ff800a7d0f0 (__TEXT,__text) external _wcsrtombs
00007ff800a7d0a5 (__TEXT,__text) external _wcsrtombs_l
00007ff800a9f1b5 (__TEXT,__text) external _wcsspn
00007ff800a9f4bb (__TEXT,__text) external _wcsstr
00007ff800a7d406 (__TEXT,__text) external _wcstod
00007ff800a7d191 (__TEXT,__text) external _wcstod_l
00007ff800a7d6a3 (__TEXT,__text) external _wcstof
00007ff800a7d42e (__TEXT,__text) external _wcstof_l
00007ff800a7d8c7 (__TEXT,__text) external _wcstoimax
00007ff800a7d6cb (__TEXT,__text) external _wcstoimax_l
00007ff800a9f527 (__TEXT,__text) external _wcstok
00007ff800a7daeb (__TEXT,__text) external _wcstol
00007ff800a7d8ef (__TEXT,__text) external _wcstol_l
00007ff800a7dd63 (__TEXT,__text) external _wcstold
00007ff800a7db13 (__TEXT,__text) external _wcstold_l
00007ff800a7df87 (__TEXT,__text) external _wcstoll
00007ff800a7dd8b (__TEXT,__text) external _wcstoll_l
00007ff800a7e05a (__TEXT,__text) external _wcstombs
00007ff800a7dfaf (__TEXT,__text) external _wcstombs_l
00007ff800a7e2f8 (__TEXT,__text) external _wcstoul
00007ff800a7e10a (__TEXT,__text) external _wcstoul_l
00007ff800a7e50e (__TEXT,__text) external _wcstoull
00007ff800a7e320 (__TEXT,__text) external _wcstoull_l
00007ff800a7e724 (__TEXT,__text) external _wcstoumax
00007ff800a7e536 (__TEXT,__text) external _wcstoumax_l
00007ff800a9f617 (__TEXT,__text) external _wcswidth
00007ff800a9f59c (__TEXT,__text) external _wcswidth_l
00007ff800a9f7d7 (__TEXT,__text) external _wcsxfrm
00007ff800a9f63f (__TEXT,__text) external _wcsxfrm_l
00007ff800a7e7ff (__TEXT,__text) external _wctob
00007ff800a7e74c (__TEXT,__text) external _wctob_l
00007ff800a7e8a0 (__TEXT,__text) external _wctomb
00007ff800a7e827 (__TEXT,__text) external _wctomb_l
00007ff800a7e9d7 (__TEXT,__text) external _wctrans
00007ff800a7ea45 (__TEXT,__text) external _wctrans_l
00007ff800a7eb11 (__TEXT,__text) external _wctype
00007ff800a7ea4f (__TEXT,__text) external _wctype_l
00007ff840067da0 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff800a7eb39 (__TEXT,__text) external _wcwidth
00007ff800a7eba6 (__TEXT,__text) external _wcwidth_l
00007ff800a9ed92 (__TEXT,__text) non-external _we_read_fully
00007ff800ac0bc0 (__TEXT,__const) non-external _wildabbr
00007ff800a9f7ff (__TEXT,__text) external _wmemchr
00007ff800a9f81c (__TEXT,__text) external _wmemcmp
00007ff800a9f847 (__TEXT,__text) external _wmemcpy
00007ff800a9f855 (__TEXT,__text) external _wmemmove
00007ff800a9f863 (__TEXT,__text) external _wmemset
00007ff800a967d0 (__TEXT,__text) non-external _wmemstream_close
00007ff800a9670e (__TEXT,__text) non-external _wmemstream_seek
00007ff800abe455 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff800abe478 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff800a964e9 (__TEXT,__text) non-external _wmemstream_update
00007ff800abe434 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff800a96516 (__TEXT,__text) non-external _wmemstream_write
00007ff800a9e1c4 (__TEXT,__text) external _wordexp
00007ff800a9ed58 (__TEXT,__text) external _wordfree
00007ff800a95fda (__TEXT,__text) external _wprintf
00007ff800a960ac (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff800a9615f (__TEXT,__text) external _wscanf
00007ff800a96231 (__TEXT,__text) external _wscanf_l
00007ff800a5d419 (__TEXT,__text) external _xprintf
00007ff840099750 (__DATA,__bss) non-external _xprintf_domain_default
00007ff800a5defa (__TEXT,__text) external _xprintf_exec
00007ff800ac0bc8 (__TEXT,__const) non-external _year_lengths
00007ff840099690 (__DATA,__bss) non-external _zapchar
00007ff800ac09d0 (__TEXT,__const) non-external _zeroes
00007ff800ac0ae0 (__TEXT,__const) non-external _zeroes
00007ff840097c20 (__DATA,__data) non-external _zeroes
00007ff800a51a2c (__TEXT,__text) external mcount
