00007ff843894c30 (__DATA,__data) non-external _C
00007ff843896630 (__DATA,__bss) non-external _nextcomp.state
00007ff802d5dac8 (__TEXT,__text) external _nextwctype
00007ff802d5d98d (__TEXT,__text) external _nextwctype_l
00007ff802d81378 (__TEXT,__text) external _nftw
00007ff802d41770 (__TEXT,__text) external _nftw$INODE64
00007ff802d575cc (__TEXT,__text) external _nice
00007ff802d39ff4 (__TEXT,__text) external _nl_langinfo
00007ff802d3a01c (__TEXT,__text) external _nl_langinfo_l
00007ff843896748 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff802d867e0 (__TEXT,__const) non-external _noarg
00007ff802d86248 (__TEXT,__const) non-external _nogrouping
00007ff843894e14 (__DATA,__data) non-external _nonopt_end
00007ff843894e18 (__DATA,__data) non-external _nonopt_start
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
00007ff802d0c48b (__TEXT,__text) non-external _notify_check_tz
                 (undefined) external _notify_monitor_file (from libsystem_notify)
                 (undefined) external _notify_post (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
00007ff802d0d9a5 (__TEXT,__text) non-external _notify_register_tz
00007ff802d865e0 (__TEXT,__const) non-external _notify_tz_name
00007ff802d5764c (__TEXT,__text) external _nrand48
00007ff802d4ae5d (__TEXT,__text) non-external _nroot
00007ff843894c80 (__DATA,__data) non-external _numempty
00007ff843894c88 (__DATA,__data) non-external _numempty
00007ff802d85e00 (__TEXT,__const) non-external _nv
00007ff802d5a017 (__TEXT,__text) external _nvis
00007ff802d6ee2f (__TEXT,__text) external _offtime
00007ff840084bc0 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff802d60265 (__TEXT,__text) external _open_memstream
00007ff802d46aae (__TEXT,__text) external _open_with_subsystem
00007ff802d6e99b (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff802d4804f (__TEXT,__text) external _opendev
00007ff802d48221 (__TEXT,__text) non-external _opendev_namebuf_init
00007ff843894c48 (__DATA,__data) non-external _opendev_namebuf_once
00007ff802d7fc0c (__TEXT,__text) external _opendir
00007ff802d09fcb (__TEXT,__text) external _opendir$INODE64
00007ff802d578f4 (__TEXT,__text) non-external _opendir_compar
00007ff802d7ff5c (__TEXT,__text) non-external _opendir_compar
00007ff802d2a74a (__TEXT,__text) external _openpty
00007ff802d3afd8 (__TEXT,__text) external _openx_np
00007ff843896908 (__DATA,__common) external _optarg
00007ff843894880 (__DATA,__data) external _opterr
00007ff843894b04 (__DATA,__data) external _optind
00007ff84389691c (__DATA,__common) external _optopt
00007ff843896960 (__DATA,__common) external _optreset
                 (undefined) external _os_log_pack_send_and_compose (from libsystem_trace)
                 (undefined) external _os_log_simple_type_from_asl (from libsystem_platform)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff802d3e538 (__TEXT,__text) non-external _overflow
00007ff8436b9928 (__DATA_DIRTY,__bss) non-external _p5s
00007ff802d86360 (__TEXT,__const) non-external _padchar
00007ff843895f21 (__DATA,__bss) non-external _parse_error
00007ff802d34540 (__TEXT,__text) non-external _parse_long_options
00007ff8436bb1d8 (__DATA_DIRTY,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff802d7ef73 (__TEXT,__text) external _pause
00007ff802d5790c (__TEXT,__text) external _pause$NOCANCEL
00007ff802d57c6f (__TEXT,__text) external _pclose
00007ff802d3f70a (__TEXT,__text) non-external _permute
00007ff802d71a8c (__TEXT,__text) non-external _permute_args
00007ff802d8302f (__TEXT,__text) external _perror
00007ff843896650 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff843894e20 (__DATA,__data) non-external _place
00007ff802d57931 (__TEXT,__text) external _popen
00007ff802d7f1fc (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff802d6eeda (__TEXT,__text) external _posix2time
00007ff802d2a88c (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff802d39560 (__TEXT,__text) external _posix_spawnp
00007ff802d84de0 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff802d84b30 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff802d84700 (__TEXT,__const) non-external _powersOf10_Float
00007ff802d844c0 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff802d34be0 (__TEXT,__text) external _printf
00007ff8438968c0 (__DATA,__bss) non-external _printf_info_queue
00007ff802d667f0 (__TEXT,__text) external _printf_l
00007ff802d54f60 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff802d57d59 (__TEXT,__text) external _psignal
00007ff802d74871 (__TEXT,__text) external _psort
00007ff802d753c7 (__TEXT,__text) external _psort_b
00007ff802d34d63 (__TEXT,__text) external _psort_r
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff802d7413c (__TEXT,__text) external _ptsname
00007ff802d8363e (__TEXT,__text) non-external _ptsname.cold.1
00007ff802d83659 (__TEXT,__text) non-external _ptsname.cold.2
00007ff802d81cd2 (__TEXT,__text) non-external _ptsname.cold.3
00007ff843896880 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff843896878 (__DATA,__bss) non-external _ptsname_once
00007ff802d741bf (__TEXT,__text) non-external _ptsname_once_init
00007ff802d83659 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff802d2a8ce (__TEXT,__text) external _ptsname_r
00007ff802d39880 (__TEXT,__text) external _putc
00007ff802d6689d (__TEXT,__text) external _putc_unlocked
00007ff802d34cac (__TEXT,__text) external _putchar
00007ff802d668d1 (__TEXT,__text) external _putchar_unlocked
00007ff802d72068 (__TEXT,__text) external _putenv
00007ff802d4fe92 (__TEXT,__text) non-external _putpair
00007ff802d3429f (__TEXT,__text) external _puts
00007ff802d798e4 (__TEXT,__text) external _pututxline
00007ff802d6690f (__TEXT,__text) external _putw
00007ff802d66971 (__TEXT,__text) external _putwc
00007ff802d66999 (__TEXT,__text) external _putwc_l
00007ff802d669a3 (__TEXT,__text) external _putwchar
00007ff802d669d5 (__TEXT,__text) external _putwchar_l
00007ff843896018 (__DATA,__bss) non-external _pw_size
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff802d11d87 (__TEXT,__text) external _qsort
00007ff802d12b0a (__TEXT,__text) external _qsort_b
00007ff802d12b18 (__TEXT,__text) external _qsort_r
00007ff802d453e6 (__TEXT,__text) external _querylocale
00007ff802d857c0 (__TEXT,__const) non-external _querylocale_mapping
00007ff802d78e0e (__TEXT,__text) external _quick_exit
00007ff802d721cd (__TEXT,__text) non-external _r_sort_a
00007ff843896854 (__DATA,__bss) non-external _r_sort_a.bmin
00007ff843896848 (__DATA,__bss) non-external _r_sort_a.count
00007ff843896850 (__DATA,__bss) non-external _r_sort_a.nc
00007ff843896858 (__DATA,__bss) non-external _r_sort_a_count
00007ff802d727f8 (__TEXT,__text) non-external _r_sort_b
00007ff843896874 (__DATA,__bss) non-external _r_sort_b.bmin
00007ff843896868 (__DATA,__bss) non-external _r_sort_b.count
00007ff843896870 (__DATA,__bss) non-external _r_sort_b.nc
00007ff843896860 (__DATA,__bss) non-external _r_sort_b_count
00007ff802d72bce (__TEXT,__text) non-external _r_sort_count_allocate
00007ff843894e28 (__DATA,__data) non-external _r_sort_count_control
00007ff802d72100 (__TEXT,__text) external _radixsort
00007ff802d48002 (__TEXT,__text) external _raise
00007ff802d155f8 (__TEXT,__text) external _rand
00007ff843894e4c (__DATA,__data) non-external _rand_deg
00007ff802d1c95f (__TEXT,__text) external _rand_r
00007ff843894e50 (__DATA,__data) non-external _rand_sep
00007ff843894e48 (__DATA,__data) non-external _rand_type
00007ff802d13e22 (__TEXT,__text) external _random
00007ff843894a70 (__DATA,__data) non-external _randtbl
00007ff802d55216 (__TEXT,__text) non-external (was a private external) _rangematch
00007ff802d46980 (__TEXT,__text) non-external _raosnprintf
00007ff802d7ac1e (__TEXT,__text) external _rb_tree_count
00007ff802d3095a (__TEXT,__text) external _rb_tree_find_node
00007ff802d7aac8 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff802d7ab39 (__TEXT,__text) external _rb_tree_find_node_leq
00007ff802d30940 (__TEXT,__text) external _rb_tree_init
00007ff802d309b7 (__TEXT,__text) external _rb_tree_insert_node
00007ff802d7abaa (__TEXT,__text) external _rb_tree_iterate
00007ff802d7ac31 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff802d3ad71 (__TEXT,__text) external _rb_tree_remove_node
00007ff802d30b57 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff802d85810 (__TEXT,__const) non-external _rcsid
00007ff802d85880 (__TEXT,__const) non-external _rcsid
00007ff802d858d0 (__TEXT,__const) non-external _rcsid
00007ff802d859e0 (__TEXT,__const) non-external _rcsid
00007ff802d868d0 (__TEXT,__const) non-external _rcsid
00007ff802d869bc (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff802d800ba (__TEXT,__text) external _readdir
00007ff802d0b8ff (__TEXT,__text) external _readdir$INODE64
00007ff802d800f0 (__TEXT,__text) external _readdir_r
00007ff802d27a30 (__TEXT,__text) external _readdir_r$INODE64
                 (undefined) external _readlink (from libsystem_kernel)
00007ff802d57de9 (__TEXT,__text) external _readpassphrase
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff802d72eb0 (__TEXT,__text) external _realpath
00007ff802d18360 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff8436b9970 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff8436b9974 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff8436b9938 (__DATA_DIRTY,__bss) non-external _realpath.rootdev
00007ff8436b9934 (__DATA_DIRTY,__bss) non-external _realpath.rootdev_inited
00007ff802d51657 (__TEXT,__text) non-external _rec_rdelete
00007ff802d86790 (__TEXT,__const) non-external _recargchar
00007ff802d86810 (__TEXT,__const) non-external _recargstring
00007ff802d18106 (__TEXT,__text) external _recv
00007ff802d180e6 (__TEXT,__text) external _recv$NOCANCEL
00007ff802d1e5a7 (__TEXT,__text) external _regcomp
00007ff802d1e5b1 (__TEXT,__text) external _regcomp_l
00007ff802d83227 (__TEXT,__text) external _regerror
00007ff802d23221 (__TEXT,__text) external _regexec
00007ff802d278e3 (__TEXT,__text) external _regfree
00007ff802d37017 (__TEXT,__text) external _register_printf_domain_function
00007ff802d478bd (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff802d4799e (__TEXT,__text) external _register_printf_domain_render_std
00007ff802d7ad5c (__TEXT,__text) external _regncomp
00007ff802d1e63d (__TEXT,__text) external _regncomp_l
00007ff802d2323b (__TEXT,__text) external _regnexec
00007ff802d7ae58 (__TEXT,__text) external _regwcomp
00007ff802d7ade7 (__TEXT,__text) external _regwcomp_l
00007ff802d7aeb4 (__TEXT,__text) external _regwexec
00007ff802d7adbf (__TEXT,__text) external _regwncomp
00007ff802d7ad84 (__TEXT,__text) external _regwncomp_l
00007ff802d7ae80 (__TEXT,__text) external _regwnexec
00007ff802d2f7cb (__TEXT,__text) external _remove
00007ff802d73610 (__TEXT,__text) external _remque
00007ff840085850 (__DATA_CONST,__const) non-external _rerrs
00007ff802d1a62b (__TEXT,__text) external _rewind
00007ff802d80194 (__TEXT,__text) external _rewinddir
00007ff802d307bb (__TEXT,__text) external _rewinddir$INODE64
00007ff802d1abf1 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff8436bb1a8 (__DATA_DIRTY,__bss) non-external _rng
00007ff802d6467f (__TEXT,__text) external _rpmatch
00007ff843894a50 (__DATA,__data) non-external _rptr
00007ff802d33fc5 (__TEXT,__text) non-external _sappend
00007ff8436b9720 (__DATA_DIRTY,__bss) non-external _saved_categories
00007ff802d3be57 (__TEXT,__text) external _sbrk
00007ff843895e38 (__DATA,__bss) non-external _sbrk_curbrk
00007ff843895e30 (__DATA,__bss) non-external _sbrk_needs_init
00007ff843894b10 (__DATA,__data) non-external _sbrk_region_size
00007ff802d801f7 (__TEXT,__text) external _scandir
00007ff802d1c9b1 (__TEXT,__text) external _scandir$INODE64
00007ff802d81439 (__TEXT,__text) external _scandir_b
00007ff802d7694b (__TEXT,__text) external _scandir_b$INODE64
00007ff802d58448 (__TEXT,__text) non-external _scandir_dirp
00007ff802d80257 (__TEXT,__text) non-external _scandir_dirp
00007ff802d769ab (__TEXT,__text) non-external _scandir_dirp_b
00007ff802d81499 (__TEXT,__text) non-external _scandir_dirp_b
00007ff802d586c7 (__TEXT,__text) non-external _scandir_thunk_cmp
00007ff802d804f2 (__TEXT,__text) non-external _scandir_thunk_cmp
00007ff802d80476 (__TEXT,__text) external _scandirat
00007ff802d58663 (__TEXT,__text) external _scandirat$INODE64
00007ff802d816bd (__TEXT,__text) external _scandirat_b
00007ff802d76bcb (__TEXT,__text) external _scandirat_b$INODE64
00007ff802d66a22 (__TEXT,__text) external _scanf
00007ff802d66b15 (__TEXT,__text) external _scanf_l
00007ff802d85da0 (__TEXT,__const) non-external _sccsid
00007ff802d85dd0 (__TEXT,__const) non-external _sccsid
00007ff802d586d7 (__TEXT,__text) external _seed48
00007ff843896708 (__DATA,__bss) non-external _seed48.sseed
00007ff802d80502 (__TEXT,__text) external _seekdir
00007ff802d5873e (__TEXT,__text) external _seekdir$INODE64
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff802d180f6 (__TEXT,__text) external _send
00007ff802d180d6 (__TEXT,__text) external _send$NOCANCEL
00007ff802d86890 (__TEXT,__const) non-external _seps
00007ff843895f80 (__DATA,__bss) non-external _seq
00007ff802d42c28 (__TEXT,__text) non-external _set_asl
00007ff802d42f41 (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff802d66c1a (__TEXT,__text) external _setbuf
00007ff802d66c33 (__TEXT,__text) external _setbuffer
00007ff802d0a350 (__TEXT,__text) external _setenv
00007ff802d49469 (__TEXT,__text) external _sethostid
00007ff802d58777 (__TEXT,__text) external _sethostname
00007ff802d48e90 (__TEXT,__text) external _setinvalidrune
00007ff84389660c (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
00007ff802d619db (__TEXT,__text) external _setipv4sourcefilter
00007ff802d82f42 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff802d3fb37 (__TEXT,__text) external _setkey
00007ff802d34b87 (__TEXT,__text) external _setlinebuf
00007ff802d0e3b4 (__TEXT,__text) external _setlocale
00007ff802d3a6ac (__TEXT,__text) external _setlogin
00007ff802d588fa (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff802d494c6 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff802d3436f (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff802d494f1 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff802d49500 (__TEXT,__text) external _setruid
00007ff802d5de36 (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
00007ff802d61c3f (__TEXT,__text) external _setsourcefilter
00007ff802d72df7 (__TEXT,__text) external _setstate
00007ff802d48675 (__TEXT,__text) external _settimeofday
00007ff802d407ee (__TEXT,__text) external _setttyent
00007ff802d0dae0 (__TEXT,__text) non-external _settzname
00007ff802d41276 (__TEXT,__text) external _setusershell
00007ff802d78f55 (__TEXT,__text) external _setutxent
00007ff802d4289a (__TEXT,__text) external _setutxent_wtmp
00007ff802d30e83 (__TEXT,__text) external _setvbuf
00007ff802d62d42 (__TEXT,__text) non-external _sflush_locked
00007ff802d48dc8 (__TEXT,__text) non-external (was a private external) _sgetrune
00007ff843896604 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00007ff843895ff8 (__DATA,__bss) non-external _shells
00007ff802d3eb66 (__TEXT,__text) non-external _shiftLeftMP
00007ff802d3e943 (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff8438948a0 (__DATA,__data) non-external _sig_init_once
00007ff843895d40 (__DATA,__bss) non-external _sig_key
00007ff802d6f43c (__TEXT,__text) non-external _sig_keycreate
00007ff843895d38 (__DATA,__bss) non-external _sig_keycreated
00007ff802d27d55 (__TEXT,__text) external _sigaction
00007ff802d417a0 (__TEXT,__text) external _sigaddset
00007ff802d3bb76 (__TEXT,__text) external _sigaltstack
00007ff802d3bc26 (__TEXT,__text) external _sigblock
00007ff802d417d0 (__TEXT,__text) external _sigdelset
00007ff802d41784 (__TEXT,__text) external _sigemptyset
00007ff802d41792 (__TEXT,__text) external _sigfillset
00007ff802d31b1b (__TEXT,__text) external _sighold
00007ff802d3bcb6 (__TEXT,__text) external _sigignore
00007ff802d59019 (__TEXT,__text) external _siginterrupt
00007ff802d41800 (__TEXT,__text) external _sigismember
00007ff802d27cd8 (__TEXT,__text) external _signal
00007ff802d27ce7 (__TEXT,__text) non-external _signal__
00007ff843896680 (__DATA,__bss) non-external _signo
00007ff802d7ef07 (__TEXT,__text) external _sigpause
00007ff802d3bc4f (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff802d31b61 (__TEXT,__text) external _sigrelse
00007ff802d31a3f (__TEXT,__text) external _sigset
00007ff802d3bbfd (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff802d3bba3 (__TEXT,__text) external _sigvec
00007ff802d3bbb2 (__TEXT,__text) non-external _sigvec__
00007ff802d40f3f (__TEXT,__text) non-external _skip
00007ff802d59107 (__TEXT,__text) external _sl_add
00007ff802d591b5 (__TEXT,__text) external _sl_find
00007ff802d59166 (__TEXT,__text) external _sl_free
00007ff802d590a5 (__TEXT,__text) external _sl_init
00007ff802d82c3b (__TEXT,__text) non-external _sl_init.cold.1
00007ff802d82c50 (__TEXT,__text) non-external _sl_init.cold.2
00007ff843896660 (__DATA,__bss) non-external _slash
00007ff802d1d4c9 (__TEXT,__text) external _sleep
00007ff802d2eb16 (__TEXT,__text) external _sleep$NOCANCEL
00007ff843895f78 (__DATA,__bss) non-external _slot
00007ff802d11949 (__TEXT,__text) external _snprintf
00007ff802d1187c (__TEXT,__text) external _snprintf_l
00007ff802d59ecf (__TEXT,__text) external _snvis
00007ff802d619b5 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff802d1829a (__TEXT,__text) external _sprintf
00007ff802d27638 (__TEXT,__text) external _sprintf_l
00007ff802d48e22 (__TEXT,__text) non-external (was a private external) _sputrune
00007ff843896608 (__DATA,__bss) non-external _sputrune.warn_depreciated
00007ff802d72653 (__TEXT,__text) external _sradixsort
00007ff802d2f038 (__TEXT,__text) external _srand
00007ff802d2f81d (__TEXT,__text) external _srand48
00007ff802d72c20 (__TEXT,__text) external _sranddev
00007ff802d13d60 (__TEXT,__text) external _srandom
00007ff802d2ccaa (__TEXT,__text) external _srandomdev
00007ff802d1565a (__TEXT,__text) external _sscanf
00007ff802d0e81a (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _stat$INODE64 (from libsystem_kernel)
00007ff802d46c1a (__TEXT,__text) external _stat_with_subsystem
00007ff843894e40 (__DATA,__data) non-external _state
                 (undefined) external _statfs$INODE64 (from libsystem_kernel)
00007ff802d311ce (__TEXT,__text) external _statvfs
00007ff802d1d566 (__TEXT,__text) non-external _statx1
00007ff802d1d74a (__TEXT,__text) non-external _statx1
00007ff802d48713 (__TEXT,__text) external _statx64_np
00007ff802d8138c (__TEXT,__text) external _statx_np
00007ff802d1d52c (__TEXT,__text) external _statx_np$INODE64
00007ff802d1d92e (__TEXT,__text) non-external _statx_syscall
00007ff802d1d93b (__TEXT,__text) non-external _statx_syscall
00007ff802d131fd (__TEXT,__text) external _stpcpy
00007ff802d1205a (__TEXT,__text) external _stpncpy
00007ff802d5a081 (__TEXT,__text) external _stravis
00007ff802d0bc85 (__TEXT,__text) external _strcasecmp
00007ff802d0bcad (__TEXT,__text) external _strcasecmp_l
00007ff802d12e00 (__TEXT,__text) external _strcasestr
00007ff802d12e28 (__TEXT,__text) external _strcasestr_l
00007ff802d0d4c2 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
00007ff802d6f04c (__TEXT,__text) external _strchrnul
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff802d3083d (__TEXT,__text) external _strcoll
00007ff802d30865 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff802d17df1 (__TEXT,__text) external _strcspn
00007ff802d052a4 (__TEXT,__text) external _strdup
00007ff802d5a10d (__TEXT,__text) external _strenvisx
00007ff802d17f32 (__TEXT,__text) external _strerror
00007ff802d191c0 (__TEXT,__text) external _strerror_r
00007ff802d79b2e (__TEXT,__text) external _strfmon
00007ff802d7a8d3 (__TEXT,__text) external _strfmon_l
00007ff802d2ff2c (__TEXT,__text) external _strftime
00007ff802d262ec (__TEXT,__text) external _strftime_l
00007ff843896000 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff802d6f12f (__TEXT,__text) external _strmode
00007ff802d18116 (__TEXT,__text) external _strncasecmp
00007ff802d0bb48 (__TEXT,__text) external _strncasecmp_l
00007ff802d1a5b7 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff802d12aac (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff802d052e2 (__TEXT,__text) external _strnstr
00007ff802d59ddc (__TEXT,__text) external _strnunvis
00007ff802d59c7c (__TEXT,__text) external _strnunvisx
00007ff802d82cae (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff802d82cd1 (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff802d2aa33 (__TEXT,__text) external _strnvis
00007ff802d5a0d7 (__TEXT,__text) external _strnvisx
00007ff802d34a84 (__TEXT,__text) external _strpbrk
00007ff802d6efdc (__TEXT,__text) external _strptime
00007ff802d2d1f0 (__TEXT,__text) external _strptime_l
00007ff802d0535c (__TEXT,__text) external _strrchr
00007ff802d59fe5 (__TEXT,__text) external _strsenvisx
00007ff802d18025 (__TEXT,__text) external _strsep
00007ff802d6f388 (__TEXT,__text) external _strsignal
00007ff802d6f249 (__TEXT,__text) external _strsignal_r
00007ff802d59f5c (__TEXT,__text) external _strsnvis
00007ff802d59fb6 (__TEXT,__text) external _strsnvisx
00007ff802d17e8b (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff802d59f29 (__TEXT,__text) external _strsvis
00007ff802d59f83 (__TEXT,__text) external _strsvisx
00007ff802d2c146 (__TEXT,__text) external _strtod
00007ff802d0bc5f (__TEXT,__text) external _strtod_l
00007ff802d3bf50 (__TEXT,__text) external _strtoencf16
00007ff802d3c00f (__TEXT,__text) external _strtoencf32
00007ff802d3c2ac (__TEXT,__text) external _strtoencf64
00007ff802d3cde0 (__TEXT,__text) external _strtoencf64x
00007ff802d3c771 (__TEXT,__text) external _strtoencf80_l
00007ff802d19cc9 (__TEXT,__text) external _strtof
00007ff802d18dba (__TEXT,__text) external _strtof_l
00007ff802d418ca (__TEXT,__text) external _strtofflags
00007ff802d73dfc (__TEXT,__text) external _strtoimax
00007ff802d10adc (__TEXT,__text) external _strtoimax_l
00007ff802d36cd0 (__TEXT,__text) external _strtok
00007ff843895d68 (__DATA,__bss) non-external _strtok.last
00007ff802d1cb1d (__TEXT,__text) external _strtok_r
00007ff802d0e38c (__TEXT,__text) external _strtol
00007ff802d0b38c (__TEXT,__text) external _strtol_l
00007ff802d39520 (__TEXT,__text) external _strtold
00007ff802d3aaeb (__TEXT,__text) external _strtold_l
00007ff802d0507c (__TEXT,__text) external _strtoll
00007ff802d050a4 (__TEXT,__text) external _strtoll_l
00007ff802d63803 (__TEXT,__text) external _strtonum
00007ff802d73e24 (__TEXT,__text) external _strtoq
00007ff802d73e4c (__TEXT,__text) external _strtoq_l
00007ff802d1285c (__TEXT,__text) external _strtoul
00007ff802d12884 (__TEXT,__text) external _strtoul_l
00007ff802d25f50 (__TEXT,__text) external _strtoull
00007ff802d25f78 (__TEXT,__text) external _strtoull_l
00007ff802d3ac45 (__TEXT,__text) external _strtoumax
00007ff802d15718 (__TEXT,__text) external _strtoumax_l
00007ff802d27ca1 (__TEXT,__text) external _strtouq
00007ff802d73e56 (__TEXT,__text) external _strtouq_l
00007ff802d59dc6 (__TEXT,__text) external _strunvis
00007ff802d59db0 (__TEXT,__text) external _strunvisx
00007ff802d39de8 (__TEXT,__text) external _strvis
