000000023f579900 (__TEXT,__text) non-external ChaCha20_512_neon
                 (undefined) external _$s10CryptexKit11PkgObjectIdVyxGs23CustomStringConvertibleAAMc (from CryptexKit)
                 (undefined) external _$s10CryptexKit12PkgAssetTypeO11openOptions6System14FileDescriptorV04OpenG0Vvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit12PkgAssetTypeO11stringValueSSvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit12PkgAssetTypeO13variantAssetsSayACGvgZ (from CryptexKit)
                 (undefined) external _$s10CryptexKit12PkgAssetTypeO8rawValueSSvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit12PkgAssetTypeO9directoryyA2CmFWC (from CryptexKit)
                 (undefined) external _$s10CryptexKit12PkgAssetTypeO9diskImageyA2CmFWC (from CryptexKit)
                 (undefined) external _$s10CryptexKit12PkgAssetTypeO9infoPlistyA2CmFWC (from CryptexKit)
                 (undefined) external _$s10CryptexKit12PkgAssetTypeO9signatureyA2CmFWC (from CryptexKit)
000000029568e9b0 (__DATA,__data) non-external (was a private external) _$s10CryptexKit12PkgAssetTypeOACSQAAWL
000000029568ea20 (__DATA,__data) non-external (was a private external) _$s10CryptexKit12PkgAssetTypeOACs23CustomStringConvertibleAAWL
                 (undefined) external _$s10CryptexKit12PkgAssetTypeOMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit12PkgAssetTypeOSQAAMc (from CryptexKit)
                 (undefined) external _$s10CryptexKit12PkgAssetTypeOs23CustomStringConvertibleAAMc (from CryptexKit)
                 (undefined) external _$s10CryptexKit12PkgDirectoryV5slice3forAA0C5SliceVSS_tKF (from CryptexKit)
                 (undefined) external _$s10CryptexKit12PkgDirectoryVMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit12valueOrErrno16retryOnInterrupt_s6ResultOyx6System0E0VGSb_xyXEts17FixedWidthIntegerRzlF (from CryptexKit)
                 (undefined) external _$s10CryptexKit14PkgInfoOptionsV10mountpointACvgZ (from CryptexKit)
                 (undefined) external _$s10CryptexKit14PkgInfoOptionsV8metadataACvgZ (from CryptexKit)
000000029568eab8 (__DATA,__data) non-external (was a private external) _$s10CryptexKit14PkgInfoOptionsVACs10SetAlgebraAAWL
                 (undefined) external _$s10CryptexKit14PkgInfoOptionsVMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit14PkgInfoOptionsVs10SetAlgebraAAMc (from CryptexKit)
                 (undefined) external _$s10CryptexKit14PkgListRequestC7optionsAA0C11InfoOptionsVvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit14PkgListRequestCAA0E0AAWP (from CryptexKit)
                 (undefined) external _$s10CryptexKit14PkgListRequestCMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit14RequestWrapperV4from3xpcACSo03OS_F7_object_p_tKFZ (from CryptexKit)
                 (undefined) external _$s10CryptexKit14RequestWrapperV4typeSSvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit14RequestWrapperV7requestSo13OS_xpc_object_pvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit14RequestWrapperVMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit14RequestWrapperVMn (from CryptexKit)
                 (undefined) external _$s10CryptexKit14SendableXPCObjC5valueSo13OS_xpc_object_pvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit14SendableXPCObjCMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit14SendableXPCObjCMn (from CryptexKit)
                 (undefined) external _$s10CryptexKit14SendableXPCObjCyACSo13OS_xpc_object_pcfc (from CryptexKit)
000000023f59328c (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE012updateGlobalD033_0E975A7A31ADEB888C07BAC0DB764650LL2to5lease2onSSAA0cD0V4SpecV_SSAD0C9InventoryCtYaKFZTf4nnnd_n
000000023f5933a0 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE012updateGlobalD033_0E975A7A31ADEB888C07BAC0DB764650LL2to5lease2onSSAA0cD0V4SpecV_SSAD0C9InventoryCtYaKFZTf4nnnd_nTY0_
000000023f59347c (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE012updateGlobalD033_0E975A7A31ADEB888C07BAC0DB764650LL2to5lease2onSSAA0cD0V4SpecV_SSAD0C9InventoryCtYaKFZTf4nnnd_nTY1_
000000023f5936c4 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE012updateGlobalD033_0E975A7A31ADEB888C07BAC0DB764650LL2to5lease2onSSAA0cD0V4SpecV_SSAD0C9InventoryCtYaKFZTf4nnnd_nTY2_
000000023f5937a4 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE012updateGlobalD033_0E975A7A31ADEB888C07BAC0DB764650LL2to5lease2onSSAA0cD0V4SpecV_SSAD0C9InventoryCtYaKFZTf4nnnd_nTY3_
000000023f5939b0 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE012updateGlobalD033_0E975A7A31ADEB888C07BAC0DB764650LL2to5lease2onSSAA0cD0V4SpecV_SSAD0C9InventoryCtYaKFZTf4nnnd_nTY4_
000000023f593aa4 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE012updateGlobalD033_0E975A7A31ADEB888C07BAC0DB764650LL2to5lease2onSSAA0cD0V4SpecV_SSAD0C9InventoryCtYaKFZTf4nnnd_nTY5_
000000023f7d14c8 (__TEXT,__const) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE012updateGlobalD033_0E975A7A31ADEB888C07BAC0DB764650LL2to5lease2onSSAA0cD0V4SpecV_SSAD0C9InventoryCtYaKFZTf4nnnd_nTu
000000023f587800 (__TEXT,__text) external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKF
000000023f588e20 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTQ1_
000000023f58a2f0 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTQ7_
000000023f587d6c (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY0_
000000023f58a774 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY10_
000000023f58ac30 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY11_
000000023f58bab4 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY12_
000000023f58bcd8 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY13_
000000023f58bf1c (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY14_
000000023f588f1c (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY2_
000000023f589dd8 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY3_
000000023f589e84 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY4_
000000023f58a094 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY5_
000000023f58a158 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY6_
000000023f58a45c (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY8_
000000023f58a50c (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTY9_
000000023f7d14b8 (__TEXT,__const) external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5apply2to2asyAD0C9InventoryC_SStYaKFTu
000000023f592bc8 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE5merge33_0E975A7A31ADEB888C07BAC0DB764650LL7entries4withSayAA0C4TreeV5EntryOGAM_AMtFZTf4nnd_n
000000023f58c3c4 (__TEXT,__text) external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKF
000000023f58dee0 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTQ7_
000000023f58c8a8 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY0_
000000023f58e13c (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY10_
000000023f58e390 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY11_
000000023f58eb60 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY12_
000000023f58ebf8 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY13_
000000023f58ee68 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY14_
000000023f58ef00 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY15_
000000023f58f748 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY16_
000000023f58fa00 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY17_
000000023f58fc24 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY18_
000000023f58fe60 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY19_
000000023f58cd04 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY1_
000000023f5906b0 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY20_
000000023f590f7c (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY21_
000000023f58cd9c (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY2_
000000023f58cfd0 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY3_
000000023f58d098 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY4_
000000023f58d290 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY5_
000000023f58d36c (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY6_
000000023f58e004 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY8_
000000023f58e0a0 (__TEXT,__text) non-external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTY9_
000000023f7d14d0 (__TEXT,__const) external _$s10CryptexKit15PkgEnvDirectoryV0A6ServerE6remove_4fromySS_AD0C9InventoryCtYaKFTu
                 (undefined) external _$s10CryptexKit15PkgEnvDirectoryV11openPackage3forAA0cE0VAA0C3RefV_tKF (from CryptexKit)
                 (undefined) external _$s10CryptexKit15PkgEnvDirectoryV11packagePath3for6System04FileG0VAA0C3RefV_tF (from CryptexKit)
                 (undefined) external _$s10CryptexKit15PkgEnvDirectoryV12specFilenameSSvgZ (from CryptexKit)
                 (undefined) external _$s10CryptexKit15PkgEnvDirectoryV4open2atAC6System8FilePathV_tKFZ (from CryptexKit)
                 (undefined) external _$s10CryptexKit15PkgEnvDirectoryV4path6System8FilePathVvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit15PkgEnvDirectoryV4specAA0cD0V4SpecVvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit15PkgEnvDirectoryVMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit15PkgListResponseC5indexAcA0C5IndexV_tcfc (from CryptexKit)
                 (undefined) external _$s10CryptexKit15PkgListResponseCMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit16PkgExportRequestC3refAA0C3RefVvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit16PkgExportRequestCAA0E0AAWP (from CryptexKit)
                 (undefined) external _$s10CryptexKit16PkgExportRequestCMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit16PkgImportRequestC5sliceAA0C5SliceVvr (from CryptexKit)
                 (undefined) external _$s10CryptexKit16PkgImportRequestCAA0E0AAWP (from CryptexKit)
                 (undefined) external _$s10CryptexKit16PkgImportRequestCMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit16PkgRemoveRequestC3refAA0C3RefVvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit16PkgRemoveRequestCAA0E0AAWP (from CryptexKit)
                 (undefined) external _$s10CryptexKit16PkgRemoveRequestCMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit16RequestTestErrorVAA0C0AAWP (from CryptexKit)
                 (undefined) external _$s10CryptexKit16RequestTestErrorVMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgEnvInfoRequestV3refAA0cD3RefOvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgEnvInfoRequestV7optionsAA0cD0V7OptionsVvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgEnvInfoRequestVAA0F0AAWP (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgEnvInfoRequestVMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgEnvLinkRequestV2idSSvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgEnvLinkRequestV4nameSSvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgEnvLinkRequestV5leaseSSSgvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgEnvLinkRequestVAA0F0AAWP (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgEnvLinkRequestVMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgExportResponseC5sliceAcA0C5SliceV_tcfc (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgExportResponseCMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgImportResponseVACycfC (from CryptexKit)
                 (undefined) external _$s10CryptexKit17PkgRemoveResponseVACycfC (from CryptexKit)
                 (undefined) external _$s10CryptexKit18Image4PropertySpecV4typeACys6UInt64VGvgZ (from CryptexKit)
                 (undefined) external _$s10CryptexKit18Image4PropertySpecV7subTypeACys6UInt64VGvgZ (from CryptexKit)
                 (undefined) external _$s10CryptexKit18Image4PropertySpecVMn (from CryptexKit)
000000023f7d1458 (__TEXT,__const) non-external (was a private external) _$s10CryptexKit18Image4PropertySpecVys6UInt64VGMR
000000029568e8f8 (__DATA,__data) non-external (was a private external) _$s10CryptexKit18Image4PropertySpecVys6UInt64VGMd
                 (undefined) external _$s10CryptexKit18PkgEnvInfoResponseV4infoAcA0cD0V_tcfC (from CryptexKit)
                 (undefined) external _$s10CryptexKit18PkgEnvLinkResponseVACycfC (from CryptexKit)
                 (undefined) external _$s10CryptexKit18PkgInvEraseRequestCAA0F0AAWP (from CryptexKit)
                 (undefined) external _$s10CryptexKit18PkgInvEraseRequestCMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit18PkgInvQueryRequestC10publishersShySSGvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit18PkgInvQueryRequestC11environmentSSSgvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit18PkgInvQueryRequestC7optionsAA0C11InfoOptionsVvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit18PkgInvQueryRequestCAA0F0AAWP (from CryptexKit)
                 (undefined) external _$s10CryptexKit18PkgInvQueryRequestCMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit18TemporaryDirectoryV14defaultTempDir6System8FilePathVvgZ (from CryptexKit)
                 (undefined) external _$s10CryptexKit18TemporaryDirectoryV14fileDescriptor6System04FileF0VyKF (from CryptexKit)
                 (undefined) external _$s10CryptexKit18TemporaryDirectoryV2at6prefixAC6System8FilePathV_SStKcfC (from CryptexKit)
                 (undefined) external _$s10CryptexKit18TemporaryDirectoryV4path6System8FilePathVvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit18TemporaryDirectoryV6create4name6System14FileDescriptorVSS_tKF (from CryptexKit)
                 (undefined) external _$s10CryptexKit18TemporaryDirectoryVMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit19PkgEnvCreateRequestV4specAA0cD0V4SpecVvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit19PkgEnvCreateRequestVAA0F0AAWP (from CryptexKit)
                 (undefined) external _$s10CryptexKit19PkgEnvCreateRequestVMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit19PkgEnvUnlinkRequestV4nameSSvg (from CryptexKit)
                 (undefined) external _$s10CryptexKit19PkgEnvUnlinkRequestVAA0F0AAWP (from CryptexKit)
                 (undefined) external _$s10CryptexKit19PkgEnvUnlinkRequestVMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit19PkgInvEraseResponseVACycfC (from CryptexKit)
                 (undefined) external _$s10CryptexKit19PkgInvQueryResponseC5indexAcA0C5IndexV_tcfc (from CryptexKit)
                 (undefined) external _$s10CryptexKit19PkgInvQueryResponseCMa (from CryptexKit)
                 (undefined) external _$s10CryptexKit20PkgEnvCreateResponseV2idACSS_tcfC (from CryptexKit)
