000000019dd4155c (__TEXT,__text) non-external +[Calculate _lock]
000000019dd77610 (__TEXT,__const) non-external _c_inv_log10
000000019dd77310 (__TEXT,__const) non-external _c_log10
000000019dd77360 (__TEXT,__const) non-external _c_log10.892
000000019dd775d0 (__TEXT,__const) non-external _c_log_pi
000000019dd77550 (__TEXT,__const) non-external _c_m1e34
000000019dd79eb0 (__TEXT,__const) non-external _c_minus_half
000000019dd775b0 (__TEXT,__const) non-external _c_minus_one
000000019dd77540 (__TEXT,__const) non-external _c_neg_11000
000000019ddc5ba0 (__TEXT,__const) non-external _c_neg_one
000000019dd772e0 (__TEXT,__const) non-external _c_one
000000019dd77340 (__TEXT,__const) non-external _c_one.888
000000019dd773b0 (__TEXT,__const) non-external _c_one.915
000000019dd77450 (__TEXT,__const) non-external _c_one.925
000000019dd775a0 (__TEXT,__const) non-external _c_one.941
000000019dd775f0 (__TEXT,__const) non-external _c_one.945
000000019dd77630 (__TEXT,__const) non-external _c_one.949
000000019dd79e70 (__TEXT,__const) non-external _c_one.985
000000019dd77300 (__TEXT,__const) non-external _c_pi
000000019dd775c0 (__TEXT,__const) non-external _c_pi.942
000000019dd77390 (__TEXT,__const) non-external _c_pi_ov_2
000000019ddc5b90 (__TEXT,__const) non-external _c_pi_ov_2.1002
000000019dd79e50 (__TEXT,__const) non-external _c_pi_ov_2.981
000000019dd772f0 (__TEXT,__const) non-external _c_zero
000000019dd77350 (__TEXT,__const) non-external _c_zero.889
000000019dd773d0 (__TEXT,__const) non-external _c_zero.916
000000019dd79e90 (__TEXT,__const) non-external _c_zero.987
000000019dd4d8b8 (__TEXT,__text) non-external _calc_parser_read_buffer
000000019dd4da1c (__TEXT,__text) non-external _calc_yy_create_buffer
000000019dd4db9c (__TEXT,__text) non-external _calc_yy_init_buffer
000000019dd4dca8 (__TEXT,__text) non-external _calc_yy_scan_bytes
000000019dd4d990 (__TEXT,__text) non-external _calc_yyensure_buffer_stack
00000001d9215560 (__DATA,__bss) non-external _calc_yyin
00000001d9214cd0 (__DATA,__data) non-external _calc_yyleng
00000001d9214e38 (__DATA,__data) non-external _calc_yylineno
00000001d9214c68 (__DATA,__data) non-external _calc_yyout
000000019dd4ad4c (__TEXT,__text) non-external _calc_yyparse
00000001d9214ce0 (__DATA,__data) non-external _calc_yytext
00000001d9215390 (__DATA,__bss) non-external _calculateRequestLock
00000001d92153b0 (__DATA,__bss) non-external _calculateRequestUpdating
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cbrt (from libSystem)
                 (undefined) external _clearerr (from libSystem)
00000001d92154a0 (__DATA,__bss) non-external _closeParenthesesSet
000000019dd73e70 (__TEXT,__const) non-external _cmpTable
000000019dd70ca0 (__TEXT,__const) non-external _consumerSecret
000000019dd20bf8 (__TEXT,__text) non-external _copyTree
                 (undefined) external _cos (from libSystem)
                 (undefined) external _cosh (from libSystem)
00000001d9215470 (__DATA,__bss) non-external _digitSet
00000001d9215510 (__DATA,__bss) non-external _dispatchQueue.dispatchQueue
00000001d9215508 (__DATA,__bss) non-external _dispatchQueue.once
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
00000001d9215490 (__DATA,__bss) non-external _divideSet
                 (undefined) external _erf (from libSystem)
                 (undefined) external _erfc (from libSystem)
00000001d9215408 (__DATA,__bss) non-external _evaluate:options:needsUpdate:.calculateUnitTypeToUnitTypeMap
00000001d9215400 (__DATA,__bss) non-external _evaluate:options:needsUpdate:.loadUnitDictionaryOnce
000000019dd209e0 (__TEXT,__text) non-external _evaluateBinary
000000019dd1f918 (__TEXT,__text) non-external _evaluateTree
000000019dd1f798 (__TEXT,__text) non-external _evaluateUnary
                 (undefined) external _exit (from libSystem)
                 (undefined) external _exp (from libSystem)
00000001d92154d0 (__DATA,__bss) non-external _explicitConversionRegularExpression
00000001d92154a8 (__DATA,__bss) non-external _exponentiateSet
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000019dd20bac (__TEXT,__text) non-external _freeTree
000000019dd275d4 (__TEXT,__text) non-external _functionACos
000000019dd28c30 (__TEXT,__text) non-external _functionACosD
000000019dd2a734 (__TEXT,__text) non-external _functionACosH
000000019dd2fa00 (__TEXT,__text) non-external _functionAND
000000019dd27314 (__TEXT,__text) non-external _functionASin
000000019dd287a4 (__TEXT,__text) non-external _functionASinD
000000019dd2a480 (__TEXT,__text) non-external _functionASinH
000000019dd279a0 (__TEXT,__text) non-external _functionATan
000000019dd2900c (__TEXT,__text) non-external _functionATanD
000000019dd2adb0 (__TEXT,__text) non-external _functionATanH
000000019dd2302c (__TEXT,__text) non-external _functionAdd
000000019dd2b0d8 (__TEXT,__text) non-external _functionCeil
000000019dd23b58 (__TEXT,__text) non-external _functionCoefficientUnit
000000019dd305b4 (__TEXT,__text) non-external _functionCompose
000000019dd1f5cc (__TEXT,__text) non-external _functionConstant
000000019dd30db0 (__TEXT,__text) non-external _functionConvert
000000019dd26ccc (__TEXT,__text) non-external _functionCos
000000019dd27fd4 (__TEXT,__text) non-external _functionCosD
000000019dd29ac4 (__TEXT,__text) non-external _functionCosH
000000019dd25bec (__TEXT,__text) non-external _functionCubeRoot
000000019dd244b4 (__TEXT,__text) non-external _functionDivide
000000019dd2cda4 (__TEXT,__text) non-external _functionERF
000000019dd2d13c (__TEXT,__text) non-external _functionERFC
000000019dd25ee0 (__TEXT,__text) non-external _functionExp
000000019dd2e3d4 (__TEXT,__text) non-external _functionFMod
000000019dd2c034 (__TEXT,__text) non-external _functionFabs
000000019dd2d908 (__TEXT,__text) non-external _functionFactorial
000000019dd30dc0 (__TEXT,__text) non-external _functionFail
000000019dd2b6f0 (__TEXT,__text) non-external _functionFloor
000000019dd2e994 (__TEXT,__text) non-external _functionHypot
000000019dd2590c (__TEXT,__text) non-external _functionImplicitAdd
000000019dd30db8 (__TEXT,__text) non-external _functionImplicitConvert
000000019dd2c264 (__TEXT,__text) non-external _functionJ0
000000019dd2c410 (__TEXT,__text) non-external _functionJ1
000000019dd2cb44 (__TEXT,__text) non-external _functionLGamma
000000019dd30164 (__TEXT,__text) non-external _functionLeftShift
000000019dd26154 (__TEXT,__text) non-external _functionLn
000000019dd263c0 (__TEXT,__text) non-external _functionLog
000000019dd26634 (__TEXT,__text) non-external _functionLogBase
000000019dd2f528 (__TEXT,__text) non-external _functionMax
000000019dd2f050 (__TEXT,__text) non-external _functionMin
000000019dd24444 (__TEXT,__text) non-external _functionMultiply
000000019dd2fdb0 (__TEXT,__text) non-external _functionNOR
000000019dd24a54 (__TEXT,__text) non-external _functionNegate
000000019dd1fa74 (__TEXT,__text) non-external _functionNoOp
000000019dd2fbd8 (__TEXT,__text) non-external _functionOR
000000019dd24d00 (__TEXT,__text) non-external _functionPercent
000000019dd2545c (__TEXT,__text) non-external _functionPercentDecrease
000000019dd24fac (__TEXT,__text) non-external _functionPercentIncrease
000000019dd23528 (__TEXT,__text) non-external _functionPow
000000019dd2c914 (__TEXT,__text) non-external _functionRInt
000000019dd2ecfc (__TEXT,__text) non-external _functionRem
000000019dd3038c (__TEXT,__text) non-external _functionRightShift
000000019dd2deb8 (__TEXT,__text) non-external _functionRoot
000000019dd2b928 (__TEXT,__text) non-external _functionRound
000000019dd2bb70 (__TEXT,__text) non-external _functionRoundNearest
000000019dd23ff0 (__TEXT,__text) non-external _functionSameCurrency
000000019dd27c60 (__TEXT,__text) non-external _functionSinD
000000019dd293d0 (__TEXT,__text) non-external _functionSinH
000000019dd26a1c (__TEXT,__text) non-external _functionSine
000000019dd25980 (__TEXT,__text) non-external _functionSqrRoot
000000019dd2309c (__TEXT,__text) non-external _functionSubtract
000000019dd26f7c (__TEXT,__text) non-external _functionTan
000000019dd28348 (__TEXT,__text) non-external _functionTanD
000000019dd2a0d4 (__TEXT,__text) non-external _functionTanH
000000019dd200a4 (__TEXT,__text) non-external _functionUnit
000000019dd2ff8c (__TEXT,__text) non-external _functionXOR
000000019dd2c5bc (__TEXT,__text) non-external _functionY0
000000019dd2c768 (__TEXT,__text) non-external _functionY1
                 (undefined) external _fwrite (from libSystem)
00000001d9214c90 (__DATA,__data) non-external _g_BufferLen
00000001d9215520 (__DATA,__bss) non-external _g_ErrorCode
00000001d921525c (__DATA,__bss) non-external _g_GeneratingConvertTerm
00000001d9215258 (__DATA,__bss) non-external _g_PowNestingLevel
00000001d9214c9c (__DATA,__data) non-external _g_Precision
00000001d9214ca8 (__DATA,__data) non-external _g_PreferredType
00000001d9214cb8 (__DATA,__data) non-external _g_ResultBuffer
00000001d9215556 (__DATA,__bss) non-external _g_allowPartialExpressions
00000001d9215555 (__DATA,__bss) non-external _g_allowUnits
00000001d92153d0 (__DATA,__bss) non-external _g_beforeConvertTree
00000001d92153dc (__DATA,__bss) non-external _g_composedExponent
00000001d92153d8 (__DATA,__bss) non-external _g_composedType
00000001d921553a (__DATA,__bss) non-external _g_containsCurrencyConversion
00000001d9215388 (__DATA,__bss) non-external _g_currencyNeedsRefresh
00000001d9215540 (__DATA,__bss) non-external _g_firstCoefficient.0
00000001d921553b (__DATA,__bss) non-external _g_foundFirstCoefficient
00000001d9215554 (__DATA,__bss) non-external _g_ignoreProbableSearches
00000001d9215538 (__DATA,__bss) non-external _g_isTrivial
00000001d9215550 (__DATA,__bss) non-external _g_negationCount
00000001d9215528 (__DATA,__bss) non-external _g_parseTree
00000001d9215530 (__DATA,__bss) non-external _g_resultTree
00000001d92153c0 (__DATA,__bss) non-external _g_unitSuggestions
00000001d92153c8 (__DATA,__bss) non-external _g_unitSuggestionsSet
00000001d92153b8 (__DATA,__bss) non-external _g_unitsInfo
00000001d9215360 (__DATA,__bss) non-external _g_usingNewAPI
00000001d9215539 (__DATA,__bss) non-external _g_wasTrivial
00000001d9215368 (__DATA,__bss) non-external _getMaximumFractionDigits:minimumFractionDigits:forValue:.decimalPlaces
00000001d9215370 (__DATA,__bss) non-external _getMaximumFractionDigits:minimumFractionDigits:forValue:.onceToken
                 (undefined) external _getc (from libSystem)
00000001d92154c0 (__DATA,__bss) non-external _hebrewSet
                 (undefined) external _hypot (from libSystem)
00000001d92154d8 (__DATA,__bss) non-external _implicitConversionRegularExpression
                 (undefined) external _index (from libSystem)
00000001d92154e0 (__DATA,__bss) non-external _initialize.once
00000001d92154f0 (__DATA,__bss) non-external _inputUnitIndex1
00000001d92154f8 (__DATA,__bss) non-external _inputUnitIndex2
00000001d9215500 (__DATA,__bss) non-external _inputValueIndex
                 (undefined) external _j0 (from libSystem)
                 (undefined) external _j1 (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
00000001d92154c8 (__DATA,__bss) non-external _knownSet
00000001d92154b0 (__DATA,__bss) non-external _letterSet
                 (undefined) external _lgamma (from libSystem)
00000001d9215378 (__DATA,__bss) non-external _localizedConversions.allCurrencies
00000001d9215380 (__DATA,__bss) non-external _localizedConversions.onceToken
                 (undefined) external _log (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _modf (from libSystem)
00000001d9215488 (__DATA,__bss) non-external _multiplySet
00000001d9215250 (__DATA,__bss) non-external _my_fpsf
00000001d9214cc4 (__DATA,__data) non-external _my_rnd_mode
000000019dd1f52c (__TEXT,__text) non-external _newConstantNode
000000019dd1fb44 (__TEXT,__text) non-external _newDecimalNode
000000019dd207b0 (__TEXT,__text) non-external _newTreeObject
000000019dd206e0 (__TEXT,__text) non-external _newUnitIDNode
000000019dd1ff94 (__TEXT,__text) non-external _newUnitNode
00000001d9214d58 (__DATA,__data) non-external _normalizationCache
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
000000019deb2780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$JSONObjectWithData:options:error:
000000019deb27a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLWithString:
000000019deb27c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
000000019deb27e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_calculate:
000000019deb2800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_consumerKey
000000019deb2820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_consumerSecret
000000019deb2840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_doubleWithoutUnrelevantDecimalsForNumber:
000000019deb2860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_findTokens
000000019deb2880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_loadIfNeeded
000000019deb28a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_loadPersistedCurrencyCache
000000019deb28c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_localizedPluralizedStringsforNumber:unit:
000000019deb28e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_lock
000000019deb2900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_needsRefresh
000000019deb2920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_normalizedUnitNamesForName:
000000019deb2940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_operateConversionForOutputUnit:
000000019deb2960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_parseInputQuery
000000019deb2980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_performUnitPluralization
000000019deb29a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_queue_persistCurrencyCache
000000019deb29c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_queue_refresh
000000019deb29e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_queue_refresh:
000000019deb2a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_resetGlobals
000000019deb2a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_safe_subStringOf:withRange:
000000019deb2a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setConversions:
000000019deb2a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setDecimalValue:
000000019deb2a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setExpression:
000000019deb2aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setInputValueAndUnit:
000000019deb2ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setTerms:
000000019deb2ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_standardizeInputAndOutputUnits
000000019deb2b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_unitInfoForNormalizedName:
000000019deb2b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_unlock
000000019deb2b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_updateInputValueFromMatch:
000000019deb2b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_valueWithoutIrrelevantDecimals
000000019deb2b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addCharactersInString:
000000019deb2ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
000000019deb2bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObjectsFromArray:
000000019deb2be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObserverForName:object:queue:usingBlock:
000000019deb2c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addUnitRank:
000000019deb2c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKeys
000000019deb2c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
000000019deb2c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allSubunitIDs
000000019deb2c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$angleInfo
000000019deb2ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
000000019deb2cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendString:
000000019deb2ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
000000019deb2d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
000000019deb2d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:
000000019deb2d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
000000019deb2d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$autoScientificNotation
000000019deb2d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$availableLocaleNames
000000019deb2da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$baseDenominator
000000019deb2dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$baseNumerator
000000019deb2de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$baseUnit
000000019deb2e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bestConversion
000000019deb2e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bestEquivalent
000000019deb2e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
000000019deb2e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleForClass:
000000019deb2e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarWithIdentifier:
000000019deb2ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterAtIndex:
000000019deb2ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterCount
000000019deb2ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterIsMember:
000000019deb2f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterSetWithCharactersInString:
000000019deb2f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterSetWithRange:
000000019deb2f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characters
000000019deb2f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compactNameForLocalization:
000000019deb2f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
000000019deb2fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsJoinedByString:
000000019deb2fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
000000019deb2fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compressed
000000019deb3000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsCurrency
000000019deb3020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsFrom
000000019deb3040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
000000019deb3060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsTo
000000019deb3080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsUnit
000000019deb30a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$context
000000019deb30c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$conversionsForMetric:US:UK:
000000019deb30e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$convertedTo:
000000019deb3100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$convertedTree:needsUpdate:
000000019deb3120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
000000019deb3140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
000000019deb3160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
000000019deb3180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createCredential
000000019deb31a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currencyCode
000000019deb31c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currencyData
000000019deb31e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currencyDecimalSeparator
000000019deb3200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currencyGroupingSeparator
000000019deb3220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentLocale
000000019deb3240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataTaskWithRequest:completionHandler:
000000019deb3260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$date
000000019deb3280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateFromString:
000000019deb32a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalDigitCharacterSet
000000019deb32c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberByRoundingAccordingToBehavior:
000000019deb32e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberHandlerWithRoundingMode:scale:raiseOnExactness:raiseOnOverflow:raiseOnUnderflow:raiseOnDivideByZero:
000000019deb3300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberWithDecimal128:
000000019deb3320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberWithDecimal:
000000019deb3340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberWithMantissa:exponent:isNegative:
000000019deb3360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberWithString:
000000019deb3380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalSeparator
000000019deb33a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalValue
000000019deb33c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decomposedStringWithCanonicalMapping
000000019deb33e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decomposedStringWithCompatibilityMapping
000000019deb3400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decomposition
000000019deb3420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decompositionCoefficient
000000019deb3440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCenter
000000019deb3460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultNumberFormatter
000000019deb3480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$degreesInfo
000000019deb34a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithDictionary:
000000019deb34c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
000000019deb34e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjectsAndKeys:
000000019deb3500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dispatchQueue
000000019deb3520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayNameExponent:
000000019deb3540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayNameForKey:value:
000000019deb3560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doNotSuggest
000000019deb3580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doubleValue
000000019deb35a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$emptyNumeratorString
000000019deb35c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enableMeasurementSystemsForLocale:metric:US:UK:
000000019deb35e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateMatchesInString:options:range:usingBlock:
000000019deb3600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateSubstringsInRange:options:usingBlock:
000000019deb3620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$escapedPatternForString:
000000019deb3640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$evaluate:options:needsUpdate:
000000019deb3660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exponent
000000019deb3680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$expression
000000019deb36a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$filteredArrayUsingPredicate:
000000019deb36c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstByteCache
000000019deb36e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstMatchInString:options:range:
000000019deb3700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstObject
000000019deb3720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$flexibleFractionDigits
000000019deb3740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$floatValue
000000019deb3760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formUnionWithCharacterSet:
000000019deb3780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formatNextSmallest
000000019deb37a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formatString:withExponent:formatter:
000000019deb37c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedExpression
000000019deb37e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedResult
000000019deb3800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedUnit
000000019deb3820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedUnitReplacingFirstNumerator:
000000019deb3840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedValue
000000019deb3860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCharacters:
000000019deb3880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getMaximumFractionDigits:minimumFractionDigits:
000000019deb38a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getMaximumFractionDigits:minimumFractionDigits:forValue:
000000019deb38c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$groupingSeparator
000000019deb38e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasPrefix:
000000019deb3900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasSuffix:
000000019deb3920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
000000019deb3940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$impliesDivision
000000019deb3960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$infoForAngle
