00000001803d7514 (__TEXT,__text) external _NSAddImage
00000001803d69f4 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE_block_invoke
00000001803eb50c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00000001803eb230 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb_block_invoke
00000001803eb3ec (__TEXT,__text) non-external ____ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4__block_invoke
00000001803eb73c (__TEXT,__text) non-external ____ZNK5dyld39MachOFile20preferredLoadAddressEv_block_invoke
00000001803d58ec (__TEXT,__text) non-external ____ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE_block_invoke
00000001803eb438 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7getUuidEPh_block_invoke
00000001803d6600 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
00000001803def58 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_8clEv_block_invoke
00000001803def6c (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_9clEv_block_invoke
00000001803de70c (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke
00000001803de878 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_6clEPNS0_15ProcessSnapshotE_block_invoke_2
00000001803de890 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke
00000001803de9fc (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_7clEPNS0_15ProcessSnapshotE_block_invoke_2
00000001803e8e20 (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00000001d4412988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001d44129a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001dd389920 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001dd389b98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001dd389ca8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001dd38a1d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001dd389fa0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.113
00000001dd389fd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.118
00000001dd38a000 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.121
00000001dd389c28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.13
00000001dd389980 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.14
00000001dd389d08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001dd3899b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001dd389c58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001dd3899e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.19
00000001dd389d38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.19
00000001dd389cd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
00000001d44127d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00000001dd389a10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
00000001dd389d68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
00000001dd389d98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.25
00000001dd389dc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.27
00000001d44129c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001dd38a200 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.3
00000001dd389df8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.30
00000001dd389e28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.34
00000001dd389e58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.37
00000001d44127f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000001dd389ec0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.42
00000001d4412698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00000001d44129e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001d44126b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00000001d44126d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001dd389a40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
00000001dd389ef0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
00000001dd389a70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
00000001d4412a08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001dd389950 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001dd389bc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001d4412968 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00000001dd389aa0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
00000001d44126f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00000001d4412718 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001d4412738 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00000001d4412758 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00000001d4412778 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001d4412798 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001d44127b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00000001dd389f40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.83
00000001dd389f70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.86
00000001dd389bf8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
00000001dd389c88 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dd389f20 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dd38a090 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libcompiler_rt)
00000001803dc984 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001803d9bd0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001803da010 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00000001803e6fb8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001803d902c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001803eb798 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001803e9ec8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00000001803d91b4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00000001803dc994 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001803d9c20 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001803da070 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00000001803e6fc8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001803d907c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001803d9214 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001803e9f48 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00000001803e7838 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00000001803e7714 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00000001803e7d28 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00000001803e74f4 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00000001803e75f0 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00000001803f4c20 (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00000001db969850 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00000001803d7598 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00000001803d681c (__TEXT,__text) external __dyld_atfork_parent
00000001803d67e8 (__TEXT,__text) external __dyld_atfork_prepare
00000001803d75d8 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00000001803d7ee4 (__TEXT,__text) external __dyld_dlopen_atfork_child
00000001803d7eb0 (__TEXT,__text) external __dyld_dlopen_atfork_parent
00000001803d7e7c (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00000001803d7cd8 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00000001803d7e38 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00000001803d7c98 (__TEXT,__text) external __dyld_find_protocol_conformance
00000001803d7df4 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00000001803d6668 (__TEXT,__text) external __dyld_find_unwind_sections
00000001803d5cbc (__TEXT,__text) external __dyld_for_each_objc_class
00000001803d5a68 (__TEXT,__text) external __dyld_for_each_objc_protocol
00000001803d700c (__TEXT,__text) external __dyld_fork_child
00000001803d7d4c (__TEXT,__text) external __dyld_get_dlopen_image_header
00000001803d5ba8 (__TEXT,__text) external __dyld_get_image_header
00000001803d76dc (__TEXT,__text) external __dyld_get_image_header_containing_address
00000001803d5b78 (__TEXT,__text) external __dyld_get_image_name
00000001803d624c (__TEXT,__text) external __dyld_get_image_slide
00000001803d67ac (__TEXT,__text) external __dyld_get_image_uuid
00000001803d6850 (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00000001803d57b8 (__TEXT,__text) external __dyld_get_objc_selector
00000001803d7bc4 (__TEXT,__text) external __dyld_get_prog_image_header
00000001803d5780 (__TEXT,__text) external __dyld_get_shared_cache_range
00000001803d5c0c (__TEXT,__text) external __dyld_get_shared_cache_uuid
00000001803d7aa0 (__TEXT,__text) external __dyld_has_fix_for_radar
00000001803d7dbc (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
00000001803d75e0 (__TEXT,__text) external __dyld_image_containing_address
00000001803d5b4c (__TEXT,__text) external __dyld_image_count
00000001803d629c (__TEXT,__text) external __dyld_images_for_addresses
00000001803d6918 (__TEXT,__text) external __dyld_initializer
00000001803d5b10 (__TEXT,__text) external __dyld_is_memory_immutable
00000001803d7a64 (__TEXT,__text) external __dyld_is_objc_constant
00000001803d7a30 (__TEXT,__text) external __dyld_launch_mode
00000001803d7558 (__TEXT,__text) external __dyld_launched_prebound
00000001803d7618 (__TEXT,__text) external __dyld_lookup_and_bind
00000001803d769c (__TEXT,__text) external __dyld_lookup_and_bind_fully
00000001803d7658 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00000001803d79fc (__TEXT,__text) external __dyld_missing_symbol_abort
00000001803d7c30 (__TEXT,__text) external __dyld_objc_class_count
00000001803d5740 (__TEXT,__text) external __dyld_objc_notify_register
00000001803d7d84 (__TEXT,__text) external __dyld_objc_register_callbacks
00000001803d7c64 (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00000001803d7550 (__TEXT,__text) external __dyld_present
00000001803e8c70 (__TEXT,__text) external __dyld_process_info_create
00000001803e94ec (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00000001803e948c (__TEXT,__text) external __dyld_process_info_for_each_image
00000001803e94f0 (__TEXT,__text) external __dyld_process_info_for_each_segment
00000001803e9444 (__TEXT,__text) external __dyld_process_info_get_aot_cache
00000001803e9430 (__TEXT,__text) external __dyld_process_info_get_cache
00000001803e946c (__TEXT,__text) external __dyld_process_info_get_platform
00000001803e9414 (__TEXT,__text) external __dyld_process_info_get_state
00000001803f48f0 (__TEXT,__text) external __dyld_process_info_notify
00000001803f497c (__TEXT,__text) external __dyld_process_info_notify_main
00000001803f49d0 (__TEXT,__text) external __dyld_process_info_notify_release
00000001803f49c0 (__TEXT,__text) external __dyld_process_info_notify_retain
00000001803e9474 (__TEXT,__text) external __dyld_process_info_release
00000001803e9460 (__TEXT,__text) external __dyld_process_info_retain
00000001803d79c4 (__TEXT,__text) external __dyld_register_driverkit_main
00000001803d5aa4 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00000001803d6954 (__TEXT,__text) external __dyld_register_for_image_loads
00000001803d5510 (__TEXT,__text) external __dyld_register_func_for_add_image
00000001803d5c7c (__TEXT,__text) external __dyld_register_func_for_remove_image
00000001803d7b10 (__TEXT,__text) external __dyld_shared_cache_contains_path
00000001803d7990 (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00000001803d795c (__TEXT,__text) external __dyld_shared_cache_optimized
00000001803d7ad8 (__TEXT,__text) external __dyld_shared_cache_real_path
00000001803d7d18 (__TEXT,__text) external __dyld_swift_optimizations_version
00000001803d7bf8 (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_sresize (from libsystem_platform)
                 (undefined) external __simple_string (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00000001803d670c (__TEXT,__text) external __tlv_atexit
00000001803d7718 (__TEXT,__text) external __tlv_bootstrap
00000001803d6880 (__TEXT,__text) external __tlv_exit
                 (undefined) external _abort_report_np (from libsystem_c)
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
                 (undefined) external _dispatch_activate (from libdispatch)
                 (undefined) external _dispatch_async (from libdispatch)
                 (undefined) external _dispatch_async_and_wait (from libdispatch)
                 (undefined) external _dispatch_get_current_queue (from libdispatch)
                 (undefined) external _dispatch_once (from libdispatch)
                 (undefined) external _dispatch_queue_create (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
                 (undefined) external _dispatch_retain (from libdispatch)
                 (undefined) external _dispatch_source_cancel (from libdispatch)
                 (undefined) external _dispatch_source_create (from libdispatch)
                 (undefined) external _dispatch_source_set_cancel_handler (from libdispatch)
                 (undefined) external _dispatch_source_set_event_handler (from libdispatch)
00000001803d6778 (__TEXT,__text) external _dladdr
00000001803d66dc (__TEXT,__text) external _dlclose
00000001803d68b4 (__TEXT,__text) external _dlerror
00000001803d5d5c (__TEXT,__text) external _dlopen
00000001803d7b88 (__TEXT,__text) external _dlopen_audited
00000001803d7b48 (__TEXT,__text) external _dlopen_from
00000001803d6748 (__TEXT,__text) external _dlopen_preflight
00000001803d5da0 (__TEXT,__text) external _dlsym
00000001803f6ac8 (__TEXT,__const) external _dyldVersionNumber
00000001803f6aa0 (__TEXT,__const) external _dyldVersionString
00000001803d7714 (__TEXT,__text) external _dyld_dynamic_interpose
00000001803e7724 (__TEXT,__text) external _dyld_for_each_installed_shared_cache
00000001803e7600 (__TEXT,__text) external _dyld_for_each_installed_shared_cache_with_system_path
00000001803d5a00 (__TEXT,__text) external _dyld_get_active_platform
00000001803d68e0 (__TEXT,__text) external _dyld_get_base_platform
00000001803d78e4 (__TEXT,__text) external _dyld_get_image_versions
00000001803d6ec0 (__TEXT,__text) external _dyld_get_min_os_version
00000001803d61e0 (__TEXT,__text) external _dyld_get_program_min_os_version
00000001803d57f0 (__TEXT,__text) external _dyld_get_program_sdk_version
00000001803d66a4 (__TEXT,__text) external _dyld_get_sdk_version
00000001803d5d28 (__TEXT,__text) external _dyld_has_inserted_or_interposing_libraries
00000001803e795c (__TEXT,__text) external _dyld_image_content_for_section
00000001803e7958 (__TEXT,__text) external _dyld_image_content_for_segment
00000001803e7960 (__TEXT,__text) external _dyld_image_copy_uuid
00000001803e7a0c (__TEXT,__text) external _dyld_image_for_each_section_info
00000001803e7a08 (__TEXT,__text) external _dyld_image_for_each_segment_info
00000001803e7a14 (__TEXT,__text) external _dyld_image_get_file_path
00000001803e7a10 (__TEXT,__text) external _dyld_image_get_installname
00000001803d60e0 (__TEXT,__text) external _dyld_image_header_containing_address
00000001803e7b74 (__TEXT,__text) external _dyld_image_local_nlist_content_4Symbolication
00000001803d5c44 (__TEXT,__text) external _dyld_image_path_containing_address
00000001803d77fc (__TEXT,__text) external _dyld_is_simulator_platform
00000001803d7870 (__TEXT,__text) external _dyld_minos_at_least
00000001803d7920 (__TEXT,__text) external _dyld_need_closure
00000001803e7168 (__TEXT,__text) external _dyld_process_create_for_current_task
00000001803e7010 (__TEXT,__text) external _dyld_process_create_for_task
00000001803e717c (__TEXT,__text) external _dyld_process_dispose
00000001d9438088 (__DATA,__common) external _dyld_process_has_objc_patches
00000001803d5bd8 (__TEXT,__text) external _dyld_process_is_restricted
00000001803e71e4 (__TEXT,__text) external _dyld_process_register_for_event_notification
00000001803e71b4 (__TEXT,__text) external _dyld_process_register_for_image_notifications
00000001803e7218 (__TEXT,__text) external _dyld_process_snapshot_create_for_process
00000001803e729c (__TEXT,__text) external _dyld_process_snapshot_create_from_data
00000001803f5da4 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.1
00000001803f5dd0 (__TEXT,__text) non-external _dyld_process_snapshot_create_from_data.cold.2
00000001803e741c (__TEXT,__text) external _dyld_process_snapshot_dispose
00000001803e746c (__TEXT,__text) external _dyld_process_snapshot_for_each_image
00000001803e7504 (__TEXT,__text) external _dyld_process_snapshot_get_shared_cache
00000001803e7214 (__TEXT,__text) external _dyld_process_unregister_for_notification
00000001803d78ac (__TEXT,__text) external _dyld_program_minos_at_least
00000001803d6214 (__TEXT,__text) external _dyld_program_sdk_at_least
00000001803d7834 (__TEXT,__text) external _dyld_sdk_at_least
00000001803e7554 (__TEXT,__text) external _dyld_shared_cache_copy_uuid
00000001803d7788 (__TEXT,__text) external _dyld_shared_cache_file_path
00000001803d77bc (__TEXT,__text) external _dyld_shared_cache_find_iterate_text
00000001803e7580 (__TEXT,__text) external _dyld_shared_cache_for_each_file
00000001803e7584 (__TEXT,__text) external _dyld_shared_cache_for_each_image
00000001803e7a18 (__TEXT,__text) external _dyld_shared_cache_for_each_subcache4Rosetta
00000001803e7848 (__TEXT,__text) external _dyld_shared_cache_for_file
00000001803e7548 (__TEXT,__text) external _dyld_shared_cache_get_base_address
00000001803e754c (__TEXT,__text) external _dyld_shared_cache_get_mapped_size
00000001803e7550 (__TEXT,__text) external _dyld_shared_cache_is_mapped_private
00000001803d774c (__TEXT,__text) external _dyld_shared_cache_iterate_text
00000001803e7540 (__TEXT,__text) external _dyld_shared_cache_pin_mapping
00000001803d5a34 (__TEXT,__text) external _dyld_shared_cache_some_image_overridden
00000001803e7544 (__TEXT,__text) external _dyld_shared_cache_unpin_mapping
00000001803e7a1c (__TEXT,__text) external _dyld_shared_subcache_get_info4Rosetta
00000001db969848 (__DATA_DIRTY,__common) external _environ
                 (undefined) external _exit (from libsystem_c)
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _free (from libsystem_malloc)
                 (undefined) external _fsgetpath (from libsystem_kernel)
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fwrite (from libsystem_c)
00000001d9438048 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getenv (from libsystem_c)
                 (undefined) external _getfsstat (from libsystem_kernel)
00000001803d6fd0 (__TEXT,__text) non-external (was a private external) _instantiateTLVs_thunk
                 (undefined) external _mach_msg (from libsystem_kernel)
                 (undefined) external _mach_msg_destroy (from libsystem_kernel)
                 (undefined) external _mach_port_construct (from libsystem_kernel)
                 (undefined) external _mach_port_destruct (from libsystem_kernel)
                 (undefined) external _mach_port_request_notification (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_vm_read_overwrite (from libsystem_kernel)
                 (undefined) external _mach_vm_region (from libsystem_kernel)
                 (undefined) external _mach_vm_remap_new (from libsystem_kernel)
00000001803f49d8 (__TEXT,__text) external _macho_arch_name_for_cpu_type
00000001803f4a10 (__TEXT,__text) external _macho_arch_name_for_mach_header
00000001803f4c50 (__TEXT,__text) external _macho_best_slice
00000001803f4cb4 (__TEXT,__text) external _macho_best_slice_in_fd
00000001803f49d4 (__TEXT,__text) external _macho_cpu_type_for_arch_name
00000001803f5120 (__TEXT,__text) external _macho_dylib_install_name
00000001803f4a58 (__TEXT,__text) external _macho_for_each_slice
00000001803f4abc (__TEXT,__text) external _macho_for_each_slice_in_fd
                 (undefined) external _malloc (from libsystem_malloc)
                 (undefined) external _malloc_size (from libsystem_malloc)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _mkstemp (from libsystem_c)
                 (undefined) external _mmap (from libsystem_kernel)
                 (undefined) external _mprotect (from libsystem_kernel)
                 (undefined) external _munmap (from libsystem_kernel)
                 (undefined) external _open (from libsystem_kernel)
                 (undefined) external _openbyid_np (from libsystem_kernel)
                 (undefined) external _opendir (from libsystem_c)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libsystem_platform)
                 (undefined) external _os_unfair_recursive_lock_unlock_forked_child (from libsystem_platform)
                 (undefined) external _pid_for_task (from libsystem_kernel)
                 (undefined) external _pread (from libsystem_kernel)
                 (undefined) external _proc_regionfilename (from libsystem_kernel)
                 (undefined) external _pthread_create (from libsystem_pthread)
                 (undefined) external _pthread_detach (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_delete (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _readdir_r (from libsystem_c)
                 (undefined) external _realpath$DARWIN_EXTSN (from libsystem_c)
                 (undefined) external _snprintf (from libsystem_c)
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _strchr (from libsystem_c)
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strcpy (from libsystem_c)
                 (undefined) external _strlcat (from libsystem_c)
                 (undefined) external _strlcpy (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncmp (from libsystem_c)
                 (undefined) external _strncpy (from libsystem_c)
                 (undefined) external _strnlen (from libsystem_c)
                 (undefined) external _strstr (from libsystem_c)
                 (undefined) external _task_dyld_process_info_notify_deregister (from libsystem_kernel)
                 (undefined) external _task_dyld_process_info_notify_register (from libsystem_kernel)
                 (undefined) external _task_info (from libsystem_kernel)
00000001803d6120 (__TEXT,__text) non-external (was a private external) _tlv_get_addr
                 (undefined) external _usleep (from libsystem_c)
                 (undefined) external _uuid_is_null (from libsystem_c)
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_copy (from libsystem_kernel)
                 (undefined) external _vm_deallocate (from libsystem_kernel)
                 (undefined) external _vm_page_size (from libsystem_kernel)
                 (undefined) external _vproc_swap_integer (from libxpc)
00000001803d6950 (__TEXT,__text) external dyld_stub_binder
