00007ffb025a7cb2 (__TEXT,__text) non-external _DiToMD5
00007ffb025b6e92 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffb025971a7 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffb02590896 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffb025b8915 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffb025b8938 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffb025b895b (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffb025b897e (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffb025b89a1 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffb025b89c4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffb025b89e7 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffb025b6f10 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffb025b6f4e (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffb0258eead (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffb025b825d (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffb025b7530 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffb0258e51d (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffb025a8ed4 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffb025ae066 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffb025950a9 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffb0258d084 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffb025aa86c (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffb025ae006 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffb02599a0f (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffb0259a177 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffb025b9b0e (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffb025b9b31 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffb0259a1bd (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffb025b9b54 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffb025b9b77 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffb025b9b9a (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffb025b9bbd (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffb025b756e (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffb42854610 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffb025a4580 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffb42854600 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffb025aace0 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffb025adfd6 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffb02599a91 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffb02599719 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffb02590cc5 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffb025b8a96 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffb025b8ab9 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffb0259b911 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffb025925bb (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00007ffb025b9040 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00007ffb025b9063 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00007ffb025b9086 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00007ffb025bb000 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffb025ad45e (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffb025ae036 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffb02599b9f (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffb0259a690 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffb025b9cb2 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffb025b9cd5 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffb428545f0 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffb025abbb4 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ffb025bed98 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffb02599083 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffb025b40ce (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffb025be408 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffb02599103 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffb0259ca14 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffb025b9e56 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffb025b9e79 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffb025b9e9c (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffb025b760c (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffb025bdd50 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffb025bf3d8 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffb025bdbd8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffb025be000 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffb025be810 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffb025be968 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffb025beef0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffb0258d770 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffb025a8aac (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffb02592252 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffb025bb5d0 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffb025bce50 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffb025bdea8 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffb0259966a (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffb025992fa (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffb025b99d3 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffb025a9a2e (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffb025ac96a (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffb025bc6e8 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffb025997a8 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffb025bbef0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffb025bc560 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffb025bda50 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffb025be2b0 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffb0259c723 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffb025b9da7 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffb025b9dca (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffb025b9ded (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffb025b9e10 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffb025987b5 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffb025b9856 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffb02592baf (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffb025b90ef (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffb025bb888 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffb025bd530 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffb025bd8c8 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffb025be158 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffb025be560 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffb025be6b8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffb025beae0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffb025998c0 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffb025bb728 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffb428545f4 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffb025bcbe8 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffb025bbbc8 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffb025bc968 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffb025bec38 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffb025bbd58 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffb025bc828 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffb025bc3c8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffb025bcaa8 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffb025b310a (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffb025bc078 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ffb0259854c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffb025b97ed (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffb025b9810 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffb025b9833 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffb025bd380 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffb025bf048 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffb025b5891 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffb025bb420 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffb025b392a (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffb025bba18 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffb025bc218 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffb025babc0 (__TEXT,__const) non-external __ZL4yyr1
00007ffb025bab90 (__TEXT,__const) non-external __ZL4yyr2
00007ffb025b7e47 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffb025bcfd0 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffb025bd6b0 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffb025bd1a0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffb025bf188 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffb0259792a (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00007ffb025b96ef (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00007ffb025b9712 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00007ffb0258df51 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffb025ba940 (__TEXT,__const) non-external __ZL6yypact
00007ffb025baa80 (__TEXT,__const) non-external __ZL7yycheck
00007ffb025babe1 (__TEXT,__const) non-external __ZL7yypgoto
00007ffb025baaf0 (__TEXT,__const) non-external __ZL7yytable
00007ffb025a7626 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffb025a79ba (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffb025bab60 (__TEXT,__const) non-external __ZL8yydefact
00007ffb025901c0 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffb025b869f (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffb025b759e (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffb0258ea16 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffb025bac00 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffb428541e0 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffb0258e706 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffb0258e80c (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffb0258e31e (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00007ffb025babf0 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffb025a4d9a (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffb025a4f52 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffb025a4a16 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffb025a4642 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffb025a472a (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffb025a4420 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffb025a4c62 (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffb02596d5c (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffb025ab6de (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb02596f84 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffb025aba0c (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb02596dfa (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffb025ab902 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb025ab7f6 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb02596e48 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffb02596cda (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffb025b95b4 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffb025abaf6 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffb025ab64a (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb02596f00 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffb02596c3e (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffb02596be2 (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffb02596dac (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffb02596b44 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffb02596dce (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffb02596fb0 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffb025ab59a (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffb02596f4e (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffb02596ea4 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffb025ab5a4 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffb025948f8 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffb025addc4 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffb025adf32 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffb02594966 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffb02594914 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffb025b9361 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffb025add5e (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffb02594906 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffb025949a6 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffb025add80 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffb02596a00 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffb025b6346 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb02596ad2 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffb025b6674 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb025b656a (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb025b645e (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb02596a50 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
