0000000182765150 (__DATA,__data) non-external _C
00000001806370ec (__TEXT,__text) external _wcslen
00000001806371c8 (__TEXT,__text) external _wcsncasecmp
0000000180637108 (__TEXT,__text) external _wcsncasecmp_l
00000001806371ec (__TEXT,__text) external _wcsncat
000000018063723c (__TEXT,__text) external _wcsncmp
0000000180637278 (__TEXT,__text) external _wcsncpy
00000001806372e0 (__TEXT,__text) external _wcsnlen
0000000180618e74 (__TEXT,__text) external _wcsnrtombs
0000000180618e34 (__TEXT,__text) external _wcsnrtombs_l
0000000180637310 (__TEXT,__text) external _wcspbrk
0000000180637348 (__TEXT,__text) external _wcsrchr
0000000180619100 (__TEXT,__text) external _wcsrtombs
00000001806190b4 (__TEXT,__text) external _wcsrtombs_l
000000018063736c (__TEXT,__text) external _wcsspn
0000000180637748 (__TEXT,__text) external _wcsstr
00000001806193d8 (__TEXT,__text) external _wcstod
00000001806191b4 (__TEXT,__text) external _wcstod_l
0000000180619620 (__TEXT,__text) external _wcstof
00000001806193fc (__TEXT,__text) external _wcstof_l
000000018061988c (__TEXT,__text) external _wcstoimax
0000000180619644 (__TEXT,__text) external _wcstoimax_l
00000001806377d0 (__TEXT,__text) external _wcstok
0000000180619af8 (__TEXT,__text) external _wcstol
00000001806198b0 (__TEXT,__text) external _wcstol_l
0000000180619d40 (__TEXT,__text) external _wcstold
0000000180619b1c (__TEXT,__text) external _wcstold_l
0000000180619fac (__TEXT,__text) external _wcstoll
0000000180619d64 (__TEXT,__text) external _wcstoll_l
000000018061a078 (__TEXT,__text) external _wcstombs
0000000180619fd0 (__TEXT,__text) external _wcstombs_l
000000018061a364 (__TEXT,__text) external _wcstoul
000000018061a120 (__TEXT,__text) external _wcstoul_l
000000018061a5cc (__TEXT,__text) external _wcstoull
000000018061a388 (__TEXT,__text) external _wcstoull_l
000000018061a834 (__TEXT,__text) external _wcstoumax
000000018061a5f0 (__TEXT,__text) external _wcstoumax_l
00000001806378e4 (__TEXT,__text) external _wcswidth
0000000180637854 (__TEXT,__text) external _wcswidth_l
0000000180637ad0 (__TEXT,__text) external _wcsxfrm
0000000180637908 (__TEXT,__text) external _wcsxfrm_l
000000018061a914 (__TEXT,__text) external _wctob
000000018061a858 (__TEXT,__text) external _wctob_l
000000018061a9b0 (__TEXT,__text) external _wctomb
000000018061a938 (__TEXT,__text) external _wctomb_l
000000018061ab30 (__TEXT,__text) external _wctrans
000000018061abac (__TEXT,__text) external _wctrans_l
000000018061ac94 (__TEXT,__text) external _wctype
000000018061abb0 (__TEXT,__text) external _wctype_l
00000001807473e8 (__DATA_CONST,__const) non-external _wctype_l.props
000000018061acb8 (__TEXT,__text) external _wcwidth
000000018061ad30 (__TEXT,__text) external _wcwidth_l
0000000180636ecc (__TEXT,__text) non-external _we_read_fully
0000000180656750 (__TEXT,__const) non-external _wildabbr
0000000180637af4 (__TEXT,__text) external _wmemchr
0000000180637b18 (__TEXT,__text) external _wmemcmp
0000000180637b50 (__TEXT,__text) external _wmemcpy
0000000180637b58 (__TEXT,__text) external _wmemmove
0000000180637b60 (__TEXT,__text) external _wmemset
000000018062e6b4 (__TEXT,__text) non-external _wmemstream_close
000000018062e600 (__TEXT,__text) non-external _wmemstream_seek
000000018065421c (__TEXT,__text) non-external _wmemstream_seek.cold.1
0000000180654248 (__TEXT,__text) non-external _wmemstream_seek.cold.2
000000018062e3dc (__TEXT,__text) non-external _wmemstream_update
00000001806541f0 (__TEXT,__text) non-external _wmemstream_update.cold.1
000000018062e414 (__TEXT,__text) non-external _wmemstream_write
00000001806364d0 (__TEXT,__text) external _wordexp
0000000180636e84 (__TEXT,__text) external _wordfree
000000018062e06c (__TEXT,__text) external _wprintf
000000018062e0c8 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
000000018062e108 (__TEXT,__text) external _wscanf
000000018062e164 (__TEXT,__text) external _wscanf_l
00000001805f926c (__TEXT,__text) external _xprintf
0000000182766db8 (__DATA,__bss) non-external _xprintf_domain_default
00000001805f9d38 (__TEXT,__text) external _xprintf_exec
0000000180656758 (__TEXT,__const) non-external _year_lengths
0000000182766cf8 (__DATA,__bss) non-external _zapchar
00000001806565bb (__TEXT,__const) non-external _zeroes
00000001806566ac (__TEXT,__const) non-external _zeroes
0000000182765f74 (__DATA,__data) non-external _zeroes
