00007ff80983c0d0 (__TEXT,__const) non-external _A1_Table
00007ff840c98ed0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10_vtbl
00007ff840c98f90 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16Q12To444CrYpCb10_vtbl
00007ff840c98e10 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16UTo422CbYpCrYp16_vtbl
00007ff840c98cf0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16UTo444AYpCbCr16_vtbl
00007ff840c98ff0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To420Yp8_Cb8_Cr8_vtbl
00007ff840c990b0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To420Yp8_CbCr8_vtbl
00007ff840c98db0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CbYpCrYp16_vtbl
00007ff840c99050 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CbYpCrYp8_AA8_vtbl
00007ff840c98b70 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CbYpCrYp8_vtbl
00007ff840c98e70 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10_vtbl
00007ff840c99110 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422YpCbYpCr8_vtbl
00007ff840c98c90 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444AYpCbCr16_vtbl
00007ff840c98c30 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444AYpCbCr8_vtbl
00007ff840c98bd0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444CbYpCrA8_vtbl
00007ff840c98f30 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444CrYpCb10_vtbl
00007ff840c98d50 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444CrYpCb8_vtbl
00007ff8432031c8 (__DATA_DIRTY,__data) non-external (was a private external) _CreateCGImageFromBuffer
00007ff808d562a0 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCG
00007ff808d56470 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCGPlanar
00007ff80907a850 (__TEXT,__text) non-external _CreateImageTilingInfoForCGPlanarWithNumOutputs
00007ff809089cb0 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCV
00007ff8432032a8 (__DATA_DIRTY,__data) non-external (was a private external) _CreateMonochromeColorSpaceWithWhitePointAndTransferFunction
00007ff80906a960 (__TEXT,__text) non-external _CreatePass_10BitTo16
00007ff840c922b0 (__DATA_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGB16U_vtbl
00007ff840c921f0 (__DATA_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGBA16Q12_vtbl
00007ff840c92250 (__DATA_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGBA16U_vtbl
00007ff80983f1a0 (__TEXT,__const) non-external _CreatePass_10BitTo16.resultAlphaTable
00007ff80906a570 (__TEXT,__text) non-external _CreatePass_10BitTo8
00007ff840c91f50 (__DATA_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toARGB8888_vtbl
00007ff840c91fb0 (__DATA_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toBGRA8888_vtbl
00007ff840c92010 (__DATA_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toRGB888_vtbl
00007ff840c91ef0 (__DATA_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toRGBA8888_vtbl
00007ff80906acc0 (__TEXT,__text) non-external _CreatePass_10BitToF
00007ff840c92430 (__DATA_CONST,__const) non-external _CreatePass_10BitToF.Convert_RGB101010toRGBAFFFF_vtbl
00007ff840c92490 (__DATA_CONST,__const) non-external _CreatePass_10BitToF.Convert_RGB101010toRGBFFF_vtbl
00007ff80906ab20 (__TEXT,__text) non-external _CreatePass_16To10Bit
00007ff840c923d0 (__DATA_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGB16UtoRGB101010_vtbl
00007ff840c92310 (__DATA_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGBA16Q12toRGB101010_vtbl
00007ff840c92370 (__DATA_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGBA16UtoRGB101010_vtbl
00007ff840c961d0 (__DATA_CONST,__const) non-external _CreatePass_16UToF.Convert16UToF_vtbl
00007ff80906a770 (__TEXT,__text) non-external _CreatePass_8To10Bit
00007ff840c920d0 (__DATA_CONST,__const) non-external _CreatePass_8To10Bit.Convert_ARGB8888toRGB101010_vtbl
00007ff840c92130 (__DATA_CONST,__const) non-external _CreatePass_8To10Bit.Convert_BGRA8888toRGB101010_vtbl
00007ff840c92190 (__DATA_CONST,__const) non-external _CreatePass_8To10Bit.Convert_RGB888toRGB101010_vtbl
00007ff840c92070 (__DATA_CONST,__const) non-external _CreatePass_8To10Bit.Convert_RGBA8888toRGB101010_vtbl
00007ff808d84b50 (__TEXT,__text) non-external _CreatePass_AddAlpha
00007ff840c98810 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky16UAlphaFirst_vtbl
00007ff840c987b0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky16UAlphaLast_vtbl
00007ff840c984b0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky8AlphaFirst_vtbl
00007ff840c98510 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky8AlphaLast_vtbl
00007ff840c98690 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_ChunkyFAlphaFirst_vtbl
00007ff840c98630 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_ChunkyFAlphaLast_vtbl
00007ff840c988d0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB16UtoARGB16U_vtbl
00007ff840c98870 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB16UtoRGBA16U_vtbl
00007ff840c98570 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toARGB8888_vtbl
00007ff840c985d0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toBGRA8888_vtbl
00007ff840c98450 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toRGBA8888_vtbl
00007ff840c98750 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGBFFFtoARGBFFFF_vtbl
00007ff840c986f0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGBFFFtoRGBAFFFF_vtbl
00007ff840c981b0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ARGB8888_vtbl
00007ff840c98390 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ARGBFFFF_vtbl
00007ff840c982d0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Chunky16U_vtbl
00007ff840c98210 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Chunky8_vtbl
00007ff840c983f0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ChunkyF_vtbl
00007ff840c98270 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Planar16U_vtbl
00007ff840c98150 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Planar8_vtbl
00007ff840c98330 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_PlanarF_vtbl
00007ff840c98990 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGB16U_vtbl
00007ff840c98930 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGB8888_vtbl
00007ff840c989f0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGBFFFF_vtbl
00007ff840c993b0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB16UtoPlanar16U_vtbl
00007ff840c99170 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB8888toPlanar16Q12_vtbl
00007ff840c99290 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB8888toPlanar8_vtbl
00007ff840c994d0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGBFFFFtoPlanarF_vtbl
00007ff840c99470 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkyToPlanar16U_vtbl
00007ff840c99350 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkyToPlanar8_vtbl
00007ff840c99590 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkytoPlanarF_vtbl
00007ff840c995f0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.LookupTable_Planar8toPlanar16_vtbl
00007ff840c99230 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.Planar8to16Q12_vtbl
00007ff840c99410 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB16UtoPlanar16U_vtbl
00007ff840c991d0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB888toPlanar16Q12_vtbl
00007ff840c992f0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB888toPlanar8_vtbl
00007ff840c99530 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGBFFFtoPlanarF_vtbl
00007ff80983f2d0 (__TEXT,__const) non-external _CreatePass_ChunkyToPlanar.maps
00007ff8090771f0 (__TEXT,__text) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo
00007ff840c95f30 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB16UtoPlanar16U_vtbl
00007ff840c95c90 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB8888toPlanar16Q12_vtbl
00007ff840c95e10 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB8888toPlanar8_vtbl
00007ff840c96050 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGBFFFFtoPlanarF_vtbl
00007ff840c95ff0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkyToPlanar16U_vtbl
00007ff840c95ed0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkyToPlanar8_vtbl
00007ff840c96110 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkytoPlanarF_vtbl
00007ff840c96170 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.LookupTable_Planar8toPlanar16_vtbl
00007ff840c95d50 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.Planar8to16Q12_vtbl
00007ff840c95db0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.Planar8toF_vtbl
00007ff840c95f90 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB16UtoPlanar16U_vtbl
00007ff840c95cf0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB888toPlanar16Q12_vtbl
00007ff840c95e70 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB888toPlanar8_vtbl
00007ff840c960b0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGBFFFtoPlanarF_vtbl
00007ff840c99650 (__DATA_CONST,__const) non-external _CreatePass_ColorSpaceTransform.transform_vtbls
00007ff809077cd0 (__TEXT,__text) non-external _CreatePass_ColorSpaceTransformWithCGColorConversionInfo
00007ff840c96230 (__DATA_CONST,__const) non-external _CreatePass_ColorSpaceTransformWithCGColorConversionInfo.transform_vtbls
00007ff80906af90 (__TEXT,__text) non-external _CreatePass_Convert10BitTo16Q12
00007ff840c925b0 (__DATA_CONST,__const) non-external _CreatePass_Convert10BitTo16Q12.Convert_RGB101010toRGBA16Q12_vtbl
00007ff80906b4a0 (__TEXT,__text) non-external _CreatePass_Convert12BitTo16Bit
00007ff840c937b0 (__DATA_CONST,__const) non-external _CreatePass_Convert12BitTo16Bit.Convert12UTo16U_vtbl
00007ff80906b590 (__TEXT,__text) non-external _CreatePass_Convert16BitTo12Bit
00007ff840c93810 (__DATA_CONST,__const) non-external _CreatePass_Convert16BitTo12Bit.Convert16UTo12U_vtbl
00007ff80906b0b0 (__TEXT,__text) non-external _CreatePass_Convert16Q12To10Bit
00007ff840c92610 (__DATA_CONST,__const) non-external _CreatePass_Convert16Q12To10Bit.Convert_RGBA16Q12toRGB101010_vtbl
00007ff80906b750 (__TEXT,__text) non-external _CreatePass_Convert16Q12ToHalf
00007ff840c938d0 (__DATA_CONST,__const) non-external _CreatePass_Convert16Q12ToHalf.Convert_Planar16Q12toPlanar16F_vtbl
00007ff80906baa0 (__TEXT,__text) non-external _CreatePass_Convert16UToHalf
00007ff840c93a50 (__DATA_CONST,__const) non-external _CreatePass_Convert16UToHalf.Convert_Planar16UtoPlanar16F_vtbl
00007ff80906a0c0 (__TEXT,__text) non-external _CreatePass_Convert5BitTo8Bit
00007ff840c919b0 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_ARGB1555toARGB8888_vtbl
00007ff840c91a10 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_ARGB1555toBGRA8888_vtbl
00007ff840c91bf0 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toABGR8888_vtbl
00007ff840c91ad0 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toARGB8888_vtbl
00007ff840c91b90 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toBGRA8888_vtbl
00007ff840c91c50 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toRGB888_vtbl
00007ff840c91b30 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toRGBA8888_vtbl
00007ff840c91a70 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGBA5551toRGBA8888_vtbl
00007ff80906a360 (__TEXT,__text) non-external _CreatePass_Convert8BitTo5Bit
00007ff840c91cb0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_ARGB8888toARGB1555_vtbl
00007ff840c91d10 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_ARGB8888toRGB565_vtbl
00007ff840c91e30 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_BGRA8888toRGB565_vtbl
00007ff840c91e90 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGB888toRGB565_vtbl
00007ff840c91d70 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGBA8888toRGB565_vtbl
00007ff840c91dd0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGBA8888toRGBA5551_vtbl
00007ff840c91350 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To1Bit_vtbl
00007ff840c913b0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To2Bit_vtbl
00007ff840c91410 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To4Bit_vtbl
00007ff809069f80 (__TEXT,__text) non-external _CreatePass_Convert8BitToTinyNew
00007ff840c91710 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To1Bit_vtbl
00007ff840c91770 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To2Bit_vtbl
00007ff840c917d0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To3Bit_vtbl
00007ff840c91830 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To4Bit_vtbl
00007ff840c91890 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To5Bit_vtbl
00007ff840c918f0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To6Bit_vtbl
00007ff840c91950 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To7Bit_vtbl
00007ff80906b340 (__TEXT,__text) non-external _CreatePass_ConvertFToNbit
00007ff840c92f70 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo10_vtbl
00007ff840c92fd0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo11_vtbl
00007ff840c93030 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo12_vtbl
00007ff840c93090 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo13_vtbl
00007ff840c930f0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo14_vtbl
00007ff840c93150 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo15_vtbl
00007ff840c931b0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo17_vtbl
00007ff840c93210 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo18_vtbl
00007ff840c93270 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo19_vtbl
00007ff840c932d0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo20_vtbl
00007ff840c93330 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo21_vtbl
00007ff840c93390 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo22_vtbl
00007ff840c933f0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo23_vtbl
00007ff840c93450 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo24_vtbl
00007ff840c934b0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo25_vtbl
00007ff840c93510 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo26_vtbl
00007ff840c93570 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo27_vtbl
00007ff840c935d0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo28_vtbl
00007ff840c93630 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo29_vtbl
00007ff840c93690 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo30_vtbl
00007ff840c936f0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo31_vtbl
00007ff840c93750 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo32_vtbl
00007ff840c92f10 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo9_vtbl
00007ff80906b9c0 (__TEXT,__text) non-external _CreatePass_ConvertFloatToHalf
00007ff840c939f0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFloatToHalf.convertFloatToHalf_vtbl
00007ff80906b680 (__TEXT,__text) non-external _CreatePass_ConvertHalfTo16Q12
00007ff840c93870 (__DATA_CONST,__const) non-external _CreatePass_ConvertHalfTo16Q12.Convert_Planar16FtoPlanar16Q12_vtbl
00007ff80906b820 (__TEXT,__text) non-external _CreatePass_ConvertHalfTo16U
00007ff840c93930 (__DATA_CONST,__const) non-external _CreatePass_ConvertHalfTo16U.Convert_Planar16FtoPlanar16U_vtbl
00007ff80906b8e0 (__TEXT,__text) non-external _CreatePass_ConvertHalfToFloat
00007ff840c93990 (__DATA_CONST,__const) non-external _CreatePass_ConvertHalfToFloat.convertHalfToFloat_vtbl
00007ff80906b1d0 (__TEXT,__text) non-external _CreatePass_ConvertNbitToF
00007ff840c926d0 (__DATA_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert10ToF_vtbl
00007ff840c92730 (__DATA_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert11ToF_vtbl
00007ff840c92790 (__DATA_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert12ToF_vtbl
