0000000294631c90 (__DATA,__data) non-external _.compoundliteral
0000000226385e44 (__TEXT,__text) external _ShTransformFeedbackVaryings
00000002263788f8 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00000002263e4780 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
0000000226394930 (__TEXT,__text) non-external (was a private external) _UngetToken
00000002263e2860 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00000002263e058c (__TEXT,__text) non-external _UnrollConstantLoopsInner
00000002263e0430 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
000000022638db90 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
000000022638d228 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
000000022638df00 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
000000022638d8cc (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
000000022638da6c (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
000000022638de0c (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00000002263695a0 (__TEXT,__text) non-external ___abort_calloc
00000002262cb004 (__TEXT,__text) non-external ___abort_malloc
000000022636916c (__TEXT,__text) non-external ___abort_malloc
000000022633fe84 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
000000022633996c (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
000000028fb7cd88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fb7cdc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fb7cee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fb7cf00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fb7d180 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fb7d200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fb7da28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fb7db20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fb7db60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fb7dbe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fb7de40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fb80058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fb800d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000029a736bb0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000029a736be0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000029a736f40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000028fb7ce20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
000000028fb7df40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
000000028fb7df60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
000000029a737120 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.114
000000029a737150 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.119
000000028fb7df80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
000000029a737180 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
000000028fb80078 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
000000028fb7ce40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
000000028fb7d1a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
000000029a7371d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.146
000000029a737200 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
000000028fb7cf20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000028fb7dfa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000029a736fa0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
000000029a7372d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
000000029a737230 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
000000028fb80098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
000000028fb7dfc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
000000028fb800b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
000000029a737300 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
000000028fb7d1c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
000000028fb7cde0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
000000028fb7de60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
000000029a736c10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
000000028fb7d1e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
000000028fb7ce60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
000000028fb800f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
000000029a736fd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
000000028fb7ce80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
000000028fb7de80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
000000028fb7cea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
000000029a737000 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
000000028fb7cec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
000000028fb7dea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
000000029a736c40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
000000028fb7dec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
000000029a736cf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
000000029a736c70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
000000028fb7ce00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
000000028fb7dee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
000000029a736f70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
000000028fb7df00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
000000029a737030 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
000000029a737060 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
000000029a736d20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
000000029a737090 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
000000029a7370c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
000000029a736d50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.85
000000028fb7dc00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
000000029a736d80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
000000028fb7df20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
000000029a7372a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
000000028fb7dc20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
000000029a736ca0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
000000029a736db0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
000000028fb7db40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
000000029a7370f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
000000029a736a10 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a736a30 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a736b50 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a736b90 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a736cd0 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a7371b0 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a737330 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a736a90 (__AUTH_CONST,__const) non-external ___block_literal_global.12
000000029a736ab0 (__AUTH_CONST,__const) non-external ___block_literal_global.16
000000029a736b70 (__AUTH_CONST,__const) non-external ___block_literal_global.16
000000029a737260 (__AUTH_CONST,__const) non-external ___block_literal_global.169
000000029a737280 (__AUTH_CONST,__const) non-external ___block_literal_global.173
000000029a736ad0 (__AUTH_CONST,__const) non-external ___block_literal_global.32
000000029a736a50 (__AUTH_CONST,__const) non-external ___block_literal_global.4
000000029a736a70 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___chkstk_darwin (from libSystem)
0000000226364490 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00000002263773ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000002263d27ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
0000000226379c30 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000226379b84 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
000000022638d2fc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
000000022639de44 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
000000022639d464 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
000000022639c468 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
000000022639d808 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
000000022639be54 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
000000022639bf50 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00000002263a1d10 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
000000022639dc0c (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
0000000226384500 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
000000022639dd1c (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
000000022639dde8 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
0000000226398f58 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
000000022639a428 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
000000022639cd60 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00000002263773bc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000002263d27fc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
0000000226379c40 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
0000000226379bd4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
000000022638d35c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00000002263424d8 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
000000022637f91c (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
0000000226363f80 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
0000000226363f94 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
0000000226364498 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
0000000226339530 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
0000000226339694 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
000000022633965c (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00000002263395ec (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
0000000226339624 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00000002263396a0 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
0000000226380b70 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
0000000226380c10 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
0000000226379b0c (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
0000000226379c18 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
000000022638b920 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
000000022638be34 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00000002263772f4 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
000000022636491c (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00000002263c55a0 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00000002263c53bc (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00000002263c53e0 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.75
00000002263c5464 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.77
00000002263c5490 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.81
00000002263c56d0 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00000002263c56f4 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.158
00000002263c570c (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.166
00000002263c5718 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00000002263c4fcc (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00000002263c557c (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
000000022638204c (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
0000000226382090 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.94
00000002263c5660 (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00000002263c4fa8 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
