00007fff6e81f5fa (__TEXT,__text) external _DriverExecutableMain
00007fff6e825220 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007fff6e825270 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007fff6e82586c (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007fff6e825923 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.31
00007fff6e824679 (__TEXT,__text) non-external ____Z27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007fff6e823112 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007fff6e8398f7 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007fff6e8270d6 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007fff6e8270af (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007fff6e826f70 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007fff6e839e07 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007fff6e8271cf (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007fff6e826e02 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007fff6e826f3f (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007fff6e82711f (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007fff6e823270 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007fff6e83991a (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.cold.1
00007fff6e8270f6 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007fff6e82312f (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007fff6e823181 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.138
00007fff6e8231f8 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.140
00007fff6e825da3 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007fff6e82081a (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007fff6e820722 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007fff6e8203fe (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007fff6e81ea84 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007fff6e821c3a (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007fff6e821a80 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007fff6e820bfe (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007fff6e820a17 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007fff6e820e24 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007fff6e820eeb (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007fff6e8395b3 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007fff6e820da5 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007fff6e8263da (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007fff6e821f30 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007fff6e822828 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007fff6e825f9a (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007fff6e825ec9 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007fff6e825de8 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007fff6e8265a2 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007fff6e82640c (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007fff6e838944 (__TEXT,__text) external ___assert_rtn
00007fff8d1aa488 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8d1aa890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8d1aa728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007fff8d1aa790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.114
00007fff8d1aa7d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007fff8d1aa800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00007fff8d1aa830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007fff8d1aa860 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.150
00007fff8d1aa8c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007fff8d1aa8f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007fff8d1aa920 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007fff8d1aa940 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007fff8d1aa960 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007fff8d1aa990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007fff8d1aa9c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.41
00007fff8d1aa9f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007fff8d1aaa20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007fff8d1aaa50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007fff8d1aaa80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00007fff8d1aaab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007fff8d1aaae0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007fff8d1ab260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007fff8d1ab280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007fff8d1ab2b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007fff8d1ab2e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007fff8d1ab310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007fff8d1ab330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007fff8d1ab360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007fff8d1ab390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007fff8d1aa4b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007fff8d1aa4e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007fff8d1aa518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007fff8d1aa548 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007fff8d1aa578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007fff8d1aa598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007fff8d1aa5b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007fff8d1aa5e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007fff8d1aa618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007fff8d1aa648 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007fff8d1aa678 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007fff8d1aa6a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007fff8d1aa6c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007fff8d1aa6f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007fff8d1aa7b0 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007fff6e8232d0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007fff6e8232f0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_probe
00007fff6e820416 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007fff6e820fae (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007fff6e825dce (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007fff6e8258c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007fff6e82042d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007fff6e820fe6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007fff6e81eb34 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007fff6e8258f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
00007fff85d81f38 (__DATA,__data) non-external __dyld_private
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007fff6e81ca90 (__TEXT,__text) external _crc32
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
00007fff85d81f58 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007fff8d1ada50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007fff85d81f40 (__DATA,__common) external _gIODKDebug
00007fff85d81f60 (__DATA,__common) external _gIODMACommandMetaClass
00007fff8d1ada58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007fff85d81f68 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007fff8d1ada60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007fff85d81f70 (__DATA,__common) external _gIODispatchQueueMetaClass
00007fff8d1ada68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007fff85d81f78 (__DATA,__common) external _gIODispatchSourceMetaClass
00007fff8d1ada70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007fff85d81f80 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007fff8d1ada78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007fff85d81f88 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007fff8d1ada80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007fff85d81f90 (__DATA,__common) external _gIOMemoryMapMetaClass
00007fff8d1ada88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007fff85d81f98 (__DATA,__common) external _gIOServiceMetaClass
00007fff85d81fa0 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007fff8d1ada98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007fff8d1ada90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007fff85d81fa8 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007fff8d1adaa0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007fff85d81fb0 (__DATA,__common) external _gIOUserClientMetaClass
00007fff8d1adaa8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007fff85d81fc0 (__DATA,__common) external _gIOUserServerMetaClass
00007fff8d1adab8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007fff85d81fc8 (__DATA,__common) external _gOSActionMetaClass
00007fff8d1adac0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007fff85d81fb8 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007fff8d1adab0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007fff85d82028 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007fff8d1adb20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007fff85d81fd0 (__DATA,__common) external _gOSArrayMetaClass
00007fff8d1adac8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007fff85d81fd8 (__DATA,__common) external _gOSBooleanMetaClass
00007fff8d1adad0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007fff85d81fe0 (__DATA,__common) external _gOSCollectionMetaClass
00007fff8d1adad8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007fff85d81fe8 (__DATA,__common) external _gOSContainerMetaClass
00007fff8d1adae0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007fff85d81ff0 (__DATA,__common) external _gOSDataMetaClass
00007fff8d1adae8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007fff85d81ff8 (__DATA,__common) external _gOSDictionaryMetaClass
00007fff8d1adaf0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007fff85d82000 (__DATA,__common) external _gOSNumberMetaClass
00007fff8d1adaf8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007fff85d82008 (__DATA,__common) external _gOSObjectMetaClass
00007fff8d1adb00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007fff85d82010 (__DATA,__common) external _gOSSerializationMetaClass
00007fff8d1adb08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007fff85d82018 (__DATA,__common) external _gOSStringMetaClass
00007fff8d1adb10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007fff85d82020 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007fff8d1adb18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_master (from libSystem)
00007fff6e829d41 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007fff6e829eb9 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007fff6e829fc6 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007fff6e82a164 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007fff6e829a5b (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007fff6e829b96 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007fff6e828c00 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007fff6e82bb83 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007fff6e82a6ff (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007fff6e828ad7 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007fff6e82b590 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007fff6e82b806 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007fff6e82c8cf (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007fff6e82bf3f (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007fff6e828cfd (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007fff6e82b6d5 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007fff6e82e2e5 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007fff6e82994e (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007fff6e82757c (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007fff6e8276a5 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007fff6e8273b5 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007fff6e82b23c (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007fff6e827230 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007fff6e829437 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007fff6e82b044 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007fff6e827b59 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007fff6e82974f (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007fff6e827f30 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007fff6e82e0d5 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007fff6e82861f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007fff6e82a839 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007fff6e8280f8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007fff6e82a35e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007fff6e828805 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007fff6e828e35 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007fff6e82de80 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007fff6e82827d (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007fff6e82d2ee (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007fff6e82e4ac (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007fff6e827959 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007fff6e82d455 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007fff6e82e63f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007fff6e8283e4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007fff6e82aa31 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007fff6e82c7a1 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007fff6e829270 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007fff6e829138 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007fff6e82900f (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007fff6e827d58 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007fff6e827e44 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007fff6e82d1c0 (__TEXT,__text) non-external (was a private external) _io_server_version
00007fff6e82c2fc (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007fff6e82c070 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007fff6e82dbf9 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007fff6e82c53a (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007fff6e8289eb (__TEXT,__text) non-external (was a private external) _io_service_close
00007fff6e82cf94 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007fff6e829544 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007fff6e82cc77 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007fff6e82d69c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007fff6e82ce3f (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007fff6e827791 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007fff6e82d870 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007fff6e82adcd (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007fff6e82ac78 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007fff6e82a556 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007fff6e82da44 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007fff6e82af22 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007fff6e82b434 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007fff6e82a261 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007fff6e82d0c2 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007fff6e829651 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007fff6e827220 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007fff85d81f50 (__DATA,__common) external _kOSBooleanFalse
00007fff85d81f48 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getschedparam (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setschedparam (from libSystem)
                 (undefined) external _pthread_attr_setschedpolicy (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_destroy (from libSystem)
                 (undefined) external _pthread_rwlock_init (from libSystem)
                 (undefined) external _pthread_rwlock_rdlock (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _pthread_threadid_np (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _vm_allocate (from libSystem)
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) external _vm_page_size (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
