00007ff8400abd80 (__DATA,__data) non-external _C
00007ff8400af928 (__DATA,__bss) non-external _tmpnam_buf
00007ff800b66c1a (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff8400acaf0 (__DATA,__data) non-external _tmpnam_buf_control
00007ff800ba0248 (__TEXT,__const) non-external _tmundef
00007ff800b398de (__TEXT,__text) external _toascii
00007ff800b398e9 (__TEXT,__text) external _tolower
00007ff800b3a2e4 (__TEXT,__text) external _tolower_l
00007ff8400addf8 (__DATA,__bss) non-external _toprec
00007ff8400ade00 (__DATA,__bss) non-external _topreclen
00007ff800b3992d (__TEXT,__text) external _toupper
00007ff800b3a303 (__TEXT,__text) external _toupper_l
00007ff800b5de99 (__TEXT,__text) external _towctrans
00007ff800b5de0b (__TEXT,__text) external _towctrans_l
00007ff800b3a734 (__TEXT,__text) external _towlower
00007ff800b3ac3d (__TEXT,__text) external _towlower_l
00007ff800b3a778 (__TEXT,__text) external _towupper
00007ff800b3ac5c (__TEXT,__text) external _towupper_l
00007ff800b7872f (__TEXT,__text) non-external _transtime
00007ff800b9381b (__TEXT,__text) non-external _tre_add_tag_left
00007ff800b9376c (__TEXT,__text) non-external _tre_add_tag_right
00007ff800b90b53 (__TEXT,__text) non-external _tre_add_tags
00007ff800b90279 (__TEXT,__text) external _tre_ast_new_catenation
00007ff800b901e8 (__TEXT,__text) external _tre_ast_new_iter
00007ff800b901ad (__TEXT,__text) external _tre_ast_new_literal
00007ff800b9012d (__TEXT,__text) external _tre_ast_new_node
00007ff800b9023f (__TEXT,__text) external _tre_ast_new_union
00007ff800b93450 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff800b902b4 (__TEXT,__text) external _tre_compile
00007ff800b92c90 (__TEXT,__text) non-external _tre_compute_nfl
00007ff800b938ca (__TEXT,__text) non-external _tre_copy_ast
00007ff800b92734 (__TEXT,__text) non-external _tre_expand_ast
00007ff800b9b52d (__TEXT,__text) non-external _tre_expand_macro
00007ff800b8fb31 (__TEXT,__text) external _tre_fill_pmatch
00007ff800b934fa (__TEXT,__text) external _tre_free
00007ff840077540 (__DATA_CONST,__const) non-external _tre_macros
00007ff800b9423c (__TEXT,__text) non-external _tre_make_trans
00007ff800b8fed9 (__TEXT,__text) non-external _tre_match
00007ff800b9406d (__TEXT,__text) non-external _tre_match_empty
00007ff800b9933f (__TEXT,__text) external _tre_mem_alloc_impl
00007ff800b992fc (__TEXT,__text) external _tre_mem_destroy
00007ff800b992c8 (__TEXT,__text) external _tre_mem_new_impl
00007ff800b9363c (__TEXT,__text) non-external _tre_merge_branches
00007ff800b9b62c (__TEXT,__text) non-external _tre_new_item
00007ff800b99458 (__TEXT,__text) external _tre_parse
00007ff800b9b358 (__TEXT,__text) non-external _tre_parse_bound
00007ff800b8fcee (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff800b9b59a (__TEXT,__text) non-external _tre_search_cnames
00007ff800b93c5a (__TEXT,__text) non-external _tre_set_empty
00007ff800b93bf4 (__TEXT,__text) non-external _tre_set_one
00007ff800b93c87 (__TEXT,__text) non-external _tre_set_union
00007ff800b9b725 (__TEXT,__text) external _tre_stack_destroy
00007ff800b9b6ac (__TEXT,__text) external _tre_stack_new
00007ff800b9b745 (__TEXT,__text) external _tre_stack_num_objects
00007ff800b9b823 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff800b9b83c (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff800b9b75a (__TEXT,__text) non-external _tre_stack_push
00007ff800b9b74e (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff800b9b819 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff800b94568 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff800b96f94 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff800b87bae (__TEXT,__text) non-external _trecurse
00007ff800b87b13 (__TEXT,__text) external _tsearch
00007ff800b538ab (__TEXT,__text) external _ttyname
00007ff8400ade50 (__DATA,__bss) non-external _ttyname_init
00007ff8400ade58 (__DATA,__bss) non-external _ttyname_key
00007ff8400ac408 (__DATA,__data) non-external _ttyname_lock
00007ff800b53997 (__TEXT,__text) external _ttyname_r
00007ff800b53a76 (__TEXT,__text) external _ttyslot
00007ff800b87b96 (__TEXT,__text) external _twalk
00007ff800b7842c (__TEXT,__text) non-external _typesequiv
00007ff800b7651d (__TEXT,__text) non-external _tzload
00007ff8400acc10 (__DATA,__data) external _tzname
00007ff800b76e83 (__TEXT,__text) non-external _tzparse
00007ff800b7759d (__TEXT,__text) external _tzset
00007ff800b76282 (__TEXT,__text) external _tzsetwall
00007ff800b7628e (__TEXT,__text) non-external _tzsetwall_basic
00007ff800b53a7e (__TEXT,__text) external _ualarm
00007ff8400aca78 (__DATA,__data) non-external _uglue
00007ff800b53b0b (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff800b39301 (__TEXT,__text) external _uname
00007ff800ba0f10 (__TEXT,__const) non-external _unbound_variable_str
00007ff800b34094 (__TEXT,__text) non-external _underflow
00007ff800b66c36 (__TEXT,__text) external _ungetc
00007ff800b66ea0 (__TEXT,__text) external _ungetwc
00007ff800b66f06 (__TEXT,__text) external _ungetwc_l
00007ff8400adbc9 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff800b87e31 (__TEXT,__text) external _unlockpt
00007ff800b86491 (__TEXT,__text) external _unsetenv
00007ff800b53c60 (__TEXT,__text) external _unvis
00007ff800b9e3d4 (__TEXT,__text) non-external _unvis.cold.1
00007ff800b9e3f7 (__TEXT,__text) non-external _unvis.cold.2
00007ff800b3bc9b (__TEXT,__text) external _uselocale
00007ff800b9ba63 (__TEXT,__text) external _usleep
00007ff800b543e4 (__TEXT,__text) external _usleep$NOCANCEL
00007ff8400aeeb0 (__DATA,__bss) non-external _usual
00007ff8400ae0e0 (__DATA,__bss) non-external _usual_extra
00007ff800b5441f (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff800b3da04 (__TEXT,__text) external _uuid_clear
00007ff800b3da10 (__TEXT,__text) external _uuid_compare
00007ff800b3dabc (__TEXT,__text) external _uuid_copy
00007ff800b3de63 (__TEXT,__text) external _uuid_generate
00007ff800b3ddd5 (__TEXT,__text) external _uuid_generate_random
00007ff800b3dad2 (__TEXT,__text) external _uuid_generate_time
00007ff8400add00 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff8400adcf8 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff800b3de6d (__TEXT,__text) external _uuid_is_null
00007ff800b3de8a (__TEXT,__text) external _uuid_pack
00007ff800b3dec8 (__TEXT,__text) external _uuid_parse
00007ff800b3dffc (__TEXT,__text) external _uuid_unpack
00007ff800b3e0e2 (__TEXT,__text) external _uuid_unparse
00007ff800b3e03a (__TEXT,__text) external _uuid_unparse_lower
00007ff800b3e08e (__TEXT,__text) external _uuid_unparse_upper
00007ff840076620 (__DATA_CONST,__const) non-external _validlist
00007ff800b6715d (__TEXT,__text) external _vasprintf
00007ff800b6713e (__TEXT,__text) external _vasprintf_l
00007ff800b3c985 (__TEXT,__text) external _vasxprintf
00007ff800b3d44c (__TEXT,__text) external _vasxprintf_exec
00007ff800b67339 (__TEXT,__text) external _vdprintf
00007ff800b6731b (__TEXT,__text) external _vdprintf_l
00007ff800b3c99d (__TEXT,__text) external _vdxprintf
00007ff800b3d466 (__TEXT,__text) external _vdxprintf_exec
00007ff800b9dec5 (__TEXT,__text) external _verr
00007ff800b9ddf7 (__TEXT,__text) external _verrc
00007ff800b9dfd1 (__TEXT,__text) external _verrx
00007ff800b3e375 (__TEXT,__text) external _vfork
00007ff800b673de (__TEXT,__text) external _vfprintf
00007ff800b67374 (__TEXT,__text) external _vfprintf_l
00007ff800b6bda8 (__TEXT,__text) external _vfscanf
00007ff800b6e144 (__TEXT,__text) external _vfscanf_l
00007ff800b72248 (__TEXT,__text) external _vfwprintf
00007ff800b6e2fc (__TEXT,__text) external _vfwprintf_l
00007ff800b72b08 (__TEXT,__text) external _vfwscanf
00007ff800b74b90 (__TEXT,__text) external _vfwscanf_l
00007ff800b3c9b4 (__TEXT,__text) external _vfxprintf
00007ff800b3d47f (__TEXT,__text) external _vfxprintf_exec
00007ff800b54d90 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff800b74c0f (__TEXT,__text) external _vprintf
00007ff800b74c47 (__TEXT,__text) external _vprintf_l
00007ff800b74c64 (__TEXT,__text) external _vscanf
00007ff800b74cc6 (__TEXT,__text) external _vscanf_l
00007ff800b74ed6 (__TEXT,__text) external _vsnprintf
00007ff800b74ea7 (__TEXT,__text) external _vsnprintf_l
00007ff800b75027 (__TEXT,__text) external _vsprintf
00007ff800b74f20 (__TEXT,__text) external _vsprintf_l
00007ff800b7520b (__TEXT,__text) external _vsscanf
00007ff800b75055 (__TEXT,__text) external _vsscanf_l
00007ff800b7548f (__TEXT,__text) external _vswprintf
00007ff800b75239 (__TEXT,__text) external _vswprintf_l
00007ff800b756d3 (__TEXT,__text) external _vswscanf
00007ff800b754bd (__TEXT,__text) external _vswscanf_l
00007ff800b3c9cc (__TEXT,__text) external _vsxprintf
00007ff800b3d499 (__TEXT,__text) external _vsxprintf_exec
00007ff800b9e1cd (__TEXT,__text) external _vwarn
00007ff800b9e12a (__TEXT,__text) external _vwarnc
00007ff800b9e334 (__TEXT,__text) external _vwarnx
00007ff800b75701 (__TEXT,__text) external _vwprintf
00007ff800b75739 (__TEXT,__text) external _vwprintf_l
00007ff800b75756 (__TEXT,__text) external _vwscanf
00007ff800b7578e (__TEXT,__text) external _vwscanf_l
00007ff800b3c9fa (__TEXT,__text) external _vxprintf
00007ff800b3d4c7 (__TEXT,__text) external _vxprintf_exec
00007ff800b9ba9e (__TEXT,__text) external _wait
00007ff800b55718 (__TEXT,__text) external _wait$NOCANCEL
00007ff800b5572e (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff800b9bab4 (__TEXT,__text) external _waitpid
00007ff800b55745 (__TEXT,__text) external _waitpid$NOCANCEL
00007ff800b9e06c (__TEXT,__text) external _warn
00007ff800b9e1f0 (__TEXT,__text) external _warnc
00007ff800b9e290 (__TEXT,__text) external _warnx
00007ff800b7d0c6 (__TEXT,__text) external _wcpcpy
00007ff800b7d0ec (__TEXT,__text) external _wcpncpy
00007ff800b5bfb6 (__TEXT,__text) external _wcrtomb
00007ff800b5bf71 (__TEXT,__text) external _wcrtomb_l
00007ff800b7d1d4 (__TEXT,__text) external _wcscasecmp
00007ff800b7d14a (__TEXT,__text) external _wcscasecmp_l
00007ff800b7d1fc (__TEXT,__text) external _wcscat
00007ff800b7d222 (__TEXT,__text) external _wcschr
00007ff800b7d243 (__TEXT,__text) external _wcscmp
00007ff800b7d843 (__TEXT,__text) external _wcscoll
00007ff800b7d25f (__TEXT,__text) external _wcscoll_l
00007ff800b7d86b (__TEXT,__text) external _wcscpy
00007ff800b7e558 (__TEXT,__text) external _wcscspn
00007ff800b7e59d (__TEXT,__text) external _wcsdup
00007ff800b5c22a (__TEXT,__text) external _wcsftime
00007ff800b5bffc (__TEXT,__text) external _wcsftime_l
00007ff800b7e5e7 (__TEXT,__text) external _wcslcat
00007ff800b7e679 (__TEXT,__text) external _wcslcpy
00007ff800b7e6e3 (__TEXT,__text) external _wcslen
00007ff800b7e7bd (__TEXT,__text) external _wcsncasecmp
00007ff800b7e6ff (__TEXT,__text) external _wcsncasecmp_l
00007ff800b7e7e5 (__TEXT,__text) external _wcsncat
00007ff800b7e82d (__TEXT,__text) external _wcsncmp
00007ff800b7e85f (__TEXT,__text) external _wcsncpy
00007ff800b7e8b1 (__TEXT,__text) external _wcsnlen
00007ff800b5c297 (__TEXT,__text) external _wcsnrtombs
00007ff800b5c252 (__TEXT,__text) external _wcsnrtombs_l
00007ff800b7e8d2 (__TEXT,__text) external _wcspbrk
00007ff800b7e90f (__TEXT,__text) external _wcsrchr
00007ff800b5c5cb (__TEXT,__text) external _wcsrtombs
00007ff800b5c580 (__TEXT,__text) external _wcsrtombs_l
00007ff800b7e927 (__TEXT,__text) external _wcsspn
00007ff800b7ec2d (__TEXT,__text) external _wcsstr
00007ff800b5c8e2 (__TEXT,__text) external _wcstod
00007ff800b5c66c (__TEXT,__text) external _wcstod_l
00007ff800b5cb80 (__TEXT,__text) external _wcstof
00007ff800b5c90a (__TEXT,__text) external _wcstof_l
00007ff800b5cda6 (__TEXT,__text) external _wcstoimax
00007ff800b5cba8 (__TEXT,__text) external _wcstoimax_l
00007ff800b7ec99 (__TEXT,__text) external _wcstok
00007ff800b5cfcc (__TEXT,__text) external _wcstol
00007ff800b5cdce (__TEXT,__text) external _wcstol_l
00007ff800b5d245 (__TEXT,__text) external _wcstold
00007ff800b5cff4 (__TEXT,__text) external _wcstold_l
00007ff800b5d46b (__TEXT,__text) external _wcstoll
00007ff800b5d26d (__TEXT,__text) external _wcstoll_l
00007ff800b5d53e (__TEXT,__text) external _wcstombs
00007ff800b5d493 (__TEXT,__text) external _wcstombs_l
00007ff800b5d7de (__TEXT,__text) external _wcstoul
00007ff800b5d5ee (__TEXT,__text) external _wcstoul_l
00007ff800b5d9f6 (__TEXT,__text) external _wcstoull
00007ff800b5d806 (__TEXT,__text) external _wcstoull_l
00007ff800b5dc0e (__TEXT,__text) external _wcstoumax
00007ff800b5da1e (__TEXT,__text) external _wcstoumax_l
00007ff800b7ed89 (__TEXT,__text) external _wcswidth
00007ff800b7ed0e (__TEXT,__text) external _wcswidth_l
00007ff800b7ef57 (__TEXT,__text) external _wcsxfrm
00007ff800b7edb1 (__TEXT,__text) external _wcsxfrm_l
00007ff800b5dce9 (__TEXT,__text) external _wctob
00007ff800b5dc36 (__TEXT,__text) external _wctob_l
00007ff800b5dd8a (__TEXT,__text) external _wctomb
00007ff800b5dd11 (__TEXT,__text) external _wctomb_l
00007ff800b5dec1 (__TEXT,__text) external _wctrans
00007ff800b5df2d (__TEXT,__text) external _wctrans_l
00007ff800b5dffd (__TEXT,__text) external _wctype
00007ff800b5df37 (__TEXT,__text) external _wctype_l
00007ff8400769b0 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff800b5e025 (__TEXT,__text) external _wcwidth
00007ff800b5e093 (__TEXT,__text) external _wcwidth_l
00007ff800b7e502 (__TEXT,__text) non-external _we_read_fully
00007ff800ba0db0 (__TEXT,__const) non-external _wildabbr
00007ff800b7ef7f (__TEXT,__text) external _wmemchr
00007ff800b7ef9f (__TEXT,__text) external _wmemcmp
00007ff800b7efd0 (__TEXT,__text) external _wmemcpy
00007ff800b7efde (__TEXT,__text) external _wmemmove
00007ff800b7efec (__TEXT,__text) external _wmemset
00007ff800b7605a (__TEXT,__text) non-external _wmemstream_close
00007ff800b75f98 (__TEXT,__text) non-external _wmemstream_seek
00007ff800b9e715 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff800b9e738 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff800b75d7b (__TEXT,__text) non-external _wmemstream_update
00007ff800b9e6f4 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff800b75da8 (__TEXT,__text) non-external _wmemstream_write
00007ff800b7d884 (__TEXT,__text) external _wordexp
00007ff800b7e4c8 (__TEXT,__text) external _wordfree
00007ff800b7586c (__TEXT,__text) external _wprintf
00007ff800b7593e (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff800b759f1 (__TEXT,__text) external _wscanf
00007ff800b75ac3 (__TEXT,__text) external _wscanf_l
00007ff800b3c8cd (__TEXT,__text) external _xprintf
00007ff8400adcf0 (__DATA,__bss) non-external _xprintf_domain_default
00007ff800b3d396 (__TEXT,__text) external _xprintf_exec
00007ff800ba0db8 (__TEXT,__const) non-external _year_lengths
00007ff8400adc30 (__DATA,__bss) non-external _zapchar
00007ff800ba0bc0 (__TEXT,__const) non-external _zeroes
00007ff800ba0cd0 (__TEXT,__const) non-external _zeroes
00007ff8400acdf0 (__DATA,__data) non-external _zeroes
00007ff800b31000 (__TEXT,__text) external mcount
