00000001a6ebcd90 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a6eabfbc (__TEXT,__text) external _copyAdhocSignatureHash
00000001a6ebd9ec (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00000001a6ebda54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00000001a6ebda54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00000001a6ebda54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00000001a6ebda88 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00000001a6ebdaf0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00000001a6ebdb24 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00000001a6ebdb9c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00000001a6ebdc04 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00000001a6ebdc6c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00000001a6ebda54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00000001a6ebda54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00000001a6ebda54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00000001a6ebda54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00000001a6ebda54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00000001a6ebda54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00000001a6ebda54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00000001a6ebda54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00000001a6ead918 (__TEXT,__text) external _copyBootUUID
00000001a6ebe094 (__TEXT,__text) non-external _copyBootUUID.cold.1
00000001a6ead07c (__TEXT,__text) external _copyBundleID
00000001a6ebdd3c (__TEXT,__text) non-external _copyBundleID.cold.1
00000001a6ead174 (__TEXT,__text) external _copyBundleIDFromURL
00000001a6ead394 (__TEXT,__text) external _copyBundleVersion
00000001a6ebdd3c (__TEXT,__text) non-external _copyBundleVersion.cold.1
00000001a6ead29c (__TEXT,__text) external _copyBundleVersionShort
00000001a6ebdd3c (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00000001a6ead208 (__TEXT,__text) external _copyBundleVersionShortFromURL
00000001a6eac99c (__TEXT,__text) external _copyCdhash
00000001a6ebdcd4 (__TEXT,__text) non-external _copyCdhash.cold.1
00000001a6ebdd08 (__TEXT,__text) non-external _copyCdhash.cold.2
00000001a6ebdd3c (__TEXT,__text) non-external _copyCdhash.cold.3
00000001a6eac914 (__TEXT,__text) external _copyCdhashFromKextURL
00000001a6ebc254 (__TEXT,__text) external _copyCodeSigningInfo
00000001a6ead73c (__TEXT,__text) external _copyDeveloperName
00000001a6ebdf5c (__TEXT,__text) non-external _copyDeveloperName.cold.1
00000001a6ebdfc4 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00000001a6ebe02c (__TEXT,__text) non-external _copyDeveloperName.cold.3
00000001a6ebdd3c (__TEXT,__text) non-external _copyDeveloperName.cold.4
00000001a6ebc6e4 (__TEXT,__text) external _copyEntitlements
00000001a6eb30f8 (__TEXT,__text) external _copyFileHashForURL
00000001a6ebeb38 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00000001a6ebebd8 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00000001a6ebec70 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00000001a6eacb08 (__TEXT,__text) external _copyLegacyCdhash
00000001a6eacb78 (__TEXT,__text) external _copyLegacyCdhashSHA256
00000001a6eaac28 (__TEXT,__text) external _copyLegacyDeveloperName
00000001a6eaea84 (__TEXT,__text) external _copySecureTimestamp
00000001a6ebdd3c (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00000001a6eadabc (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00000001a6eacfa4 (__TEXT,__text) external _copySigningID
00000001a6ebdd3c (__TEXT,__text) non-external _copySigningID.cold.1
00000001a6eacdc0 (__TEXT,__text) external _copyTeamIdentifier
00000001a6ebdd3c (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00000001a6eacbe8 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00000001a6ebdda4 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00000001a6ebde14 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00000001a6eacd08 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00000001a6ebde84 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00000001a6ead48c (__TEXT,__text) external _copyUnstagedURL
00000001a6ebdef4 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00000001a6eabfb4 (__TEXT,__text) external _createCodeReference
00000001a6eabe9c (__TEXT,__text) non-external _createCodeReferenceHelper
00000001a6ebd8bc (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00000001a6ebd954 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00000001a6eabe94 (__TEXT,__text) external _createCodeReferenceQuiet
00000001a6eabddc (__TEXT,__text) external _createHexStringFromData
00000001a6eb85c8 (__TEXT,__text) non-external _createMigrationManifest
00000001a6ebf5bc (__TEXT,__text) non-external _createMigrationManifest.cold.1
00000001a6ebc144 (__TEXT,__text) external _createSecStaticCodeForURL
00000001a6ebfaf4 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00000001a6ebbf10 (__TEXT,__text) external _createSystemPolicyDefaults
00000001a6ead598 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00000001e3b63198 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001e3b631a0 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001a6eb77c8 (__TEXT,__text) external _doBooleanXPCFunction
00000001a6eb7a3c (__TEXT,__text) external _doBooleanXPCFunctionSilent
00000001a6eb7a44 (__TEXT,__text) external _doObjectXPCFunction
00000001a6eb3774 (__TEXT,__text) external _doWithoutImmutability
00000001e3b63140 (__DATA,__bss) non-external _exec.sLog
00000001e3b63138 (__DATA,__bss) non-external _exec.sLogInit
00000001a6eb3024 (__TEXT,__text) external _fileExists
00000001a6eb3094 (__TEXT,__text) external _fileIsSymlink
00000001a6eb5d9c (__TEXT,__text) external _findBundleContainingSignedFile
00000001a6ebeff0 (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00000001a6eb4ea8 (__TEXT,__text) external _findContainingBundle
00000001a6eadd00 (__TEXT,__text) external _findFirstSubdirectoryURL
00000001a6eb57ac (__TEXT,__text) external _findOuterMostBundle
00000001a6ebefac (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00000001a6eb5cc0 (__TEXT,__text) external _findOuterMostBundleWithFilter
00000001a6ebefac (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00000001a6eb503c (__TEXT,__text) external _findScanTargetByPath
00000001a6eb53d4 (__TEXT,__text) external _findTopAppBundle
00000001a6eb4fac (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00000001a6eaf630 (__TEXT,__text) non-external _fsEventCallback
00000001e3b63120 (__DATA,__bss) non-external _generic.sLog
00000001e3b63118 (__DATA,__bss) non-external _generic.sLogInit
00000001a6ebcbcc (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001e3b631b0 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001e3b63108 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001e3b63110 (__DATA,__bss) non-external _getAllowedPaths.once
00000001a6eacea0 (__TEXT,__text) external _getDictionaryValue
00000001a6eb56a4 (__TEXT,__text) external _getVolumePrefix
00000001a6ebef00 (__TEXT,__text) non-external _getVolumePrefix.cold.1
00000001a6eb3500 (__TEXT,__text) external _getXattrData
00000001a6ebedd8 (__TEXT,__text) non-external _getXattrData.cold.1
00000001a6ebee60 (__TEXT,__text) non-external _getXattrData.cold.2
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00000001a6eb4e54 (__TEXT,__text) non-external _globalBundleSuffixes
00000001e3b63190 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001e3b63188 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00000001a6eb5610 (__TEXT,__text) external _hasAppExtension
00000001a6eadb40 (__TEXT,__text) external _hasCodeRequirementString
00000001a6ebe164 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00000001a6ec2c89 (__TEXT,__cstring) non-external _hexString.nibble
00000001a6eaf014 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00000001a6eaee98 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00000001a6eadc48 (__TEXT,__text) external _isAdhocSignature
00000001a6ebdd3c (__TEXT,__text) non-external _isAdhocSignature.cold.1
00000001a6eab638 (__TEXT,__text) external _isAppleInternalMachine
00000001a6eadc08 (__TEXT,__text) external _isAppleSignedCode
00000001a6eae81c (__TEXT,__text) external _isCodelessKext
00000001a6ebe234 (__TEXT,__text) non-external _isCodelessKext.cold.1
00000001a6eb7e78 (__TEXT,__text) external _isConnectionEntitled
00000001a6ebf50c (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00000001a6eab65c (__TEXT,__text) external _isDarwinOSEnvironment
00000001a6eadc38 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00000001a6eadc28 (__TEXT,__text) external _isDeveloperIDSignedCode
00000001a6eab6cc (__TEXT,__text) external _isFastGatekeeperOverridesEnabled
00000001a6eab668 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00000001a6eadad0 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00000001a6eadac8 (__TEXT,__text) external _isKernelExtensionSystemRequired
00000001a6eaeb5c (__TEXT,__text) external _isKextAllowedWithoutNotarization
00000001a6ebe458 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00000001a6eab5cc (__TEXT,__text) external _isKextSecurityDisabledMachine
00000001a6eadc18 (__TEXT,__text) external _isMacAppStoreSignedCode
00000001a6eb81e4 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00000001a6eab6b8 (__TEXT,__text) external _isNewGatekeeperOverridesEnabled
00000001a6eae8d0 (__TEXT,__text) external _isNotarizedKext
00000001a6ebe29c (__TEXT,__text) non-external _isNotarizedKext.cold.1
00000001a6ebe340 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00000001a6ebe3cc (__TEXT,__text) non-external _isNotarizedKext.cold.3
00000001a6eab734 (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00000001a6eab5f0 (__TEXT,__text) external _isSIPDisabledMachine
00000001a6eab614 (__TEXT,__text) external _isSKELDisabledMachine
00000001a6eb4c78 (__TEXT,__text) external _isValidInfoPlist
00000001a6eab720 (__TEXT,__text) external _isValidationCategoryPolicyEnabled
00000001a6eab6a4 (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00000001e3b63130 (__DATA,__bss) non-external _kext.sLog
00000001e3b63128 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00000001e3b63150 (__DATA,__bss) non-external _measurements.sLog
00000001e3b63148 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00000001a6eb4c10 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001a6ec8e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:
00000001a6ec8e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:isDirectory:
00000001a6ec8e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByDeletingLastPathComponent
00000001a6ec8e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByResolvingSymlinksInPath
00000001a6ec8ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByStandardizingPath
00000001a6ec8ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
00000001a6ec8ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001a6ec8f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteString
00000001a6ec8f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addBlockedSoftwareOverride:withReply:
00000001a6ec8f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addGatekeeperUserIntent:withReply:
00000001a6ec8f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001a6ec8f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObjectsFromArray:
00000001a6ec8fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allBundleURLs
00000001a6ec8fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKextURLs
00000001a6ec8fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKeys
00000001a6ec9000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
00000001a6ec9020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowGatekeeperPolicy:withReply:
00000001a6ec9040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowed
00000001a6ec9060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appWrapperPolicyResult:forDeviceID:installProfile:checkResources:withProgressCallback:
00000001a6ec9080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendBytes:length:
00000001a6ec90a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001a6ec90c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$areKernelExtensionsApproved:withReply:
00000001a6ec90e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001a6ec9100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithArray:
00000001a6ec9120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
00000001a6ec9140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
00000001a6ec9160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attributesOfItemAtPath:error:
00000001a6ec9180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$blockedReasonDescription
00000001a6ec91a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolForKey:
00000001a6ec91c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
00000001a6ec91e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleID
00000001a6ec9200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001a6ec9220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:withReply:
00000001a6ec9240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtension:withReply:
00000001a6ec9260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtensionInCache:withReply:
00000001a6ec9280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdHash
00000001a6ec92a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdhash
00000001a6ec92c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001a6ec92e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001a6ec9300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
00000001a6ec9320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connection
00000001a6ec9340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001a6ec9360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsString:
00000001a6ec9380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001a6ec93a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyBlockedExecutionPolicyItemsWithReply:
00000001a6ec93c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyCurrentPolicyWithReply:
00000001a6ec93e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyItemAtURL:toURL:error:
00000001a6ec9400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyKernelExtensionHistoryWithReply:
00000001a6ec9420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyPendingApprovalsWithReply:
00000001a6ec9440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001a6ec9460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001a6ec9480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createDirectoryAtPath:withIntermediateDirectories:attributes:error:
00000001a6ec94a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createGatekeeperMigrationData:
00000001a6ec94c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createKernelExtensionMigrationData:
00000001a6ec94e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentDeviceID
00000001a6ec9500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$data
00000001a6ec9520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytes:length:
00000001a6ec9540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytesNoCopy:length:freeWhenDone:
00000001a6ec9560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithCapacity:
00000001a6ec9580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithData:
00000001a6ec95a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateWithTimeIntervalSince1970:
00000001a6ec95c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeBoolForKey:
00000001a6ec95e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001a6ec9600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
00000001a6ec9620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001a6ec9640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$description
00000001a6ec9660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$developerName
00000001a6ec9680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionary
00000001a6ec96a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithContentsOfURL:
00000001a6ec96c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001a6ec96e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doReload
00000001a6ec9700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doesContain:
00000001a6ec9720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001a6ec9740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enableKernelExtensionManagementForMDM:withReply:
00000001a6ec9760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeBool:forKey:
00000001a6ec9780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeObject:forKey:
00000001a6ec97a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumeratorAtURL:includingPropertiesForKeys:options:errorHandler:
00000001a6ec97c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001a6ec97e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exec
00000001a6ec9800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$execPath
00000001a6ec9820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:
00000001a6ec9840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:isDirectory:
00000001a6ec9860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001a6ec9880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:
00000001a6ec98a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPathComponents:
00000001a6ec98c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findAssociatedProvenanceEntries:withReply:
00000001a6ec98e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findLegacyKextBundleID:
00000001a6ec9900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntry:withReply:
00000001a6ec9920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntryByID:withReply:
00000001a6ec9940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvisioningProfile:
00000001a6ec9960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$flags
00000001a6ec9980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$forceReload
00000001a6ec99a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fsTypeName
00000001a6ec99c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gatekeeperMigrationDataPath:
00000001a6ec99e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$generic
00000001a6ec9a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllProvenanceEntriesWithReply:
00000001a6ec9a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllowedPaths
00000001a6ec9a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getApprovalRequiresAdministratorWithReply:
00000001a6ec9a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getBlockedSoftwareOverride:withReply:
00000001a6ec9a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCurrentUAKLHashWithReply:
00000001a6ec9aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFastGatekeeperOverrideModeEnabledWithReply:
00000001a6ec9ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFileSystemRepresentation:maxLength:
00000001a6ec9ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getGatekeeperInsightEnabledWithReply:
00000001a6ec9b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getGatekeeperPolicyWithReply:
00000001a6ec9b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getResourceValue:forKey:error:
00000001a6ec9b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getStrictGatekeeperEnabledForDomain:withReply:
00000001a6ec9b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gkError
00000001a6ec9b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleReload
00000001a6ec9ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasPrefix:
00000001a6ec9bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasSuffix:
00000001a6ec9be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
00000001a6ec9c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hexString
00000001a6ec9c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$identifier
00000001a6ec9c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithData:
00000001a6ec9c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:
00000001a6ec9c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithExecPath:mmapPath:signingID:teamID:cdHash:responsiblePath:developerName:lasSeen:
00000001a6ec9ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithMachServiceName:options:
00000001a6ec9cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithRoot:
00000001a6ec9ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithSuiteName:
00000001a6ec9d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:
