00007ff90d0974ef (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90d08f8b7 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00007ff90d080160 (__TEXT,__text) non-external ___68-[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]_block_invoke
00007ff90d08ae22 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00007ff90d08ab6c (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00007ff90d08f5c3 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00007ff90d08fab9 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00007ff90d08aa7d (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00007ff90d080a77 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00007ff90d08b215 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00007ff90d0892c6 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00007ff90d08f9cc (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00007ff90d0891af (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00007ff90d0891ce (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.35
00007ff90d08aeef (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00007ff90d08f727 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00007ff90d08d8f7 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90d0911d6 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90d08d90d (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff90d0911ec (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff90d09179a (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00007ff90d091840 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.21
00007ff90d09a66f (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00007ff90d097ee0 (__TEXT,__text) non-external ___SPReportScriptExecutionViaFallback_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff9410bedd8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_c24?0"NSURL"8"NSError"16l
00007ff9410bed98 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00007ff9410bf0e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?c"NSError">16l
00007ff9410bf278 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff9410bed08 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff9410bf378 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?c"NSError">16l
00007ff9410bf258 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff9410bf238 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?c"NSError">16l
00007ff9410bed78 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ff9410bf418 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00007ff9410bf328 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00007ff9410bf508 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_c16?0"NSURL"8l
00007ff9410becd8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00007ff9410bed48 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e21_v24?0"NSString"8*16l
00007ff9410bebe8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00007ff9410bee78 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9410bf058 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00007ff9410bee48 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff9410bec78 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00007ff9410bf568 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_ea8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00007ff9410bf218 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?c"NSError">16l
00007ff9410bf1e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9410bf5a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9410bf478 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00007ff9410bf3e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00007ff9410bf2f8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e37_v24?0"SSBLookupResult"8"NSError"16l
00007ff9410bf538 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00007ff9410bec18 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9410beca8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00007ff9410beed8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9410bf448 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0c8"NSError"12l
00007ff9410bf4a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9410beea8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9410bee18 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00007ff9410bec48 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e28_v24?08?<v?"NSError">16l
00007ff9410bf4d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?c"NSError">16l
00007ff9410bf398 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?c"NSError">16l
00007ff9410bef08 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_69_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00007ff9410bed28 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410bedb8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410bedf8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410bef38 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410bf038 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410bf088 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410bf1c8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410bf358 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410bf3c8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410bf5d8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9410bf0a8 (__DATA_CONST,__const) non-external ___block_literal_global.101
00007ff9410bf0c8 (__DATA_CONST,__const) non-external ___block_literal_global.103
00007ff9410bf108 (__DATA_CONST,__const) non-external ___block_literal_global.104
00007ff9410bf128 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff9410bf148 (__DATA_CONST,__const) non-external ___block_literal_global.108
00007ff9410befd8 (__DATA_CONST,__const) non-external ___block_literal_global.11
00007ff9410bf168 (__DATA_CONST,__const) non-external ___block_literal_global.110
00007ff9410bf188 (__DATA_CONST,__const) non-external ___block_literal_global.112
00007ff9410bf1a8 (__DATA_CONST,__const) non-external ___block_literal_global.114
00007ff9410beff8 (__DATA_CONST,__const) non-external ___block_literal_global.13
00007ff9410bf298 (__DATA_CONST,__const) non-external ___block_literal_global.149
00007ff9410bf018 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ff9410bf2b8 (__DATA_CONST,__const) non-external ___block_literal_global.153
00007ff9410bf2d8 (__DATA_CONST,__const) non-external ___block_literal_global.157
00007ff9410bef58 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ff9410bef78 (__DATA_CONST,__const) non-external ___block_literal_global.5
00007ff9410bef98 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff9410bf5f8 (__DATA_CONST,__const) non-external ___block_literal_global.89
00007ff9410befb8 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ff90d08bf60 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff90d08bf80 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff90d091336 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff90d091861 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00007ff90d08dc35 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00007ff90d0912bf (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00007ff90d07fa58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff90d08950d (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff90d08da9f (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00007ff90d07fb65 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff90d0863e0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00007ff90d080187 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ff90d08f75f (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ff90d080f37 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff90d080aa8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff90d096fc6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00007ff90d08dc4c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00007ff90d0912f7 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00007ff90d07fa67 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff90d08dacf (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00007ff90d07fb8a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff90d0801b3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ff90d08f792 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ff90d080f65 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff90d080aba (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff90d096fdd (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00007ff90d0911fb (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00007ff90d091322 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00007ff90d09a41c (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00007ff90d08db3f (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke
00007ff90d099e10 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke.cold.1
00007ff90d08f432 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00007ff90d096f8a (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00007ff90d0862cf (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00007ff90d085d55 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00007ff90d099163 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __kCFURLDiskImageBackingURLKey (from CoreFoundation)
                 (undefined) external __kCFURLVolumeIsDiskImageKey (from CoreFoundation)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_apply_to_path (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_get_identifier (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __qtn_file_set_flags (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00007ff90d0969df (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00007ff90d09fd90 (__TEXT,__dlopen_cstrs) non-external _audit_stringSafariSafeBrowsing
00007ff90d08b350 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff90d09ca80 (__TEXT,__const) external _cdResourceDirSlot
00007ff90d096829 (__TEXT,__text) external _checkBOOLSetting
00007ff90d0968e0 (__TEXT,__text) external _checkNumberSetting
00007ff90d0869c2 (__TEXT,__text) external _checkPathQuarantineState
00007ff90d099492 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00007ff90d086ab7 (__TEXT,__text) external _checkURLMountQuarantineState
00007ff90d08691e (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00007ff90d0837ab (__TEXT,__text) external _copyAdhocSignatureHash
00007ff90d0985f9 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00007ff90d098898 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00007ff90d0988cc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00007ff90d098900 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00007ff90d098934 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00007ff90d098968 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00007ff90d09899c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00007ff90d0989d0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00007ff90d098a04 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00007ff90d098a38 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00007ff90d098653 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00007ff90d0986ad (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00007ff90d098707 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00007ff90d09876e (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00007ff90d0987a2 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00007ff90d0987fc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00007ff90d098830 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00007ff90d098864 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00007ff90d0852d0 (__TEXT,__text) external _copyBootUUID
00007ff90d098ffb (__TEXT,__text) non-external _copyBootUUID.cold.1
00007ff90d084a17 (__TEXT,__text) external _copyBundleID
00007ff90d098d2b (__TEXT,__text) non-external _copyBundleID.cold.1
00007ff90d084b0a (__TEXT,__text) external _copyBundleIDFromURL
00007ff90d084ceb (__TEXT,__text) external _copyBundleVersion
00007ff90d098ddf (__TEXT,__text) non-external _copyBundleVersion.cold.1
00007ff90d084bf8 (__TEXT,__text) external _copyBundleVersionShort
00007ff90d098d85 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00007ff90d084b81 (__TEXT,__text) external _copyBundleVersionShortFromURL
00007ff90d08432c (__TEXT,__text) external _copyCdhash
00007ff90d098a92 (__TEXT,__text) non-external _copyCdhash.cold.1
00007ff90d098aec (__TEXT,__text) non-external _copyCdhash.cold.2
00007ff90d098b20 (__TEXT,__text) non-external _copyCdhash.cold.3
00007ff90d0842b9 (__TEXT,__text) external _copyCdhashFromKextURL
00007ff90d096b41 (__TEXT,__text) external _copyCodeSigningInfo
00007ff90d0850c5 (__TEXT,__text) external _copyDeveloperName
00007ff90d098e93 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00007ff90d098eed (__TEXT,__text) non-external _copyDeveloperName.cold.2
00007ff90d098f47 (__TEXT,__text) non-external _copyDeveloperName.cold.3
00007ff90d098fa1 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00007ff90d096fec (__TEXT,__text) external _copyEntitlements
00007ff90d08b82c (__TEXT,__text) external _copyFileHashForData
00007ff90d08b56f (__TEXT,__text) external _copyFileHashForURL
00007ff90d099a8c (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00007ff90d099b2a (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00007ff90d099bc8 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00007ff90d0844bf (__TEXT,__text) external _copyLegacyCdhash
00007ff90d084533 (__TEXT,__text) external _copyLegacyCdhashSHA256
00007ff90d08167e (__TEXT,__text) external _copyLegacyDeveloperName
00007ff90d0866a2 (__TEXT,__text) external _copySecureTimestamp
00007ff90d0993ce (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00007ff90d085453 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00007ff90d084943 (__TEXT,__text) external _copySigningID
00007ff90d098cd1 (__TEXT,__text) non-external _copySigningID.cold.1
00007ff90d08477c (__TEXT,__text) external _copyTeamIdentifier
00007ff90d098c77 (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00007ff90d0845a7 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00007ff90d098b54 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00007ff90d098bb5 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00007ff90d0846cf (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00007ff90d098c16 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00007ff90d084dde (__TEXT,__text) external _copyUnstagedURL
00007ff90d098e39 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00007ff90d08379c (__TEXT,__text) external _createCodeReference
00007ff90d083663 (__TEXT,__text) non-external _createCodeReferenceHelper
00007ff90d0984c7 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00007ff90d098560 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00007ff90d083657 (__TEXT,__text) external _createCodeReferenceQuiet
00007ff90d0835b9 (__TEXT,__text) external _createHexStringFromData
00007ff90d091d70 (__TEXT,__text) non-external _createMigrationManifest
00007ff90d09a6fd (__TEXT,__text) non-external _createMigrationManifest.cold.1
00007ff90d096a32 (__TEXT,__text) external _createSecStaticCodeForURL
00007ff90d09ab11 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00007ff90d0967f9 (__TEXT,__text) external _createSystemPolicyDefaults
00007ff90d084ee9 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
00007ff943db04f8 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00007ff943db0500 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ff90d090d1b (__TEXT,__text) external _doBooleanXPCFunction
00007ff90d090f74 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00007ff90d090f83 (__TEXT,__text) external _doObjectXPCFunction
00007ff90d08bdbb (__TEXT,__text) external _doWithoutImmutability
00007ff943db04c0 (__DATA,__bss) non-external _downloads.sLog
00007ff943db04b8 (__DATA,__bss) non-external _downloads.sLogInit
00007ff943db0480 (__DATA,__bss) non-external _exec.sLog
00007ff943db0478 (__DATA,__bss) non-external _exec.sLogInit
00007ff90d08b465 (__TEXT,__text) external _fileExists
00007ff90d08b4dd (__TEXT,__text) external _fileIsSymlink
00007ff90d08f2e5 (__TEXT,__text) external _findBundleContainingSignedFile
00007ff90d099f3d (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00007ff90d08def0 (__TEXT,__text) external _findContainingBundle
00007ff90d0856b2 (__TEXT,__text) external _findFirstSubdirectoryURL
00007ff90d08eb1e (__TEXT,__text) external _findOuterMostBundle
00007ff90d099ed5 (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00007ff90d08f202 (__TEXT,__text) external _findOuterMostBundleWithFilter
00007ff90d099f09 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00007ff90d08e07f (__TEXT,__text) external _findScanTargetByPath
00007ff90d08e67b (__TEXT,__text) external _findTopAppBundle
00007ff90d08e001 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00007ff90d087707 (__TEXT,__text) non-external _fsEventCallback
00007ff9434012a0 (__DATA_DIRTY,__bss) non-external _generic.sLog
00007ff943401298 (__DATA_DIRTY,__bss) non-external _generic.sLogInit
00007ff90d0973ef (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00007ff943db0510 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00007ff943db0448 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00007ff943db0450 (__DATA,__bss) non-external _getAllowedPaths.once
00007ff943db0458 (__DATA,__bss) non-external _getAllowedUrls.dragWhitelist
00007ff943db0460 (__DATA,__bss) non-external _getAllowedUrls.once
00007ff90d084855 (__TEXT,__text) external _getDictionaryValue
00007ff90d086b5e (__TEXT,__text) external _getQuarantineFlagsForURL
00007ff90d086e8e (__TEXT,__text) external _getQuarantineIdentifierForURL
00007ff943db04d8 (__DATA,__bss) non-external _getSSBLookupContextClass.softClass
00007ff90d08ea0f (__TEXT,__text) external _getVolumePrefix
00007ff90d099e41 (__TEXT,__text) non-external _getVolumePrefix.cold.1
00007ff90d08bb2b (__TEXT,__text) external _getXattrData
00007ff90d099d23 (__TEXT,__text) non-external _getXattrData.cold.1
00007ff90d099d9e (__TEXT,__text) non-external _getXattrData.cold.2
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00007ff90d08dece (__TEXT,__text) non-external _globalBundleSuffixes
00007ff943db04f0 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00007ff90d099e29 (__TEXT,__text) non-external _globalBundleSuffixes.cold.1
00007ff943db04e8 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00007ff90d08e962 (__TEXT,__text) external _hasAppExtension
00007ff90d0854e0 (__TEXT,__text) external _hasCodeRequirementString
00007ff90d0990af (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00007ff90d09dff0 (__TEXT,__cstring) non-external _hexString.nibble
00007ff90d0871bf (__TEXT,__text) external _historyEntriesContainPolicyMatch
00007ff90d087001 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00007ff90d0855f6 (__TEXT,__text) external _isAdhocSignature
00007ff90d099109 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00007ff90d082c06 (__TEXT,__text) external _isAppleInternalMachine
00007ff90d0855aa (__TEXT,__text) external _isAppleSignedCode
00007ff90d095173 (__TEXT,__text) non-external _isCodeRefNotarized
00007ff90d09a9a7 (__TEXT,__text) non-external _isCodeRefNotarized.cold.1
00007ff90d086424 (__TEXT,__text) external _isCodelessKext
00007ff90d0991cd (__TEXT,__text) non-external _isCodelessKext.cold.1
00007ff90d09134d (__TEXT,__text) external _isConnectionEntitled
00007ff90d09a476 (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00007ff90d091503 (__TEXT,__text) external _isConnectionFromTrustedIdentifier
00007ff90d09a4d0 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.1
00007ff90d09a52a (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.2
00007ff90d09a587 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.3
00007ff90d09a5bb (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.4
00007ff90d09a615 (__TEXT,__text) non-external _isConnectionFromTrustedIdentifier.cold.5
00007ff90d082c1b (__TEXT,__text) external _isDarwinOSEnvironment
00007ff90d0855e3 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00007ff90d0855d0 (__TEXT,__text) external _isDeveloperIDSignedCode
00007ff90d082c30 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
