000000021a878e50 (__DATA,__data) non-external _.compoundliteral
00000001e50a2940 (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00000001e50a331c (__TEXT,__text) external _ShGetNumActiveUniforms
00000001e50a2640 (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00000001e50a1a00 (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00000001e50a2250 (__TEXT,__text) external _ShGetPPStreamManager
00000001e50a2260 (__TEXT,__text) external _ShGetShaderByteCode
00000001e50a3990 (__TEXT,__text) external _ShGetSubroutineIndex
00000001e50a3860 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00000001e50a25ac (__TEXT,__text) external _ShGetTransformFeedbackVarying
00000001e50a2a7c (__TEXT,__text) external _ShGetUniformBlockIndex
00000001e50a2e78 (__TEXT,__text) external _ShGetUniformIndex
00000001e50a1fb4 (__TEXT,__text) external _ShGetUniformLocation
00000001e50a1ce8 (__TEXT,__text) external _ShGetUniformPartitionInfo
00000001e50a0b34 (__TEXT,__text) external _ShInitialize
00000001e50a403c (__TEXT,__text) external _ShInitializeLibrary
00000001e50a1070 (__TEXT,__text) external _ShLink
00000001e50a2188 (__TEXT,__text) external _ShSetInitialUniformValue
00000001e50a4040 (__TEXT,__text) external _ShTerminateLibrary
00000001e50a23dc (__TEXT,__text) external _ShTransformFeedbackVaryings
00000001e5093c9c (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00000001e5107434 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00000001e50b1174 (__TEXT,__text) non-external (was a private external) _UngetToken
00000001e5105808 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00000001e5103378 (__TEXT,__text) non-external _UnrollConstantLoopsInner
00000001e5103220 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001e50aa1d8 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00000001e50a9880 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00000001e50aa548 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
00000001e50a9f1c (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00000001e50aa0b4 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00000001e50aa454 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00000001e5084ad0 (__TEXT,__text) non-external ___abort_calloc
00000001e505c65c (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00000001e5055ea0 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
000000021758c1d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021758c210 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021758c330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021758c350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021758c5d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021758c650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021758ce78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021758cf70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021758cfb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021758d008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021758d268 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021758f480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021758f500 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021e7c72e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000021e7c7318 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000021e7c7678 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000021758c270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
000000021758d368 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
000000021758d388 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
000000021e7c7858 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.114
000000021e7c7888 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.119
000000021758d3a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
000000021e7c78b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
000000021758f4a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
000000021758c290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
000000021758c5f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
000000021e7c7908 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.146
000000021e7c7938 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
000000021758c370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000021758d3c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000021e7c76d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
000000021e7c7a08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
000000021e7c7968 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
000000021758f4c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
000000021758d3e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
000000021758f4e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
000000021e7c7a38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
000000021758c610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
000000021758c230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
000000021758d288 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
000000021e7c7348 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
000000021758c630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
000000021758c2b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
000000021758f520 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
000000021e7c7708 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
000000021758c2d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
000000021758d2a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
000000021758c2f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
000000021e7c7738 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
000000021758c310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
000000021758d2c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
000000021e7c7378 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
000000021758d2e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
000000021e7c7428 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
000000021e7c73a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
000000021758c250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
000000021758d308 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
000000021e7c76a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
000000021758d328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
000000021e7c7768 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
000000021e7c7798 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
000000021e7c7458 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
000000021e7c77c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
000000021e7c77f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
000000021e7c7488 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.85
000000021758d028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
000000021e7c74b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
000000021758d348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
000000021e7c79d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
000000021758d048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
000000021e7c73d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
000000021e7c74e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
000000021758cf90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
000000021e7c7828 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
000000021e7c7148 (__AUTH_CONST,__const) non-external ___block_literal_global
000000021e7c7168 (__AUTH_CONST,__const) non-external ___block_literal_global
000000021e7c7288 (__AUTH_CONST,__const) non-external ___block_literal_global
000000021e7c72c8 (__AUTH_CONST,__const) non-external ___block_literal_global
000000021e7c7408 (__AUTH_CONST,__const) non-external ___block_literal_global
000000021e7c78e8 (__AUTH_CONST,__const) non-external ___block_literal_global
000000021e7c7a68 (__AUTH_CONST,__const) non-external ___block_literal_global
000000021e7c71c8 (__AUTH_CONST,__const) non-external ___block_literal_global.12
000000021e7c71e8 (__AUTH_CONST,__const) non-external ___block_literal_global.16
000000021e7c72a8 (__AUTH_CONST,__const) non-external ___block_literal_global.16
000000021e7c7998 (__AUTH_CONST,__const) non-external ___block_literal_global.169
000000021e7c79b8 (__AUTH_CONST,__const) non-external ___block_literal_global.173
000000021e7c7208 (__AUTH_CONST,__const) non-external ___block_literal_global.32
000000021e7c7188 (__AUTH_CONST,__const) non-external ___block_literal_global.4
000000021e7c71a8 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001e507f66c (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00000001e5092624 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001e50f4538 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00000001e5095c1c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001e5095b70 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001e50a9954 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001e50ba9b0 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00000001e50b9f64 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00000001e50b8e90 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00000001e50ba32c (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00000001e50b8848 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00000001e50b8944 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00000001e50bef84 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00000001e50ba778 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00000001e50a0aac (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00000001e50ba888 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00000001e50ba954 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00000001e50b593c (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00000001e50b6e08 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00000001e50b981c (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00000001e5092634 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001e50f4588 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00000001e5095c2c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001e5095bc0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001e50a99b4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00000001e505ecec (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00000001e509ba94 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00000001e507f148 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00000001e507f15c (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00000001e507f674 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00000001e5055a78 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00000001e5055bcc (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00000001e5055b98 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00000001e5055b30 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00000001e5055b64 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00000001e5055bd8 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00000001e509cd34 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00000001e509cdd4 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00000001e5095af8 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00000001e5095c04 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00000001e50a7f2c (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00000001e50a8440 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00000001e509256c (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00000001e507fad0 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00000001e50e616c (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00000001e50e5f88 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00000001e50e5fac (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.75
00000001e50e6030 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.77
00000001e50e605c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.81
00000001e50e62a4 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00000001e50e62c8 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.158
00000001e50e62e0 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.166
00000001e50e62ec (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00000001e50e5b84 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00000001e50e6148 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00000001e509e25c (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00000001e509e2a0 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.94
