00000001de04e1f8 (__TEXT,__text) non-external +[Cube initialize]
00000001dde91858 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00000001dde91814 (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00000001dde91dcc (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00000001dde939b8 (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00000001dde92ed4 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00000001dde91724 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00000001dde917cc (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00000001dde93270 (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00000001dde92b84 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00000001dde93970 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00000001dde94a34 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00000001dde949c8 (__TEXT,__text) non-external +[MPClusterController sharedController]
00000001dde5ca90 (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00000001dde5ca88 (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00000001dde9aee0 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00000001dde9ae74 (__TEXT,__text) non-external +[MPCropController sharedController]
00000001ddea08d0 (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00000001ddea07bc (__TEXT,__text) non-external +[MPDocument initialize]
00000001ddea0920 (__TEXT,__text) non-external +[MPDocument isNativeType:]
00000001ddea06ec (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00000001ddea7bac (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00000001ddea7bb0 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.2
00000001ddea090c (__TEXT,__text) non-external +[MPDocument readableTypes]
00000001ddea08c8 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00000001ddea05b0 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00000001ddea05c8 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00000001ddea7bac (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00000001ddea7bb0 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.2
00000001ddea08f8 (__TEXT,__text) non-external +[MPDocument writableTypes]
00000001ddea7c18 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00000001ddea7c68 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00000001ddea7ca4 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00000001ddea7ce8 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00000001ddea7d2c (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00000001ddea7c10 (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00000001ddeb04f0 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00000001ddeb0518 (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00000001ddeb0830 (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00000001ddeb44ec (__TEXT,__text) non-external +[MPEffectManager initialize]
00000001ddeb4598 (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00000001ddeb4524 (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00000001ddeb758c (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00000001ddeb8260 (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00000001ddeb859c (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00000001ddeb8764 (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00000001ddeb8074 (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00000001ddeb8038 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00000001ddeb804c (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00000001ddeb8060 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00000001ddeb8890 (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00000001ddeb8888 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00000001ddeba52c (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00000001ddeba4b8 (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00000001ddebb2e4 (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00000001ddebbba8 (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00000001ddebbba0 (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00000001ddebc534 (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00000001ddebc4c0 (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00000001ddebcc10 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00000001dde5dcb8 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00000001dde5dcb0 (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00000001ddebd850 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00000001ddebd8d8 (__TEXT,__text) non-external +[MPLayer effectLayer]
00000001ddebd878 (__TEXT,__text) non-external +[MPLayer layer]
00000001ddebd8a8 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00000001ddebd908 (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00000001ddec24f8 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00000001ddec2534 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00000001ddec2578 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00000001ddec25bc (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00000001ddec72ec (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00000001ddec7364 (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00000001dded0c40 (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00000001dded43a8 (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00000001dded4380 (__TEXT,__text) non-external +[MPSlide slide]
00000001dded4378 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00000001dded9800 (__TEXT,__text) non-external +[MPSong songWithPath:]
00000001dded97c4 (__TEXT,__text) non-external +[MPSong songWithURL:]
00000001dded979c (__TEXT,__text) non-external +[MPSong song]
00000001dded9794 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00000001ddedaa50 (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00000001ddeda9dc (__TEXT,__text) non-external +[MPSongManager sharedManager]
00000001dde5d910 (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00000001dde5d908 (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00000001ddedb76c (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00000001dde4c2a0 (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00000001ddedcfcc (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00000001ddede8f0 (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00000001ddede8f8 (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00000001ddee0498 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00000001ddee045c (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00000001dde5e050 (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00000001dde5e058 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00000001ddee1aec (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00000001ddee1a78 (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00000001ddee2620 (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00000001ddee6158 (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00000001ddee7ee4 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00000001ddee5ce4 (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00000001ddee5d8c (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00000001ddee57d4 (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00000001ddee4d84 (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00000001ddee4820 (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00000001ddee500c (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00000001ddee5b64 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00000001ddee5c24 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00000001ddee8054 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00000001ddee6b90 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00000001ddee6ec0 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00000001ddee6e3c (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00000001ddee7ab0 (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00000001ddee79a0 (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00000001ddee7b7c (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00000001ddee7b14 (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00000001ddee537c (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00000001ddee52c0 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00000001ddee5648 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00000001ddee7894 (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00000001ddee73bc (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00000001ddee7310 (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00000001ddee6670 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00000001ddee77e8 (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00000001ddee6d84 (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00000001ddee756c (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00000001ddee45d4 (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00000001ddee46d4 (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00000001ddee87e0 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00000001ddee88c4 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00000001ddee8ae4 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00000001ddee8b78 (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00000001ddee9178 (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00000001ddee8794 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00000001ddee8720 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00000001ddee8f30 (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00000001ddee930c (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00000001ddee94b8 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00000001ddee8c08 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00000001ddee8d3c (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00000001ddee8398 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00000001ddee8b68 (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00000001ddee9550 (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00000001ddee8f08 (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00000001ddee8c04 (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00000001ddee8a90 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00000001ddee8754 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00000001ddee86b8 (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00000001dde633d8 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00000001dde62d34 (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00000001dde62f14 (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00000001dde62d8c (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00000001dde62e78 (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00000001dde62d3c (__TEXT,__text) non-external +[MPVector vectorFromString:]
00000001dde62e40 (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00000001dde634d4 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00000001ddeec150 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00000001ddeec1c0 (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00000001ddeec1b4 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00000001de056e4c (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00000001ddef26b4 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00000001ddef26bc (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00000001ddef2874 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00000001ddef2c68 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00000001ddef287c (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00000001ddef2a34 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00000001ddef48b0 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001ddef48b8 (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00000001ddef48a8 (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00000001ddef43f4 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00000001ddef536c (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00000001ddef5374 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00000001de00b9d0 (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001de00b9c8 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00000001de00ea04 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00000001de00ea0c (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00000001de033a74 (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00000001de033444 (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001de03343c (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00000001de03275c (__TEXT,__text) non-external +[MREffectDateline initialize]
00000001de033514 (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00000001de03380c (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00000001de0075c4 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001de0075bc (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00000001de0071c4 (__TEXT,__text) non-external +[MREffectFlipup initialize]
00000001de0412e4 (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
