00007ff840097028 (__DATA,__data) non-external _C
00007ff800abb4f4 (__TEXT,__text) external _tre_stack_num_objects
00007ff800abb5d1 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff800abb5ea (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff800abb509 (__TEXT,__text) non-external _tre_stack_push
00007ff800abb4fd (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff800abb5c7 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff800ab4128 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff800ab6c30 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff800aa7f44 (__TEXT,__text) non-external _trecurse
00007ff800aa7eac (__TEXT,__text) external _tsearch
00007ff800a74271 (__TEXT,__text) external _ttyname
00007ff840099cf0 (__DATA,__bss) non-external _ttyname_init
00007ff840099cf8 (__DATA,__bss) non-external _ttyname_key
00007ff8400976b8 (__DATA,__data) non-external _ttyname_lock
00007ff800a7435d (__TEXT,__text) external _ttyname_r
00007ff800a7443c (__TEXT,__text) external _ttyslot
00007ff800aa7f2c (__TEXT,__text) external _twalk
00007ff800a98bf2 (__TEXT,__text) non-external _typesequiv
00007ff800a96c95 (__TEXT,__text) non-external _tzload
00007ff840097df0 (__DATA,__data) external _tzname
00007ff800a97625 (__TEXT,__text) non-external _tzparse
00007ff800a97d32 (__TEXT,__text) external _tzset
00007ff800a969fa (__TEXT,__text) external _tzsetwall
00007ff800a96a06 (__TEXT,__text) non-external _tzsetwall_basic
00007ff800a74444 (__TEXT,__text) external _ualarm
00007ff840097c58 (__DATA,__data) non-external _uglue
00007ff800a744d1 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff800a59c7d (__TEXT,__text) external _uname
00007ff800ac0d10 (__TEXT,__const) non-external _unbound_variable_str
00007ff800a54ae0 (__TEXT,__text) non-external _underflow
00007ff800a87403 (__TEXT,__text) external _ungetc
00007ff800a8766d (__TEXT,__text) external _ungetwc
00007ff800a876d3 (__TEXT,__text) external _ungetwc_l
00007ff840099a69 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff800aa81c7 (__TEXT,__text) external _unlockpt
00007ff800aa67de (__TEXT,__text) external _unsetenv
00007ff800a74624 (__TEXT,__text) external _unvis
00007ff800abe134 (__TEXT,__text) non-external _unvis.cold.1
00007ff800abe157 (__TEXT,__text) non-external _unvis.cold.2
00007ff800a5c5e0 (__TEXT,__text) external _uselocale
00007ff800abb810 (__TEXT,__text) external _usleep
00007ff800a74e04 (__TEXT,__text) external _usleep$NOCANCEL
00007ff84009ad50 (__DATA,__bss) non-external _usual
00007ff840099f80 (__DATA,__bss) non-external _usual_extra
00007ff800a74e3f (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff800a5e56c (__TEXT,__text) external _uuid_clear
00007ff800a5e578 (__TEXT,__text) external _uuid_compare
00007ff800a5e624 (__TEXT,__text) external _uuid_copy
00007ff800a5e9cb (__TEXT,__text) external _uuid_generate
00007ff800a5e93d (__TEXT,__text) external _uuid_generate_random
00007ff800a5e63a (__TEXT,__text) external _uuid_generate_time
00007ff840099ba0 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff840099b98 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff800a5e9d5 (__TEXT,__text) external _uuid_is_null
00007ff800a5e9f2 (__TEXT,__text) external _uuid_pack
00007ff800a5ea30 (__TEXT,__text) external _uuid_parse
00007ff800a5eb64 (__TEXT,__text) external _uuid_unpack
00007ff800a5ec4a (__TEXT,__text) external _uuid_unparse
00007ff800a5eba2 (__TEXT,__text) external _uuid_unparse_lower
00007ff800a5ebf6 (__TEXT,__text) external _uuid_unparse_upper
00007ff840067a10 (__DATA_CONST,__const) non-external _validlist
00007ff800a8792a (__TEXT,__text) external _vasprintf
00007ff800a8790b (__TEXT,__text) external _vasprintf_l
00007ff800a5d4d5 (__TEXT,__text) external _vasxprintf
00007ff800a5dfb4 (__TEXT,__text) external _vasxprintf_exec
00007ff800a87b06 (__TEXT,__text) external _vdprintf
00007ff800a87ae8 (__TEXT,__text) external _vdprintf_l
00007ff800a5d4ed (__TEXT,__text) external _vdxprintf
00007ff800a5dfce (__TEXT,__text) external _vdxprintf_exec
00007ff800abdc25 (__TEXT,__text) external _verr
00007ff800abdb57 (__TEXT,__text) external _verrc
00007ff800abdd31 (__TEXT,__text) external _verrx
00007ff800a5eedd (__TEXT,__text) external _vfork
00007ff800a87b8b (__TEXT,__text) external _vfprintf
00007ff800a87b40 (__TEXT,__text) external _vfprintf_l
00007ff800a8c52c (__TEXT,__text) external _vfscanf
00007ff800a8e684 (__TEXT,__text) external _vfscanf_l
00007ff800a92840 (__TEXT,__text) external _vfwprintf
00007ff800a8e818 (__TEXT,__text) external _vfwprintf_l
00007ff800a93108 (__TEXT,__text) external _vfwscanf
00007ff800a9535c (__TEXT,__text) external _vfwscanf_l
00007ff800a5d504 (__TEXT,__text) external _vfxprintf
00007ff800a5dfe7 (__TEXT,__text) external _vfxprintf_exec
00007ff800a757b4 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff800a953db (__TEXT,__text) external _vprintf
00007ff800a95413 (__TEXT,__text) external _vprintf_l
00007ff800a95430 (__TEXT,__text) external _vscanf
00007ff800a95492 (__TEXT,__text) external _vscanf_l
00007ff800a956a4 (__TEXT,__text) external _vsnprintf
00007ff800a95675 (__TEXT,__text) external _vsnprintf_l
00007ff800a957f5 (__TEXT,__text) external _vsprintf
00007ff800a956ee (__TEXT,__text) external _vsprintf_l
00007ff800a9597d (__TEXT,__text) external _vsscanf
00007ff800a95823 (__TEXT,__text) external _vsscanf_l
00007ff800a95c01 (__TEXT,__text) external _vswprintf
00007ff800a959ab (__TEXT,__text) external _vswprintf_l
00007ff800a95e45 (__TEXT,__text) external _vswscanf
00007ff800a95c2f (__TEXT,__text) external _vswscanf_l
00007ff800a5d51c (__TEXT,__text) external _vsxprintf
00007ff800a5e001 (__TEXT,__text) external _vsxprintf_exec
00007ff800abdf2d (__TEXT,__text) external _vwarn
00007ff800abde8a (__TEXT,__text) external _vwarnc
00007ff800abe094 (__TEXT,__text) external _vwarnx
00007ff800a95e73 (__TEXT,__text) external _vwprintf
00007ff800a95eab (__TEXT,__text) external _vwprintf_l
00007ff800a95ec8 (__TEXT,__text) external _vwscanf
00007ff800a95f00 (__TEXT,__text) external _vwscanf_l
00007ff800a5d54a (__TEXT,__text) external _vxprintf
00007ff800a5e02f (__TEXT,__text) external _vxprintf_exec
00007ff800abb84b (__TEXT,__text) external _wait
00007ff800a76134 (__TEXT,__text) external _wait$NOCANCEL
00007ff800a7614a (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff800abb861 (__TEXT,__text) external _waitpid
00007ff800a76161 (__TEXT,__text) external _waitpid$NOCANCEL
00007ff800abddcc (__TEXT,__text) external _warn
00007ff800abdf50 (__TEXT,__text) external _warnc
00007ff800abdff0 (__TEXT,__text) external _warnx
00007ff800a9d9e5 (__TEXT,__text) external _wcpcpy
00007ff800a9da0b (__TEXT,__text) external _wcpncpy
00007ff800a7cae3 (__TEXT,__text) external _wcrtomb
00007ff800a7ca9e (__TEXT,__text) external _wcrtomb_l
00007ff800a9daf3 (__TEXT,__text) external _wcscasecmp
00007ff800a9da69 (__TEXT,__text) external _wcscasecmp_l
00007ff800a9db1b (__TEXT,__text) external _wcscat
00007ff800a9db41 (__TEXT,__text) external _wcschr
00007ff800a9db62 (__TEXT,__text) external _wcscmp
00007ff800a9e188 (__TEXT,__text) external _wcscoll
00007ff800a9db7e (__TEXT,__text) external _wcscoll_l
00007ff800a9e1b0 (__TEXT,__text) external _wcscpy
00007ff800a9edec (__TEXT,__text) external _wcscspn
00007ff800a9ee31 (__TEXT,__text) external _wcsdup
00007ff800a7cd57 (__TEXT,__text) external _wcsftime
00007ff800a7cb29 (__TEXT,__text) external _wcsftime_l
00007ff800a9ee7b (__TEXT,__text) external _wcslcat
00007ff800a9ef0d (__TEXT,__text) external _wcslcpy
00007ff800a9ef77 (__TEXT,__text) external _wcslen
00007ff800a9f051 (__TEXT,__text) external _wcsncasecmp
00007ff800a9ef93 (__TEXT,__text) external _wcsncasecmp_l
00007ff800a9f079 (__TEXT,__text) external _wcsncat
00007ff800a9f0c1 (__TEXT,__text) external _wcsncmp
00007ff800a9f0f4 (__TEXT,__text) external _wcsncpy
00007ff800a9f146 (__TEXT,__text) external _wcsnlen
00007ff800a7cdc4 (__TEXT,__text) external _wcsnrtombs
00007ff800a7cd7f (__TEXT,__text) external _wcsnrtombs_l
00007ff800a9f164 (__TEXT,__text) external _wcspbrk
00007ff800a9f1a1 (__TEXT,__text) external _wcsrchr
00007ff800a7d0f8 (__TEXT,__text) external _wcsrtombs
00007ff800a7d0ad (__TEXT,__text) external _wcsrtombs_l
00007ff800a9f1b9 (__TEXT,__text) external _wcsspn
00007ff800a9f4bf (__TEXT,__text) external _wcsstr
00007ff800a7d40e (__TEXT,__text) external _wcstod
00007ff800a7d199 (__TEXT,__text) external _wcstod_l
00007ff800a7d6ab (__TEXT,__text) external _wcstof
00007ff800a7d436 (__TEXT,__text) external _wcstof_l
00007ff800a7d8cf (__TEXT,__text) external _wcstoimax
00007ff800a7d6d3 (__TEXT,__text) external _wcstoimax_l
00007ff800a9f52b (__TEXT,__text) external _wcstok
00007ff800a7daf3 (__TEXT,__text) external _wcstol
00007ff800a7d8f7 (__TEXT,__text) external _wcstol_l
00007ff800a7dd6b (__TEXT,__text) external _wcstold
00007ff800a7db1b (__TEXT,__text) external _wcstold_l
00007ff800a7df8f (__TEXT,__text) external _wcstoll
00007ff800a7dd93 (__TEXT,__text) external _wcstoll_l
00007ff800a7e062 (__TEXT,__text) external _wcstombs
00007ff800a7dfb7 (__TEXT,__text) external _wcstombs_l
00007ff800a7e300 (__TEXT,__text) external _wcstoul
00007ff800a7e112 (__TEXT,__text) external _wcstoul_l
00007ff800a7e516 (__TEXT,__text) external _wcstoull
00007ff800a7e328 (__TEXT,__text) external _wcstoull_l
00007ff800a7e72c (__TEXT,__text) external _wcstoumax
00007ff800a7e53e (__TEXT,__text) external _wcstoumax_l
00007ff800a9f61b (__TEXT,__text) external _wcswidth
00007ff800a9f5a0 (__TEXT,__text) external _wcswidth_l
00007ff800a9f7db (__TEXT,__text) external _wcsxfrm
00007ff800a9f643 (__TEXT,__text) external _wcsxfrm_l
00007ff800a7e807 (__TEXT,__text) external _wctob
00007ff800a7e754 (__TEXT,__text) external _wctob_l
00007ff800a7e8a8 (__TEXT,__text) external _wctomb
00007ff800a7e82f (__TEXT,__text) external _wctomb_l
00007ff800a7e9df (__TEXT,__text) external _wctrans
00007ff800a7ea4d (__TEXT,__text) external _wctrans_l
00007ff800a7eb19 (__TEXT,__text) external _wctype
00007ff800a7ea57 (__TEXT,__text) external _wctype_l
00007ff840067da0 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff800a7eb41 (__TEXT,__text) external _wcwidth
00007ff800a7ebae (__TEXT,__text) external _wcwidth_l
00007ff800a9ed96 (__TEXT,__text) non-external _we_read_fully
00007ff800ac0bc0 (__TEXT,__const) non-external _wildabbr
00007ff800a9f803 (__TEXT,__text) external _wmemchr
00007ff800a9f820 (__TEXT,__text) external _wmemcmp
00007ff800a9f84b (__TEXT,__text) external _wmemcpy
00007ff800a9f859 (__TEXT,__text) external _wmemmove
00007ff800a9f867 (__TEXT,__text) external _wmemset
00007ff800a967d8 (__TEXT,__text) non-external _wmemstream_close
00007ff800a96716 (__TEXT,__text) non-external _wmemstream_seek
00007ff800abe455 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff800abe478 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff800a964f1 (__TEXT,__text) non-external _wmemstream_update
00007ff800abe434 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff800a9651e (__TEXT,__text) non-external _wmemstream_write
00007ff800a9e1cc (__TEXT,__text) external _wordexp
00007ff800a9ed5c (__TEXT,__text) external _wordfree
00007ff800a95fe2 (__TEXT,__text) external _wprintf
00007ff800a960b4 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff800a96167 (__TEXT,__text) external _wscanf
00007ff800a96239 (__TEXT,__text) external _wscanf_l
00007ff800a5d41d (__TEXT,__text) external _xprintf
00007ff840099b90 (__DATA,__bss) non-external _xprintf_domain_default
00007ff800a5defe (__TEXT,__text) external _xprintf_exec
00007ff800ac0bc8 (__TEXT,__const) non-external _year_lengths
00007ff840099ad0 (__DATA,__bss) non-external _zapchar
00007ff800ac09d0 (__TEXT,__const) non-external _zeroes
00007ff800ac0ae0 (__TEXT,__const) non-external _zeroes
00007ff840098060 (__DATA,__data) non-external _zeroes
00007ff800a51a30 (__TEXT,__text) external mcount
