00007ffb43da9d98 (__DATA,__data) non-external _.compoundliteral
00007ffb0b97f8a2 (__TEXT,__text) external _ShGetCachedUniformIndexTable
00007ffb0b97f8b7 (__TEXT,__text) external _ShGetCachedUniformIndexTableSize
00007ffb0b97dac3 (__TEXT,__text) external _ShGetContextStateUniforms
00007ffb0b97e22f (__TEXT,__text) external _ShGetFragDataLocation
00007ffb0b97d04c (__TEXT,__text) external _ShGetInfoLog
00007ffb0b97f8cb (__TEXT,__text) external _ShGetInteger
00007ffb0b97dd5e (__TEXT,__text) external _ShGetLinkerPPStream
00007ffb0b97f37b (__TEXT,__text) external _ShGetMaxActiveSubroutineLength
00007ffb0b97f3c9 (__TEXT,__text) external _ShGetMaxActiveSubroutineUniformLength
00007ffb0b97e437 (__TEXT,__text) external _ShGetMaxActiveUniformBlockLength
00007ffb0b97ef41 (__TEXT,__text) external _ShGetMaxActiveUniformLength
00007ffb0b97d823 (__TEXT,__text) external _ShGetMaxAttributeLength
00007ffb0b97dfd3 (__TEXT,__text) external _ShGetMaxTransformFeedbackVaryingLength
00007ffb0b97d233 (__TEXT,__text) external _ShGetNumActiveAttributes
00007ffb0b97ea3e (__TEXT,__text) non-external _ShGetNumActiveNonbindableUniforms
00007ffb0b97f364 (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007ffb0b97f2b2 (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007ffb0b97f298 (__TEXT,__text) external _ShGetNumActiveSubroutines
00007ffb0b97e35a (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffb0b97ee22 (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffb0b97e0ae (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffb0b97d57d (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffb0b97dd30 (__TEXT,__text) external _ShGetPPStreamManager
00007ffb0b97dd47 (__TEXT,__text) external _ShGetShaderByteCode
00007ffb0b97f584 (__TEXT,__text) external _ShGetSubroutineIndex
00007ffb0b97f47b (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffb0b97e027 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffb0b97e4f0 (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffb0b97e92b (__TEXT,__text) external _ShGetUniformIndex
00007ffb0b97dada (__TEXT,__text) external _ShGetUniformLocation
00007ffb0b97d81b (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffb0b97c670 (__TEXT,__text) external _ShInitialize
00007ffb0b97fcb4 (__TEXT,__text) external _ShInitializeLibrary
00007ffb0b97cbaa (__TEXT,__text) external _ShLink
00007ffb0b97dc87 (__TEXT,__text) external _ShSetInitialUniformValue
00007ffb0b97fcba (__TEXT,__text) external _ShTerminateLibrary
00007ffb0b97de78 (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffb0b96f3cf (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffb0b9df858 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffb0b98bf72 (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffb0b9dd4a0 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffb0b9da8ec (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffb0b9da7a7 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffb0b98589c (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffb0b98501c (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffb0b985bbc (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb0b9855cf (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffb0b98577d (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffb0b985acd (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffb0b95d84c (__TEXT,__text) non-external ___abort_calloc
00007ffb0b89af19 (__TEXT,__text) non-external ___abort_malloc
00007ffb0b95d456 (__TEXT,__text) non-external ___abort_malloc
00007ffb0b93074c (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffb0b92a05d (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffb4183afb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183b008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183b250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183b270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183b2b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183b370 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183b3e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183b418 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183b478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183b4e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183b5d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183b618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183bad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183dce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183dd08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183e0c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb4183bbd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffb4183df18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffb4183df48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffb4183b108 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffb4183bbf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffb4183df78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffb4183bc10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffb4183dd68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffb4183dfb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffb4183dfe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffb4183e018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffb4183b2f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffb4183e118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffb4183e048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffb4183e088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffb4183b290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb4183bc30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb4183e148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb4183b148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffb4183bc50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffb4183dd98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffb4183b330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffb4183b350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffb4183e178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffb4183b048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffb4183b448 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffb4183baf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffb4183b168 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffb4183ddc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffb4183b188 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffb4183bb10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffb4183b1c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffb4183bb30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffb4183dd38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffb4183b500 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffb4183b088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffb4183bb50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffb4183b638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffb4183b530 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb4183bb70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffb4183ddf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffb4183de28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffb4183de58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffb4183bb90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffb4183de88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffb4183b668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffb4183b0c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffb4183b698 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb4183deb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb4183b6c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffb4183b6e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffb4183b718 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffb4183b738 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb4183bbb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffb4183e0e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffb4183b560 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb4183b590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffb4183dee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffb4183afd0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4183b028 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4183b2d0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4183b390 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4183b5b0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4183df98 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4183e198 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb4183b128 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffb4183e068 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffb4183e0a8 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffb4183b310 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffb4183b1a8 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffb4183b068 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffb4183b0a8 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffb4183b0e8 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffb0b8a9ec0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb0b8a9ee0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb0b9586fb (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffb0b96d972 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb0b9cc041 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffb0b979d28 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb0b9bbd58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb0b9850d1 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb0b9946b6 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffb0b993dac (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffb0b992d38 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffb0b99413c (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffb0b992760 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffb0b992816 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffb0b9987f4 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffb0b994510 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffb0b97c5e8 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffb0b9945cf (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffb0b99466b (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffb0b98f9c6 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffb0b990e82 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffb0b993698 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffb0b96d989 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb0b9cc079 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffb0b9bc438 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb0b9bbd90 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb0b98511b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffb0b9336dc (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffb0b977570 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffb0b95824c (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffb0b95825e (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffb0b958709 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffb0b929d0f (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffb0b929e02 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffb0b929ddb (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffb0b929d8d (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffb0b929db4 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffb0b929e13 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffb0b978879 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffb0b9788fc (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffb0b970edc (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffb0b970f36 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffb0b983552 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffb0b983aad (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffb0b96d8d5 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffb0b958ba0 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffb0b9bc527 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffb0b9bc358 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffb0b9bc37c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffb0b9bc3ec (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffb0b9bc418 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffb0b9bc623 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffb0b9bc647 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffb0b9bc660 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffb0b9bc66d (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffb0b9bbf97 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007ffb0b9bc503 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007ffb0b979cf0 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
