00007ff90e132d86 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90e11e6f2 (__TEXT,__text) non-external ___56-[SPProvenanceTracking findAssociatedProvenanceEntries:]_block_invoke
00007ff90e13396b (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00007ff90e125f5d (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00007ff90e1267c1 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00007ff90e122961 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00007ff90e1268a3 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00007ff90e1286c3 (__TEXT,__text) non-external ___59-[SPExecutionPolicy logGatekeeperOverrideForURL:withError:]_block_invoke
00007ff90e12ab72 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00007ff90e12834e (__TEXT,__text) non-external ___63-[SPExecutionPolicy getStrictGatekeeperEnabledForDomain:error:]_block_invoke
00007ff90e125e95 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00007ff90e127fff (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00007ff90e12828f (__TEXT,__text) non-external ___64-[SPExecutionPolicy setStrictGatekeeperEnabled:forDomain:error:]_block_invoke
00007ff90e1265b0 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00007ff90e1268cf (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00007ff90e133115 (__TEXT,__text) non-external ___65-[SPBundleProtection sendMetricFromTCCWithURL:withPID:withError:]_block_invoke
00007ff90e11e1b4 (__TEXT,__text) non-external ___65-[SPCodeEvaluationProxy showXProtectBlockedPrompt:forUser:error:]_block_invoke
00007ff90e126337 (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00007ff90e126679 (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00007ff90e12af12 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00007ff90e11b27e (__TEXT,__text) non-external ___68-[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]_block_invoke
00007ff90e1263ff (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00007ff90e126143 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00007ff90e12ac2c (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00007ff90e127e28 (__TEXT,__text) non-external ___72-[SPExecutionPolicy addGatekeeperOverrideForPersistentIdentifier:error:]_block_invoke
00007ff90e12b109 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00007ff90e12604e (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00007ff90e11bbad (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00007ff90e1267f5 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00007ff90e12479b (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00007ff90e12b01e (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00007ff90e124684 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00007ff90e1246a3 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.35
00007ff90e1264cf (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00007ff90e12ad8b (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00007ff90e128f9d (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90e12c87b (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90e128fb3 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff90e12c891 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff90e12ce4d (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00007ff90e12cefc (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.21
00007ff90e135f57 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00007ff90e133766 (__TEXT,__text) non-external ___SPReportScriptExecutionViaFallback_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff9411e39a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_c24?0"NSURL"8"NSError"16l
00007ff9411e3960 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00007ff9411e3cb0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?c"NSError">16l
00007ff9411e3e40 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff9411e38b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff9411e3f40 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?c"NSError">16l
00007ff9411e3e20 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff9411e3e00 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?c"NSError">16l
00007ff9411e3920 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ff9411e3fe0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00007ff9411e3ef0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00007ff9411e40d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_c16?0"NSURL"8l
00007ff9411e3880 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00007ff9411e38f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e21_v24?0"NSString"8*16l
00007ff9411e3790 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00007ff9411e3a40 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411e3c20 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00007ff9411e3a10 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff9411e3820 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00007ff9411e4130 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_ea8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00007ff9411e3de0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?c"NSError">16l
00007ff9411e3db0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411e3940 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e28_v24?08?<v?c"NSError">16l
00007ff9411e4170 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411e4040 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00007ff9411e3fb0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00007ff9411e3ec0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e37_v24?0"SSBLookupResult"8"NSError"16l
00007ff9411e4100 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00007ff9411e37c0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9411e3850 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00007ff9411e3aa0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411e4010 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0c8"NSError"12l
00007ff9411e4070 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9411e3a70 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411e39e0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00007ff9411e37f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e28_v24?08?<v?"NSError">16l
00007ff9411e40a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_58_e8_32s40s48s_e28_v24?08?<v?c"NSError">16l
00007ff9411e3f60 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?c"NSError">16l
00007ff9411e3ad0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_69_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00007ff9411e38d0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e3980 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e39c0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e3b00 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e3c00 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e3c50 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e3d90 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e3f20 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e3f90 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e41a0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411e3c70 (__DATA_CONST,__const) non-external ___block_literal_global.101
00007ff9411e3c90 (__DATA_CONST,__const) non-external ___block_literal_global.103
00007ff9411e3cd0 (__DATA_CONST,__const) non-external ___block_literal_global.104
00007ff9411e3cf0 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff9411e3d10 (__DATA_CONST,__const) non-external ___block_literal_global.108
00007ff9411e3ba0 (__DATA_CONST,__const) non-external ___block_literal_global.11
00007ff9411e3d30 (__DATA_CONST,__const) non-external ___block_literal_global.110
00007ff9411e3d50 (__DATA_CONST,__const) non-external ___block_literal_global.112
00007ff9411e3d70 (__DATA_CONST,__const) non-external ___block_literal_global.114
00007ff9411e3bc0 (__DATA_CONST,__const) non-external ___block_literal_global.13
00007ff9411e3be0 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ff9411e3e60 (__DATA_CONST,__const) non-external ___block_literal_global.157
00007ff9411e3e80 (__DATA_CONST,__const) non-external ___block_literal_global.161
00007ff9411e3ea0 (__DATA_CONST,__const) non-external ___block_literal_global.165
00007ff9411e3b20 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ff9411e3b40 (__DATA_CONST,__const) non-external ___block_literal_global.5
00007ff9411e3b60 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff9411e3b80 (__DATA_CONST,__const) non-external ___block_literal_global.9
00007ff9411e41c0 (__DATA_CONST,__const) non-external ___block_literal_global.96
                 (undefined) external ___bzero (from libSystem)
00007ff90e127510 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff90e127530 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff90e12c9ef (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff90e12cf1d (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00007ff90e1292ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00007ff90e12c978 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00007ff90e11ab10 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff90e1249e7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff90e129156 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00007ff90e11ac16 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff90e121867 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00007ff90e11b2a5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ff90e12adc3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ff90e11c06c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff90e11bbde (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff90e132843 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00007ff90e129303 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00007ff90e12c9b0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00007ff90e11ab1f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff90e129186 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00007ff90e11ac3b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff90e11b2d1 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ff90e12adf6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ff90e11c09a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff90e11bbf0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff90e13285a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00007ff90e12c8a0 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00007ff90e12c9db (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00007ff90e135d04 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00007ff90e1291f6 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke
00007ff90e135690 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke.cold.1
00007ff90e12aa9b (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00007ff90e132807 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00007ff90e121756 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00007ff90e12120c (__TEXT,__text) non-external ___scanForBundles_block_invoke
00007ff90e1349eb (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __kCFURLDiskImageBackingURLKey (from CoreFoundation)
                 (undefined) external __kCFURLVolumeIsDiskImageKey (from CoreFoundation)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_apply_to_path (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_get_identifier (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __qtn_file_set_flags (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00007ff90e132260 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00007ff90e13b750 (__TEXT,__dlopen_cstrs) non-external _audit_stringSafariSafeBrowsing
00007ff90e126930 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff90e1383e0 (__TEXT,__const) external _cdResourceDirSlot
00007ff90e1320b2 (__TEXT,__text) external _checkBOOLSetting
00007ff90e132169 (__TEXT,__text) external _checkNumberSetting
00007ff90e121e43 (__TEXT,__text) external _checkPathQuarantineState
00007ff90e134d1a (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00007ff90e121f38 (__TEXT,__text) external _checkURLMountQuarantineState
00007ff90e121d9f (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00007ff90e11ec6f (__TEXT,__text) external _copyAdhocSignatureHash
00007ff90e133e81 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00007ff90e134120 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00007ff90e134154 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00007ff90e134188 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00007ff90e1341bc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00007ff90e1341f0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00007ff90e134224 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00007ff90e134258 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00007ff90e13428c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00007ff90e1342c0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00007ff90e133edb (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00007ff90e133f35 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00007ff90e133f8f (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00007ff90e133ff6 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00007ff90e13402a (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00007ff90e134084 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00007ff90e1340b8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00007ff90e1340ec (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00007ff90e1207a5 (__TEXT,__text) external _copyBootUUID
00007ff90e134883 (__TEXT,__text) non-external _copyBootUUID.cold.1
00007ff90e11fedb (__TEXT,__text) external _copyBundleID
00007ff90e1345b3 (__TEXT,__text) non-external _copyBundleID.cold.1
00007ff90e11ffce (__TEXT,__text) external _copyBundleIDFromURL
00007ff90e1201af (__TEXT,__text) external _copyBundleVersion
00007ff90e134667 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00007ff90e1200bc (__TEXT,__text) external _copyBundleVersionShort
00007ff90e13460d (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00007ff90e120045 (__TEXT,__text) external _copyBundleVersionShortFromURL
00007ff90e11f7f0 (__TEXT,__text) external _copyCdhash
00007ff90e13431a (__TEXT,__text) non-external _copyCdhash.cold.1
00007ff90e134374 (__TEXT,__text) non-external _copyCdhash.cold.2
00007ff90e1343a8 (__TEXT,__text) non-external _copyCdhash.cold.3
00007ff90e11f77d (__TEXT,__text) external _copyCdhashFromKextURL
00007ff90e1323c2 (__TEXT,__text) external _copyCodeSigningInfo
00007ff90e12059a (__TEXT,__text) external _copyDeveloperName
00007ff90e13471b (__TEXT,__text) non-external _copyDeveloperName.cold.1
00007ff90e134775 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00007ff90e1347cf (__TEXT,__text) non-external _copyDeveloperName.cold.3
00007ff90e134829 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00007ff90e132869 (__TEXT,__text) external _copyEntitlements
00007ff90e126e06 (__TEXT,__text) external _copyFileHashForData
00007ff90e126b4f (__TEXT,__text) external _copyFileHashForURL
00007ff90e13530e (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00007ff90e1353ac (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00007ff90e13544a (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00007ff90e11f983 (__TEXT,__text) external _copyLegacyCdhash
00007ff90e11f9f7 (__TEXT,__text) external _copyLegacyCdhashSHA256
00007ff90e11c7ad (__TEXT,__text) external _copyLegacyDeveloperName
00007ff90e121b29 (__TEXT,__text) external _copySecureTimestamp
00007ff90e134c56 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00007ff90e120928 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00007ff90e11fe07 (__TEXT,__text) external _copySigningID
00007ff90e134559 (__TEXT,__text) non-external _copySigningID.cold.1
00007ff90e11fc40 (__TEXT,__text) external _copyTeamIdentifier
00007ff90e1344ff (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00007ff90e11fa6b (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00007ff90e1343dc (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00007ff90e13443d (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00007ff90e11fb93 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00007ff90e13449e (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00007ff90e1202a2 (__TEXT,__text) external _copyUnstagedURL
00007ff90e1346c1 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00007ff90e11ec60 (__TEXT,__text) external _createCodeReference
00007ff90e11eb27 (__TEXT,__text) non-external _createCodeReferenceHelper
00007ff90e133d4f (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00007ff90e133de8 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00007ff90e11eb1b (__TEXT,__text) external _createCodeReferenceQuiet
00007ff90e11ea7d (__TEXT,__text) external _createHexStringFromData
00007ff90e12d42c (__TEXT,__text) non-external _createMigrationManifest
00007ff90e135fe5 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00007ff90e1322b3 (__TEXT,__text) external _createSecStaticCodeForURL
00007ff90e1363f9 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00007ff90e132082 (__TEXT,__text) external _createSystemPolicyDefaults
00007ff90e1203aa (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
00007ff943e8be28 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00007ff943e8be30 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ff90e12c3c0 (__TEXT,__text) external _doBooleanXPCFunction
00007ff90e12c616 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00007ff90e12c625 (__TEXT,__text) external _doObjectXPCFunction
00007ff90e12737c (__TEXT,__text) external _doWithoutImmutability
00007ff943e8bdf0 (__DATA,__bss) non-external _downloads.sLog
00007ff943e8bde8 (__DATA,__bss) non-external _downloads.sLogInit
00007ff943e8bdb0 (__DATA,__bss) non-external _exec.sLog
00007ff943e8bda8 (__DATA,__bss) non-external _exec.sLogInit
00007ff90e126a3e (__TEXT,__text) external _fileExists
00007ff90e126ab6 (__TEXT,__text) external _fileIsSymlink
00007ff90e12a963 (__TEXT,__text) external _findBundleContainingSignedFile
00007ff90e13581e (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00007ff90e1295b7 (__TEXT,__text) external _findContainingBundle
00007ff90e120b87 (__TEXT,__text) external _findFirstSubdirectoryURL
00007ff90e12a1e6 (__TEXT,__text) external _findOuterMostBundle
00007ff90e13575c (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00007ff90e1357b6 (__TEXT,__text) non-external _findOuterMostBundle.cold.2
00007ff90e12a880 (__TEXT,__text) external _findOuterMostBundleWithFilter
00007ff90e1357ea (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00007ff90e129746 (__TEXT,__text) external _findScanTargetByPath
00007ff90e129d3f (__TEXT,__text) external _findTopAppBundle
00007ff90e1296c8 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00007ff90e122b66 (__TEXT,__text) non-external _fsEventCallback
00007ff943512de0 (__DATA_DIRTY,__bss) non-external _generic.sLog
00007ff943512dd8 (__DATA_DIRTY,__bss) non-external _generic.sLogInit
00007ff90e132c89 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00007ff943e8be40 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00007ff943e8bd78 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00007ff943e8bd80 (__DATA,__bss) non-external _getAllowedPaths.once
00007ff943e8bd88 (__DATA,__bss) non-external _getAllowedUrls.dragWhitelist
00007ff943e8bd90 (__DATA,__bss) non-external _getAllowedUrls.once
00007ff90e11fd19 (__TEXT,__text) external _getDictionaryValue
00007ff90e121fdf (__TEXT,__text) external _getQuarantineFlagsForURL
00007ff90e122303 (__TEXT,__text) external _getQuarantineIdentifierForURL
00007ff943e8be08 (__DATA,__bss) non-external _getSSBLookupContextClass.softClass
