00007ffc425a9560 (__DATA_DIRTY,__common) external _AfterColour
00007ffc0a73d9e6 (__TEXT,__text) external _LLVMCreateMemoryBufferWithContentsOfFile
00007ffc0a73dad5 (__TEXT,__text) external _LLVMCreateMemoryBufferWithMemoryRange
00007ffc0a73db3e (__TEXT,__text) external _LLVMCreateMemoryBufferWithMemoryRangeCopy
00007ffc0b792b3a (__TEXT,__text) external _LLVMCreateMemoryBufferWithSTDIN
00007ffc0a733908 (__TEXT,__text) external _LLVMCreateMessage
00007ffc0a73d9b1 (__TEXT,__text) external _LLVMCreateModuleProviderForExistingModule
00007ffc0ae94092 (__TEXT,__text) external _LLVMCreateObjectFile
00007ffc0aed3003 (__TEXT,__text) external _LLVMCreatePassBuilderOptions
00007ffc0b792bec (__TEXT,__text) external _LLVMCreatePassManager
00007ffc0a733af8 (__TEXT,__text) external _LLVMCreateStringAttribute
00007ffc0b280375 (__TEXT,__text) external _LLVMCreateStringError
00007ffc0b31149e (__TEXT,__text) external _LLVMCreateTargetData
00007ffc0b313ed3 (__TEXT,__text) external _LLVMCreateTargetDataLayout
00007ffc0b3139da (__TEXT,__text) external _LLVMCreateTargetMachine
00007ffc0a733adb (__TEXT,__text) external _LLVMCreateTypeAttribute
00007ffc0b797727 (__TEXT,__text) external _LLVMDIBuilderCreateArrayType
00007ffc0a746df1 (__TEXT,__text) external _LLVMDIBuilderCreateArtificialType
00007ffc0a747015 (__TEXT,__text) external _LLVMDIBuilderCreateAutoVariable
00007ffc0b7977d7 (__TEXT,__text) external _LLVMDIBuilderCreateBasicType
00007ffc0b797a88 (__TEXT,__text) external _LLVMDIBuilderCreateBitFieldMemberType
00007ffc0a746d47 (__TEXT,__text) external _LLVMDIBuilderCreateClassType
00007ffc0a74682b (__TEXT,__text) external _LLVMDIBuilderCreateCompileUnit
00007ffc0a746e72 (__TEXT,__text) external _LLVMDIBuilderCreateConstantValueExpression
00007ffc0a746bb0 (__TEXT,__text) external _LLVMDIBuilderCreateDebugLocation
00007ffc0b797681 (__TEXT,__text) external _LLVMDIBuilderCreateEnumerationType
00007ffc0a746c9c (__TEXT,__text) external _LLVMDIBuilderCreateEnumerator
00007ffc0a746e5c (__TEXT,__text) external _LLVMDIBuilderCreateExpression
00007ffc0b79753f (__TEXT,__text) external _LLVMDIBuilderCreateFile
00007ffc0b79799a (__TEXT,__text) external _LLVMDIBuilderCreateForwardDecl
00007ffc0b7975ad (__TEXT,__text) external _LLVMDIBuilderCreateFunction
00007ffc0b797b0b (__TEXT,__text) external _LLVMDIBuilderCreateGlobalVariableExpression
00007ffc0a746b14 (__TEXT,__text) external _LLVMDIBuilderCreateImportedDeclaration
00007ffc0a746a08 (__TEXT,__text) external _LLVMDIBuilderCreateImportedModuleFromAlias
00007ffc0a746a8e (__TEXT,__text) external _LLVMDIBuilderCreateImportedModuleFromModule
00007ffc0a7469bd (__TEXT,__text) external _LLVMDIBuilderCreateImportedModuleFromNamespace
00007ffc0b797990 (__TEXT,__text) external _LLVMDIBuilderCreateInheritance
00007ffc0a74696d (__TEXT,__text) external _LLVMDIBuilderCreateLexicalBlock
00007ffc0a7469a6 (__TEXT,__text) external _LLVMDIBuilderCreateLexicalBlockFile
00007ffc0b797653 (__TEXT,__text) external _LLVMDIBuilderCreateMacro
00007ffc0b797a75 (__TEXT,__text) external _LLVMDIBuilderCreateMemberPointerType
00007ffc0b7978bb (__TEXT,__text) external _LLVMDIBuilderCreateMemberType
00007ffc0a7468ec (__TEXT,__text) external _LLVMDIBuilderCreateModule
00007ffc0b797598 (__TEXT,__text) external _LLVMDIBuilderCreateNameSpace
00007ffc0b797a56 (__TEXT,__text) external _LLVMDIBuilderCreateNullPtrType
00007ffc0b797902 (__TEXT,__text) external _LLVMDIBuilderCreateObjCIVar
00007ffc0b79790c (__TEXT,__text) external _LLVMDIBuilderCreateObjCProperty
00007ffc0b797967 (__TEXT,__text) external _LLVMDIBuilderCreateObjectPointerType
00007ffc0a74706c (__TEXT,__text) external _LLVMDIBuilderCreateParameterVariable
00007ffc0b7977e1 (__TEXT,__text) external _LLVMDIBuilderCreatePointerType
00007ffc0b797a3a (__TEXT,__text) external _LLVMDIBuilderCreateQualifiedType
00007ffc0b797a44 (__TEXT,__text) external _LLVMDIBuilderCreateReferenceType
00007ffc0b7979df (__TEXT,__text) external _LLVMDIBuilderCreateReplaceableCompositeType
00007ffc0b7978f8 (__TEXT,__text) external _LLVMDIBuilderCreateStaticMemberType
00007ffc0b797813 (__TEXT,__text) external _LLVMDIBuilderCreateStructType
00007ffc0b797ad1 (__TEXT,__text) external _LLVMDIBuilderCreateSubroutineType
00007ffc0b797b77 (__TEXT,__text) external _LLVMDIBuilderCreateTempGlobalVariableFwdDecl
00007ffc0b797676 (__TEXT,__text) external _LLVMDIBuilderCreateTempMacroFile
00007ffc0b797974 (__TEXT,__text) external _LLVMDIBuilderCreateTypedef
00007ffc0a746cb1 (__TEXT,__text) external _LLVMDIBuilderCreateUnionType
00007ffc0b7978df (__TEXT,__text) external _LLVMDIBuilderCreateUnspecifiedType
00007ffc0b79778d (__TEXT,__text) external _LLVMDIBuilderCreateVectorType
00007ffc0a74681f (__TEXT,__text) external _LLVMDIBuilderFinalize
00007ffc0b797535 (__TEXT,__text) external _LLVMDIBuilderFinalizeSubprogram
00007ffc0a7470ca (__TEXT,__text) external _LLVMDIBuilderGetOrCreateArray
00007ffc0a7470c0 (__TEXT,__text) external _LLVMDIBuilderGetOrCreateSubrange
00007ffc0b797ac7 (__TEXT,__text) external _LLVMDIBuilderGetOrCreateTypeArray
00007ffc0a746ffa (__TEXT,__text) external _LLVMDIBuilderInsertDbgValueAtEnd
00007ffc0a746fd3 (__TEXT,__text) external _LLVMDIBuilderInsertDbgValueBefore
00007ffc0a746f95 (__TEXT,__text) external _LLVMDIBuilderInsertDeclareAtEnd
00007ffc0a746f77 (__TEXT,__text) external _LLVMDIBuilderInsertDeclareBefore
00007ffc0a746c1d (__TEXT,__text) external _LLVMDIFileGetDirectory
00007ffc0a746c49 (__TEXT,__text) external _LLVMDIFileGetFilename
00007ffc0a746c74 (__TEXT,__text) external _LLVMDIFileGetSource
00007ffc0a746ee7 (__TEXT,__text) external _LLVMDIGlobalVariableExpressionGetExpression
00007ffc0a746ed3 (__TEXT,__text) external _LLVMDIGlobalVariableExpressionGetVariable
00007ffc0a746bcf (__TEXT,__text) external _LLVMDILocationGetColumn
00007ffc0a746bed (__TEXT,__text) external _LLVMDILocationGetInlinedAt
00007ffc0a746bc6 (__TEXT,__text) external _LLVMDILocationGetLine
00007ffc0a746bd9 (__TEXT,__text) external _LLVMDILocationGetScope
00007ffc0a746c01 (__TEXT,__text) external _LLVMDIScopeGetFile
00007ffc0a747202 (__TEXT,__text) external _LLVMDISubprogramGetLine
00007ffc0a746e40 (__TEXT,__text) external _LLVMDITypeGetAlignInBits
00007ffc0a746e52 (__TEXT,__text) external _LLVMDITypeGetFlags
00007ffc0a746e49 (__TEXT,__text) external _LLVMDITypeGetLine
00007ffc0a746dfe (__TEXT,__text) external _LLVMDITypeGetName
00007ffc0a746e36 (__TEXT,__text) external _LLVMDITypeGetOffsetInBits
00007ffc0a746e2c (__TEXT,__text) external _LLVMDITypeGetSizeInBits
00007ffc0a746efc (__TEXT,__text) external _LLVMDIVariableGetFile
00007ffc0a746f25 (__TEXT,__text) external _LLVMDIVariableGetLine
00007ffc0a746f11 (__TEXT,__text) external _LLVMDIVariableGetScope
00007ffc0a74675d (__TEXT,__text) external _LLVMDebugMetadataVersion
00007ffc0a739963 (__TEXT,__text) external _LLVMDeleteBasicBlock
00007ffc0a738cc9 (__TEXT,__text) external _LLVMDeleteFunction
00007ffc0a7387ad (__TEXT,__text) external _LLVMDeleteGlobal
00007ffc0ae15953 (__TEXT,__text) external _LLVMDisasmDispose
00007ffc0ae15ae1 (__TEXT,__text) external _LLVMDisasmInstruction
00007ffc0ae93ecc (__TEXT,__text) external _LLVMDisposeBinary
00007ffc0a73a5d5 (__TEXT,__text) external _LLVMDisposeBuilder
00007ffc0a807510 (__TEXT,__text) external _LLVMDisposeCoverageData
00007ffc0a80738b (__TEXT,__text) external _LLVMDisposeCoverageFunctionRange
00007ffc0a8079ef (__TEXT,__text) external _LLVMDisposeCoverageInstantiationGroupRange
00007ffc0a8075e7 (__TEXT,__text) external _LLVMDisposeCoverageIterator
00007ffc0a8071f8 (__TEXT,__text) external _LLVMDisposeCoverageMapping
00007ffc0a804cfc (__TEXT,__text) external _LLVMDisposeCoverageSourceFileRange
00007ffc0a7467f3 (__TEXT,__text) external _LLVMDisposeDIBuilder
00007ffc0b28034d (__TEXT,__text) external _LLVMDisposeErrorMessage
00007ffc0a73dbdd (__TEXT,__text) external _LLVMDisposeMemoryBuffer
00007ffc0a733912 (__TEXT,__text) external _LLVMDisposeMessage
00007ffc0a733d78 (__TEXT,__text) external _LLVMDisposeModule
00007ffc0a7340eb (__TEXT,__text) external _LLVMDisposeModuleFlagsMetadata
00007ffc0a73d9ba (__TEXT,__text) external _LLVMDisposeModuleProvider
00007ffc0ae94190 (__TEXT,__text) external _LLVMDisposeObjectFile
00007ffc0aed30f0 (__TEXT,__text) external _LLVMDisposePassBuilderOptions
00007ffc0a73dc7b (__TEXT,__text) external _LLVMDisposePassManager
00007ffc0ae94569 (__TEXT,__text) external _LLVMDisposeRelocationIterator
00007ffc0ae9421c (__TEXT,__text) external _LLVMDisposeSectionIterator
00007ffc0ae943bc (__TEXT,__text) external _LLVMDisposeSymbolIterator
00007ffc0b31156b (__TEXT,__text) external _LLVMDisposeTargetData
00007ffc0b313c44 (__TEXT,__text) external _LLVMDisposeTargetMachine
00007ffc0a746f43 (__TEXT,__text) external _LLVMDisposeTemporaryMDNode
00007ffc0a738366 (__TEXT,__text) external _LLVMDisposeValueMetadataEntries
00007ffc0a7349a2 (__TEXT,__text) external _LLVMDoubleType
00007ffc0a73489d (__TEXT,__text) external _LLVMDoubleTypeInContext
00007ffc0a734229 (__TEXT,__text) external _LLVMDumpModule
00007ffc0b791eef (__TEXT,__text) external _LLVMDumpType
00007ffc0a735247 (__TEXT,__text) external _LLVMDumpValue
00007ffc0b31182d (__TEXT,__text) external _LLVMElementAtOffset
00007ffc0b2c0c4f (__TEXT,__text) external _LLVMEnablePrettyStackTrace
00007ffc0a73944f (__TEXT,__text) external _LLVMEraseGlobalIFunc
00007ffc0a734a18 (__TEXT,__text) external _LLVMFP128Type
00007ffc0a7348b9 (__TEXT,__text) external _LLVMFP128TypeInContext
00007ffc0a73dc61 (__TEXT,__text) external _LLVMFinalizeFunctionPassManager
00007ffc0a734967 (__TEXT,__text) external _LLVMFloatType
00007ffc0a73488f (__TEXT,__text) external _LLVMFloatTypeInContext
00007ffc0a734b04 (__TEXT,__text) external _LLVMFunctionType
00007ffc0a73816a (__TEXT,__text) external _LLVMGetAlignment
00007ffc0a73a180 (__TEXT,__text) external _LLVMGetAllocatedType
00007ffc0a73af5a (__TEXT,__text) external _LLVMGetArgOperand
00007ffc0a734e9c (__TEXT,__text) external _LLVMGetArrayLength
00007ffc0a737292 (__TEXT,__text) external _LLVMGetAsString
00007ffc0a73c7f3 (__TEXT,__text) external _LLVMGetAtomicRMWBinOp
00007ffc0a738fce (__TEXT,__text) external _LLVMGetAttributeCountAtIndex
00007ffc0a738ff5 (__TEXT,__text) external _LLVMGetAttributesAtIndex
00007ffc0a73947c (__TEXT,__text) external _LLVMGetBasicBlockName
00007ffc0a73950c (__TEXT,__text) external _LLVMGetBasicBlockParent
00007ffc0a739516 (__TEXT,__text) external _LLVMGetBasicBlockTerminator
00007ffc0a73955c (__TEXT,__text) external _LLVMGetBasicBlocks
00007ffc0b6e4044 (__TEXT,__text) external _LLVMGetBitcodeModule
00007ffc0b6e409c (__TEXT,__text) external _LLVMGetBitcodeModule2
00007ffc0b6e3d85 (__TEXT,__text) external _LLVMGetBitcodeModuleInContext
00007ffc0b6e3f76 (__TEXT,__text) external _LLVMGetBitcodeModuleInContext2
00007ffc0a73dbcf (__TEXT,__text) external _LLVMGetBufferSize
00007ffc0a73dbc5 (__TEXT,__text) external _LLVMGetBufferStart
00007ffc0a739cdf (__TEXT,__text) external _LLVMGetCallSiteAttributeCount
00007ffc0a739d06 (__TEXT,__text) external _LLVMGetCallSiteAttributes
00007ffc0a739d48 (__TEXT,__text) external _LLVMGetCallSiteEnumAttribute
00007ffc0a739d66 (__TEXT,__text) external _LLVMGetCallSiteStringAttribute
00007ffc0a739ec6 (__TEXT,__text) external _LLVMGetCalledFunctionType
00007ffc0a739ebc (__TEXT,__text) external _LLVMGetCalledValue
00007ffc0a73ae42 (__TEXT,__text) external _LLVMGetClause
00007ffc0a73d989 (__TEXT,__text) external _LLVMGetCmpXchgFailureOrdering
00007ffc0a73d963 (__TEXT,__text) external _LLVMGetCmpXchgSuccessOrdering
00007ffc0a6f7347 (__TEXT,__text) external _LLVMGetComdat
00007ffc0a6f735b (__TEXT,__text) external _LLVMGetComdatSelectionKind
00007ffc0a73a10a (__TEXT,__text) external _LLVMGetCondition
00007ffc0a73733a (__TEXT,__text) external _LLVMGetConstOpcode
00007ffc0a80747b (__TEXT,__text) external _LLVMGetCoverageFunctionExecutionCount
00007ffc0a807464 (__TEXT,__text) external _LLVMGetCoverageFunctionName
00007ffc0a807b44 (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupColumn
00007ffc0a807b3c (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupLine
00007ffc0a807a5d (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupName
00007ffc0a807a4b (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupSize
00007ffc0a807b4d (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupTotalExecutionCount
00007ffc0a807633 (__TEXT,__text) external _LLVMGetCoverageIteratorExecutionCount
00007ffc0a807620 (__TEXT,__text) external _LLVMGetCoverageIteratorIsMapped
00007ffc0a80762a (__TEXT,__text) external _LLVMGetCoverageIteratorLine
00007ffc0a807647 (__TEXT,__text) external _LLVMGetCoverageIteratorLineSegments
00007ffc0a80763d (__TEXT,__text) external _LLVMGetCoverageIteratorWrappedSegment
00007ffc0a80792b (__TEXT,__text) external _LLVMGetCoverageSegmentColumn
00007ffc0a807934 (__TEXT,__text) external _LLVMGetCoverageSegmentCount
00007ffc0a80793e (__TEXT,__text) external _LLVMGetCoverageSegmentHasCount
00007ffc0a807952 (__TEXT,__text) external _LLVMGetCoverageSegmentIsGapRegion
00007ffc0a807948 (__TEXT,__text) external _LLVMGetCoverageSegmentIsRegionEntry
00007ffc0a807923 (__TEXT,__text) external _LLVMGetCoverageSegmentLine
00007ffc0a73a737 (__TEXT,__text) external _LLVMGetCurrentDebugLocation
00007ffc0a73a60f (__TEXT,__text) external _LLVMGetCurrentDebugLocation2
00007ffc0a7380bc (__TEXT,__text) external _LLVMGetDLLStorageClass
00007ffc0a733f13 (__TEXT,__text) external _LLVMGetDataLayout
00007ffc0a733ef2 (__TEXT,__text) external _LLVMGetDataLayoutStr
00007ffc0a736e3e (__TEXT,__text) external _LLVMGetDebugLocColumn
00007ffc0a7366eb (__TEXT,__text) external _LLVMGetDebugLocDirectory
00007ffc0a7369a2 (__TEXT,__text) external _LLVMGetDebugLocFilename
00007ffc0a736c57 (__TEXT,__text) external _LLVMGetDebugLocLine
00007ffc0b314087 (__TEXT,__text) external _LLVMGetDefaultTargetTriple
00007ffc0a733b93 (__TEXT,__text) external _LLVMGetDiagInfoDescription
00007ffc0a733c86 (__TEXT,__text) external _LLVMGetDiagInfoSeverity
00007ffc0a737265 (__TEXT,__text) external _LLVMGetElementAsConstant
00007ffc0a734e72 (__TEXT,__text) external _LLVMGetElementType
00007ffc0a739583 (__TEXT,__text) external _LLVMGetEntryBasicBlock
00007ffc0a739037 (__TEXT,__text) external _LLVMGetEnumAttributeAtIndex
00007ffc0a733ab0 (__TEXT,__text) external _LLVMGetEnumAttributeKind
00007ffc0a733a73 (__TEXT,__text) external _LLVMGetEnumAttributeKindForName
00007ffc0a733ac2 (__TEXT,__text) external _LLVMGetEnumAttributeValue
00007ffc0baa6fd5 (__TEXT,__text) external _LLVMGetErrorMessage
00007ffc0b28030d (__TEXT,__text) external _LLVMGetErrorTypeId
00007ffc0a739b01 (__TEXT,__text) external _LLVMGetFCmpPredicate
00007ffc0a739591 (__TEXT,__text) external _LLVMGetFirstBasicBlock
00007ffc0a8078eb (__TEXT,__text) external _LLVMGetFirstCoverageSegment
00007ffc0a738c4b (__TEXT,__text) external _LLVMGetFirstFunction
00007ffc0a73872f (__TEXT,__text) external _LLVMGetFirstGlobal
00007ffc0a7389ce (__TEXT,__text) external _LLVMGetFirstGlobalAlias
00007ffc0a73937a (__TEXT,__text) external _LLVMGetFirstGlobalIFunc
00007ffc0a7399ce (__TEXT,__text) external _LLVMGetFirstInstruction
00007ffc0a73647d (__TEXT,__text) external _LLVMGetFirstNamedMetadata
00007ffc0a7391d1 (__TEXT,__text) external _LLVMGetFirstParam
00007ffc0b3137ec (__TEXT,__text) external _LLVMGetFirstTarget
00007ffc0a735f8d (__TEXT,__text) external _LLVMGetFirstUse
00007ffc0a738e60 (__TEXT,__text) external _LLVMGetFunctionCallConv
00007ffc0a738e8a (__TEXT,__text) external _LLVMGetGC
00007ffc0a73a1b1 (__TEXT,__text) external _LLVMGetGEPSourceElementType
00007ffc0a73394b (__TEXT,__text) external _LLVMGetGlobalContext
00007ffc0a7393f8 (__TEXT,__text) external _LLVMGetGlobalIFuncResolver
00007ffc0a737eaf (__TEXT,__text) external _LLVMGetGlobalParent
00007ffc0a73dbef (__TEXT,__text) external _LLVMGetGlobalPassRegistry
00007ffc0a73aeab (__TEXT,__text) external _LLVMGetHandlers
00007ffc0b314153 (__TEXT,__text) external _LLVMGetHostCPUFeatures
00007ffc0b314141 (__TEXT,__text) external _LLVMGetHostCPUName
00007ffc0a739abf (__TEXT,__text) external _LLVMGetICmpPredicate
00007ffc0a73a343 (__TEXT,__text) external _LLVMGetIncomingBlock
00007ffc0a73a31e (__TEXT,__text) external _LLVMGetIncomingValue
00007ffc0a73a3a5 (__TEXT,__text) external _LLVMGetIndices
00007ffc0a7387ea (__TEXT,__text) external _LLVMGetInitializer
00007ffc0b791eaa (__TEXT,__text) external _LLVMGetInlineAsm
00007ffc0a73a574 (__TEXT,__text) external _LLVMGetInsertBlock
00007ffc0a739c3a (__TEXT,__text) external _LLVMGetInstructionCallConv
00007ffc0a739b43 (__TEXT,__text) external _LLVMGetInstructionOpcode
00007ffc0a7399c4 (__TEXT,__text) external _LLVMGetInstructionParent
00007ffc0a734867 (__TEXT,__text) external _LLVMGetIntTypeWidth
00007ffc0a738d18 (__TEXT,__text) external _LLVMGetIntrinsicDeclaration
00007ffc0a738d02 (__TEXT,__text) external _LLVMGetIntrinsicID
00007ffc0a7395ac (__TEXT,__text) external _LLVMGetLastBasicBlock
00007ffc0a733a7d (__TEXT,__text) external _LLVMGetLastEnumAttributeKind
00007ffc0a738c66 (__TEXT,__text) external _LLVMGetLastFunction
00007ffc0a73874a (__TEXT,__text) external _LLVMGetLastGlobal
00007ffc0a7389e9 (__TEXT,__text) external _LLVMGetLastGlobalAlias
00007ffc0a739395 (__TEXT,__text) external _LLVMGetLastGlobalIFunc
00007ffc0a7399e9 (__TEXT,__text) external _LLVMGetLastInstruction
00007ffc0a736494 (__TEXT,__text) external _LLVMGetLastNamedMetadata
00007ffc0a739224 (__TEXT,__text) external _LLVMGetLastParam
00007ffc0a737ef6 (__TEXT,__text) external _LLVMGetLinkage
00007ffc0a733a2a (__TEXT,__text) external _LLVMGetMDKindID
00007ffc0a733a1e (__TEXT,__text) external _LLVMGetMDKindIDInContext
00007ffc0a7360e4 (__TEXT,__text) external _LLVMGetMDNodeNumOperands
00007ffc0a73653b (__TEXT,__text) external _LLVMGetMDNodeOperands
00007ffc0a73644a (__TEXT,__text) external _LLVMGetMDString
00007ffc0a73d92e (__TEXT,__text) external _LLVMGetMaskValue
00007ffc0a735387 (__TEXT,__text) external _LLVMGetMetadata
00007ffc0a7472a4 (__TEXT,__text) external _LLVMGetMetadataKind
00007ffc0a7344fb (__TEXT,__text) external _LLVMGetModuleContext
00007ffc0b311480 (__TEXT,__text) external _LLVMGetModuleDataLayout
00007ffc0a7467db (__TEXT,__text) external _LLVMGetModuleDebugMetadataVersion
00007ffc0a73412e (__TEXT,__text) external _LLVMGetModuleFlag
00007ffc0a733da4 (__TEXT,__text) external _LLVMGetModuleIdentifier
00007ffc0a7344cd (__TEXT,__text) external _LLVMGetModuleInlineAsm
00007ffc0a738ad6 (__TEXT,__text) external _LLVMGetNamedFunction
00007ffc0a7385d4 (__TEXT,__text) external _LLVMGetNamedGlobal
00007ffc0a7389a9 (__TEXT,__text) external _LLVMGetNamedGlobalAlias
00007ffc0a739370 (__TEXT,__text) external _LLVMGetNamedGlobalIFunc
00007ffc0a7364dd (__TEXT,__text) external _LLVMGetNamedMetadata
00007ffc0a73650e (__TEXT,__text) external _LLVMGetNamedMetadataName
00007ffc0a7365c3 (__TEXT,__text) external _LLVMGetNamedMetadataNumOperands
00007ffc0a736600 (__TEXT,__text) external _LLVMGetNamedMetadataOperands
00007ffc0a7395c7 (__TEXT,__text) external _LLVMGetNextBasicBlock
00007ffc0a8073c0 (__TEXT,__text) external _LLVMGetNextCoverageFunction
00007ffc0a807a1f (__TEXT,__text) external _LLVMGetNextCoverageInstantiationGroup
00007ffc0a8078ff (__TEXT,__text) external _LLVMGetNextCoverageSegment
00007ffc0a804d35 (__TEXT,__text) external _LLVMGetNextCoverageSourceFile
00007ffc0a738c81 (__TEXT,__text) external _LLVMGetNextFunction
00007ffc0a738765 (__TEXT,__text) external _LLVMGetNextGlobal
00007ffc0a738a04 (__TEXT,__text) external _LLVMGetNextGlobalAlias
00007ffc0a7393b0 (__TEXT,__text) external _LLVMGetNextGlobalIFunc
00007ffc0a739a04 (__TEXT,__text) external _LLVMGetNextInstruction
00007ffc0a7364ab (__TEXT,__text) external _LLVMGetNextNamedMetadata
00007ffc0a739289 (__TEXT,__text) external _LLVMGetNextParam
00007ffc0b3137f9 (__TEXT,__text) external _LLVMGetNextTarget
00007ffc0a735f97 (__TEXT,__text) external _LLVMGetNextUse
00007ffc0a739f02 (__TEXT,__text) external _LLVMGetNormalDest
00007ffc0a739bab (__TEXT,__text) external _LLVMGetNumArgOperands
00007ffc0a73ae34 (__TEXT,__text) external _LLVMGetNumClauses
00007ffc0a734e93 (__TEXT,__text) external _LLVMGetNumContainedTypes
00007ffc0a73ae92 (__TEXT,__text) external _LLVMGetNumHandlers
00007ffc0a73a371 (__TEXT,__text) external _LLVMGetNumIndices
00007ffc0a73d925 (__TEXT,__text) external _LLVMGetNumMaskElements
00007ffc0a7360ba (__TEXT,__text) external _LLVMGetNumOperands
00007ffc0a73a044 (__TEXT,__text) external _LLVMGetNumSuccessors
00007ffc0a735fb4 (__TEXT,__text) external _LLVMGetOperand
00007ffc0a73602e (__TEXT,__text) external _LLVMGetOperandUse
00007ffc0a6f7317 (__TEXT,__text) external _LLVMGetOrInsertComdat
00007ffc0a736504 (__TEXT,__text) external _LLVMGetOrInsertNamedMetadata
00007ffc0a73c79c (__TEXT,__text) external _LLVMGetOrdering
