00007ff909279215 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90927bf0d (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00007ff90927854c (__TEXT,__text) external _createSystemPolicyDefaults
00007ff909268979 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00007ff943739f58 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00007ff943739f60 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ff9092732aa (__TEXT,__text) external _doBooleanXPCFunction
00007ff909273503 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00007ff909273512 (__TEXT,__text) external _doObjectXPCFunction
00007ff90926ee5b (__TEXT,__text) external _doWithoutImmutability
00007ff943739f00 (__DATA,__bss) non-external _exec.sLog
00007ff943739ef8 (__DATA,__bss) non-external _exec.sLogInit
00007ff90926e675 (__TEXT,__text) external _fileExists
00007ff90926e6ed (__TEXT,__text) external _fileIsSymlink
00007ff909271807 (__TEXT,__text) external _findBundleContainingSignedFile
00007ff90927b54c (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00007ff90927058e (__TEXT,__text) external _findContainingBundle
00007ff90926911f (__TEXT,__text) external _findFirstSubdirectoryURL
00007ff909271072 (__TEXT,__text) external _findOuterMostBundle
00007ff90927b4e4 (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00007ff90927173e (__TEXT,__text) external _findOuterMostBundleWithFilter
00007ff90927b518 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00007ff90927071d (__TEXT,__text) external _findScanTargetByPath
00007ff909270bd7 (__TEXT,__text) external _findTopAppBundle
00007ff90927069f (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00007ff90926ac2c (__TEXT,__text) non-external _fsEventCallback
00007ff943739ee0 (__DATA,__bss) non-external _generic.sLog
00007ff943739ed8 (__DATA,__bss) non-external _generic.sLogInit
00007ff909279103 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00007ff943739f70 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00007ff943739ec8 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00007ff943739ed0 (__DATA,__bss) non-external _getAllowedPaths.once
00007ff909268310 (__TEXT,__text) external _getDictionaryValue
00007ff909270f63 (__TEXT,__text) external _getVolumePrefix
00007ff90927b450 (__TEXT,__text) non-external _getVolumePrefix.cold.1
00007ff90926ebcb (__TEXT,__text) external _getXattrData
00007ff90927b35e (__TEXT,__text) non-external _getXattrData.cold.1
00007ff90927b3c8 (__TEXT,__text) non-external _getXattrData.cold.2
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00007ff90927055e (__TEXT,__text) non-external _globalBundleSuffixes
00007ff943739f50 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00007ff943739f48 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00007ff909270eb6 (__TEXT,__text) external _hasAppExtension
00007ff909268f6c (__TEXT,__text) external _hasCodeRequirementString
00007ff90927a812 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00007ff90927eae0 (__TEXT,__cstring) non-external _hexString.nibble
00007ff90926a6e4 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00007ff90926a522 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00007ff90926906b (__TEXT,__text) external _isAdhocSignature
00007ff90927a86c (__TEXT,__text) non-external _isAdhocSignature.cold.1
00007ff9092669a5 (__TEXT,__text) external _isAppleInternalMachine
00007ff90926901f (__TEXT,__text) external _isAppleSignedCode
00007ff909269eb8 (__TEXT,__text) external _isCodelessKext
00007ff90927a930 (__TEXT,__text) non-external _isCodelessKext.cold.1
00007ff9092738dc (__TEXT,__text) external _isConnectionEntitled
00007ff90927ba6d (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00007ff9092669be (__TEXT,__text) external _isDarwinOSEnvironment
00007ff909269058 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00007ff909269045 (__TEXT,__text) external _isDeveloperIDSignedCode
00007ff909266a38 (__TEXT,__text) external _isFastGatekeeperOverridesEnabled
00007ff9092669d3 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00007ff909268ef6 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00007ff909268eec (__TEXT,__text) external _isKernelExtensionSystemRequired
00007ff90926a1f7 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00007ff90927ab8b (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00007ff90926695a (__TEXT,__text) external _isKextSecurityDisabledMachine
00007ff909269032 (__TEXT,__text) external _isMacAppStoreSignedCode
00007ff909273c37 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00007ff909266a1c (__TEXT,__text) external _isNewGatekeeperOverridesEnabled
00007ff909269f65 (__TEXT,__text) external _isNotarizedKext
00007ff90927a98a (__TEXT,__text) non-external _isNotarizedKext.cold.1
00007ff90927aa23 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00007ff90927aaaa (__TEXT,__text) non-external _isNotarizedKext.cold.3
00007ff909266a8b (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00007ff909266973 (__TEXT,__text) external _isSIPDisabledMachine
00007ff90926698c (__TEXT,__text) external _isSKELDisabledMachine
00007ff90927033d (__TEXT,__text) external _isValidInfoPlist
00007ff909266a6f (__TEXT,__text) external _isValidationCategoryPolicyEnabled
00007ff909266a00 (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00007ff943739ef0 (__DATA,__bss) non-external _kext.sLog
00007ff943739ee8 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00007ff943739f10 (__DATA,__bss) non-external _measurements.sLog
00007ff943739f08 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00007ff9092702da (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
00007ff9092788b8 (__TEXT,__text) external _opaqueSignCode
00007ff90927bf5c (__TEXT,__text) non-external _opaqueSignCode.cold.1
00007ff90927bfb6 (__TEXT,__text) non-external _opaqueSignCode.cold.2
00007ff90927bfe9 (__TEXT,__text) non-external _opaqueSignCode.cold.3
00007ff90927c043 (__TEXT,__text) non-external _opaqueSignCode.cold.4
00007ff90927c09d (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
00007ff90926ea3c (__TEXT,__text) external _removePrefixPath
00007ff90927b28a (__TEXT,__text) non-external _removePrefixPath.cold.1
00007ff90927b2f4 (__TEXT,__text) non-external _removePrefixPath.cold.2
00007ff943739d40 (__DATA,__data) external _sSystemPolicySubsystem
00007ff943739f40 (__DATA,__bss) non-external _sVerboseLogging
00007ff943739f30 (__DATA,__bss) non-external _sampling.sLog
00007ff943739f28 (__DATA,__bss) non-external _sampling.sLogInit
00007ff9092698eb (__TEXT,__text) external _scanForBundledKernelExtensions
00007ff90926929b (__TEXT,__text) external _scanForBundles
00007ff90926985a (__TEXT,__text) external _scanForKernelExtensions
00007ff909270b14 (__TEXT,__text) external _shouldFilterOutScanTarget
00007ff943739f20 (__DATA,__bss) non-external _signposts.sLog
00007ff943739f18 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff9092660ce (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff909268e3b (__TEXT,__text) external _systemUptime
00007ff90927a7b8 (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00007ff90926aeca (__TEXT,__text) non-external _timestampForURL
00007ff90927047d (__TEXT,__text) external _urlLooksLikeBundle
00007ff943739f38 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
