00007ffa1e8fde3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e909772 (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ffa1e90aa80 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffa1e8e7cb0 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffa1e8e7cf9 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffa1e90c4fc (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffa1e90c51f (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffa1e90c542 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffa1e90c565 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffa1e90c588 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffa1e90c5ab (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffa1e90ab3a (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffa1e90ab8e (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffa1e90b15c (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffa1e8feeba (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffa1e902e9f (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffa1e8ebda5 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffa1e8e48f0 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffa1e9007fa (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffa1e902e13 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffa1e8effe8 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffa1e8f066d (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffa1e90d55b (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffa1e90d57e (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffa1e8f06ad (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffa1e90d5a1 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffa1e90d5c4 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffa1e90d5e7 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffa1e90d60a (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffa1e90b1b0 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffa43ab94a0 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffa1e8fa777 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffa43ab9490 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffa1e900c58 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffa1e902dcd (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffa1e8efee4 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffa1e8efaed (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffa1e8e7f4f (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffa1e90c5ce (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffa1e90c5f1 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffa1e8f1d85 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffa1e90e9c0 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffa1e902250 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffa1e902e59 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffa1e8f00c2 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffa43ab9480 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffa1e913048 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffa1e8ef4be (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffa1e90807e (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffa1e912680 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffa1e8ef539 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffa1e8efdf0 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffa1e90d3da (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffa1e90d3fd (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffa1e90d420 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffa1e90b294 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffa1e911fa0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffa1e9136f8 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffa1e911e48 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffa1e912250 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffa1e912a88 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffa1e912c38 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffa1e9131a0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffa1e8e4fc2 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffa1e8fea68 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffa1e8e9352 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffa1e90efb8 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffa1e910e00 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffa1e9120f8 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffa1e8efa26 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffa1e8ef730 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffa1e90d34e (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffa1e8ff9aa (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffa1e901ab8 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffa1e910338 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffa1e8ef68b (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffa1e90fb98 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffa1e910168 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffa1e911c78 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffa1e912500 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffa1e8f2ba9 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffa1e90d768 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffa1e90d78b (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffa1e90d7ae (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffa1e90d7d1 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffa1e8e9b6c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffa1e90f350 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffa1e911728 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffa1e911a88 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffa1e9123a8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffa1e9127d8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffa1e912930 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffa1e912d90 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffa1e8efbff (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffa1e90f118 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffa43ab9484 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffa1e9108e0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffa1e90f7a0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffa1e9105f8 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffa1e912ef0 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffa1e90f9a8 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffa1e910488 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffa1e90ffb8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffa1e910768 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffa1e907134 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffa1e8eec30 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffa1e90d29f (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffa1e90d2c2 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffa1e90d2e5 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffa1e9114a0 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffa1e913460 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffa1e9096a5 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffa1e90ee60 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffa1e907922 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffa1e90f5e0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffa1e90fdb0 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffa1e90e580 (__TEXT,__const) non-external __ZL4yyr1
00007ffa1e90e550 (__TEXT,__const) non-external __ZL4yyr2
00007ffa1e90ba94 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffa1e911040 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffa1e9118a8 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffa1e911290 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffa1e9135a0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffa1e8e5874 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffa1e90e300 (__TEXT,__const) non-external __ZL6yypact
00007ffa1e90e440 (__TEXT,__const) non-external __ZL7yycheck
00007ffa1e90e5a1 (__TEXT,__const) non-external __ZL7yypgoto
00007ffa1e90e4b0 (__TEXT,__const) non-external __ZL7yytable
00007ffa1e8fd799 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffa1e8fdb36 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffa1e90e520 (__TEXT,__const) non-external __ZL8yydefact
00007ffa1e8e721b (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffa1e90c1b4 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffa1e90b1f8 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffa1e8e5d88 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffa1e90e5c0 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffa43ab9080 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffa1e8e5bf4 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffa1e90e5b0 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffa1e8faf74 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffa1e8fb128 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffa1e8fac02 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffa1e8fa838 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffa1e8fa920 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffa1e8fa620 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffa1e8fae4c (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffa1e8ed9fe (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffa1e901620 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1e8edc30 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffa1e90198c (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1e8eda9c (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffa1e901870 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e90174c (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8edaea (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffa1e8ed982 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffa1e90d083 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffa1e901a22 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1e9015ac (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e8edba2 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffa1e8ed8e6 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffa1e8ed89e (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffa1e8eda4e (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffa1e8ed804 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1e8eda70 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffa1e8edc5c (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffa1e901512 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffa1e8edbf0 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffa1e8edb46 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffa1e90151c (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffa1e8eb62c (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffa1e902ba8 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa1e902d30 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffa1e8eb68c (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffa1e8eb648 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffa1e90ce30 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffa1e902b2e (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffa1e8eb63a (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffa1e8eb6cc (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffa1e902b64 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffa1e8ed6c6 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffa1e909fd8 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1e8ed792 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffa1e90a344 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1e90a228 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e90a104 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ed716 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00007ffa1e90d060 (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00007ffa1e90a3da (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1e909f64 (__TEXT,__text) external __ZN11IOWorkGroup23SetWorkGroupPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e8ed79e (__TEXT,__text) external __ZN11IOWorkGroup4JoinEPv
00007ffa1e8ed590 (__TEXT,__text) external __ZN11IOWorkGroup4freeEv
00007ffa1e8ed548 (__TEXT,__text) external __ZN11IOWorkGroup4initEv
00007ffa1e8ed7d6 (__TEXT,__text) external __ZN11IOWorkGroup5LeaveEPv
00007ffa1e8ed620 (__TEXT,__text) external __ZN11IOWorkGroup6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1e909eca (__TEXT,__text) external __ZN11IOWorkGroup8DispatchE5IORPC
00007ffa1e909ed4 (__TEXT,__text) external __ZN11IOWorkGroup9_DispatchEPS_5IORPC
00007ffa1e8ff2b6 (__TEXT,__text) external __ZN12IODMACommand11CompleteDMAEyPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ff6e0 (__TEXT,__text) external __ZN12IODMACommand13Create_InvokeE5IORPCPFiP9IOServiceyPK25IODMACommandSpecificationPPS_E
00007ffa1e8ff0f2 (__TEXT,__text) external __ZN12IODMACommand13PrepareForDMAEyP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ff400 (__TEXT,__text) external __ZN12IODMACommand14GetPreparationEPyS0_PP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ff5be (__TEXT,__text) external __ZN12IODMACommand16PerformOperationEyyyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e8ff852 (__TEXT,__text) external __ZN12IODMACommand18CompleteDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1e8ff77c (__TEXT,__text) external __ZN12IODMACommand20PrepareForDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentE
00007ffa1e8ff8a4 (__TEXT,__text) external __ZN12IODMACommand21GetPreparation_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_PP18IOMemoryDescriptorE
00007ffa1e8ff90e (__TEXT,__text) external __ZN12IODMACommand23PerformOperation_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyP18IOMemoryDescriptorE
00007ffa1e8eb83e (__TEXT,__text) external __ZN12IODMACommand4freeEv
00007ffa1e8eb7fe (__TEXT,__text) external __ZN12IODMACommand4initEv
00007ffa1e8fefce (__TEXT,__text) external __ZN12IODMACommand6CreateEP9IOServiceyPK25IODMACommandSpecificationPPS_
00007ffa1e8fef54 (__TEXT,__text) external __ZN12IODMACommand8DispatchE5IORPC
00007ffa1e8fef8a (__TEXT,__text) external __ZN12IODMACommand9_DispatchEPS_5IORPC
00007ffa1e8ebfea (__TEXT,__text) external __ZN12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1e908cae (__TEXT,__text) external __ZN12IOUserClient15AsyncCompletionEP8OSActioniPKyjPFiP15OSMetaClassBase5IORPCE
00007ffa1e909290 (__TEXT,__text) external __ZN12IOUserClient15_ExternalMethodEyPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS3_S5_P8OSActionPFiP15OSMetaClassBase5IORPCE
