00000001bab67658 (__TEXT,__text) non-external -[OS_axr_data copy]
00000001babeccbc (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression17ReleaseDataToPoolEPKvP13AXRBufferPoolIhE
00000001babeccc0 (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression20GetCompressionMethodEv
00000001babbd6dc (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvm
00000001babc4dc4 (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvm
00000001babbd4f4 (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed17ReleaseDataToPoolEPKvP13AXRBufferPoolIhE
00000001babd7e50 (__TEXT,__text) non-external (was a private external) __ZNK4Part10GetChannelEm11axr_flags_t
00000001babee050 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00000001babee6c8 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00000001babee7f4 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00000001babd7fa8 (__TEXT,__text) non-external (was a private external) __ZNK4Part10ReadPixelsEP11axr_decoderPvm11axr_flags_t
00000001babd9830 (__TEXT,__text) non-external (was a private external) __ZNK4Part10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t
00000001babd7f00 (__TEXT,__text) non-external (was a private external) __ZNK4Part11GetPropertyEm11axr_flags_t
00000001babee0d4 (__TEXT,__text) non-external __ZNK4Part11GetPropertyEm11axr_flags_t.cold.1
00000001babd7d5c (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetImageInfoEPKv
00000001babc5f58 (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetImageSizeEm11axr_flags_t
00000001babed6d4 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00000001babede44 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00000001babee628 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00000001babee754 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00000001babd7f4c (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetLayerInfoEm
00000001babd7e08 (__TEXT,__text) non-external (was a private external) __ZNK4Part14GetChannelInfoEPKvm11axr_flags_t
00000001babd8214 (__TEXT,__text) non-external (was a private external) __ZNK4Part14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t
00000001babdbff8 (__TEXT,__text) non-external (was a private external) __ZNK4Part16CreateColorSpaceEPK11axr_decoderPv11axr_flags_tb
00000001babd7e88 (__TEXT,__text) non-external (was a private external) __ZNK4Part16GetImagePropertyEPKvm11axr_flags_t
00000001babdb8c8 (__TEXT,__text) non-external (was a private external) __ZNK4Part8GetChunkEPKvmmPm
00000001babde1d4 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10GetChannelEmm11axr_flags_t
00000001babee5b4 (__TEXT,__text) non-external __ZNK7AXRData10GetChannelEmm11axr_flags_t.cold.1
00000001babd2b34 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10ReadPixelsEP11axr_decoderPvm11axr_flags_t
00000001babed774 (__TEXT,__text) non-external __ZNK7AXRData10ReadPixelsEP11axr_decoderPvm11axr_flags_t.cold.1
00000001babd2bf4 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t
00000001babed85c (__TEXT,__text) non-external __ZNK7AXRData10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t.cold.1
00000001babd2b94 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t
00000001babed7e8 (__TEXT,__text) non-external __ZNK7AXRData14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t.cold.1
00000001babd27d0 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData16DebugDescriptionEPcm
00000001babddd34 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData24CreateColorSpaceForImageEP11axr_decoderPv11axr_flags_tb
00000001babee3cc (__TEXT,__text) non-external __ZNK7AXRData24CreateColorSpaceForImageEP11axr_decoderPv11axr_flags_tb.cold.1
00000001babd2998 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData7GetHashEv
00000001babd2984 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData7IsEqualEPKS_
                 (undefined) external __ZSt9terminatev (from libc++)
00000001dd14df30 (__AUTH_CONST,__const) non-external (was a private external) __ZTI10Compressor
00000001dd14e1b8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI11TileDecoder
00000001dd14d210 (__AUTH_CONST,__const) non-external (was a private external) __ZTI11axr_error_t
00000001dd14d1d0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI13EncoderBuffer
00000001dd14dd30 (__AUTH_CONST,__const) non-external (was a private external) __ZTI13EncoderStream
00000001dd14df40 (__AUTH_CONST,__const) non-external (was a private external) __ZTI13RowCompressor
00000001dd14dfa0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI13ZipCompressor
00000001dd14d540 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_B44
00000001dd14dcc0 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_PIZ
00000001dd14db08 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_RLE
00000001dd14e240 (__AUTH_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_Zip
00000001dd14d5b8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI16TileDecoder_B44A
00000001dd14da90 (__AUTH_CONST,__const) non-external (was a private external) __ZTI16TileDecoder_Zips
00000001dd14d840 (__AUTH_CONST,__const) non-external (was a private external) __ZTI17TileDecoder_PXR24
00000001dd14d190 (__AUTH_CONST,__const) non-external (was a private external) __ZTI18EncoderBufferCache
00000001dd14e1c8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI25TileDecoder_NoCompression
00000001dd14da18 (__AUTH_CONST,__const) non-external (was a private external) __ZTI30TileDecoder_ScanlineCompressed
00000001dd14dcf8 (__AUTH_CONST,__const) non-external (was a private external) __ZTI7AXRData
00000001dd14d180 (__AUTH_CONST,__const) non-external (was a private external) __ZTI8Retained
00000001bac0f9d0 (__TEXT,__const) non-external (was a private external) __ZTS10Compressor
00000001bac0fa4c (__TEXT,__const) non-external (was a private external) __ZTS11TileDecoder
00000001babeed4f (__TEXT,__const) non-external (was a private external) __ZTS11axr_error_t
00000001babeed3f (__TEXT,__const) non-external (was a private external) __ZTS13EncoderBuffer
00000001bac0f8d8 (__TEXT,__const) non-external (was a private external) __ZTS13EncoderStream
00000001bac0f9c0 (__TEXT,__const) non-external (was a private external) __ZTS13RowCompressor
00000001bac0f9dd (__TEXT,__const) non-external (was a private external) __ZTS13ZipCompressor
00000001bac0ee04 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_B44
00000001bac0f750 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_PIZ
00000001bac0eec8 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_RLE
00000001bac0fa5a (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_Zip
00000001bac0ee16 (__TEXT,__const) non-external (was a private external) __ZTS16TileDecoder_B44A
00000001bac0eeb5 (__TEXT,__const) non-external (was a private external) __ZTS16TileDecoder_Zips
00000001bac0ee80 (__TEXT,__const) non-external (was a private external) __ZTS17TileDecoder_PXR24
00000001babeed20 (__TEXT,__const) non-external (was a private external) __ZTS18EncoderBufferCache
00000001bac0fa30 (__TEXT,__const) non-external (was a private external) __ZTS25TileDecoder_NoCompression
00000001bac0ee94 (__TEXT,__const) non-external (was a private external) __ZTS30TileDecoder_ScanlineCompressed
00000001bac0f78c (__TEXT,__const) non-external (was a private external) __ZTS7AXRData
00000001babeed35 (__TEXT,__const) non-external (was a private external) __ZTS8Retained
00000001dd14dfb8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV11TileDecoder
00000001dd14d1a8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV13EncoderBuffer
00000001dd14dd08 (__AUTH_CONST,__const) non-external (was a private external) __ZTV13EncoderStream
00000001dd14dee8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV13RowCompressor
00000001dd14df58 (__AUTH_CONST,__const) non-external (was a private external) __ZTV13ZipCompressor
00000001dd14d4e0 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_B44
00000001dd14dc60 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_PIZ
00000001dd14daa8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_RLE
00000001dd14e1e0 (__AUTH_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_Zip
00000001dd14d558 (__AUTH_CONST,__const) non-external (was a private external) __ZTV16TileDecoder_B44A
00000001dd14da30 (__AUTH_CONST,__const) non-external (was a private external) __ZTV16TileDecoder_Zips
00000001dd14d7e0 (__AUTH_CONST,__const) non-external (was a private external) __ZTV17TileDecoder_PXR24
00000001dd14d158 (__AUTH_CONST,__const) non-external (was a private external) __ZTV18EncoderBufferCache
00000001dd14e158 (__AUTH_CONST,__const) non-external (was a private external) __ZTV25TileDecoder_NoCompression
00000001dd14d9b8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV30TileDecoder_ScanlineCompressed
00000001dd14dcd8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV7AXRData
00000001dd14d1e8 (__AUTH_CONST,__const) non-external (was a private external) __ZTV8Retained
                 (undefined) external __ZTVN10__cxxabiv116__enum_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
00000001d7d889b0 (__DATA,__bss) non-external __ZZ19AXRCreateColorSpaceE22CGFunctionsInitialized
00000001bac0f960 (__TEXT,__const) non-external __ZZ23axr_decoder_create_rgbaE12kColorModels
00000001d3c01538 (__DATA_CONST,__const) non-external __ZZ24GetEXRNameForChannelTypeE20kDefaultChannelNames
00000001d3c015b8 (__DATA_CONST,__const) non-external __ZZL19CreateRGBColorSpaceDv4_fS_fPK14__CFDictionary11axr_flags_tE10colorNames
00000001bac0f958 (__TEXT,__const) non-external __ZZL21CalculatePXR24RowSizeRKN18ChannelDescription30ChannelDescriptionLocationInfoEjjj10axr_type_tE9kTypeSize
00000001bac0f828 (__TEXT,__const) non-external __ZZL35GetDefaultCompressionMethodTileSize17axr_compression_tE27kCompressionMethodTileSizes
00000001bac0f918 (__TEXT,__const) non-external __ZZL35GetDefaultCompressionMethodTileSize17axr_compression_tE27kCompressionMethodTileSizes
00000001bac0f7e8 (__TEXT,__const) non-external __ZZN11EncoderPart16CreateColorSpaceE11axr_flags_tPK14__CFDictionarybE16kChannelTypeMask
00000001d3c01338 (__DATA_CONST,__const) non-external __ZZN18ChannelDescription20ConfigureChannelTypeEPKcmRP5LayerE10kColorList
00000001dd14de68 (__AUTH_CONST,__const) non-external __ZZN4Part11InitOffsetsEPKvmRm11axr_flags_tE13kRowSizeProcs
00000001dd14e018 (__AUTH_CONST,__const) non-external __ZZNK11TileDecoder23Interleave_UncompressedEPKvmRK8TileInfojjPvmE5Read2
00000001dd14e058 (__AUTH_CONST,__const) non-external __ZZNK11TileDecoder23Interleave_UncompressedEPKvmRK8TileInfojjPvmE5Read4
00000001dd14dea8 (__AUTH_CONST,__const) non-external __ZZNK13RowCompressor8ReadDataER15CompressionInfoE8FuncList
00000001dd14d220 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_B4410InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd14d260 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_B4410InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd14d360 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_B4412ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE9funcTable
00000001dd14db20 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_PIZ10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd14db60 (__AUTH_CONST,__const) non-external __ZZNK15TileDecoder_PIZ10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd14d380 (__AUTH_CONST,__const) non-external __ZZNK16TileDecoder_B44A10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd14d3c0 (__AUTH_CONST,__const) non-external __ZZNK16TileDecoder_B44A10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd14d4c0 (__AUTH_CONST,__const) non-external __ZZNK16TileDecoder_B44A12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
00000001dd14d5d0 (__AUTH_CONST,__const) non-external __ZZNK17TileDecoder_PXR2410InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd14d630 (__AUTH_CONST,__const) non-external __ZZNK17TileDecoder_PXR2410InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd14d7b0 (__AUTH_CONST,__const) non-external __ZZNK17TileDecoder_PXR2412ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
00000001dd14d858 (__AUTH_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00000001dd14d898 (__AUTH_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00000001dd14d998 (__AUTH_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znam (from libc++)
                 (undefined) weak external __Znwm (from libc++)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001babd2770 (__TEXT,__text) non-external (was a private external) ___clang_call_terminate
                 (undefined) external ___cxa_allocate_exception (from libc++)
                 (undefined) external ___cxa_begin_catch (from libc++)
                 (undefined) external ___cxa_end_catch (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
                 (undefined) external ___cxa_throw (from libc++)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __os_object_alloc (from libSystem)
                 (undefined) external __os_object_dealloc (from libSystem)
00000001babd1990 (__TEXT,__text) external _axr_channel_type_get_name
00000001babd1758 (__TEXT,__text) external _axr_compression_get_name
00000001d3c011a0 (__DATA_CONST,__const) non-external _axr_compression_get_name.kCompressionMethodNames
00000001bab67308 (__TEXT,__text) external _axr_data_create
00000001babd2c60 (__TEXT,__text) external _axr_data_get_channel_count
00000001babed8d0 (__TEXT,__text) non-external _axr_data_get_channel_count.cold.1
00000001babd2ca8 (__TEXT,__text) external _axr_data_get_channel_info
00000001babed944 (__TEXT,__text) non-external _axr_data_get_channel_info.cold.1
00000001babed99c (__TEXT,__text) non-external _axr_data_get_channel_info.cold.2
00000001babd2ec4 (__TEXT,__text) external _axr_data_get_layer_count
00000001babedc1c (__TEXT,__text) non-external _axr_data_get_layer_count.cold.1
00000001babd2f0c (__TEXT,__text) external _axr_data_get_layer_info
00000001babedc90 (__TEXT,__text) non-external _axr_data_get_layer_info.cold.1
00000001babedce8 (__TEXT,__text) non-external _axr_data_get_layer_info.cold.2
00000001babd2f84 (__TEXT,__text) external _axr_data_get_level_count
00000001babedd5c (__TEXT,__text) non-external _axr_data_get_level_count.cold.1
00000001babd2fd4 (__TEXT,__text) external _axr_data_get_level_size
00000001babeddd0 (__TEXT,__text) non-external _axr_data_get_level_size.cold.1
00000001babd2c54 (__TEXT,__text) external _axr_data_get_part_count
00000001babd2d74 (__TEXT,__text) external _axr_data_get_part_info
00000001babeda10 (__TEXT,__text) non-external _axr_data_get_part_info.cold.1
00000001babeda68 (__TEXT,__text) non-external _axr_data_get_part_info.cold.2
00000001babd2e44 (__TEXT,__text) external _axr_data_get_property
00000001babedb50 (__TEXT,__text) non-external _axr_data_get_property.cold.1
00000001babedba8 (__TEXT,__text) non-external _axr_data_get_property.cold.2
00000001babd2dfc (__TEXT,__text) external _axr_data_get_property_count
00000001babedadc (__TEXT,__text) non-external _axr_data_get_property_count.cold.1
00000001babdd8d0 (__TEXT,__text) external _axr_decoder_append_channel
00000001babee270 (__TEXT,__text) non-external _axr_decoder_append_channel.cold.1
00000001babee2e4 (__TEXT,__text) non-external _axr_decoder_append_channel.cold.2
00000001babddbf0 (__TEXT,__text) external _axr_decoder_append_constant_value_channel
00000001babdd88c (__TEXT,__text) external _axr_decoder_clear_channel_list
00000001babdcea4 (__TEXT,__text) external _axr_decoder_copy
00000001babdcf50 (__TEXT,__text) external _axr_decoder_create
00000001babee158 (__TEXT,__text) non-external _axr_decoder_create.cold.1
00000001babee1e4 (__TEXT,__text) non-external _axr_decoder_create.cold.2
00000001babddc68 (__TEXT,__text) external _axr_decoder_create_colorspace
00000001babdd074 (__TEXT,__text) external _axr_decoder_create_rgba
00000001babddd94 (__TEXT,__text) external _axr_decoder_create_rgba_colorspace
00000001babddc60 (__TEXT,__text) external _axr_decoder_get_channel_count
00000001babddff4 (__TEXT,__text) external _axr_decoder_get_channel_info
00000001babee4b4 (__TEXT,__text) non-external _axr_decoder_get_channel_info.cold.1
00000001babee528 (__TEXT,__text) non-external _axr_decoder_get_channel_info.cold.2
00000001babde230 (__TEXT,__text) external _axr_decoder_get_data
00000001babddef0 (__TEXT,__text) external _axr_decoder_get_info
00000001babee440 (__TEXT,__text) non-external _axr_decoder_get_info.cold.1
00000001babd3044 (__TEXT,__text) external _axr_decoder_read_pixels
00000001babd32d0 (__TEXT,__text) external _axr_decoder_read_planes
00000001babd318c (__TEXT,__text) external _axr_decoder_read_rgba_pixels
00000001babdda38 (__TEXT,__text) external _axr_decoder_set_subregion
00000001babee358 (__TEXT,__text) non-external _axr_decoder_set_subregion.cold.1
00000001babddeb0 (__TEXT,__text) external _axr_decoder_translate_channel_index
00000001babd7618 (__TEXT,__text) external _axr_encoder_append_part
00000001babedfdc (__TEXT,__text) non-external _axr_encoder_append_part.cold.1
00000001babd76ac (__TEXT,__text) external _axr_encoder_compress
00000001babd75dc (__TEXT,__text) external _axr_encoder_create
00000001babd1608 (__TEXT,__text) external _axr_error_get_name
00000001d3c01108 (__DATA_CONST,__const) non-external _axr_error_get_name.kErrorNames
00000001babd1630 (__TEXT,__text) external _axr_flags_get_name
00000001d3c01180 (__DATA_CONST,__const) non-external _axr_flags_get_name.kFlagNames
00000001babd1828 (__TEXT,__text) external _axr_get_version
00000001d7d889a8 (__DATA,__bss) non-external _axr_get_version.version
00000001babd2514 (__TEXT,__text) external _axr_introspect_data
00000001babdfa78 (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_data_is_as_big_as_claimed
00000001babdfa4c (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_exists_and_nonnull
00000001babdfa60 (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_header_is_as_big_as_claimed
00000001babd1808 (__TEXT,__text) external _axr_level_mode_get_name
00000001d3c01218 (__DATA_CONST,__const) non-external _axr_level_mode_get_name.kLevelMode
00000001babd19b4 (__TEXT,__text) external _axr_line_order_get_name
00000001d3c01318 (__DATA_CONST,__const) non-external _axr_line_order_get_name.kLineOrderNames
00000001babd3614 (__TEXT,__text) external _axr_part_append_attribute
00000001babd3a94 (__TEXT,__text) external _axr_part_append_channels
00000001babd3a18 (__TEXT,__text) external _axr_part_create_colorspace
00000001babd33a4 (__TEXT,__text) external _axr_part_get_rip_level_counts
00000001babd3de0 (__TEXT,__text) external _axr_part_get_tile_size
00000001babd33b8 (__TEXT,__text) external _axr_part_set_chromaticities
00000001babedee4 (__TEXT,__text) non-external _axr_part_set_chromaticities.cold.1
00000001babd352c (__TEXT,__text) external _axr_part_set_preview
00000001babd17a0 (__TEXT,__text) external _axr_property_flags_get_name
00000001babd177c (__TEXT,__text) external _axr_type_get_name
00000001babd17ec (__TEXT,__text) external _axr_type_get_size
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
00000001d7d889f8 (__DATA,__common) non-external (was a private external) _cfArrayCreate
00000001d7d88a00 (__DATA,__common) non-external (was a private external) _cfDataCreate
00000001d7d889e8 (__DATA,__common) non-external (was a private external) _cfDictionaryAddValue
00000001d7d88a08 (__DATA,__common) non-external (was a private external) _cfDictionaryCreate
00000001d7d889e0 (__DATA,__common) non-external (was a private external) _cfDictionaryCreateMutable
00000001d7d88a10 (__DATA,__common) non-external (was a private external) _cfDictionaryCreateMutableCopy
00000001d7d88a18 (__DATA,__common) non-external (was a private external) _cfDictionaryGetCount
00000001d7d889d0 (__DATA,__common) non-external (was a private external) _cfDictionaryGetTypeID
00000001d7d889c8 (__DATA,__common) non-external (was a private external) _cfGetTypeID
00000001d7d889f0 (__DATA,__common) non-external (was a private external) _cfNumberCreate
00000001d7d889d8 (__DATA,__common) non-external (was a private external) _cfRelease
00000001d7d88a30 (__DATA,__common) non-external (was a private external) _cgColorSpaceCreateWithColorSyncProfile
00000001d7d88a28 (__DATA,__common) non-external (was a private external) _cgColorSpaceCreateWithName
00000001d7d88a68 (__DATA,__common) non-external (was a private external) _colorsyncMakeProfile
00000001d7d88a78 (__DATA,__common) non-external (was a private external) _colorsyncProfileCreateMutableCopy
00000001d7d88a70 (__DATA,__common) non-external (was a private external) _colorsyncProfileCreateWithName
00000001d7d88a88 (__DATA,__common) non-external (was a private external) _colorsyncProfileRemoveTag
00000001d7d88a90 (__DATA,__common) non-external (was a private external) _colorsyncProfileSetDescriptionTag
00000001d7d88a80 (__DATA,__common) non-external (was a private external) _colorsyncProfileSetTag
                 (undefined) external _compress (from libz)
                 (undefined) external _compressBound (from libz)
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _dispatch_apply_f (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once_f (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _getenv (from libSystem)
00000001d7d88aa0 (__DATA,__common) non-external (was a private external) _kDefaultAXRLogFlags
00000001d3c011f8 (__DATA_CONST,__const) non-external _kPropertiesFlagsNames
00000001d3c011e0 (__DATA_CONST,__const) non-external _kSampleTypeNames
00000001d7d88a20 (__DATA,__common) non-external (was a private external) _kcfBooleanTrue
00000001d7d88a50 (__DATA,__common) non-external (was a private external) _kcfDictionaryKeyCallBacks
00000001d7d88a58 (__DATA,__common) non-external (was a private external) _kcfDictionaryValueCallBacks
00000001d7d88a60 (__DATA,__common) non-external (was a private external) _kcfTypeArrayCallBacks
00000001d7d88a48 (__DATA,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearGray
00000001d7d88a38 (__DATA,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearSRGB
00000001d7d88a40 (__DATA,__common) non-external (was a private external) _kcgColorSpaceGenericXYZ
00000001d7d88a98 (__DATA,__common) non-external (was a private external) _kcolorsyncGenericXYZProfile
00000001d7d88ab0 (__DATA,__common) non-external (was a private external) _lastByte
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_release (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _stpcpy (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncasecmp (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strtoull (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _uncompress (from libz)
                 (undefined) external _vsnprintf (from libSystem)
