00007ff843464e40 (__DATA,__data) non-external _.compoundliteral
00007ff803d39d3b (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff803d399fc (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff803d39c0e (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff803d48449 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff803d39f5f (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff803d39ccc (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff803d39bbc (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff803d2d771 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff803d269ff (__TEXT,__text) non-external _sb_pattern_new
00007ff803d26058 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff803d2afbe (__TEXT,__text) non-external _sb_pattern_regex
00007ff803d26f27 (__TEXT,__text) non-external _sb_pattern_release
00007ff803d26ed4 (__TEXT,__text) non-external _sb_pattern_retain
00007ff803d2de4f (__TEXT,__text) non-external _sb_pattern_serialize
00007ff803d47bec (__TEXT,__text) non-external _sb_pattern_var_release
00007ff803d47b97 (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff803d47cdd (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff803d47ece (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff803d48014 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff803d37db6 (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff803d37d0b (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff803d41c23 (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff803d41be3 (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff803d41c65 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff803d418cc (__TEXT,__text) non-external _sb_policy_new
00007ff803d41b5a (__TEXT,__text) non-external _sb_policy_release
00007ff803d41ac6 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff803d41cd2 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
00007ff803d2feef (__TEXT,__text) non-external _sb_profile_release
00007ff803d37d6a (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff803d37ed0 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff803d1c7e0 (__TEXT,__text) non-external _sb_program_source_alloc
00007ff803d2e8d4 (__TEXT,__text) non-external _sb_realloc
00007ff803d2d638 (__TEXT,__text) non-external _sb_regex_release
00007ff803d2fc78 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff803d4618b (__TEXT,__text) non-external _sb_source_info_copy
00007ff803d3ddb2 (__TEXT,__text) non-external _sb_stringtable_enter
00007ff803d3c541 (__TEXT,__text) non-external _sb_stringtable_release
00007ff803d2d51c (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff803d27a4b (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff803d1c212 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff803d46ae7 (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
00007ff803d2d6d9 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff803d4173a (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff803d3fc11 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff803d32dae (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff803d42430 (__TEXT,__text) non-external _sb_transform_reorder_profile
00007ff803d42481 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff803d47b3d (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
00007ff803d30731 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff803d461fb (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff803d2fb63 (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff803d2f7fc (__TEXT,__text) non-external _sb_visitor_new
00007ff803d2fbf6 (__TEXT,__text) non-external _sb_visitor_release
00007ff803d480aa (__TEXT,__text) non-external _sb_warn
00007ff803d53460 (__TEXT,__const) non-external _sbpl1_scm
00007ff803d542d0 (__TEXT,__const) non-external _sbpl2_scm
00007ff803d547a0 (__TEXT,__const) non-external _sbpl3_scm
00007ff803d43159 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff803d43dde (__TEXT,__text) non-external _sbpl_extends_builtin
00007ff803d43eb5 (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff803d43371 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff803d43f83 (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff803d4caf0 (__TEXT,__const) non-external _sbpl_scm
00007ff803d38771 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
00007ff803d48210 (__TEXT,__text) non-external _scheme_backtrace.cold.1
00007ff803d2f63f (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff803d23a63 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff803d2fd30 (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff803d1d3b9 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff803d3899d (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff803d38d54 (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff803d38744 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
00007ff803d2eedf (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff803d38604 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
00007ff803d385fa (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
00007ff803d385e2 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00007ff803d2f601 (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff803d1cd70 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff803d1cd22 (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff803d24084 (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff803d1de8e (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff803d2479b (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff803d38e3f (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff803d1de6c (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff803d1ddae (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff803d1ddbd (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff803d38812 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
00007ff803d28f33 (__TEXT,__text) non-external _shallow_copy_node
00007ff803d335b8 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff803d35388 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff803d1dbef (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff803d256bf (__TEXT,__text) non-external (was a private external) _string_length
00007ff803d3de77 (__TEXT,__text) non-external _string_table_description_for_id
00007ff803d25671 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff803d46019 (__TEXT,__text) non-external _submatch_end
00007ff803d23ab2 (__TEXT,__text) non-external (was a private external) _symname
00007ff803d38ec2 (__TEXT,__text) non-external _syntaxnum
00007ff803d46d46 (__TEXT,__text) non-external _synthesize_bitmasks
00007ff803d46b9e (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
00007ff803d46cb6 (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
00007ff803d471c8 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
00007ff803d30777 (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff803d40f02 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff840697d20 (__DATA_CONST,__const) non-external _tests
00007ff803d1f526 (__TEXT,__text) non-external _token
00007ff803d2f975 (__TEXT,__text) non-external _traverse_postorder
00007ff803d40d29 (__TEXT,__text) non-external _traverse_preorder
00007ff803d3f07c (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff803d54c10 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff803d4389f (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff803d425f6 (__TEXT,__text) non-external _version
00007ff803d41df9 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff803d23b27 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
