
/Volumes/macOS Mojave/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000002b568 (__DATA,__data) external _NDR_record
00020a2c (__TEXT,__text) external _ffsctl
00007310 (__TEXT,__text) external _fgetattrlist
00004130 (__TEXT,__text) external _fgetxattr
00020a48 (__TEXT,__text) external _fhopen
00006b74 (__TEXT,__text) external _fileport_makefd
000058b8 (__TEXT,__text) external _fileport_makeport
00009688 (__TEXT,__text) external _flistxattr
00004168 (__TEXT,__text) external _flock
00020a64 (__TEXT,__text) external _fmount
00020a80 (__TEXT,__text) external _fpathconf
00019023 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
00006005 (__TEXT,__text) non-external (was a private external) _free
00020a9c (__TEXT,__text) external _fremovexattr
0001d5ec (__TEXT,__text) external _fs_snapshot_create
0001d60e (__TEXT,__text) external _fs_snapshot_delete
00006567 (__TEXT,__text) external _fs_snapshot_list
0001d697 (__TEXT,__text) external _fs_snapshot_mount
0001d630 (__TEXT,__text) external _fs_snapshot_rename
0001d653 (__TEXT,__text) external _fs_snapshot_revert
0001d675 (__TEXT,__text) external _fs_snapshot_root
000072f4 (__TEXT,__text) external _fsctl
00020ab8 (__TEXT,__text) external _fsetattrlist
00004c80 (__TEXT,__text) external _fsetxattr
00003a8c (__TEXT,__text) external _fsgetpath
00020ad4 (__TEXT,__text) external _fstat
000020c0 (__TEXT,__text) external _fstat$INODE64
000020c0 (__TEXT,__text) external _fstat64
00020af0 (__TEXT,__text) external _fstatat
000040dc (__TEXT,__text) external _fstatat$INODE64
000040dc (__TEXT,__text) external _fstatat64
00008ef4 (__TEXT,__text) external _fstatfs
00002db8 (__TEXT,__text) external _fstatfs$INODE64
00002db8 (__TEXT,__text) external _fstatfs64
00004c64 (__TEXT,__text) external _fsync
00004c64 (__TEXT,__text) external _fsync$NOCANCEL$UNIX2003
00008d54 (__TEXT,__text) external _fsync$UNIX2003
0000414c (__TEXT,__text) external _ftruncate
0001a660 (__TEXT,__text) external _futimens
00009650 (__TEXT,__text) external _futimes
0002a300 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0001a4e0 (__TEXT,__text) external _getattrlist
00002fb4 (__TEXT,__text) external _getattrlist$UNIX2003
00020b0c (__TEXT,__text) external _getattrlistat
000040f8 (__TEXT,__text) external _getattrlistbulk
0001fbb4 (__TEXT,__text) external _getaudit
00003ec4 (__TEXT,__text) external _getaudit_addr
00020b28 (__TEXT,__text) external _getauid
00020b44 (__TEXT,__text) external _getdirentries
00020b60 (__TEXT,__text) external _getdirentriesattr
00008a14 (__TEXT,__text) external _getdtablesize
0000206c (__TEXT,__text) external _getegid
00001b74 (__TEXT,__text) external _getentropy
00001ffc (__TEXT,__text) external _geteuid
00020b7c (__TEXT,__text) external _getfh
00020b98 (__TEXT,__text) external _getfsstat
00005320 (__TEXT,__text) external _getfsstat$INODE64
00005320 (__TEXT,__text) external _getfsstat64
000041ac (__TEXT,__text) external _getgid
00009700 (__TEXT,__text) external _getgroups
00005ad7 (__TEXT,__text) external _gethostuuid
000036f3 (__TEXT,__text) external _getiopolicy_np
00020bb4 (__TEXT,__text) external _getitimer
0001a522 (__TEXT,__text) external _getpeername
000083e4 (__TEXT,__text) external _getpeername$UNIX2003
00007868 (__TEXT,__text) external _getpgid
00007884 (__TEXT,__text) external _getpgrp
00001ba4 (__TEXT,__text) external _getpid
00003b64 (__TEXT,__text) external _getppid
000036d8 (__TEXT,__text) external _getpriority
00002088 (__TEXT,__text) external _getrlimit
00008cdb (__TEXT,__text) external _getrlimit$UNIX2003
00003834 (__TEXT,__text) external _getrusage
0001ffa8 (__TEXT,__text) external _getsgroups_np
00020bd0 (__TEXT,__text) external _getsid
0001a55e (__TEXT,__text) external _getsockname
00006b90 (__TEXT,__text) external _getsockname$UNIX2003
0000430c (__TEXT,__text) external _getsockopt
00002018 (__TEXT,__text) external _getuid
0001ffc4 (__TEXT,__text) external _getwgroups_np
000040c0 (__TEXT,__text) external _getxattr
00020bec (__TEXT,__text) external _grab_pgo_data
000064b8 (__TEXT,__text) external _guarded_close_np
00007f14 (__TEXT,__text) external _guarded_kqueue_np
0001908c (__TEXT,__text) external _guarded_open_dprotected_np
00004a33 (__TEXT,__text) external _guarded_open_np
00004aa4 (__TEXT,__text) external _guarded_pwrite_np
00020c08 (__TEXT,__text) external _guarded_write_np
00020c24 (__TEXT,__text) external _guarded_writev_np
000266a6 (__TEXT,__cstring) non-external _hex
000190e3 (__TEXT,__text) external _host_check_multiuser_mode
000023ab (__TEXT,__text) external _host_create_mach_voucher
000012f0 (__TEXT,__text) external _host_create_mach_voucher_trap
0000bcdc (__TEXT,__text) external _host_default_memory_manager
0000d083 (__TEXT,__text) external _host_get_UNDServer
000190ce (__TEXT,__text) external _host_get_atm_diagnostic_flag
0000b90e (__TEXT,__text) external _host_get_boot_info
0000c20e (__TEXT,__text) external _host_get_clock_control
000017f3 (__TEXT,__text) external _host_get_clock_service
0000c826 (__TEXT,__text) external _host_get_exception_ports
000041c7 (__TEXT,__text) external _host_get_io_master
000190dd (__TEXT,__text) external _host_get_multiuser_config_flags
0000229b (__TEXT,__text) external _host_get_special_port
00001514 (__TEXT,__text) external _host_info
0000daa8 (__TEXT,__text) external _host_kernel_version
0000e434 (__TEXT,__text) external _host_lockgroup_info
00019241 (__TEXT,__text) external _host_page_size
0000bb33 (__TEXT,__text) external _host_priv_statistics
0000ddf8 (__TEXT,__text) external _host_processor_info
0000cead (__TEXT,__text) external _host_processor_set_priv
0000cdb3 (__TEXT,__text) external _host_processor_sets
0000c114 (__TEXT,__text) external _host_processors
0000ba55 (__TEXT,__text) external _host_reboot
0000e881 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
0000e9ad (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00002ca4 (__TEXT,__text) external _host_request_notification
0000d2ce (__TEXT,__text) external _host_security_create_task_token
0000d44a (__TEXT,__text) external _host_security_set_task_token
000196d7 (__TEXT,__text) external _host_self
000011ac (__TEXT,__text) external _host_self_trap
0000cfae (__TEXT,__text) external _host_set_UNDServer
0000eadb (__TEXT,__text) external _host_set_atm_diagnostic_flag
0000c724 (__TEXT,__text) external _host_set_exception_ports
0000ed13 (__TEXT,__text) external _host_set_multiuser_config_flags
0000c62e (__TEXT,__text) external _host_set_special_port
00007a4f (__TEXT,__text) external _host_statistics
00006c11 (__TEXT,__text) external _host_statistics64
0000ca4e (__TEXT,__text) external _host_swap_exception_ports
0000e014 (__TEXT,__text) external _host_virtual_physical_table_info
000214f0 (__TEXT,__text) external _i386_get_ldt
00021500 (__TEXT,__text) external _i386_set_ldt
0002a2d8 (__DATA,__data) external _important_boost_assertion_token
0002912c (__DATA,__const) external _internal_catch_exc_subsystem
00018fbb (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise
0002a2c8 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
00018f53 (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise_state
0002a2c4 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
00018eeb (__TEXT,__text) non-external (was a private external) _internal_catch_exception_raise_state_identity
0002a2c0 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00001a48 (__TEXT,__text) external _ioctl
00001a2c (__TEXT,__text) external _issetugid
00020c40 (__TEXT,__text) external _kas_info
00001c0d (__TEXT,__text) external _kdebug_is_enabled
0001d829 (__TEXT,__text) external _kdebug_signpost
0000792d (__TEXT,__text) external _kdebug_signpost_end
000078c8 (__TEXT,__text) non-external _kdebug_signpost_internal
0000789f (__TEXT,__text) external _kdebug_signpost_start
00001be8 (__TEXT,__text) external _kdebug_trace
0001d7c9 (__TEXT,__text) external _kdebug_trace_string
00001c4e (__TEXT,__text) external _kdebug_typefilter
0002a6d0 (__DATA,__bss) non-external _kdebug_typefilter.typefilter
000073a4 (__TEXT,__text) external _kevent
00009104 (__TEXT,__text) external _kevent64
00002b2c (__TEXT,__text) external _kevent_id
00002ae4 (__TEXT,__text) external _kevent_qos
0000d170 (__TEXT,__text) external _kext_request
00007831 (__TEXT,__text) external _kill
00008dd3 (__TEXT,__text) external _kill$UNIX2003
0000c4ee (__TEXT,__text) external _kmod_control
0000c318 (__TEXT,__text) external _kmod_create
0000c410 (__TEXT,__text) external _kmod_destroy
0000df1a (__TEXT,__text) external _kmod_get_info
0001fc62 (__TEXT,__text) external _kpersona_alloc
0001fc89 (__TEXT,__text) external _kpersona_dealloc
0001fd5c (__TEXT,__text) external _kpersona_find
0001fcb0 (__TEXT,__text) external _kpersona_get
0002a2f8 (__DATA,__data) non-external _kpersona_get.p_id
0001fd03 (__TEXT,__text) external _kpersona_info
0001fd2c (__TEXT,__text) external _kpersona_pidinfo
00007388 (__TEXT,__text) external _kqueue
0001a5a6 (__TEXT,__text) external _lchown
00020068 (__TEXT,__text) external _lchown$UNIX2003
00020c5c (__TEXT,__text) external _ledger
00020c78 (__TEXT,__text) external _link
00020c94 (__TEXT,__text) external _linkat
00020cb0 (__TEXT,__text) external _lio_listio
0001a5e2 (__TEXT,__text) external _listen
00004f0c (__TEXT,__text) external _listen$UNIX2003
000049c4 (__TEXT,__text) external _listxattr
0000d574 (__TEXT,__text) external _lock_acquire
0000d8ec (__TEXT,__text) external _lock_handoff
0000d9ca (__TEXT,__text) external _lock_handoff_accept
0000d80e (__TEXT,__text) external _lock_make_stable
0000d652 (__TEXT,__text) external _lock_release
0001418a (__TEXT,__text) external _lock_set_create
0001429a (__TEXT,__text) external _lock_set_destroy
0000d730 (__TEXT,__text) external _lock_try
00002fec (__TEXT,__text) external _lseek
00008b8c (__TEXT,__text) external _lstat
00003888 (__TEXT,__text) external _lstat$INODE64
00003888 (__TEXT,__text) external _lstat64
00001b19 (__TEXT,__text) external _mach_absolute_time
00002890 (__TEXT,__text) external _mach_approximate_time
0001a59a (__TEXT,__text) external _mach_boottime_usec
00017a19 (__TEXT,__text) external _mach_continuous_approximate_time
00002a0f (__TEXT,__text) external _mach_continuous_time
000191cb (__TEXT,__text) external _mach_error
0002a350 (__DATA,__common) external _mach_error_full_diag
00006dee (__TEXT,__text) external _mach_error_string
00006e08 (__TEXT,__text) non-external (was a private external) _mach_error_string_int
000190e9 (__TEXT,__text) external _mach_error_type
00001248 (__TEXT,__text) external _mach_generate_activity_id
00002ba7 (__TEXT,__text) external _mach_get_times
0000150f (__TEXT,__text) external _mach_host_self
0002a35c (__DATA,__common) external _mach_host_self_
00009c1a (__TEXT,__text) external _mach_host_special_port_description
00029084 (__DATA,__const) non-external _mach_host_special_port_description.hsp_descs
00009c4c (__TEXT,__text) external _mach_host_special_port_for_id
0002a218 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00001021 (__TEXT,__text) external _mach_init
0002a6b0 (__DATA,__bss) non-external _mach_init.mach_init_inited
00001049 (__TEXT,__text) non-external _mach_init_doit
00018406 (__TEXT,__text) external _mach_make_memory_entry
000026fa (__TEXT,__text) external _mach_make_memory_entry_64
0000ebb9 (__TEXT,__text) external _mach_memory_info
0000dcca (__TEXT,__text) external _mach_memory_object_memory_entry
0000e300 (__TEXT,__text) external _mach_memory_object_memory_entry_64
000016e0 (__TEXT,__text) external _mach_msg
000047d8 (__TEXT,__text) external _mach_msg_destroy
00004900 (__TEXT,__text) non-external _mach_msg_destroy_port
000053bc (__TEXT,__text) external _mach_msg_overwrite
000011c4 (__TEXT,__text) external _mach_msg_overwrite_trap
000096a4 (__TEXT,__text) external _mach_msg_receive
00003e1e (__TEXT,__text) external _mach_msg_send
00019269 (__TEXT,__text) external _mach_msg_server
0001955e (__TEXT,__text) external _mach_msg_server_importance
00008400 (__TEXT,__text) external _mach_msg_server_once
000011b8 (__TEXT,__text) external _mach_msg_trap
00012324 (__TEXT,__text) external _mach_notify_dead_name
0001228f (__TEXT,__text) external _mach_notify_no_senders
000121e7 (__TEXT,__text) external _mach_notify_port_deleted
00012242 (__TEXT,__text) external _mach_notify_port_destroyed
000122ea (__TEXT,__text) external _mach_notify_send_once
00002aff (__TEXT,__text) external _mach_port_allocate
0001f939 (__TEXT,__text) external _mach_port_allocate_full
0001f920 (__TEXT,__text) external _mach_port_allocate_name
0001f934 (__TEXT,__text) external _mach_port_allocate_qos
00001ed1 (__TEXT,__text) external _mach_port_construct
000017a9 (__TEXT,__text) external _mach_port_deallocate
00003e40 (__TEXT,__text) external _mach_port_destroy
00003b13 (__TEXT,__text) external _mach_port_destruct
0001fa94 (__TEXT,__text) external _mach_port_dnrequest_info
00003676 (__TEXT,__text) external _mach_port_extract_member
000074e0 (__TEXT,__text) external _mach_port_extract_right
00003e69 (__TEXT,__text) external _mach_port_get_attributes
000069b9 (__TEXT,__text) external _mach_port_get_context
00003cc3 (__TEXT,__text) external _mach_port_get_refs
000092b1 (__TEXT,__text) external _mach_port_get_set_status
0001f943 (__TEXT,__text) external _mach_port_get_srights
0000476b (__TEXT,__text) external _mach_port_guard
0000361b (__TEXT,__text) external _mach_port_insert_member
00002b47 (__TEXT,__text) external _mach_port_insert_right
0001fa99 (__TEXT,__text) external _mach_port_kernel_object
0001fa9e (__TEXT,__text) external _mach_port_kobject
00001e55 (__TEXT,__text) external _mach_port_mod_refs
0000538f (__TEXT,__text) external _mach_port_move_member
0001f916 (__TEXT,__text) external _mach_port_names
0001f925 (__TEXT,__text) external _mach_port_peek
0001f91b (__TEXT,__text) external _mach_port_rename
00002e0b (__TEXT,__text) external _mach_port_request_notification
000034f7 (__TEXT,__text) external _mach_port_set_attributes
000091bf (__TEXT,__text) external _mach_port_set_context
0001f92a (__TEXT,__text) external _mach_port_set_mscount
0001f92f (__TEXT,__text) external _mach_port_set_seqno
0001f94d (__TEXT,__text) external _mach_port_space_basic_info
0001f948 (__TEXT,__text) external _mach_port_space_info
00003b7f (__TEXT,__text) external _mach_port_type
0001faa3 (__TEXT,__text) external _mach_port_unguard
00008f0f (__TEXT,__text) external _mach_ports_lookup
000075fb (__TEXT,__text) external _mach_ports_register
00001188 (__TEXT,__text) external _mach_reply_port
00019a05 (__TEXT,__text) external _mach_right_recv_construct
00019abe (__TEXT,__text) external _mach_right_recv_destruct
00019b43 (__TEXT,__text) external _mach_right_send_create
00019c50 (__TEXT,__text) external _mach_right_send_once_consume
00019bea (__TEXT,__text) external _mach_right_send_once_create
0000798f (__TEXT,__text) external _mach_right_send_release
00019b92 (__TEXT,__text) external _mach_right_send_retain
0001f9b2 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
0001fa3c (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00019a00 (__TEXT,__text) external _mach_task_self
0002a358 (__DATA,__common) external _mach_task_self_
00009c33 (__TEXT,__text) external _mach_task_special_port_description
000290fc (__DATA,__const) non-external _mach_task_special_port_description.tsp_descs
00009cce (__TEXT,__text) external _mach_task_special_port_for_id
0002a290 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
000017d2 (__TEXT,__text) external _mach_thread_self
0000283f (__TEXT,__text) external _mach_timebase_info
0002a6c8 (__DATA,__bss) non-external _mach_timebase_info.cached_info
00001308 (__TEXT,__text) external _mach_timebase_info_trap
00001a97 (__TEXT,__text) external _mach_vm_allocate
0001183c (__TEXT,__text) external _mach_vm_behavior_set
00011642 (__TEXT,__text) external _mach_vm_copy
0000303f (__TEXT,__text) external _mach_vm_deallocate
000111c9 (__TEXT,__text) external _mach_vm_inherit
00011936 (__TEXT,__text) external _mach_vm_machine_attribute
0000143c (__TEXT,__text) external _mach_vm_map
00011742 (__TEXT,__text) external _mach_vm_msync
00011f09 (__TEXT,__text) external _mach_vm_page_info
00011bb0 (__TEXT,__text) external _mach_vm_page_query
000120be (__TEXT,__text) external _mach_vm_page_range_query
000030ac (__TEXT,__text) external _mach_vm_protect
00004ae0 (__TEXT,__text) external _mach_vm_purgable_control
0001fb4e (__TEXT,__text) external _mach_vm_read
000113ec (__TEXT,__text) external _mach_vm_read_list
000082c3 (__TEXT,__text) external _mach_vm_read_overwrite
00006fef (__TEXT,__text) external _mach_vm_region
0001863c (__TEXT,__text) external _mach_vm_region_info
00018a51 (__TEXT,__text) external _mach_vm_region_info_64
000080bd (__TEXT,__text) external _mach_vm_region_recurse
0001facf (__TEXT,__text) external _mach_vm_remap
0000cca5 (__TEXT,__text) external _mach_vm_wire
0001153d (__TEXT,__text) external _mach_vm_write
00005620 (__TEXT,__text) external _mach_voucher_attr_command
00002f73 (__TEXT,__text) external _mach_voucher_deallocate
0001e845 (__TEXT,__text) external _mach_voucher_debug_info
0001e6b2 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
00007d7b (__TEXT,__text) external _mach_voucher_extract_attr_content
00002f46 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
000012fc (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
00001314 (__TEXT,__text) external _mach_wait_until
0000e65d (__TEXT,__text) external _mach_zone_force_gc
0000f1aa (__TEXT,__text) external _mach_zone_get_btlog_records
0000f0a8 (__TEXT,__text) external _mach_zone_get_zlog_zones
0000e536 (__TEXT,__text) external _mach_zone_info
0000ef3f (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000edf1 (__TEXT,__text) external _mach_zone_info_for_zone
000012b4 (__TEXT,__text) external _macx_backing_store_recovery
000012a8 (__TEXT,__text) external _macx_backing_store_suspend
00001284 (__TEXT,__text) external _macx_swapoff
00001278 (__TEXT,__text) external _macx_swapon
0000129c (__TEXT,__text) external _macx_triggers
00003004 (__TEXT,__text) external _madvise
00005b95 (__TEXT,__text) non-external (was a private external) _malloc
0002a6b4 (__DATA,__bss) non-external _master_host_port
00001798 (__TEXT,__text) non-external (was a private external) _memcpy
00020ccc (__TEXT,__text) external _memorystatus_control
00020ce8 (__TEXT,__text) external _memorystatus_get_level
00019563 (__TEXT,__text) external _mig_allocate
000038bf (__TEXT,__text) external _mig_dealloc_reply_port
0001f952 (__TEXT,__text) external _mig_dealloc_special_reply_port
00004183 (__TEXT,__text) external _mig_deallocate
000016bd (__TEXT,__text) external _mig_get_reply_port
000028be (__TEXT,__text) external _mig_get_special_reply_port
000042b4 (__TEXT,__text) external _mig_put_reply_port
00003c7c (__TEXT,__text) external _mig_reply_setup
00004f43 (__TEXT,__text) external _mig_strncpy
000028e4 (__TEXT,__text) external _mig_strncpy_zerofill
00020d04 (__TEXT,__text) external _mincore
00020d20 (__TEXT,__text) external _minherit
00001338 (__TEXT,__text) external _mk_timer_arm
00001350 (__TEXT,__text) external _mk_timer_arm_leeway
00001344 (__TEXT,__text) external _mk_timer_cancel
00001320 (__TEXT,__text) external _mk_timer_create
0000132c (__TEXT,__text) external _mk_timer_destroy
00002f98 (__TEXT,__text) external _mkdir
000049e0 (__TEXT,__text) external _mkdirat
00020d3c (__TEXT,__text) external _mkfifo
00020d58 (__TEXT,__text) external _mknod
00006b10 (__TEXT,__text) external _mlock
00020d74 (__TEXT,__text) external _mlockall
00002968 (__TEXT,__text) external _mmap
00008aa4 (__TEXT,__text) external _mmap$UNIX2003
00020d90 (__TEXT,__text) external _modwatch
000096c8 (__TEXT,__text) external _mount
0001d575 (__TEXT,__text) external _mprotect
00001a7c (__TEXT,__text) external _mprotect$UNIX2003
00020dac (__TEXT,__text) external _mremap_encrypted
000196c2 (__TEXT,__text) external _msg_receive
000196b6 (__TEXT,__text) external _msg_rpc
000196bc (__TEXT,__text) external _msg_send
00020260 (__TEXT,__text) external _msgctl$UNIX2003
00020dc8 (__TEXT,__text) external _msgget
0002027c (__TEXT,__text) external _msgrcv
0002027c (__TEXT,__text) external _msgrcv$NOCANCEL$UNIX2003
00020de4 (__TEXT,__text) external _msgrcv$UNIX2003
00020298 (__TEXT,__text) external _msgsnd
00020298 (__TEXT,__text) external _msgsnd$NOCANCEL$UNIX2003
00020e00 (__TEXT,__text) external _msgsnd$UNIX2003
000202b4 (__TEXT,__text) external _msgsys
0001d5c1 (__TEXT,__text) external _msync
000202d0 (__TEXT,__text) external _msync$NOCANCEL$UNIX2003
00006934 (__TEXT,__text) external _msync$UNIX2003
00006b2c (__TEXT,__text) external _munlock
00020e1c (__TEXT,__text) external _munlockall
00002a32 (__TEXT,__text) external _munmap
00008c80 (__TEXT,__text) external _munmap$UNIX2003
00004750 (__TEXT,__text) external _necp_client_action
0000828c (__TEXT,__text) external _necp_match_policy
00004718 (__TEXT,__text) external _necp_open
00020e38 (__TEXT,__text) external _necp_session_action
00020e54 (__TEXT,__text) external _necp_session_open
00020e70 (__TEXT,__text) external _net_qos_guideline
00020e8c (__TEXT,__text) external _netagent_trigger
0001340d (__TEXT,__text) external _netname_check_in
000136fd (__TEXT,__text) external _netname_check_out
00013553 (__TEXT,__text) external _netname_look_up
00013839 (__TEXT,__text) external _netname_version
00020ea8 (__TEXT,__text) external _nfsclnt
00020ec4 (__TEXT,__text) external _nfssvc
0002a2e8 (__DATA,__data) external _non_boost_assertion_token
0002a2e0 (__DATA,__data) external _normal_boost_assertion_token
00020ee0 (__TEXT,__text) external _ntp_adjtime
00020efc (__TEXT,__text) external _ntp_gettime
00008d6f (__TEXT,__text) external _open
000020a4 (__TEXT,__text) external _open$NOCANCEL$UNIX2003
00002114 (__TEXT,__text) external _open$UNIX2003
00006f46 (__TEXT,__text) external _open_dprotected_np
00002984 (__TEXT,__text) external _openat
0000719c (__TEXT,__text) external _openat$NOCANCEL
00020f18 (__TEXT,__text) external _openbyid_np
0000aa7f (__TEXT,__text) external _os_buflet_get_data_length
0000aadd (__TEXT,__text) external _os_buflet_get_data_limit
0000aa76 (__TEXT,__text) external _os_buflet_get_data_offset
0000aad6 (__TEXT,__text) external _os_buflet_get_object_address
0000aaaf (__TEXT,__text) external _os_buflet_set_data_length
0000aa88 (__TEXT,__text) external _os_buflet_set_data_offset
0001c011 (__TEXT,__text) external _os_channel_advance_slot
0001c7bf (__TEXT,__text) external _os_channel_attr_clone
0001c78e (__TEXT,__text) external _os_channel_attr_create
0001c8ce (__TEXT,__text) external _os_channel_attr_destroy
0001ca0c (__TEXT,__text) external _os_channel_attr_get
0001cb30 (__TEXT,__text) external _os_channel_attr_get_key
0001c8f6 (__TEXT,__text) external _os_channel_attr_set
0001c821 (__TEXT,__text) external _os_channel_attr_set_key
0001bfd1 (__TEXT,__text) external _os_channel_available_slot_count
0001bd27 (__TEXT,__text) external _os_channel_create
0001b5c0 (__TEXT,__text) external _os_channel_create_extended
0001be83 (__TEXT,__text) external _os_channel_destroy
0001c61a (__TEXT,__text) external _os_channel_flow_admissible
0001c612 (__TEXT,__text) external _os_channel_get_advisory_region
0001bd46 (__TEXT,__text) external _os_channel_get_fd
0001c066 (__TEXT,__text) external _os_channel_get_next_slot
0001c59a (__TEXT,__text) external _os_channel_get_stats_region
0001ba74 (__TEXT,__text) non-external _os_channel_info2attr
0001bb7f (__TEXT,__text) non-external _os_channel_init_ring
0001bec3 (__TEXT,__text) external _os_channel_is_defunct
0001cb8b (__TEXT,__text) external _os_channel_packet_alloc
0001cdba (__TEXT,__text) external _os_channel_packet_free
0001d1bb (__TEXT,__text) external _os_channel_packet_pool_purge
0001bfa3 (__TEXT,__text) external _os_channel_pending
0001bd4d (__TEXT,__text) external _os_channel_read_attr
0001be17 (__TEXT,__text) external _os_channel_read_nexus_extension_info
0001bed4 (__TEXT,__text) external _os_channel_ring_id
0001bfc3 (__TEXT,__text) external _os_channel_ring_notify_time
0001bfb5 (__TEXT,__text) external _os_channel_ring_sync_time
0001bf5d (__TEXT,__text) external _os_channel_rx_ring
0001c2f7 (__TEXT,__text) external _os_channel_set_slot_properties
0001cf31 (__TEXT,__text) external _os_channel_slot_attach_packet
0001d069 (__TEXT,__text) external _os_channel_slot_detach_packet
0001c451 (__TEXT,__text) external _os_channel_slot_get_packet
0001be4a (__TEXT,__text) external _os_channel_sync
0001bf24 (__TEXT,__text) external _os_channel_tx_ring
0001bd80 (__TEXT,__text) external _os_channel_write_attr
0000aa3b (__TEXT,__text) external _os_copy_and_inet_checksum
0001eed3 (__TEXT,__text) external _os_cpu_copy_in_cksum
0001ef05 (__TEXT,__text) external _os_cpu_in_cksum
0001efac (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00020f34 (__TEXT,__text) external _os_fault_with_payload
0000aa36 (__TEXT,__text) external _os_inet_checksum
0001da9d (__TEXT,__text) external _os_nexus_attr_clone
0001da6c (__TEXT,__text) external _os_nexus_attr_create
0001dcec (__TEXT,__text) external _os_nexus_attr_destroy
0001dbdc (__TEXT,__text) external _os_nexus_attr_get
0001dacc (__TEXT,__text) external _os_nexus_attr_set
0001df73 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
0001dfb5 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0001dcf1 (__TEXT,__text) external _os_nexus_controller_create
0001df56 (__TEXT,__text) external _os_nexus_controller_deregister_provider
0001e1ff (__TEXT,__text) external _os_nexus_controller_destroy
0001df98 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
0001dd72 (__TEXT,__text) external _os_nexus_controller_get_fd
0001e0a2 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
0001dd79 (__TEXT,__text) external _os_nexus_controller_register_provider
0001e055 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
0000a6aa (__TEXT,__text) external _os_packet_clear_flow_uuid
0000a7c3 (__TEXT,__text) external _os_packet_finalize
0000a6c3 (__TEXT,__text) external _os_packet_get_buflet_count
0000a6b8 (__TEXT,__text) external _os_packet_get_data_length
0000a5fa (__TEXT,__text) external _os_packet_get_flow_uuid
0000a59a (__TEXT,__text) external _os_packet_get_inet_checksum
00009e24 (__TEXT,__text) external _os_packet_get_link_broadcast
00009f2f (__TEXT,__text) external _os_packet_get_link_ethfcs
00009da2 (__TEXT,__text) external _os_packet_get_link_header_offset
00009ea9 (__TEXT,__text) external _os_packet_get_link_multicast
00009fc8 (__TEXT,__text) external _os_packet_get_network_header_offset
0000a719 (__TEXT,__text) external _os_packet_get_next_buflet
0000a333 (__TEXT,__text) external _os_packet_get_service_class
0000a47e (__TEXT,__text) external _os_packet_get_traffic_class
0000a05c (__TEXT,__text) external _os_packet_get_transport_header_offset
0000a1ec (__TEXT,__text) external _os_packet_get_transport_retransmit
0000a0de (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000a165 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
0000a651 (__TEXT,__text) external _os_packet_set_flow_uuid
0000a540 (__TEXT,__text) external _os_packet_set_inet_checksum
00009de2 (__TEXT,__text) external _os_packet_set_link_broadcast
00009eed (__TEXT,__text) external _os_packet_set_link_ethfcs
00009d4e (__TEXT,__text) external _os_packet_set_link_header_offset
00009e67 (__TEXT,__text) external _os_packet_set_link_multicast
00009f74 (__TEXT,__text) external _os_packet_set_network_header_offset
0000a273 (__TEXT,__text) external _os_packet_set_service_class
0000a3e8 (__TEXT,__text) external _os_packet_set_traffic_class
0000a008 (__TEXT,__text) external _os_packet_set_transport_header_offset
0000a231 (__TEXT,__text) external _os_packet_set_transport_last_packet
0000a1aa (__TEXT,__text) external _os_packet_set_transport_retransmit
0000a09c (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000a123 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
000195e1 (__TEXT,__text) external _panic
000195d0 (__TEXT,__text) external _panic_init
00020f50 (__TEXT,__text) external _pathconf
00020f6c (__TEXT,__text) external _peeloff
0000126c (__TEXT,__text) external _pid_for_task
00020f88 (__TEXT,__text) external _pid_hibernate
00020fa4 (__TEXT,__text) external _pid_resume
0001d4a5 (__TEXT,__text) external _pid_shutdown_networking
00020fc0 (__TEXT,__text) external _pid_shutdown_sockets
00020fdc (__TEXT,__text) external _pid_suspend
