00007ffa1e023e3b (__TEXT,__text) non-external _DiToMD5
00007ffa1e0324fc (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffa1e03251f (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffa1e032542 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffa1e032565 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffa1e032588 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffa1e0325ab (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffa1e030b3a (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffa1e030b8e (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffa1e03115c (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffa1e024eba (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffa1e028e9f (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffa1e011da5 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffa1e00a8f0 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffa1e0267fa (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffa1e028e13 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffa1e015fe8 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffa1e01666d (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffa1e03355b (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffa1e03357e (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffa1e0166ad (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffa1e0335a1 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffa1e0335c4 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffa1e0335e7 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffa1e03360a (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffa1e0311b0 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffa43adc430 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffa1e020777 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffa43adc420 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffa1e026c58 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffa1e028dcd (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffa1e015ee4 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffa1e015aed (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffa1e00df4f (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffa1e0325ce (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffa1e0325f1 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffa1e017d85 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffa1e0349c0 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffa1e028250 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffa1e028e59 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffa1e0160c2 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffa43adc410 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffa1e039048 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffa1e0154be (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffa1e02e07e (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffa1e038680 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffa1e015539 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffa1e015df0 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffa1e0333da (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffa1e0333fd (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffa1e033420 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffa1e031294 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffa1e037fa0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffa1e0396f8 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffa1e037e48 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffa1e038250 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffa1e038a88 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffa1e038c38 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffa1e0391a0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffa1e00afc2 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffa1e024a68 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffa1e00f352 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffa1e034fb8 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffa1e036e00 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffa1e0380f8 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffa1e015a26 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffa1e015730 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffa1e03334e (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffa1e0259aa (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffa1e027ab8 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffa1e036338 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffa1e01568b (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffa1e035b98 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffa1e036168 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffa1e037c78 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffa1e038500 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffa1e018ba9 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffa1e033768 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffa1e03378b (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffa1e0337ae (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffa1e0337d1 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffa1e00fb6c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffa1e035350 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffa1e037728 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffa1e037a88 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffa1e0383a8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffa1e0387d8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffa1e038930 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffa1e038d90 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffa1e015bff (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffa1e035118 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffa43adc414 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffa1e0368e0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffa1e0357a0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffa1e0365f8 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffa1e038ef0 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffa1e0359a8 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffa1e036488 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffa1e035fb8 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffa1e036768 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffa1e02d134 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffa1e014c30 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffa1e03329f (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffa1e0332c2 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffa1e0332e5 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffa1e0374a0 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffa1e039460 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffa1e02f6a5 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffa1e034e60 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffa1e02d922 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffa1e0355e0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffa1e035db0 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffa1e034580 (__TEXT,__const) non-external __ZL4yyr1
00007ffa1e034550 (__TEXT,__const) non-external __ZL4yyr2
00007ffa1e031a94 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffa1e037040 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffa1e0378a8 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffa1e037290 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffa1e0395a0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffa1e00b874 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffa1e034300 (__TEXT,__const) non-external __ZL6yypact
00007ffa1e034440 (__TEXT,__const) non-external __ZL7yycheck
00007ffa1e0345a1 (__TEXT,__const) non-external __ZL7yypgoto
00007ffa1e0344b0 (__TEXT,__const) non-external __ZL7yytable
00007ffa1e023799 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffa1e023b36 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffa1e034520 (__TEXT,__const) non-external __ZL8yydefact
00007ffa1e00d21b (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffa1e0321b4 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffa1e0311f8 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffa1e00bd88 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffa1e0345c0 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffa43adc010 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffa1e00bbf4 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffa1e0345b0 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffa1e020f74 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffa1e021128 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffa1e020c02 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffa1e020838 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffa1e020920 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffa1e020620 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffa1e020e4c (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffa1e0139fe (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffa1e027620 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1e013c30 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffa1e02798c (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1e013a9c (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffa1e027870 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e02774c (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e013aea (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffa1e013982 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffa1e033083 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffa1e027a22 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1e0275ac (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e013ba2 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffa1e0138e6 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffa1e01389e (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffa1e013a4e (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffa1e013804 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1e013a70 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffa1e013c5c (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffa1e027512 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffa1e013bf0 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffa1e013b46 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffa1e02751c (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffa1e01162c (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffa1e028ba8 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa1e028d30 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffa1e01168c (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffa1e011648 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffa1e032e30 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffa1e028b2e (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffa1e01163a (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffa1e0116cc (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffa1e028b64 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffa1e0136c6 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffa1e02ffd8 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1e013792 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffa1e030344 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1e030228 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e030104 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e013716 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00007ffa1e033060 (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00007ffa1e0303da (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1e02ff64 (__TEXT,__text) external __ZN11IOWorkGroup23SetWorkGroupPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e01379e (__TEXT,__text) external __ZN11IOWorkGroup4JoinEPv
00007ffa1e013590 (__TEXT,__text) external __ZN11IOWorkGroup4freeEv
00007ffa1e013548 (__TEXT,__text) external __ZN11IOWorkGroup4initEv
00007ffa1e0137d6 (__TEXT,__text) external __ZN11IOWorkGroup5LeaveEPv
00007ffa1e013620 (__TEXT,__text) external __ZN11IOWorkGroup6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1e02feca (__TEXT,__text) external __ZN11IOWorkGroup8DispatchE5IORPC
00007ffa1e02fed4 (__TEXT,__text) external __ZN11IOWorkGroup9_DispatchEPS_5IORPC
00007ffa1e0252b6 (__TEXT,__text) external __ZN12IODMACommand11CompleteDMAEyPFiP15OSMetaClassBase5IORPCE
00007ffa1e0256e0 (__TEXT,__text) external __ZN12IODMACommand13Create_InvokeE5IORPCPFiP9IOServiceyPK25IODMACommandSpecificationPPS_E
00007ffa1e0250f2 (__TEXT,__text) external __ZN12IODMACommand13PrepareForDMAEyP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentPFiP15OSMetaClassBase5IORPCE
00007ffa1e025400 (__TEXT,__text) external __ZN12IODMACommand14GetPreparationEPyS0_PP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e0255be (__TEXT,__text) external __ZN12IODMACommand16PerformOperationEyyyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffa1e025852 (__TEXT,__text) external __ZN12IODMACommand18CompleteDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffa1e02577c (__TEXT,__text) external __ZN12IODMACommand20PrepareForDMA_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP18IOMemoryDescriptoryyPyPjP16IOAddressSegmentE
00007ffa1e0258a4 (__TEXT,__text) external __ZN12IODMACommand21GetPreparation_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyS3_PP18IOMemoryDescriptorE
00007ffa1e02590e (__TEXT,__text) external __ZN12IODMACommand23PerformOperation_InvokeE5IORPCP15OSMetaClassBasePFiS2_yyyyP18IOMemoryDescriptorE
00007ffa1e01183e (__TEXT,__text) external __ZN12IODMACommand4freeEv
00007ffa1e0117fe (__TEXT,__text) external __ZN12IODMACommand4initEv
00007ffa1e024fce (__TEXT,__text) external __ZN12IODMACommand6CreateEP9IOServiceyPK25IODMACommandSpecificationPPS_
00007ffa1e024f54 (__TEXT,__text) external __ZN12IODMACommand8DispatchE5IORPC
00007ffa1e024f8a (__TEXT,__text) external __ZN12IODMACommand9_DispatchEPS_5IORPC
00007ffa1e011fea (__TEXT,__text) external __ZN12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffa1e02ecae (__TEXT,__text) external __ZN12IOUserClient15AsyncCompletionEP8OSActioniPKyjPFiP15OSMetaClassBase5IORPCE
00007ffa1e02f290 (__TEXT,__text) external __ZN12IOUserClient15_ExternalMethodEyPKyjP6OSDataP18IOMemoryDescriptorPyPjyPS3_S5_P8OSActionPFiP15OSMetaClassBase5IORPCE
