00007ffa1cef4cf8 (__TEXT,__text) non-external +[Cube initialize]
00007ffa1ccbfa73 (__TEXT,__text) non-external +[MPAuthoringUtilities requestGeneratedImagesFromOptions:]
00007ffa1ccbff34 (__TEXT,__text) non-external +[MPAuthoringUtilities scaleEffectsForPanoramasFromOptions:]
00007ffa1ccbe4f7 (__TEXT,__text) non-external +[MPAuthoringUtilities scaleOutroEffectFromOptions:]
00007ffa1ccc021c (__TEXT,__text) non-external +[MPAuthoringUtilities screenSizeFromOptions:]
00007ffa1ccbe894 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeFramesFromOptions:]
00007ffa1ccbeb64 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeLoopTransitionFromOptions:]
00007ffa1ccbea9b (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeSlideFiltersFromOptions:]
00007ffa1ccbe91f (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeTransitionsFromOptions:]
00007ffa1ccbfbbd (__TEXT,__text) non-external +[MPAuthoringUtilities shouldDuckMoviesFromOptions:]
00007ffa1ccbcaae (__TEXT,__text) non-external +[MPAuthoringUtilities styleFromOptions:]
00007ffa1ccbfe6d (__TEXT,__text) non-external +[MPAuthoringUtilities subtitlesFromOptions:]
00007ffa1ccbe6cb (__TEXT,__text) non-external +[MPAuthoringUtilities titleEffectFromOptions:]
00007ffa1ccbdbb6 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionDurationFromOptions:]
00007ffa1ccbe185 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionListFromOptions:]
00007ffa1ccbc947 (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00007ffa1ccbdc8a (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00007ffa1ccbddf6 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00007ffa1ccbddbe (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00007ffa1ccbe3ae (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00007ffa1ccc028f (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00007ffa1ccbf696 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00007ffa1ccbdcc5 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00007ffa1ccbdd83 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00007ffa1ccbfaae (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00007ffa1ccbf2c5 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00007ffa1ccc0254 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00007ffa1ccc1623 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00007ffa1ccc15c4 (__TEXT,__text) non-external +[MPClusterController sharedController]
00007ffa1cc6d485 (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00007ffa1cc6d47a (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00007ffa1cccab15 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00007ffa1cccaab6 (__TEXT,__text) non-external +[MPCropController sharedController]
00007ffa1ccd2ff4 (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00007ffa1ccd2e9a (__TEXT,__text) non-external +[MPDocument initialize]
00007ffa1ccd305a (__TEXT,__text) non-external +[MPDocument isNativeType:]
00007ffa1ccd2dc5 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00007ffa1ccdc5ac (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00007ffa1ccdc62a (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.2
00007ffa1ccd303a (__TEXT,__text) non-external +[MPDocument readableTypes]
00007ffa1ccd2fe9 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00007ffa1ccd2c67 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00007ffa1ccd2c88 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00007ffa1ccdc5ac (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00007ffa1ccdc5c4 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.2
00007ffa1ccd301a (__TEXT,__text) non-external +[MPDocument writableTypes]
00007ffa1ccdc69b (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00007ffa1ccdc6e7 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00007ffa1ccdc716 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00007ffa1ccdc74a (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00007ffa1ccdc77e (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00007ffa1ccdc690 (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00007ffa1cce816b (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00007ffa1cce8191 (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00007ffa1cce8504 (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00007ffa1cced771 (__TEXT,__text) non-external +[MPEffectManager initialize]
00007ffa1cced811 (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00007ffa1cced7a0 (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00007ffa1ccf13b7 (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00007ffa1ccf2859 (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00007ffa1ccf2c9a (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00007ffa1ccf2ed7 (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00007ffa1ccf2573 (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00007ffa1ccf24ef (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00007ffa1ccf251b (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00007ffa1ccf2547 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00007ffa1ccf304e (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00007ffa1ccf3043 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00007ffa1ccf524e (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00007ffa1ccf51dd (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00007ffa1ccf66e0 (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00007ffa1ccf7569 (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00007ffa1ccf755e (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00007ffa1ccf800b (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00007ffa1ccf7f9a (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00007ffa1ccf88e1 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00007ffa1cc6e932 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00007ffa1cc6e927 (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00007ffa1ccf9c15 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00007ffa1ccf9c6d (__TEXT,__text) non-external +[MPLayer effectLayer]
00007ffa1ccf9c3b (__TEXT,__text) non-external +[MPLayer layer]
00007ffa1ccf9c54 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00007ffa1ccf9c86 (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00007ffa1cd00266 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00007ffa1cd00295 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00007ffa1cd002c9 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00007ffa1cd002fd (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00007ffa1cd06ea5 (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00007ffa1cd06f1f (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00007ffa1cd1468b (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00007ffa1cd1914e (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00007ffa1cd1913c (__TEXT,__text) non-external +[MPSlide slide]
00007ffa1cd19131 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00007ffa1cd2095f (__TEXT,__text) non-external +[MPSong songWithPath:]
00007ffa1cd20930 (__TEXT,__text) non-external +[MPSong songWithURL:]
00007ffa1cd2091e (__TEXT,__text) non-external +[MPSong song]
00007ffa1cd20913 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00007ffa1cd21e83 (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00007ffa1cd21e12 (__TEXT,__text) non-external +[MPSongManager sharedManager]
00007ffa1cc6e516 (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00007ffa1cc6e50b (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00007ffa1cd22fee (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00007ffa1cc598bd (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00007ffa1cd24f78 (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00007ffa1cd27344 (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00007ffa1cd2734f (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00007ffa1cd29846 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00007ffa1cd29817 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00007ffa1cc6ece5 (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00007ffa1cc6ecf0 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00007ffa1cd2b29e (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00007ffa1cd2b22d (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00007ffa1cd2c0c7 (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00007ffa1cd31652 (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00007ffa1cd34555 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00007ffa1cd30fa5 (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00007ffa1cd31064 (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00007ffa1cd306d7 (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00007ffa1cd2f95c (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00007ffa1cd2f0f4 (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00007ffa1cd2fcf9 (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00007ffa1cd30dd7 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00007ffa1cd30ebe (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00007ffa1cd34766 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00007ffa1cd32802 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00007ffa1cd32ca2 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00007ffa1cd32c1f (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00007ffa1cd33edd (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00007ffa1cd33d63 (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00007ffa1cd33fa1 (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00007ffa1cd33f44 (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00007ffa1cd301f8 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00007ffa1cd30108 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00007ffa1cd30506 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00007ffa1cd33bde (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00007ffa1cd3340c (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00007ffa1cd3333b (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00007ffa1cd31ec5 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00007ffa1cd33aec (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00007ffa1cd32b4d (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00007ffa1cd336b7 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00007ffa1cd2ee3c (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00007ffa1cd2ef4c (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00007ffa1cd35261 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00007ffa1cd3535f (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00007ffa1cd35588 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00007ffa1cd35622 (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00007ffa1cd35cf8 (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00007ffa1cd35224 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00007ffa1cd351a5 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00007ffa1cd35a71 (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00007ffa1cd35f2a (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00007ffa1cd36127 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00007ffa1cd356b0 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00007ffa1cd35820 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00007ffa1cd34c64 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00007ffa1cd3560e (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00007ffa1cd361d0 (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00007ffa1cd35a4e (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00007ffa1cd356aa (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00007ffa1cd35540 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00007ffa1cd351eb (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00007ffa1cd3514c (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00007ffa1cc75651 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00007ffa1cc74ed2 (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00007ffa1cc750ec (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00007ffa1cc74f3a (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00007ffa1cc75028 (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00007ffa1cc74edd (__TEXT,__text) non-external +[MPVector vectorFromString:]
00007ffa1cc74ff3 (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00007ffa1cc75760 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00007ffa1cd39c22 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00007ffa1cd39c8d (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00007ffa1cd39c80 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00007ffa1cf006a6 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00007ffa1cd41c3e (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007ffa1cd41c56 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007ffa1cd41ea4 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007ffa1cd42459 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007ffa1cd41ebc (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007ffa1cd42116 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007ffa1cd447eb (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa1cd447f3 (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00007ffa1cd447e3 (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00007ffa1cd44258 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00007ffa1cd4549a (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa1cd454a2 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa1ce94a47 (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa1ce94a3c (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00007ffa1ce98817 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa1ce98822 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa1cecc9ed (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00007ffa1cecc1ce (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa1cecc1c3 (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00007ffa1cecaf40 (__TEXT,__text) non-external +[MREffectDateline initialize]
00007ffa1cecc2b5 (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00007ffa1cecc6cf (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00007ffa1ce8ef06 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa1ce8eefb (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00007ffa1ce8eac0 (__TEXT,__text) non-external +[MREffectFlipup initialize]
00007ffa1cee2636 (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
