00000001a4329d90 (__TEXT,__text) non-external +[AMFI isAvailable]
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00000001d597b878 (__DATA,__bss) non-external _kext.sLog
00000001d597b870 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _malloc (from libSystem)
00000001d597b898 (__DATA,__bss) non-external _measurements.sLog
00000001d597b890 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00000001a43222c4 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001a4335260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:
00000001a4335280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:isDirectory:
00000001a43352a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByDeletingLastPathComponent
00000001a43352c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByResolvingSymlinksInPath
00000001a43352e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByStandardizingPath
00000001a4335300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
00000001a4335320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001a4335340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteString
00000001a4335360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addBlockedSoftwareOverride:withReply:
00000001a4335380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addGatekeeperUserIntent:withReply:
00000001a43353a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001a43353c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObjectsFromArray:
00000001a43353e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allBundleURLs
00000001a4335400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKextURLs
00000001a4335420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKeys
00000001a4335440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
00000001a4335460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowed
00000001a4335480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appWrapperPolicyResult:forDeviceID:installProfile:checkResources:withProgressCallback:
00000001a43354a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendBytes:length:
00000001a43354c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001a43354e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$areKernelExtensionsApproved:withReply:
00000001a4335500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001a4335520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithArray:
00000001a4335540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
00000001a4335560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
00000001a4335580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attributesOfItemAtPath:error:
00000001a43355a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$blockedReasonDescription
00000001a43355c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolForKey:
00000001a43355e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
00000001a4335600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleID
00000001a4335620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001a4335640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:withReply:
00000001a4335660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtension:withReply:
00000001a4335680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtensionInCache:withReply:
00000001a43356a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdHash
00000001a43356c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdhash
00000001a43356e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001a4335700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001a4335720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
00000001a4335740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connection
00000001a4335760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001a4335780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsString:
00000001a43357a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001a43357c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyBlockedExecutionPolicyItemsWithReply:
00000001a43357e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyCurrentPolicyWithReply:
00000001a4335800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyItemAtURL:toURL:error:
00000001a4335820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyKernelExtensionHistoryWithReply:
00000001a4335840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyPendingApprovalsWithReply:
00000001a4335860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001a4335880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001a43358a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createDirectoryAtPath:withIntermediateDirectories:attributes:error:
00000001a43358c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createGatekeeperMigrationData:
00000001a43358e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createKernelExtensionMigrationData:
00000001a4335900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentDeviceID
00000001a4335920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$data
00000001a4335940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytes:length:
00000001a4335960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithCapacity:
00000001a4335980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithData:
00000001a43359a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateWithTimeIntervalSince1970:
00000001a43359c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeBoolForKey:
00000001a43359e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001a4335a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
00000001a4335a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001a4335a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$description
00000001a4335a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$developerName
00000001a4335a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionary
00000001a4335aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithContentsOfURL:
00000001a4335ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001a4335ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doReload
00000001a4335b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doesContain:
00000001a4335b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001a4335b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enableKernelExtensionManagementForMDM:withReply:
00000001a4335b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeBool:forKey:
00000001a4335b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeObject:forKey:
00000001a4335ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumeratorAtURL:includingPropertiesForKeys:options:errorHandler:
00000001a4335bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001a4335be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exec
00000001a4335c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$execPath
00000001a4335c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:
00000001a4335c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:isDirectory:
00000001a4335c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001a4335c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:
00000001a4335ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:relativeToURL:
00000001a4335cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPathComponents:
00000001a4335ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findAssociatedProvenanceEntries:withReply:
00000001a4335d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findLegacyKextBundleID:
00000001a4335d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntry:withReply:
00000001a4335d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntryByID:withReply:
00000001a4335d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvisioningProfile:
00000001a4335d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$forceReload
00000001a4335da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fsTypeName
00000001a4335dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gatekeeperMigrationDataPath:
00000001a4335de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$generic
00000001a4335e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllProvenanceEntriesWithReply:
00000001a4335e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllowedPaths
00000001a4335e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getApprovalRequiresAdministratorWithReply:
00000001a4335e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getBlockedSoftwareOverride:withReply:
00000001a4335e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCurrentUAKLHashWithReply:
00000001a4335ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFileSystemRepresentation:maxLength:
00000001a4335ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getResourceValue:forKey:error:
00000001a4335ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getStrictGatekeeperEnabledForDomain:withReply:
00000001a4335f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gkError
00000001a4335f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleReload
00000001a4335f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasPrefix:
00000001a4335f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasSuffix:
00000001a4335f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hexString
00000001a4335fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:
00000001a4335fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithExecPath:mmapPath:signingID:teamID:cdHash:responsiblePath:developerName:lasSeen:
00000001a4335fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithMachServiceName:options:
00000001a4336000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithRoot:
00000001a4336020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithSuiteName:
00000001a4336040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:
00000001a4336060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:withReloadBlock:watchForUpdates:
00000001a4336080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001a43360a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUUIDBytes:
00000001a43360c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValid:withSignerCategory:withModified:
00000001a43360e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installMDMPayload:withTeams:withExtensions:withContext:withReply:
00000001a4336100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installProvisioningProfile:
00000001a4336120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$intValue
00000001a4336140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerValue
00000001a4336160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$interfaceWithProtocol:
00000001a4336180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invalidate
00000001a43361a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAppWrapper:
00000001a43361c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAuthenticationRequiredOnUpdates:
00000001a43361e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAvailable
00000001a4336200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isBlockedSoftware:withReply:
00000001a4336220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isCodeless
00000001a4336240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeprecated
00000001a4336260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperModeEnabledWithReply:
00000001a4336280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperToolEnvironmentWithReply:
00000001a43362a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualTo:
00000001a43362c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001a43362e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKernelExtensionApprovedByUser:withBundleID:withReply:
00000001a4336300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKextAllowedWithoutSecureTimestamp:
00000001a4336320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isLegacyKextAllowed:
00000001a4336340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001a4336360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isNotarized
00000001a4336380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileTrusted:
00000001a43363a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileValid:forDevice:
00000001a43363c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isRebootRequiredForInstallation:
00000001a43363e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isSecurityDowngradeRequiredForInstallation:
00000001a4336400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isUnsupported
00000001a4336420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValid
00000001a4336440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValidApplication:checkResources:withSignerCategory:withModified:withProgressCallback:
00000001a4336460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$itemPath
00000001a4336480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$kernelExtensionMigrationDataPath:
00000001a43364a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$keyEnumerator
00000001a43364c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$knownMalware
00000001a43364e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastPathComponent
00000001a4336500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastSeen
00000001a4336520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastUsed
00000001a4336540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001a4336560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadFromBundleData:
00000001a4336580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadInternalData:
00000001a43365a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localizedCapitalizedString
00000001a43365c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001a43365e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lowercaseString
00000001a4336600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mmapPath
00000001a4336620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$modTime
00000001a4336640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsApproval
00000001a4336660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsOverride
00000001a4336680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyInstalledContent:withInstallationType:withReply:
00000001a43366a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyLoadedKernelExtension:withPath:
00000001a43366c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyUnsupportedKernelExtensions:withReply:
00000001a43366e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$now
00000001a4336700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$null
00000001a4336720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithBool:
00000001a4336740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedLongLong:
00000001a4336760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectAtIndexedSubscript:
00000001a4336780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001a43367a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKeyedSubscript:
00000001a43367c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectID
00000001a43367e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$path
00000001a4336800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathComponents
00000001a4336820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathExtension
00000001a4336840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performGatekeeperScan:withScanOptions:withUserID:withProgress:withReply:
00000001a4336860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performMigrationScan
00000001a4336880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$preflightBinary:withPlatform:error:
00000001a43368a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$redactedDescription
00000001a43368c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reloadIfNecessary
00000001a43368e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeItemAtURL:error:
00000001a4336900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeMDMPayload:withContext:withReply:
00000001a4336920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestKernelExtensionApprovals:withReply:
00000001a4336940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$responsiblePath
00000001a4336960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resume
00000001a4336980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reverseObjectEnumerator
00000001a43369a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$set
00000001a43369c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setApprovalRequiresAdministrator:withReply:
00000001a43369e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBlockedSoftwareOverride:isEnabled:withReply:
00000001a4336a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCheckValidity:
00000001a4336a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setClasses:forSelector:argumentIndex:ofReply:
00000001a4336a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDeveloperModeEnabled:withReply:
00000001a4336a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedInterface:
00000001a4336a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedObject:
00000001a4336aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001a4336ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKeyedSubscript:
00000001a4336ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setProgressHandler:
00000001a4336b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRemoteObjectInterface:
00000001a4336b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStrictGatekeeperEnabled:forDomain:withReply:
00000001a4336b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUserApprovalAllowed:withReply:
00000001a4336b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithArray:
00000001a4336b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObjects:
00000001a4336ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setupFSStream
00000001a4336bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$showGatekeeperPreflightError:forApp:forUser:withReply:
00000001a4336be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingID
00000001a4336c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingInfo
00000001a4336c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signposts
00000001a4336c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$skipDescendants
00000001a4336c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$staticCodeRef
00000001a4336c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001a4336ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001a4336cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithUTF8String:
00000001a4336ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$subarrayWithRange:
00000001a4336d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$synchronousRemoteObjectProxyWithErrorHandler:
00000001a4336d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamID
00000001a4336d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamIdentifierIsAllowed:withReply:
00000001a4336d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSince1970
00000001a4336d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timestamp
00000001a4336da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildFlow:withKernelExtensions:withReply:
00000001a4336dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildForMDM:withContext:withReply:
00000001a4336de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerPanicMedic:
00000001a4336e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerRecoveryJumpToSecurityStartupUtility:
00000001a4336e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:
00000001a4336e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:withReply:
00000001a4336e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001a4336e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedIntegerValue
00000001a4336ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateLastUsedTimes:withReply:
00000001a4336ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updatePolicyItems:withContext:withReply:
00000001a4336ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$url
00000001a4336f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$urlHasGatekeeperException:withReply:
00000001a4336f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueForEntitlement:
00000001a4336f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$version
00000001a4336f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresGatekeeperMigration:
00000001a4336f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresKernelExtensionMigration:
