00007ff808f96120 (__TEXT,__const) non-external _A1_Table
00007ff8085c6340 (__TEXT,__text) non-external (was a private external) _CopyInPlace_ARGB8888
00007ff8085b9b80 (__TEXT,__text) non-external (was a private external) _CopyInPlace_ARGBFFFF
00007ff8085bf090 (__TEXT,__text) non-external (was a private external) _CopyInPlace_Planar8
00007ff8085b5130 (__TEXT,__text) non-external (was a private external) _CopyInPlace_PlanarF
00007ff8084ab4a0 (__TEXT,__text) non-external (was a private external) _Copy_Convert
00007ff8087aa610 (__TEXT,__text) non-external _CorrectWithinColorspace
00007ff840732750 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16Q12To422CrYpCbYpCbYpCbYpCrYpCrYp10_vtbl
00007ff840732810 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16Q12To444CrYpCb10_vtbl
00007ff840732690 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16UTo422CbYpCrYp16_vtbl
00007ff840732570 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB16UTo444AYpCbCr16_vtbl
00007ff840732870 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To420Yp8_Cb8_Cr8_vtbl
00007ff840732930 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To420Yp8_CbCr8_vtbl
00007ff840732630 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CbYpCrYp16_vtbl
00007ff8407328d0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CbYpCrYp8_AA8_vtbl
00007ff8407323f0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CbYpCrYp8_vtbl
00007ff8407326f0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422CrYpCbYpCbYpCbYpCrYpCrYp10_vtbl
00007ff840732990 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To422YpCbYpCr8_vtbl
00007ff840732510 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444AYpCbCr16_vtbl
00007ff8407324b0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444AYpCbCr8_vtbl
00007ff840732450 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444CbYpCrA8_vtbl
00007ff8407327b0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444CrYpCb10_vtbl
00007ff8407325d0 (__DATA_CONST,__const) non-external _CreateARGBtoYpCbCrMatrixPass.Convert_ARGB8888To444CrYpCb8_vtbl
00007ff843869ff8 (__DATA_DIRTY,__data) non-external (was a private external) _CreateCGImageFromBuffer
00007ff8084753b0 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCG
00007ff808475570 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCGPlanar
00007ff8087afd50 (__TEXT,__text) non-external _CreateImageTilingInfoForCGPlanarWithNumOutputs
00007ff8087bf4a0 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCV
00007ff84386a0d8 (__DATA_DIRTY,__data) non-external (was a private external) _CreateMonochromeColorSpaceWithWhitePointAndTransferFunction
00007ff80879fe60 (__TEXT,__text) non-external _CreatePass_10BitTo16
00007ff84072bb30 (__DATA_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGB16U_vtbl
00007ff84072ba70 (__DATA_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGBA16Q12_vtbl
00007ff84072bad0 (__DATA_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGBA16U_vtbl
00007ff808f99140 (__TEXT,__const) non-external _CreatePass_10BitTo16.resultAlphaTable
00007ff80879fa70 (__TEXT,__text) non-external _CreatePass_10BitTo8
00007ff84072b7d0 (__DATA_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toARGB8888_vtbl
00007ff84072b830 (__DATA_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toBGRA8888_vtbl
00007ff84072b890 (__DATA_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toRGB888_vtbl
00007ff84072b770 (__DATA_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toRGBA8888_vtbl
00007ff8087a01c0 (__TEXT,__text) non-external _CreatePass_10BitToF
00007ff84072bcb0 (__DATA_CONST,__const) non-external _CreatePass_10BitToF.Convert_RGB101010toRGBAFFFF_vtbl
00007ff84072bd10 (__DATA_CONST,__const) non-external _CreatePass_10BitToF.Convert_RGB101010toRGBFFF_vtbl
00007ff8087a0020 (__TEXT,__text) non-external _CreatePass_16To10Bit
00007ff84072bc50 (__DATA_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGB16UtoRGB101010_vtbl
00007ff84072bb90 (__DATA_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGBA16Q12toRGB101010_vtbl
00007ff84072bbf0 (__DATA_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGBA16UtoRGB101010_vtbl
00007ff84072fa50 (__DATA_CONST,__const) non-external _CreatePass_16UToF.Convert16UToF_vtbl
00007ff80879fc70 (__TEXT,__text) non-external _CreatePass_8To10Bit
00007ff84072b950 (__DATA_CONST,__const) non-external _CreatePass_8To10Bit.Convert_ARGB8888toRGB101010_vtbl
00007ff84072b9b0 (__DATA_CONST,__const) non-external _CreatePass_8To10Bit.Convert_BGRA8888toRGB101010_vtbl
00007ff84072ba10 (__DATA_CONST,__const) non-external _CreatePass_8To10Bit.Convert_RGB888toRGB101010_vtbl
00007ff84072b8f0 (__DATA_CONST,__const) non-external _CreatePass_8To10Bit.Convert_RGBA8888toRGB101010_vtbl
00007ff8084a3cf0 (__TEXT,__text) non-external _CreatePass_AddAlpha
00007ff840732090 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky16UAlphaFirst_vtbl
00007ff840732030 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky16UAlphaLast_vtbl
00007ff840731d30 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky8AlphaFirst_vtbl
00007ff840731d90 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky8AlphaLast_vtbl
00007ff840731f10 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_ChunkyFAlphaFirst_vtbl
00007ff840731eb0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_ChunkyFAlphaLast_vtbl
00007ff840732150 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB16UtoARGB16U_vtbl
00007ff8407320f0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB16UtoRGBA16U_vtbl
00007ff840731df0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toARGB8888_vtbl
00007ff840731e50 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toBGRA8888_vtbl
00007ff840731cd0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toRGBA8888_vtbl
00007ff840731fd0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGBFFFtoARGBFFFF_vtbl
00007ff840731f70 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGBFFFtoRGBAFFFF_vtbl
00007ff840731a30 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ARGB8888_vtbl
00007ff840731c10 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ARGBFFFF_vtbl
00007ff840731b50 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Chunky16U_vtbl
00007ff840731a90 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Chunky8_vtbl
00007ff840731c70 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ChunkyF_vtbl
00007ff840731af0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Planar16U_vtbl
00007ff8407319d0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Planar8_vtbl
00007ff840731bb0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_PlanarF_vtbl
00007ff840732210 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGB16U_vtbl
00007ff8407321b0 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGB8888_vtbl
00007ff840732270 (__DATA_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGBFFFF_vtbl
00007ff840732c30 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB16UtoPlanar16U_vtbl
00007ff8407329f0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB8888toPlanar16Q12_vtbl
00007ff840732b10 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB8888toPlanar8_vtbl
00007ff840732d50 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGBFFFFtoPlanarF_vtbl
00007ff840732cf0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkyToPlanar16U_vtbl
00007ff840732bd0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkyToPlanar8_vtbl
00007ff840732e10 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkytoPlanarF_vtbl
00007ff840732e70 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.LookupTable_Planar8toPlanar16_vtbl
00007ff840732ab0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.Planar8to16Q12_vtbl
00007ff840732c90 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB16UtoPlanar16U_vtbl
00007ff840732a50 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB888toPlanar16Q12_vtbl
00007ff840732b70 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB888toPlanar8_vtbl
00007ff840732db0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGBFFFtoPlanarF_vtbl
00007ff808f99270 (__TEXT,__const) non-external _CreatePass_ChunkyToPlanar.maps
00007ff8087ac6b0 (__TEXT,__text) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo
00007ff84072f7b0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB16UtoPlanar16U_vtbl
00007ff84072f510 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB8888toPlanar16Q12_vtbl
00007ff84072f690 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB8888toPlanar8_vtbl
00007ff84072f8d0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGBFFFFtoPlanarF_vtbl
00007ff84072f870 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkyToPlanar16U_vtbl
00007ff84072f750 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkyToPlanar8_vtbl
00007ff84072f990 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkytoPlanarF_vtbl
00007ff84072f9f0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.LookupTable_Planar8toPlanar16_vtbl
00007ff84072f5d0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.Planar8to16Q12_vtbl
00007ff84072f630 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.Planar8toF_vtbl
00007ff84072f810 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB16UtoPlanar16U_vtbl
00007ff84072f570 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB888toPlanar16Q12_vtbl
00007ff84072f6f0 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB888toPlanar8_vtbl
00007ff84072f930 (__DATA_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGBFFFtoPlanarF_vtbl
00007ff840732ed0 (__DATA_CONST,__const) non-external _CreatePass_ColorSpaceTransform.transform_vtbls
00007ff8087ad190 (__TEXT,__text) non-external _CreatePass_ColorSpaceTransformWithCGColorConversionInfo
00007ff84072fab0 (__DATA_CONST,__const) non-external _CreatePass_ColorSpaceTransformWithCGColorConversionInfo.transform_vtbls
00007ff8087a0490 (__TEXT,__text) non-external _CreatePass_Convert10BitTo16Q12
00007ff84072be30 (__DATA_CONST,__const) non-external _CreatePass_Convert10BitTo16Q12.Convert_RGB101010toRGBA16Q12_vtbl
00007ff8087a09a0 (__TEXT,__text) non-external _CreatePass_Convert12BitTo16Bit
00007ff84072d030 (__DATA_CONST,__const) non-external _CreatePass_Convert12BitTo16Bit.Convert12UTo16U_vtbl
00007ff8087a0a90 (__TEXT,__text) non-external _CreatePass_Convert16BitTo12Bit
00007ff84072d090 (__DATA_CONST,__const) non-external _CreatePass_Convert16BitTo12Bit.Convert16UTo12U_vtbl
00007ff8087a05b0 (__TEXT,__text) non-external _CreatePass_Convert16Q12To10Bit
00007ff84072be90 (__DATA_CONST,__const) non-external _CreatePass_Convert16Q12To10Bit.Convert_RGBA16Q12toRGB101010_vtbl
00007ff8087a0c50 (__TEXT,__text) non-external _CreatePass_Convert16Q12ToHalf
00007ff84072d150 (__DATA_CONST,__const) non-external _CreatePass_Convert16Q12ToHalf.Convert_Planar16Q12toPlanar16F_vtbl
00007ff8087a0fa0 (__TEXT,__text) non-external _CreatePass_Convert16UToHalf
00007ff84072d2d0 (__DATA_CONST,__const) non-external _CreatePass_Convert16UToHalf.Convert_Planar16UtoPlanar16F_vtbl
00007ff80879f5c0 (__TEXT,__text) non-external _CreatePass_Convert5BitTo8Bit
00007ff84072b230 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_ARGB1555toARGB8888_vtbl
00007ff84072b290 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_ARGB1555toBGRA8888_vtbl
00007ff84072b470 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toABGR8888_vtbl
00007ff84072b350 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toARGB8888_vtbl
00007ff84072b410 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toBGRA8888_vtbl
00007ff84072b4d0 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toRGB888_vtbl
00007ff84072b3b0 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toRGBA8888_vtbl
00007ff84072b2f0 (__DATA_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGBA5551toRGBA8888_vtbl
00007ff80879f860 (__TEXT,__text) non-external _CreatePass_Convert8BitTo5Bit
00007ff84072b530 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_ARGB8888toARGB1555_vtbl
00007ff84072b590 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_ARGB8888toRGB565_vtbl
00007ff84072b6b0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_BGRA8888toRGB565_vtbl
00007ff84072b710 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGB888toRGB565_vtbl
00007ff84072b5f0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGBA8888toRGB565_vtbl
00007ff84072b650 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGBA8888toRGBA5551_vtbl
00007ff84072abd0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To1Bit_vtbl
00007ff84072ac30 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To2Bit_vtbl
00007ff84072ac90 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To4Bit_vtbl
00007ff80879f480 (__TEXT,__text) non-external _CreatePass_Convert8BitToTinyNew
00007ff84072af90 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To1Bit_vtbl
00007ff84072aff0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To2Bit_vtbl
00007ff84072b050 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To3Bit_vtbl
00007ff84072b0b0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To4Bit_vtbl
00007ff84072b110 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To5Bit_vtbl
00007ff84072b170 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To6Bit_vtbl
00007ff84072b1d0 (__DATA_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To7Bit_vtbl
00007ff8087a0840 (__TEXT,__text) non-external _CreatePass_ConvertFToNbit
00007ff84072c7f0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo10_vtbl
00007ff84072c850 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo11_vtbl
00007ff84072c8b0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo12_vtbl
00007ff84072c910 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo13_vtbl
00007ff84072c970 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo14_vtbl
00007ff84072c9d0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo15_vtbl
00007ff84072ca30 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo17_vtbl
00007ff84072ca90 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo18_vtbl
00007ff84072caf0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo19_vtbl
00007ff84072cb50 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo20_vtbl
00007ff84072cbb0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo21_vtbl
00007ff84072cc10 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo22_vtbl
00007ff84072cc70 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo23_vtbl
00007ff84072ccd0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo24_vtbl
00007ff84072cd30 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo25_vtbl
00007ff84072cd90 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo26_vtbl
00007ff84072cdf0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo27_vtbl
00007ff84072ce50 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo28_vtbl
00007ff84072ceb0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo29_vtbl
00007ff84072cf10 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo30_vtbl
00007ff84072cf70 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo31_vtbl
00007ff84072cfd0 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo32_vtbl
00007ff84072c790 (__DATA_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo9_vtbl
00007ff8087a0ec0 (__TEXT,__text) non-external _CreatePass_ConvertFloatToHalf
00007ff84072d270 (__DATA_CONST,__const) non-external _CreatePass_ConvertFloatToHalf.convertFloatToHalf_vtbl
00007ff8087a0b80 (__TEXT,__text) non-external _CreatePass_ConvertHalfTo16Q12
00007ff84072d0f0 (__DATA_CONST,__const) non-external _CreatePass_ConvertHalfTo16Q12.Convert_Planar16FtoPlanar16Q12_vtbl
00007ff8087a0d20 (__TEXT,__text) non-external _CreatePass_ConvertHalfTo16U
00007ff84072d1b0 (__DATA_CONST,__const) non-external _CreatePass_ConvertHalfTo16U.Convert_Planar16FtoPlanar16U_vtbl
00007ff8087a0de0 (__TEXT,__text) non-external _CreatePass_ConvertHalfToFloat
00007ff84072d210 (__DATA_CONST,__const) non-external _CreatePass_ConvertHalfToFloat.convertHalfToFloat_vtbl
00007ff8087a06d0 (__TEXT,__text) non-external _CreatePass_ConvertNbitToF
00007ff84072bf50 (__DATA_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert10ToF_vtbl
