000000019f8f8858 (__TEXT,__text) non-external +[Calculate _lock]
000000019f930ee0 (__TEXT,__const) non-external _c_64.982
000000019f92e330 (__TEXT,__const) non-external _c_7_10ths
000000019f92e390 (__TEXT,__const) non-external _c_7_10ths.883
000000019f92e3e0 (__TEXT,__const) non-external _c_half
000000019f92e450 (__TEXT,__const) non-external _c_half.913
000000019f92e5d0 (__TEXT,__const) non-external _c_half.936
000000019f92e660 (__TEXT,__const) non-external _c_half.942
000000019f92e6a0 (__TEXT,__const) non-external _c_half.946
000000019f930f20 (__TEXT,__const) non-external _c_half.985
000000019f92e670 (__TEXT,__const) non-external _c_inv_log10
000000019f92e370 (__TEXT,__const) non-external _c_log10
000000019f92e3c0 (__TEXT,__const) non-external _c_log10.888
000000019f92e630 (__TEXT,__const) non-external _c_log_pi
000000019f92e5b0 (__TEXT,__const) non-external _c_m1e34
000000019f930f10 (__TEXT,__const) non-external _c_minus_half
000000019f92e610 (__TEXT,__const) non-external _c_minus_one
000000019f92e5a0 (__TEXT,__const) non-external _c_neg_11000
000000019f97cc00 (__TEXT,__const) non-external _c_neg_one
000000019f92e340 (__TEXT,__const) non-external _c_one
000000019f92e3a0 (__TEXT,__const) non-external _c_one.884
000000019f92e410 (__TEXT,__const) non-external _c_one.911
000000019f92e4b0 (__TEXT,__const) non-external _c_one.921
000000019f92e600 (__TEXT,__const) non-external _c_one.937
000000019f92e650 (__TEXT,__const) non-external _c_one.941
000000019f92e690 (__TEXT,__const) non-external _c_one.945
000000019f930ed0 (__TEXT,__const) non-external _c_one.981
000000019f92e360 (__TEXT,__const) non-external _c_pi
000000019f92e620 (__TEXT,__const) non-external _c_pi.938
000000019f92e3f0 (__TEXT,__const) non-external _c_pi_ov_2
000000019f930eb0 (__TEXT,__const) non-external _c_pi_ov_2.977
000000019f97cbf0 (__TEXT,__const) non-external _c_pi_ov_2.998
000000019f92e350 (__TEXT,__const) non-external _c_zero
000000019f92e3b0 (__TEXT,__const) non-external _c_zero.885
000000019f92e430 (__TEXT,__const) non-external _c_zero.912
000000019f930ef0 (__TEXT,__const) non-external _c_zero.983
000000019f904b5c (__TEXT,__text) non-external _calc_parser_read_buffer
000000019f904cc0 (__TEXT,__text) non-external _calc_yy_create_buffer
000000019f904e38 (__TEXT,__text) non-external _calc_yy_init_buffer
000000019f904f34 (__TEXT,__text) non-external _calc_yy_scan_bytes
000000019f904c34 (__TEXT,__text) non-external _calc_yyensure_buffer_stack
00000001d58e81a0 (__DATA,__bss) non-external _calc_yyin
00000001d58e7910 (__DATA,__data) non-external _calc_yyleng
00000001d58e7a78 (__DATA,__data) non-external _calc_yylineno
00000001d58e78a8 (__DATA,__data) non-external _calc_yyout
000000019f902034 (__TEXT,__text) non-external _calc_yyparse
00000001d58e7920 (__DATA,__data) non-external _calc_yytext
00000001d58e7fd0 (__DATA,__bss) non-external _calculateRequestLock
00000001d58e7ff0 (__DATA,__bss) non-external _calculateRequestUpdating
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cbrt (from libSystem)
                 (undefined) external _clearerr (from libSystem)
00000001d58e80e0 (__DATA,__bss) non-external _closeParenthesesSet
000000019f92aed0 (__TEXT,__const) non-external _cmpTable
000000019f927d00 (__TEXT,__const) non-external _consumerSecret
000000019f8d7cf0 (__TEXT,__text) non-external _copyTree
                 (undefined) external _cos (from libSystem)
                 (undefined) external _cosh (from libSystem)
00000001d58e80b0 (__DATA,__bss) non-external _digitSet
00000001d58e8150 (__DATA,__bss) non-external _dispatchQueue.dispatchQueue
00000001d58e8148 (__DATA,__bss) non-external _dispatchQueue.once
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
00000001d58e80d0 (__DATA,__bss) non-external _divideSet
                 (undefined) external _erf (from libSystem)
                 (undefined) external _erfc (from libSystem)
00000001d58e8048 (__DATA,__bss) non-external _evaluate:options:needsUpdate:.calculateUnitTypeToUnitTypeMap
00000001d58e8040 (__DATA,__bss) non-external _evaluate:options:needsUpdate:.loadUnitDictionaryOnce
000000019f8d7adc (__TEXT,__text) non-external _evaluateBinary
000000019f8d6a40 (__TEXT,__text) non-external _evaluateTree
000000019f8d68c4 (__TEXT,__text) non-external _evaluateUnary
                 (undefined) external _exit (from libSystem)
                 (undefined) external _exp (from libSystem)
00000001d58e8110 (__DATA,__bss) non-external _explicitConversionRegularExpression
00000001d58e80e8 (__DATA,__bss) non-external _exponentiateSet
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000019f8d7ca4 (__TEXT,__text) non-external _freeTree
000000019f8de6c0 (__TEXT,__text) non-external _functionACos
000000019f8dfd20 (__TEXT,__text) non-external _functionACosD
000000019f8e1848 (__TEXT,__text) non-external _functionACosH
000000019f8e6b58 (__TEXT,__text) non-external _functionAND
000000019f8de3fc (__TEXT,__text) non-external _functionASin
000000019f8df894 (__TEXT,__text) non-external _functionASinD
000000019f8e1590 (__TEXT,__text) non-external _functionASinH
000000019f8dea8c (__TEXT,__text) non-external _functionATan
000000019f8e00fc (__TEXT,__text) non-external _functionATanD
000000019f8e1ec8 (__TEXT,__text) non-external _functionATanH
000000019f8da110 (__TEXT,__text) non-external _functionAdd
000000019f8e21f0 (__TEXT,__text) non-external _functionCeil
000000019f8dac40 (__TEXT,__text) non-external _functionCoefficientUnit
000000019f8e773c (__TEXT,__text) non-external _functionCompose
000000019f8d66f8 (__TEXT,__text) non-external _functionConstant
000000019f8e7f20 (__TEXT,__text) non-external _functionConvert
000000019f8dddb4 (__TEXT,__text) non-external _functionCos
000000019f8df0c4 (__TEXT,__text) non-external _functionCosD
000000019f8e0bc4 (__TEXT,__text) non-external _functionCosH
000000019f8dccbc (__TEXT,__text) non-external _functionCubeRoot
000000019f8db59c (__TEXT,__text) non-external _functionDivide
000000019f8e3ec4 (__TEXT,__text) non-external _functionERF
000000019f8e4264 (__TEXT,__text) non-external _functionERFC
000000019f8dcfb4 (__TEXT,__text) non-external _functionExp
000000019f8e5514 (__TEXT,__text) non-external _functionFMod
000000019f8e3140 (__TEXT,__text) non-external _functionFabs
000000019f8e4a38 (__TEXT,__text) non-external _functionFactorial
000000019f8e7f30 (__TEXT,__text) non-external _functionFail
000000019f8e27f8 (__TEXT,__text) non-external _functionFloor
000000019f8e5ad4 (__TEXT,__text) non-external _functionHypot
000000019f8dc9d8 (__TEXT,__text) non-external _functionImplicitAdd
000000019f8e7f28 (__TEXT,__text) non-external _functionImplicitConvert
000000019f8e3370 (__TEXT,__text) non-external _functionJ0
000000019f8e3520 (__TEXT,__text) non-external _functionJ1
000000019f8e3c60 (__TEXT,__text) non-external _functionLGamma
000000019f8e72dc (__TEXT,__text) non-external _functionLeftShift
000000019f8dd22c (__TEXT,__text) non-external _functionLn
000000019f8dd49c (__TEXT,__text) non-external _functionLog
000000019f8dd714 (__TEXT,__text) non-external _functionLogBase
000000019f8e667c (__TEXT,__text) non-external _functionMax
000000019f8e61a0 (__TEXT,__text) non-external _functionMin
000000019f8db52c (__TEXT,__text) non-external _functionMultiply
000000019f8e6f18 (__TEXT,__text) non-external _functionNOR
000000019f8dbb14 (__TEXT,__text) non-external _functionNegate
000000019f8d6b9c (__TEXT,__text) non-external _functionNoOp
000000019f8e6d38 (__TEXT,__text) non-external _functionOR
000000019f8dbdc0 (__TEXT,__text) non-external _functionPercent
000000019f8dc524 (__TEXT,__text) non-external _functionPercentDecrease
000000019f8dc070 (__TEXT,__text) non-external _functionPercentIncrease
000000019f8da60c (__TEXT,__text) non-external _functionPow
000000019f8e3a30 (__TEXT,__text) non-external _functionRInt
000000019f8e5e44 (__TEXT,__text) non-external _functionRem
000000019f8e750c (__TEXT,__text) non-external _functionRightShift
000000019f8e4ff0 (__TEXT,__text) non-external _functionRoot
000000019f8e2a30 (__TEXT,__text) non-external _functionRound
000000019f8e2c78 (__TEXT,__text) non-external _functionRoundNearest
000000019f8db0d8 (__TEXT,__text) non-external _functionSameCurrency
000000019f8ded50 (__TEXT,__text) non-external _functionSinD
000000019f8e04c4 (__TEXT,__text) non-external _functionSinH
000000019f8ddb04 (__TEXT,__text) non-external _functionSine
000000019f8dca4c (__TEXT,__text) non-external _functionSqrRoot
000000019f8da180 (__TEXT,__text) non-external _functionSubtract
000000019f8de064 (__TEXT,__text) non-external _functionTan
000000019f8df438 (__TEXT,__text) non-external _functionTanD
000000019f8e11dc (__TEXT,__text) non-external _functionTanH
000000019f8d71cc (__TEXT,__text) non-external _functionUnit
000000019f8e70fc (__TEXT,__text) non-external _functionXOR
000000019f8e36d0 (__TEXT,__text) non-external _functionY0
000000019f8e3880 (__TEXT,__text) non-external _functionY1
                 (undefined) external _fwrite (from libSystem)
00000001d58e78d0 (__DATA,__data) non-external _g_BufferLen
00000001d58e8160 (__DATA,__bss) non-external _g_ErrorCode
00000001d58e7e9c (__DATA,__bss) non-external _g_GeneratingConvertTerm
00000001d58e7e98 (__DATA,__bss) non-external _g_PowNestingLevel
00000001d58e78dc (__DATA,__data) non-external _g_Precision
00000001d58e78e8 (__DATA,__data) non-external _g_PreferredType
00000001d58e78f8 (__DATA,__data) non-external _g_ResultBuffer
00000001d58e8196 (__DATA,__bss) non-external _g_allowPartialExpressions
00000001d58e8195 (__DATA,__bss) non-external _g_allowUnits
00000001d58e8010 (__DATA,__bss) non-external _g_beforeConvertTree
00000001d58e801c (__DATA,__bss) non-external _g_composedExponent
00000001d58e8018 (__DATA,__bss) non-external _g_composedType
00000001d58e817a (__DATA,__bss) non-external _g_containsCurrencyConversion
00000001d58e7fc8 (__DATA,__bss) non-external _g_currencyNeedsRefresh
00000001d58e8180 (__DATA,__bss) non-external _g_firstCoefficient.0
00000001d58e817b (__DATA,__bss) non-external _g_foundFirstCoefficient
00000001d58e8194 (__DATA,__bss) non-external _g_ignoreProbableSearches
00000001d58e8178 (__DATA,__bss) non-external _g_isTrivial
00000001d58e8190 (__DATA,__bss) non-external _g_negationCount
00000001d58e8168 (__DATA,__bss) non-external _g_parseTree
00000001d58e8170 (__DATA,__bss) non-external _g_resultTree
00000001d58e8000 (__DATA,__bss) non-external _g_unitSuggestions
00000001d58e8008 (__DATA,__bss) non-external _g_unitSuggestionsSet
00000001d58e7ff8 (__DATA,__bss) non-external _g_unitsInfo
00000001d58e7fa0 (__DATA,__bss) non-external _g_usingNewAPI
00000001d58e8179 (__DATA,__bss) non-external _g_wasTrivial
00000001d58e7fa8 (__DATA,__bss) non-external _getMaximumFractionDigits:minimumFractionDigits:forValue:.decimalPlaces
00000001d58e7fb0 (__DATA,__bss) non-external _getMaximumFractionDigits:minimumFractionDigits:forValue:.onceToken
                 (undefined) external _getc (from libSystem)
00000001d58e8100 (__DATA,__bss) non-external _hebrewSet
                 (undefined) external _hypot (from libSystem)
00000001d58e8118 (__DATA,__bss) non-external _implicitConversionRegularExpression
                 (undefined) external _index (from libSystem)
00000001d58e8120 (__DATA,__bss) non-external _initialize.once
00000001d58e8130 (__DATA,__bss) non-external _inputUnitIndex1
00000001d58e8138 (__DATA,__bss) non-external _inputUnitIndex2
00000001d58e8140 (__DATA,__bss) non-external _inputValueIndex
                 (undefined) external _j0 (from libSystem)
                 (undefined) external _j1 (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
00000001d58e8108 (__DATA,__bss) non-external _knownSet
00000001d58e80f0 (__DATA,__bss) non-external _letterSet
                 (undefined) external _lgamma (from libSystem)
00000001d58e7fb8 (__DATA,__bss) non-external _localizedConversions.allCurrencies
00000001d58e7fc0 (__DATA,__bss) non-external _localizedConversions.onceToken
                 (undefined) external _log (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _modf (from libSystem)
00000001d58e80c8 (__DATA,__bss) non-external _multiplySet
00000001d58e7e90 (__DATA,__bss) non-external _my_fpsf
00000001d58e7904 (__DATA,__data) non-external _my_rnd_mode
000000019f8d6658 (__TEXT,__text) non-external _newConstantNode
000000019f8d6c6c (__TEXT,__text) non-external _newDecimalNode
000000019f8d78d8 (__TEXT,__text) non-external _newTreeObject
000000019f8d7808 (__TEXT,__text) non-external _newUnitIDNode
000000019f8d70bc (__TEXT,__text) non-external _newUnitNode
00000001d58e7998 (__DATA,__data) non-external _normalizationCache
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
000000019fa69780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$JSONObjectWithData:options:error:
000000019fa697a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLWithString:
000000019fa697c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
000000019fa697e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_calculate:
000000019fa69800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_consumerKey
000000019fa69820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_consumerSecret
000000019fa69840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_doubleWithoutUnrelevantDecimalsForNumber:
000000019fa69860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_findTokens
000000019fa69880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_loadIfNeeded
000000019fa698a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_loadPersistedCurrencyCache
000000019fa698c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_localizedPluralizedStringsforNumber:unit:
000000019fa698e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_lock
000000019fa69900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_needsRefresh
000000019fa69920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_normalizedUnitNamesForName:
000000019fa69940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_operateConversionForOutputUnit:
000000019fa69960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_parseInputQuery
000000019fa69980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_performUnitPluralization
000000019fa699a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_queue_persistCurrencyCache
000000019fa699c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_queue_refresh
000000019fa699e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_queue_refresh:
000000019fa69a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_resetGlobals
000000019fa69a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_safe_subStringOf:withRange:
000000019fa69a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setConversions:
000000019fa69a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setDecimalValue:
000000019fa69a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setExpression:
000000019fa69aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setInputValueAndUnit:
000000019fa69ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_setTerms:
000000019fa69ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_standardizeInputAndOutputUnits
000000019fa69b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_unitInfoForNormalizedName:
000000019fa69b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_unlock
000000019fa69b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_updateInputValueFromMatch:
000000019fa69b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_valueWithoutIrrelevantDecimals
000000019fa69b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addCharactersInString:
000000019fa69ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
000000019fa69bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObjectsFromArray:
000000019fa69be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObserverForName:object:queue:usingBlock:
000000019fa69c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addUnitRank:
000000019fa69c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKeys
000000019fa69c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
000000019fa69c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allSubunitIDs
000000019fa69c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$angleInfo
000000019fa69ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
000000019fa69cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendString:
000000019fa69ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
000000019fa69d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
000000019fa69d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:
000000019fa69d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
000000019fa69d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$autoScientificNotation
000000019fa69d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$availableLocaleNames
000000019fa69da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$baseDenominator
000000019fa69dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$baseNumerator
000000019fa69de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$baseUnit
000000019fa69e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bestConversion
000000019fa69e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bestEquivalent
000000019fa69e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
000000019fa69e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleForClass:
000000019fa69e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$calendarWithIdentifier:
000000019fa69ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterAtIndex:
000000019fa69ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterCount
000000019fa69ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterIsMember:
000000019fa69f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterSetWithCharactersInString:
000000019fa69f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterSetWithRange:
000000019fa69f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characters
000000019fa69f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compactNameForLocalization:
000000019fa69f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
000000019fa69fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsJoinedByString:
000000019fa69fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
000000019fa69fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compressed
000000019fa6a000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsCurrency
000000019fa6a020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsFrom
000000019fa6a040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
000000019fa6a060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsTo
000000019fa6a080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsUnit
000000019fa6a0a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$context
000000019fa6a0c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$conversionsForMetric:US:UK:
000000019fa6a0e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$convertedTo:
000000019fa6a100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$convertedTree:needsUpdate:
000000019fa6a120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
000000019fa6a140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
000000019fa6a160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
000000019fa6a180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createCredential
000000019fa6a1a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currencyCode
000000019fa6a1c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currencyData
000000019fa6a1e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currencyDecimalSeparator
000000019fa6a200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currencyGroupingSeparator
000000019fa6a220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentLocale
000000019fa6a240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataTaskWithRequest:completionHandler:
000000019fa6a260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$date
000000019fa6a280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateFromString:
000000019fa6a2a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalDigitCharacterSet
000000019fa6a2c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberByRoundingAccordingToBehavior:
000000019fa6a2e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberHandlerWithRoundingMode:scale:raiseOnExactness:raiseOnOverflow:raiseOnUnderflow:raiseOnDivideByZero:
000000019fa6a300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberWithDecimal128:
000000019fa6a320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberWithDecimal:
000000019fa6a340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberWithMantissa:exponent:isNegative:
000000019fa6a360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalNumberWithString:
000000019fa6a380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalSeparator
000000019fa6a3a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decimalValue
000000019fa6a3c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decomposedStringWithCanonicalMapping
000000019fa6a3e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decomposedStringWithCompatibilityMapping
000000019fa6a400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decomposition
000000019fa6a420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decompositionCoefficient
000000019fa6a440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCenter
000000019fa6a460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultNumberFormatter
000000019fa6a480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$degreesInfo
000000019fa6a4a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithDictionary:
000000019fa6a4c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
000000019fa6a4e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjectsAndKeys:
000000019fa6a500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dispatchQueue
000000019fa6a520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayNameExponent:
000000019fa6a540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$displayNameForKey:value:
000000019fa6a560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doNotSuggest
000000019fa6a580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doubleValue
000000019fa6a5a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$emptyNumeratorString
000000019fa6a5c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enableMeasurementSystemsForLocale:metric:US:UK:
000000019fa6a5e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateMatchesInString:options:range:usingBlock:
000000019fa6a600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumerateSubstringsInRange:options:usingBlock:
000000019fa6a620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$escapedPatternForString:
000000019fa6a640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$evaluate:options:needsUpdate:
000000019fa6a660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exponent
000000019fa6a680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$expression
000000019fa6a6a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$filteredArrayUsingPredicate:
000000019fa6a6c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstByteCache
000000019fa6a6e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstMatchInString:options:range:
000000019fa6a700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstObject
000000019fa6a720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$flexibleFractionDigits
000000019fa6a740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$floatValue
000000019fa6a760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formUnionWithCharacterSet:
000000019fa6a780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formatNextSmallest
000000019fa6a7a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formatString:withExponent:formatter:
000000019fa6a7c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedExpression
000000019fa6a7e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedResult
000000019fa6a800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedUnit
000000019fa6a820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedUnitReplacingFirstNumerator:
000000019fa6a840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$formattedValue
000000019fa6a860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCharacters:
