00000001830079e8 (__DATA,__data) non-external _C
0000000180ed07f0 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
0000000180ed08c4 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
0000000180ecab90 (__TEXT,__text) external _tre_tnfa_run_backtrack
0000000180eccc24 (__TEXT,__text) external _tre_tnfa_run_parallel
0000000180ebea28 (__TEXT,__text) non-external _trecurse
0000000180e9a438 (__TEXT,__text) non-external _tryflush
0000000180ebe960 (__TEXT,__text) external _tsearch
0000000180e8cb04 (__TEXT,__text) external _ttyname
00000001830097e8 (__DATA,__bss) non-external _ttyname_init
00000001830097f0 (__DATA,__bss) non-external _ttyname_key
0000000183008068 (__DATA,__data) non-external _ttyname_lock
0000000180e8cc34 (__TEXT,__text) external _ttyname_r
0000000180e8cd08 (__TEXT,__text) external _ttyslot
0000000180ebea14 (__TEXT,__text) external _twalk
0000000180eaf0bc (__TEXT,__text) non-external _typesequiv
0000000180eacfd8 (__TEXT,__text) non-external _tzload
0000000183008688 (__DATA,__data) external _tzname
0000000180ead8b8 (__TEXT,__text) non-external _tzparse
0000000180eadfd8 (__TEXT,__text) external _tzset
0000000180eaccec (__TEXT,__text) external _tzsetwall
0000000180eaccf4 (__TEXT,__text) non-external _tzsetwall_basic
0000000180e8cd10 (__TEXT,__text) external _ualarm
00000001830084f8 (__DATA,__data) non-external _uglue
0000000180e8cd9c (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
0000000180e72100 (__TEXT,__text) external _uname
0000000180ed6190 (__TEXT,__const) non-external _unbound_variable_str
0000000180e6c920 (__TEXT,__text) non-external _underflow
0000000180ea1030 (__TEXT,__text) external _ungetc
0000000180ea1314 (__TEXT,__text) external _ungetwc
0000000180ea1394 (__TEXT,__text) external _ungetwc_l
0000000183009569 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
0000000180ebecdc (__TEXT,__text) external _unlockpt
0000000180ebcf2c (__TEXT,__text) external _unsetenv
0000000180e8ce34 (__TEXT,__text) external _unvis
0000000180ed3504 (__TEXT,__text) non-external _unvis.cold.1
0000000180ed3530 (__TEXT,__text) non-external _unvis.cold.2
0000000180e74f5c (__TEXT,__text) external _uselocale
0000000180ed0b90 (__TEXT,__text) external _usleep
0000000180e8d564 (__TEXT,__text) external _usleep$NOCANCEL
000000018300a830 (__DATA,__bss) non-external _usual
0000000183009a60 (__DATA,__bss) non-external _usual_extra
0000000180e8d5b4 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
0000000180e76a80 (__TEXT,__text) external _uuid_clear
0000000180e76a88 (__TEXT,__text) external _uuid_compare
0000000180e76b48 (__TEXT,__text) external _uuid_copy
0000000180e76f0c (__TEXT,__text) external _uuid_generate
0000000180e76e6c (__TEXT,__text) external _uuid_generate_random
0000000180e76b64 (__TEXT,__text) external _uuid_generate_time
00000001830096a0 (__DATA,__bss) non-external _uuid_generate_time.has_init
0000000183009698 (__DATA,__bss) non-external _uuid_generate_time.node_id
0000000180e76f10 (__TEXT,__text) external _uuid_is_null
0000000180e76f38 (__TEXT,__text) external _uuid_pack
0000000180e76f88 (__TEXT,__text) external _uuid_parse
0000000180e770e4 (__TEXT,__text) external _uuid_unpack
0000000180e77204 (__TEXT,__text) external _uuid_unparse
0000000180e77134 (__TEXT,__text) external _uuid_unparse_lower
0000000180e7719c (__TEXT,__text) external _uuid_unparse_upper
0000000180fe76d8 (__DATA_CONST,__const) non-external _validlist
0000000180ea15d4 (__TEXT,__text) external _vasprintf
0000000180ea15b8 (__TEXT,__text) external _vasprintf_l
0000000180e75a84 (__TEXT,__text) external _vasxprintf
0000000180e7649c (__TEXT,__text) external _vasxprintf_exec
0000000180ea176c (__TEXT,__text) external _vdprintf
0000000180ea1750 (__TEXT,__text) external _vdprintf_l
0000000180e75a9c (__TEXT,__text) external _vdxprintf
0000000180e764b8 (__TEXT,__text) external _vdxprintf_exec
0000000180ed3174 (__TEXT,__text) external _verr
0000000180ed307c (__TEXT,__text) external _verrc
0000000180ed31ec (__TEXT,__text) external _verrx
0000000180e7753c (__TEXT,__text) external _vfork
0000000180ea1864 (__TEXT,__text) external _vfprintf
0000000180ea17a4 (__TEXT,__text) external _vfprintf_l
0000000180ea4d48 (__TEXT,__text) external _vfscanf
0000000180ea6a5c (__TEXT,__text) external _vfscanf_l
0000000180ea97b4 (__TEXT,__text) external _vfwprintf
0000000180ea6ca0 (__TEXT,__text) external _vfwprintf_l
0000000180ea9fcc (__TEXT,__text) external _vfwscanf
0000000180eab834 (__TEXT,__text) external _vfwscanf_l
0000000180e75ab4 (__TEXT,__text) external _vfxprintf
0000000180e764d4 (__TEXT,__text) external _vfxprintf_exec
0000000180e8de60 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
0000000180eab8d0 (__TEXT,__text) external _vprintf
0000000180eab908 (__TEXT,__text) external _vprintf_l
0000000180eab924 (__TEXT,__text) external _vscanf
0000000180eab9a0 (__TEXT,__text) external _vscanf_l
0000000180eabb50 (__TEXT,__text) external _vsnprintf
0000000180eabb30 (__TEXT,__text) external _vsnprintf_l
0000000180eabc8c (__TEXT,__text) external _vsprintf
0000000180eabb8c (__TEXT,__text) external _vsprintf_l
0000000180eabe68 (__TEXT,__text) external _vsscanf
0000000180eabcb8 (__TEXT,__text) external _vsscanf_l
0000000180eac098 (__TEXT,__text) external _vswprintf
0000000180eabe94 (__TEXT,__text) external _vswprintf_l
0000000180eac298 (__TEXT,__text) external _vswscanf
0000000180eac0c4 (__TEXT,__text) external _vswscanf_l
0000000180e75acc (__TEXT,__text) external _vsxprintf
0000000180e764f0 (__TEXT,__text) external _vsxprintf_exec
0000000180ed33b8 (__TEXT,__text) external _vwarn
0000000180ed32f8 (__TEXT,__text) external _vwarnc
0000000180ed3454 (__TEXT,__text) external _vwarnx
0000000180eac2c4 (__TEXT,__text) external _vwprintf
0000000180eac2fc (__TEXT,__text) external _vwprintf_l
0000000180eac318 (__TEXT,__text) external _vwscanf
0000000180eac350 (__TEXT,__text) external _vwscanf_l
0000000180e75af0 (__TEXT,__text) external _vxprintf
0000000180e76514 (__TEXT,__text) external _vxprintf_exec
0000000180ed0be0 (__TEXT,__text) external _wait
0000000180e8e92c (__TEXT,__text) external _wait$NOCANCEL
0000000180e8e940 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
0000000180ed0bf4 (__TEXT,__text) external _waitpid
0000000180e8e954 (__TEXT,__text) external _waitpid$NOCANCEL
0000000180ed32b4 (__TEXT,__text) external _warn
0000000180ed33fc (__TEXT,__text) external _warnc
0000000180ed3428 (__TEXT,__text) external _warnx
0000000180eb3d38 (__TEXT,__text) external _wcpcpy
0000000180eb3d58 (__TEXT,__text) external _wcpncpy
0000000180e95a6c (__TEXT,__text) external _wcrtomb
0000000180e95a2c (__TEXT,__text) external _wcrtomb_l
0000000180eb3e70 (__TEXT,__text) external _wcscasecmp
0000000180eb3dc8 (__TEXT,__text) external _wcscasecmp_l
0000000180eb3e94 (__TEXT,__text) external _wcscat
0000000180eb3ebc (__TEXT,__text) external _wcschr
0000000180eb3edc (__TEXT,__text) external _wcscmp
0000000180eb4374 (__TEXT,__text) external _wcscoll
0000000180eb3f04 (__TEXT,__text) external _wcscoll_l
0000000180eb4398 (__TEXT,__text) external _wcscpy
0000000180eb4e80 (__TEXT,__text) external _wcscspn
0000000180eb4ec4 (__TEXT,__text) external _wcsdup
0000000180e95cb0 (__TEXT,__text) external _wcsftime
0000000180e95ab0 (__TEXT,__text) external _wcsftime_l
0000000180eb4f2c (__TEXT,__text) external _wcslcat
0000000180eb4fd4 (__TEXT,__text) external _wcslcpy
0000000180eb5024 (__TEXT,__text) external _wcslen
0000000180eb510c (__TEXT,__text) external _wcsncasecmp
0000000180eb5040 (__TEXT,__text) external _wcsncasecmp_l
0000000180eb5130 (__TEXT,__text) external _wcsncat
0000000180eb5174 (__TEXT,__text) external _wcsncmp
0000000180eb51b0 (__TEXT,__text) external _wcsncpy
0000000180eb5218 (__TEXT,__text) external _wcsnlen
0000000180e95d14 (__TEXT,__text) external _wcsnrtombs
0000000180e95cd4 (__TEXT,__text) external _wcsnrtombs_l
0000000180eb5248 (__TEXT,__text) external _wcspbrk
0000000180eb5280 (__TEXT,__text) external _wcsrchr
0000000180e95fa0 (__TEXT,__text) external _wcsrtombs
0000000180e95f54 (__TEXT,__text) external _wcsrtombs_l
0000000180eb52a4 (__TEXT,__text) external _wcsspn
0000000180eb56a0 (__TEXT,__text) external _wcsstr
0000000180e96278 (__TEXT,__text) external _wcstod
0000000180e96054 (__TEXT,__text) external _wcstod_l
0000000180e964c0 (__TEXT,__text) external _wcstof
0000000180e9629c (__TEXT,__text) external _wcstof_l
0000000180e96724 (__TEXT,__text) external _wcstoimax
0000000180e964e4 (__TEXT,__text) external _wcstoimax_l
0000000180eb5728 (__TEXT,__text) external _wcstok
0000000180e96988 (__TEXT,__text) external _wcstol
0000000180e96748 (__TEXT,__text) external _wcstol_l
0000000180e96bd0 (__TEXT,__text) external _wcstold
0000000180e969ac (__TEXT,__text) external _wcstold_l
0000000180e96e34 (__TEXT,__text) external _wcstoll
0000000180e96bf4 (__TEXT,__text) external _wcstoll_l
0000000180e96f00 (__TEXT,__text) external _wcstombs
0000000180e96e58 (__TEXT,__text) external _wcstombs_l
0000000180e971e4 (__TEXT,__text) external _wcstoul
0000000180e96fa8 (__TEXT,__text) external _wcstoul_l
0000000180e97444 (__TEXT,__text) external _wcstoull
0000000180e97208 (__TEXT,__text) external _wcstoull_l
0000000180e976a4 (__TEXT,__text) external _wcstoumax
0000000180e97468 (__TEXT,__text) external _wcstoumax_l
0000000180eb583c (__TEXT,__text) external _wcswidth
0000000180eb57ac (__TEXT,__text) external _wcswidth_l
0000000180eb5970 (__TEXT,__text) external _wcsxfrm
0000000180eb5860 (__TEXT,__text) external _wcsxfrm_l
0000000180e97784 (__TEXT,__text) external _wctob
0000000180e976c8 (__TEXT,__text) external _wctob_l
0000000180e97824 (__TEXT,__text) external _wctomb
0000000180e977a8 (__TEXT,__text) external _wctomb_l
0000000180e979a8 (__TEXT,__text) external _wctrans
0000000180e97a44 (__TEXT,__text) external _wctrans_l
0000000180e97b50 (__TEXT,__text) external _wctype
0000000180e97a48 (__TEXT,__text) external _wctype_l
0000000180fe7a70 (__DATA_CONST,__const) non-external _wctype_l.props
0000000180e97b74 (__TEXT,__text) external _wcwidth
0000000180e97bf4 (__TEXT,__text) external _wcwidth_l
0000000180eb4e04 (__TEXT,__text) non-external _we_read_fully
0000000180ed6088 (__TEXT,__const) non-external _wildabbr
0000000180eb5994 (__TEXT,__text) external _wmemchr
0000000180eb59b8 (__TEXT,__text) external _wmemcmp
0000000180eb59f0 (__TEXT,__text) external _wmemcpy
0000000180eb59f8 (__TEXT,__text) external _wmemmove
0000000180eb5a00 (__TEXT,__text) external _wmemset
0000000180eacac8 (__TEXT,__text) non-external _wmemstream_close
0000000180eaca14 (__TEXT,__text) non-external _wmemstream_seek
0000000180ed39ec (__TEXT,__text) non-external _wmemstream_seek.cold.1
0000000180ed3a18 (__TEXT,__text) non-external _wmemstream_seek.cold.2
0000000180eac7f4 (__TEXT,__text) non-external _wmemstream_update
0000000180ed39c0 (__TEXT,__text) non-external _wmemstream_update.cold.1
0000000180eac828 (__TEXT,__text) non-external _wmemstream_write
0000000180eb43b0 (__TEXT,__text) external _wordexp
0000000180eb4dbc (__TEXT,__text) external _wordfree
0000000180eac464 (__TEXT,__text) external _wprintf
0000000180eac4c0 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
0000000180eac500 (__TEXT,__text) external _wscanf
0000000180eac55c (__TEXT,__text) external _wscanf_l
0000000180e75a3c (__TEXT,__text) external _xprintf
0000000183009690 (__DATA,__bss) non-external _xprintf_domain_default
0000000180e76458 (__TEXT,__text) external _xprintf_exec
0000000180ed6090 (__TEXT,__const) non-external _year_lengths
00000001830095d0 (__DATA,__bss) non-external _zapchar
0000000180ed5eef (__TEXT,__const) non-external _zeroes
0000000180ed5fe0 (__TEXT,__const) non-external _zeroes
0000000183008850 (__DATA,__data) non-external _zeroes
