00000001ecb2c140 (__DATA,__data) non-external _.compoundliteral
00000001e53249ec (__TEXT,__text) external _ShGetUniformPartitionInfo
00000001e53237bc (__TEXT,__text) external _ShInitialize
00000001e5326e1c (__TEXT,__text) external _ShInitializeLibrary
00000001e5323d10 (__TEXT,__text) external _ShLink
00000001e5324e88 (__TEXT,__text) external _ShSetInitialUniformValue
00000001e5326e20 (__TEXT,__text) external _ShTerminateLibrary
00000001e532508c (__TEXT,__text) external _ShTransformFeedbackVaryings
00000001e5317b04 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00000001e5383db8 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00000001e5333df8 (__TEXT,__text) non-external (was a private external) _UngetToken
00000001e53822a4 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00000001e537ffbc (__TEXT,__text) non-external _UnrollConstantLoopsInner
00000001e537fe60 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001e532cf64 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00000001e532c5f4 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00000001e532d2d8 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
00000001e532cca0 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00000001e532ce40 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00000001e532d1e4 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00000001e53088d4 (__TEXT,__text) non-external ___abort_calloc
00000001e526b7f8 (__TEXT,__text) non-external ___abort_malloc
00000001e53084a0 (__TEXT,__text) non-external ___abort_malloc
00000001e52dea6c (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00000001e52d8534 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00000001e8d1ff30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d1ff68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d200a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d203a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20bd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20cc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20d08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20d88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20fe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d23200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d23280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001f5dec210 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f5dec240 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f5dec5a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d1ffc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e8d210e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e8d21108 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00000001f5dec780 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.114
00000001f5dec7b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.119
00000001e8d21128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000001f5dec7e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
00000001e8d23220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00000001e8d1ffe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00000001e8d20348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00000001f5dec830 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.146
00000001f5dec860 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
00000001e8d200c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001e8d21148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f5dec600 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f5dec930 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f5dec890 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
00000001e8d23240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00000001e8d21168 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00000001e8d23260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00000001f5dec960 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001e8d20368 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00000001e8d1ff88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000001e8d21008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000001f5dec270 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
00000001e8d20388 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00000001e8d20008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00000001e8d232a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00000001f5dec630 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
00000001e8d20028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00000001e8d21028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001e8d20048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00000001f5dec660 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
00000001e8d20068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00000001e8d21048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000001f5dec2a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
00000001e8d21068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001f5dec350 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
00000001f5dec2d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
00000001e8d1ffa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e8d21088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001f5dec5d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e8d210a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00000001f5dec690 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
00000001f5dec6c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000001f5dec380 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
00000001f5dec6f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
00000001f5dec720 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
00000001f5dec3b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.85
00000001e8d20da8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001f5dec3e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
00000001e8d210c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001f5dec900 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
00000001e8d20dc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001f5dec300 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001f5dec410 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001e8d20ce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001f5dec750 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
00000001f5dec070 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec090 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec1b0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec1f0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec330 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec810 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec990 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec0f0 (__AUTH_CONST,__const) non-external ___block_literal_global.12
00000001f5dec110 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f5dec1d0 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f5dec8c0 (__AUTH_CONST,__const) non-external ___block_literal_global.169
00000001f5dec8e0 (__AUTH_CONST,__const) non-external ___block_literal_global.173
00000001f5dec130 (__AUTH_CONST,__const) non-external ___block_literal_global.32
00000001f5dec0b0 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001f5dec0d0 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001e53036e8 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00000001e5316600 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001e5371de0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00000001e5318e4c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001e5318da0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001e532c6c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001e533d31c (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00000001e533c93c (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00000001e533b940 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00000001e533cce0 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00000001e533b32c (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00000001e533b428 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00000001e53411ec (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00000001e533d0e4 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00000001e5323734 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00000001e533d1f4 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00000001e533d2c0 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00000001e5338424 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00000001e53398f4 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00000001e533c238 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00000001e5316610 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001e5371e30 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00000001e5318e5c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001e5318df0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001e532c728 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00000001e52e10b4 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00000001e531eb40 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00000001e53031d8 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00000001e53031ec (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00000001e53036f0 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00000001e52d80fc (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00000001e52d8260 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00000001e52d8228 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00000001e52d81b8 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00000001e52d81f0 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00000001e52d826c (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00000001e531fd90 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00000001e531fe30 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00000001e5318d28 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00000001e5318e34 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00000001e532acbc (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00000001e532b1d0 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00000001e5316548 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00000001e5303b74 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00000001e5364b1c (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00000001e5364938 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00000001e536495c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.75
00000001e53649e0 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.77
00000001e5364a0c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.81
00000001e5364c4c (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00000001e5364c70 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.158
00000001e5364c88 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.166
00000001e5364c94 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00000001e5364548 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00000001e5364af8 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00000001e5321264 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00000001e53212a8 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.94
00000001e5364bdc (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00000001e5364524 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
