00007fff802534b8 (__DATA_DIRTY,__common) external _EnableIPRA
00007fff689e93ab (__TEXT,__text) external _LLVMGetDiagInfoDescription
00007fff689e9456 (__TEXT,__text) external _LLVMGetDiagInfoSeverity
00007fff689eb660 (__TEXT,__text) external _LLVMGetElementAsConstant
00007fff689ea104 (__TEXT,__text) external _LLVMGetElementType
00007fff689eccfe (__TEXT,__text) external _LLVMGetEntryBasicBlock
00007fff689ec8af (__TEXT,__text) external _LLVMGetEnumAttributeAtIndex
00007fff689e92dc (__TEXT,__text) external _LLVMGetEnumAttributeKind
00007fff689e842b (__TEXT,__text) external _LLVMGetEnumAttributeKindForName
00007fff689e92ed (__TEXT,__text) external _LLVMGetEnumAttributeValue
00007fff689ed09c (__TEXT,__text) external _LLVMGetFCmpPredicate
00007fff689ecd13 (__TEXT,__text) external _LLVMGetFirstBasicBlock
00007fff68a7c887 (__TEXT,__text) external _LLVMGetFirstCoverageSegment
00007fff689ec59d (__TEXT,__text) external _LLVMGetFirstFunction
00007fff689ec2c0 (__TEXT,__text) external _LLVMGetFirstGlobal
00007fff689ecf82 (__TEXT,__text) external _LLVMGetFirstInstruction
00007fff689ecab2 (__TEXT,__text) external _LLVMGetFirstParam
00007fff68f322d0 (__TEXT,__text) external _LLVMGetFirstTarget
00007fff689eacc9 (__TEXT,__text) external _LLVMGetFirstUse
00007fff689ec6d2 (__TEXT,__text) external _LLVMGetFunctionCallConv
00007fff689ec6fc (__TEXT,__text) external _LLVMGetGC
00007fff689e828f (__TEXT,__text) external _LLVMGetGlobalContext
00007fff689ebe1e (__TEXT,__text) external _LLVMGetGlobalParent
00007fff689f046e (__TEXT,__text) external _LLVMGetGlobalPassRegistry
00007fff689ed067 (__TEXT,__text) external _LLVMGetICmpPredicate
00007fff689ed84b (__TEXT,__text) external _LLVMGetIncomingBlock
00007fff689ed81c (__TEXT,__text) external _LLVMGetIncomingValue
00007fff689ed8c1 (__TEXT,__text) external _LLVMGetIndices
00007fff689ec37b (__TEXT,__text) external _LLVMGetInitializer
00007fff689ed9cb (__TEXT,__text) external _LLVMGetInsertBlock
00007fff689ed157 (__TEXT,__text) external _LLVMGetInstructionCallConv
00007fff689ed0d1 (__TEXT,__text) external _LLVMGetInstructionOpcode
00007fff689ecf78 (__TEXT,__text) external _LLVMGetInstructionParent
00007fff689e9cc0 (__TEXT,__text) external _LLVMGetIntTypeWidth
00007fff689ec6bc (__TEXT,__text) external _LLVMGetIntrinsicID
00007fff689ecd35 (__TEXT,__text) external _LLVMGetLastBasicBlock
00007fff689e92c7 (__TEXT,__text) external _LLVMGetLastEnumAttributeKind
00007fff689ec5bf (__TEXT,__text) external _LLVMGetLastFunction
00007fff689ec2e2 (__TEXT,__text) external _LLVMGetLastGlobal
00007fff689ecfa4 (__TEXT,__text) external _LLVMGetLastInstruction
00007fff689ecb05 (__TEXT,__text) external _LLVMGetLastParam
00007fff689ebe36 (__TEXT,__text) external _LLVMGetLinkage
00007fff689e83b5 (__TEXT,__text) external _LLVMGetMDKindID
00007fff689e837c (__TEXT,__text) external _LLVMGetMDKindIDInContext
00007fff689eae82 (__TEXT,__text) external _LLVMGetMDNodeNumOperands
00007fff689eb1a6 (__TEXT,__text) external _LLVMGetMDNodeOperands
00007fff689eb171 (__TEXT,__text) external _LLVMGetMDString
00007fff689ea30b (__TEXT,__text) external _LLVMGetMetadata
00007fff689e99a5 (__TEXT,__text) external _LLVMGetModuleContext
00007fff68f30586 (__TEXT,__text) external _LLVMGetModuleDataLayout
00007fff689e9557 (__TEXT,__text) external _LLVMGetModuleIdentifier
00007fff689ec556 (__TEXT,__text) external _LLVMGetNamedFunction
00007fff689ec279 (__TEXT,__text) external _LLVMGetNamedGlobal
00007fff689eb23d (__TEXT,__text) external _LLVMGetNamedMetadataNumOperands
00007fff689eb282 (__TEXT,__text) external _LLVMGetNamedMetadataOperands
00007fff689ecd57 (__TEXT,__text) external _LLVMGetNextBasicBlock
00007fff68a7c22f (__TEXT,__text) external _LLVMGetNextCoverageFunction
00007fff68a7c9c0 (__TEXT,__text) external _LLVMGetNextCoverageInstantiationGroup
00007fff68a7c89b (__TEXT,__text) external _LLVMGetNextCoverageSegment
00007fff68a775f1 (__TEXT,__text) external _LLVMGetNextCoverageSourceFile
00007fff689ec5e1 (__TEXT,__text) external _LLVMGetNextFunction
00007fff689ec304 (__TEXT,__text) external _LLVMGetNextGlobal
00007fff689ecfc6 (__TEXT,__text) external _LLVMGetNextInstruction
00007fff689ecb63 (__TEXT,__text) external _LLVMGetNextParam
00007fff68f322dd (__TEXT,__text) external _LLVMGetNextTarget
00007fff689eacd3 (__TEXT,__text) external _LLVMGetNextUse
00007fff689ed5bb (__TEXT,__text) external _LLVMGetNormalDest
00007fff689ed10b (__TEXT,__text) external _LLVMGetNumArgOperands
00007fff689ee05a (__TEXT,__text) external _LLVMGetNumClauses
00007fff689ea10e (__TEXT,__text) external _LLVMGetNumContainedTypes
00007fff689ed882 (__TEXT,__text) external _LLVMGetNumIndices
00007fff689eae57 (__TEXT,__text) external _LLVMGetNumOperands
00007fff689ed6b5 (__TEXT,__text) external _LLVMGetNumSuccessors
00007fff689ead02 (__TEXT,__text) external _LLVMGetOperand
00007fff689ead8a (__TEXT,__text) external _LLVMGetOperandUse
00007fff689ef510 (__TEXT,__text) external _LLVMGetOrdering
00007fff689eca79 (__TEXT,__text) external _LLVMGetParam
00007fff689ecaa8 (__TEXT,__text) external _LLVMGetParamParent
00007fff689e9f18 (__TEXT,__text) external _LLVMGetParamTypes
00007fff689eca0d (__TEXT,__text) external _LLVMGetParams
00007fff689ec668 (__TEXT,__text) external _LLVMGetPersonalityFn
00007fff689ea120 (__TEXT,__text) external _LLVMGetPointerAddressSpace
00007fff689ecd88 (__TEXT,__text) external _LLVMGetPreviousBasicBlock
00007fff689ec612 (__TEXT,__text) external _LLVMGetPreviousFunction
00007fff689ec335 (__TEXT,__text) external _LLVMGetPreviousGlobal
00007fff689ecff7 (__TEXT,__text) external _LLVMGetPreviousInstruction
00007fff689ecba5 (__TEXT,__text) external _LLVMGetPreviousParam
00007fff68c35bdd (__TEXT,__text) external _LLVMGetRelocationOffset
00007fff68c35bf5 (__TEXT,__text) external _LLVMGetRelocationSymbol
00007fff68c35c28 (__TEXT,__text) external _LLVMGetRelocationType
00007fff68c35c40 (__TEXT,__text) external _LLVMGetRelocationTypeName
00007fff68c35cbe (__TEXT,__text) external _LLVMGetRelocationValueString
00007fff68c35962 (__TEXT,__text) external _LLVMGetRelocations
00007fff689e9f00 (__TEXT,__text) external _LLVMGetReturnType
00007fff689ebf28 (__TEXT,__text) external _LLVMGetSection
00007fff68c35932 (__TEXT,__text) external _LLVMGetSectionAddress
00007fff68c3594a (__TEXT,__text) external _LLVMGetSectionContainsSymbol
00007fff68c358dc (__TEXT,__text) external _LLVMGetSectionContents
00007fff68c3586e (__TEXT,__text) external _LLVMGetSectionName
00007fff68c358c4 (__TEXT,__text) external _LLVMGetSectionSize
00007fff68c3565d (__TEXT,__text) external _LLVMGetSections
00007fff689ec8db (__TEXT,__text) external _LLVMGetStringAttributeAtIndex
00007fff689e9315 (__TEXT,__text) external _LLVMGetStringAttributeKind
00007fff689e9342 (__TEXT,__text) external _LLVMGetStringAttributeValue
00007fff689ea01a (__TEXT,__text) external _LLVMGetStructElementTypes
00007fff689e9fe7 (__TEXT,__text) external _LLVMGetStructName
00007fff689ea0bb (__TEXT,__text) external _LLVMGetSubtypes
00007fff689ed6bf (__TEXT,__text) external _LLVMGetSuccessor
00007fff689ed766 (__TEXT,__text) external _LLVMGetSwitchDefaultDest
00007fff68c35ad8 (__TEXT,__text) external _LLVMGetSymbolAddress
00007fff68c359e8 (__TEXT,__text) external _LLVMGetSymbolName
00007fff68c35bc8 (__TEXT,__text) external _LLVMGetSymbolSize
00007fff68c357f9 (__TEXT,__text) external _LLVMGetSymbols
00007fff689e967d (__TEXT,__text) external _LLVMGetTarget
00007fff68f3246f (__TEXT,__text) external _LLVMGetTargetDescription
00007fff68f322e6 (__TEXT,__text) external _LLVMGetTargetFromName
00007fff68f3235c (__TEXT,__text) external _LLVMGetTargetFromTriple
00007fff68f3274d (__TEXT,__text) external _LLVMGetTargetMachineCPU
00007fff68f327c2 (__TEXT,__text) external _LLVMGetTargetMachineFeatureString
00007fff68f326f7 (__TEXT,__text) external _LLVMGetTargetMachineTarget
00007fff68f32701 (__TEXT,__text) external _LLVMGetTargetMachineTriple
00007fff68f32465 (__TEXT,__text) external _LLVMGetTargetName
00007fff689ec3f5 (__TEXT,__text) external _LLVMGetThreadLocalMode
00007fff689ea08b (__TEXT,__text) external _LLVMGetTypeByName
00007fff689e99fc (__TEXT,__text) external _LLVMGetTypeContext
00007fff689e99ae (__TEXT,__text) external _LLVMGetTypeKind
00007fff689eaeb1 (__TEXT,__text) external _LLVMGetUndef
00007fff689ed5c5 (__TEXT,__text) external _LLVMGetUnwindDest
00007fff689eacf9 (__TEXT,__text) external _LLVMGetUsedValue
00007fff689eacdd (__TEXT,__text) external _LLVMGetUser
00007fff689ea1d0 (__TEXT,__text) external _LLVMGetValueKind
00007fff689ea1e4 (__TEXT,__text) external _LLVMGetValueName
00007fff689ea12c (__TEXT,__text) external _LLVMGetVectorSize
00007fff689ebf62 (__TEXT,__text) external _LLVMGetVisibility
00007fff689ef4dc (__TEXT,__text) external _LLVMGetVolatile
00007fff689e9d3c (__TEXT,__text) external _LLVMHalfType
00007fff689e9ccc (__TEXT,__text) external _LLVMHalfTypeInContext
00007fff689ea2f2 (__TEXT,__text) external _LLVMHasMetadata
00007fff689ec658 (__TEXT,__text) external _LLVMHasPersonalityFn
00007fff689ebfb0 (__TEXT,__text) external _LLVMHasUnnamedAddr
00007fff68623e75 (__TEXT,__text) external _LLVMInitializeAnalysis
00007fff68820217 (__TEXT,__text) external _LLVMInitializeCodeGen
00007fff689e8242 (__TEXT,__text) external _LLVMInitializeCore
00007fff689f0551 (__TEXT,__text) external _LLVMInitializeFunctionPassManager
00007fff68623e7f (__TEXT,__text) external _LLVMInitializeIPA
00007fff68aab23a (__TEXT,__text) external _LLVMInitializeIPO
00007fff68af92c6 (__TEXT,__text) external _LLVMInitializeInstCombine
00007fff68b8a2ca (__TEXT,__text) external _LLVMInitializeInstrumentation
00007fff68bf0ae9 (__TEXT,__text) external _LLVMInitializeObjCARCOpts
00007fff68d3e098 (__TEXT,__text) external _LLVMInitializeScalarOpts
00007fff68f3056a (__TEXT,__text) external _LLVMInitializeTarget
00007fff68faf6a7 (__TEXT,__text) external _LLVMInitializeTransformUtils
00007fff6903cfd2 (__TEXT,__text) external _LLVMInitializeVectorization
00007fff689ecec9 (__TEXT,__text) external _LLVMInsertBasicBlock
00007fff689ece60 (__TEXT,__text) external _LLVMInsertBasicBlockInContext
00007fff689ed9e5 (__TEXT,__text) external _LLVMInsertIntoBuilder
00007fff689eda21 (__TEXT,__text) external _LLVMInsertIntoBuilderWithName
00007fff68ee3235 (__TEXT,__text) external _LLVMInstallFatalErrorHandler
00007fff689ed0f4 (__TEXT,__text) external _LLVMInstructionClone
00007fff689ed05d (__TEXT,__text) external _LLVMInstructionEraseFromParent
00007fff689ed024 (__TEXT,__text) external _LLVMInstructionRemoveFromParent
00007fff689e9c43 (__TEXT,__text) external _LLVMInt128Type
00007fff689e9b04 (__TEXT,__text) external _LLVMInt128TypeInContext
00007fff689e9b92 (__TEXT,__text) external _LLVMInt16Type
00007fff689e9ada (__TEXT,__text) external _LLVMInt16TypeInContext
00007fff689e9b1c (__TEXT,__text) external _LLVMInt1Type
00007fff689e9abe (__TEXT,__text) external _LLVMInt1TypeInContext
00007fff689e9bcd (__TEXT,__text) external _LLVMInt32Type
00007fff689e9ae8 (__TEXT,__text) external _LLVMInt32TypeInContext
00007fff689e9c08 (__TEXT,__text) external _LLVMInt64Type
00007fff689e9af6 (__TEXT,__text) external _LLVMInt64TypeInContext
00007fff689e9b57 (__TEXT,__text) external _LLVMInt8Type
00007fff689e9acc (__TEXT,__text) external _LLVMInt8TypeInContext
00007fff68f30744 (__TEXT,__text) external _LLVMIntPtrType
00007fff68f30798 (__TEXT,__text) external _LLVMIntPtrTypeForAS
00007fff68f30821 (__TEXT,__text) external _LLVMIntPtrTypeForASInContext
00007fff68f307f9 (__TEXT,__text) external _LLVMIntPtrTypeInContext
00007fff689e9c7e (__TEXT,__text) external _LLVMIntType
00007fff689e9b12 (__TEXT,__text) external _LLVMIntTypeInContext
00007fff689eaafa (__TEXT,__text) external _LLVMIsAAddrSpaceCastInst
00007fff689eaaba (__TEXT,__text) external _LLVMIsAAllocaInst
00007fff689ea3bd (__TEXT,__text) external _LLVMIsAArgument
00007fff689ea3d5 (__TEXT,__text) external _LLVMIsABasicBlock
00007fff689ea63f (__TEXT,__text) external _LLVMIsABinaryOperator
00007fff689eab12 (__TEXT,__text) external _LLVMIsABitCastInst
00007fff689ea446 (__TEXT,__text) external _LLVMIsABlockAddress
00007fff689ea94d (__TEXT,__text) external _LLVMIsABranchInst
00007fff689ea667 (__TEXT,__text) external _LLVMIsACallInst
00007fff689eaad2 (__TEXT,__text) external _LLVMIsACastInst
00007fff689eaa4d (__TEXT,__text) external _LLVMIsACatchPadInst
00007fff689eaa0d (__TEXT,__text) external _LLVMIsACatchReturnInst
00007fff689eaa65 (__TEXT,__text) external _LLVMIsACleanupPadInst
00007fff689ea9f5 (__TEXT,__text) external _LLVMIsACleanupReturnInst
00007fff689ea7f5 (__TEXT,__text) external _LLVMIsACmpInst
00007fff689ea429 (__TEXT,__text) external _LLVMIsAConstant
00007fff689ea45e (__TEXT,__text) external _LLVMIsAConstantAggregateZero
00007fff689ea476 (__TEXT,__text) external _LLVMIsAConstantArray
00007fff689ea4ab (__TEXT,__text) external _LLVMIsAConstantDataArray
00007fff689ea48e (__TEXT,__text) external _LLVMIsAConstantDataSequential
00007fff689ea4c3 (__TEXT,__text) external _LLVMIsAConstantDataVector
00007fff689ea4db (__TEXT,__text) external _LLVMIsAConstantExpr
00007fff689ea4f3 (__TEXT,__text) external _LLVMIsAConstantFP
00007fff689ea50b (__TEXT,__text) external _LLVMIsAConstantInt
00007fff689ea523 (__TEXT,__text) external _LLVMIsAConstantPointerNull
00007fff689ea53b (__TEXT,__text) external _LLVMIsAConstantStruct
00007fff689ea553 (__TEXT,__text) external _LLVMIsAConstantTokenNone
00007fff689ea56b (__TEXT,__text) external _LLVMIsAConstantVector
00007fff689ea6ed (__TEXT,__text) external _LLVMIsADbgDeclareInst
00007fff689ea6b2 (__TEXT,__text) external _LLVMIsADbgInfoIntrinsic
00007fff689ea84d (__TEXT,__text) external _LLVMIsAExtractElementInst
00007fff689eac32 (__TEXT,__text) external _LLVMIsAExtractValueInst
00007fff689ea81d (__TEXT,__text) external _LLVMIsAFCmpInst
00007fff689eab2a (__TEXT,__text) external _LLVMIsAFPExtInst
00007fff689eab42 (__TEXT,__text) external _LLVMIsAFPToSIInst
00007fff689eab5a (__TEXT,__text) external _LLVMIsAFPToUIInst
00007fff689eab72 (__TEXT,__text) external _LLVMIsAFPTruncInst
00007fff689eaa25 (__TEXT,__text) external _LLVMIsAFuncletPadInst
00007fff689ea5df (__TEXT,__text) external _LLVMIsAFunction
00007fff689ea865 (__TEXT,__text) external _LLVMIsAGetElementPtrInst
00007fff689ea5a9 (__TEXT,__text) external _LLVMIsAGlobalAlias
00007fff689ea5c1 (__TEXT,__text) external _LLVMIsAGlobalObject
00007fff689ea583 (__TEXT,__text) external _LLVMIsAGlobalValue
00007fff689ea5f7 (__TEXT,__text) external _LLVMIsAGlobalVariable
00007fff689ea835 (__TEXT,__text) external _LLVMIsAICmpInst
00007fff689ea965 (__TEXT,__text) external _LLVMIsAIndirectBrInst
00007fff689ea3ed (__TEXT,__text) external _LLVMIsAInlineAsm
00007fff689ea87d (__TEXT,__text) external _LLVMIsAInsertElementInst
00007fff689ea895 (__TEXT,__text) external _LLVMIsAInsertValueInst
00007fff689ea627 (__TEXT,__text) external _LLVMIsAInstruction
00007fff689eab8a (__TEXT,__text) external _LLVMIsAIntToPtrInst
00007fff689ea67f (__TEXT,__text) external _LLVMIsAIntrinsicInst
00007fff689ea97d (__TEXT,__text) external _LLVMIsAInvokeInst
00007fff689ea8ad (__TEXT,__text) external _LLVMIsALandingPadInst
00007fff689eac4a (__TEXT,__text) external _LLVMIsALoadInst
00007fff689eac7a (__TEXT,__text) external _LLVMIsAMDNode
00007fff689eacaa (__TEXT,__text) external _LLVMIsAMDString
00007fff689ea74a (__TEXT,__text) external _LLVMIsAMemCpyInst
00007fff689ea723 (__TEXT,__text) external _LLVMIsAMemIntrinsic
00007fff689ea783 (__TEXT,__text) external _LLVMIsAMemMoveInst
00007fff689ea7bc (__TEXT,__text) external _LLVMIsAMemSetInst
00007fff689ea8c5 (__TEXT,__text) external _LLVMIsAPHINode
00007fff689eaba2 (__TEXT,__text) external _LLVMIsAPtrToIntInst
00007fff689ea9dd (__TEXT,__text) external _LLVMIsAResumeInst
00007fff689ea995 (__TEXT,__text) external _LLVMIsAReturnInst
00007fff689eabba (__TEXT,__text) external _LLVMIsASExtInst
00007fff689eabd2 (__TEXT,__text) external _LLVMIsASIToFPInst
00007fff689ea8dd (__TEXT,__text) external _LLVMIsASelectInst
00007fff689ea8f5 (__TEXT,__text) external _LLVMIsAShuffleVectorInst
00007fff689ea90d (__TEXT,__text) external _LLVMIsAStoreInst
00007fff689ea9ad (__TEXT,__text) external _LLVMIsASwitchInst
00007fff689ea925 (__TEXT,__text) external _LLVMIsATerminatorInst
00007fff689eabea (__TEXT,__text) external _LLVMIsATruncInst
00007fff689eac02 (__TEXT,__text) external _LLVMIsAUIToFPInst
00007fff689eaa7d (__TEXT,__text) external _LLVMIsAUnaryInstruction
00007fff689ea60f (__TEXT,__text) external _LLVMIsAUndefValue
00007fff689ea9c5 (__TEXT,__text) external _LLVMIsAUnreachableInst
00007fff689ea405 (__TEXT,__text) external _LLVMIsAUser
00007fff689eac62 (__TEXT,__text) external _LLVMIsAVAArgInst
00007fff689eac1a (__TEXT,__text) external _LLVMIsAZExtInst
00007fff689f0060 (__TEXT,__text) external _LLVMIsAtomicSingleThread
00007fff689ee0a1 (__TEXT,__text) external _LLVMIsCleanup
00007fff689ed6d3 (__TEXT,__text) external _LLVMIsConditional
00007fff689eaebb (__TEXT,__text) external _LLVMIsConstant
00007fff689eb66a (__TEXT,__text) external _LLVMIsConstantString
00007fff689ebe28 (__TEXT,__text) external _LLVMIsDeclaration
00007fff689e936f (__TEXT,__text) external _LLVMIsEnumAttribute
00007fff689ec478 (__TEXT,__text) external _LLVMIsExternallyInitialized
00007fff689e9eee (__TEXT,__text) external _LLVMIsFunctionVarArg
00007fff689ec3d2 (__TEXT,__text) external _LLVMIsGlobalConstant
00007fff689ed799 (__TEXT,__text) external _LLVMIsInBounds
00007fff689f05b0 (__TEXT,__text) external _LLVMIsMultithreaded
00007fff689eaecf (__TEXT,__text) external _LLVMIsNull
00007fff689ea07c (__TEXT,__text) external _LLVMIsOpaqueStruct
00007fff689ea06d (__TEXT,__text) external _LLVMIsPackedStruct
00007fff68c359a6 (__TEXT,__text) external _LLVMIsRelocationIteratorAtEnd
00007fff68c3569d (__TEXT,__text) external _LLVMIsSectionIteratorAtEnd
00007fff689e9394 (__TEXT,__text) external _LLVMIsStringAttribute
00007fff68c35836 (__TEXT,__text) external _LLVMIsSymbolIteratorAtEnd
00007fff689ed57d (__TEXT,__text) external _LLVMIsTailCall
00007fff689ec3a6 (__TEXT,__text) external _LLVMIsThreadLocal
00007fff689eaeef (__TEXT,__text) external _LLVMIsUndef
00007fff689ea18c (__TEXT,__text) external _LLVMLabelType
00007fff689ea143 (__TEXT,__text) external _LLVMLabelTypeInContext
00007fff68bad0b8 (__TEXT,__text) external _LLVMLinkModules2
00007fff68f23e20 (__TEXT,__text) external _LLVMLoadLibraryPermanently
00007fff689eb0f5 (__TEXT,__text) external _LLVMMDNode
00007fff689eafae (__TEXT,__text) external _LLVMMDNodeInContext
00007fff689eaf3d (__TEXT,__text) external _LLVMMDString
00007fff689eaf08 (__TEXT,__text) external _LLVMMDStringInContext
00007fff689eb13e (__TEXT,__text) external _LLVMMetadataAsValue
00007fff689e946b (__TEXT,__text) external _LLVMModuleCreateWithName
00007fff689e94e3 (__TEXT,__text) external _LLVMModuleCreateWithNameInContext
00007fff689ecf6e (__TEXT,__text) external _LLVMMoveBasicBlockAfter
00007fff689ecf64 (__TEXT,__text) external _LLVMMoveBasicBlockBefore
00007fff68c356d8 (__TEXT,__text) external _LLVMMoveToContainingSection
00007fff68c359d0 (__TEXT,__text) external _LLVMMoveToNextRelocation
00007fff68c356c3 (__TEXT,__text) external _LLVMMoveToNextSection
00007fff68c35859 (__TEXT,__text) external _LLVMMoveToNextSymbol
00007fff68f30c9a (__TEXT,__text) external _LLVMOffsetOfElement
00007fff689e9e63 (__TEXT,__text) external _LLVMPPCFP128Type
00007fff689e9d12 (__TEXT,__text) external _LLVMPPCFP128TypeInContext
00007fff687c8b99 (__TEXT,__text) external _LLVMParseBitcode
00007fff687c8f7e (__TEXT,__text) external _LLVMParseBitcode2
00007fff687c8bf1 (__TEXT,__text) external _LLVMParseBitcodeInContext
00007fff687c8fc7 (__TEXT,__text) external _LLVMParseBitcodeInContext2
00007fff68edc977 (__TEXT,__text) external _LLVMParseCommandLineOptions
00007fff68ae5d1a (__TEXT,__text) external _LLVMParseIRInContext
00007fff68acef2d (__TEXT,__text) external _LLVMPassManagerBuilderCreate
00007fff68acef52 (__TEXT,__text) external _LLVMPassManagerBuilderDispose
00007fff68acefbe (__TEXT,__text) external _LLVMPassManagerBuilderPopulateFunctionPassManager
