00000001ecb2c140 (__DATA,__data) non-external _.compoundliteral
00000001e53259ec (__TEXT,__text) external _ShGetUniformPartitionInfo
00000001e53247bc (__TEXT,__text) external _ShInitialize
00000001e5327e1c (__TEXT,__text) external _ShInitializeLibrary
00000001e5324d10 (__TEXT,__text) external _ShLink
00000001e5325e88 (__TEXT,__text) external _ShSetInitialUniformValue
00000001e5327e20 (__TEXT,__text) external _ShTerminateLibrary
00000001e532608c (__TEXT,__text) external _ShTransformFeedbackVaryings
00000001e5318b04 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00000001e5384db8 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00000001e5334df8 (__TEXT,__text) non-external (was a private external) _UngetToken
00000001e53832a4 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00000001e5380fbc (__TEXT,__text) non-external _UnrollConstantLoopsInner
00000001e5380e60 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001e532df64 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00000001e532d5f4 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00000001e532e2d8 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
00000001e532dca0 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00000001e532de40 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00000001e532e1e4 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00000001e53098d4 (__TEXT,__text) non-external ___abort_calloc
00000001e526c7f8 (__TEXT,__text) non-external ___abort_malloc
00000001e53094a0 (__TEXT,__text) non-external ___abort_malloc
00000001e52dfa6c (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00000001e52d9534 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00000001e8d1ff30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d1ff68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d200a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d203a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20bd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20cc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20d08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20d88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d20fe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d23200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d23280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001f5dec230 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f5dec260 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f5dec5c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e8d1ffc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e8d210e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e8d21108 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00000001f5dec7a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.114
00000001f5dec7d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.119
00000001e8d21128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000001f5dec800 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
00000001e8d23220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00000001e8d1ffe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00000001e8d20348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00000001f5dec850 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.146
00000001f5dec880 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
00000001e8d200c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001e8d21148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f5dec620 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f5dec950 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f5dec8b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
00000001e8d23240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00000001e8d21168 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00000001e8d23260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00000001f5dec980 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001e8d20368 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00000001e8d1ff88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000001e8d21008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000001f5dec290 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
00000001e8d20388 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00000001e8d20008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00000001e8d232a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00000001f5dec650 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
00000001e8d20028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00000001e8d21028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001e8d20048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00000001f5dec680 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
00000001e8d20068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00000001e8d21048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000001f5dec2c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
00000001e8d21068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001f5dec370 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
00000001f5dec2f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
00000001e8d1ffa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e8d21088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001f5dec5f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e8d210a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00000001f5dec6b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
00000001f5dec6e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000001f5dec3a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
00000001f5dec710 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
00000001f5dec740 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
00000001f5dec3d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.85
00000001e8d20da8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001f5dec400 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
00000001e8d210c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001f5dec920 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
00000001e8d20dc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001f5dec320 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001f5dec430 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001e8d20ce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001f5dec770 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
00000001f5dec090 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec0b0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec1d0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec210 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec350 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec830 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec9b0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f5dec110 (__AUTH_CONST,__const) non-external ___block_literal_global.12
00000001f5dec130 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f5dec1f0 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f5dec8e0 (__AUTH_CONST,__const) non-external ___block_literal_global.169
00000001f5dec900 (__AUTH_CONST,__const) non-external ___block_literal_global.173
00000001f5dec150 (__AUTH_CONST,__const) non-external ___block_literal_global.32
00000001f5dec0d0 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001f5dec0f0 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001e53046e8 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00000001e5317600 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001e5372de0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00000001e5319e4c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001e5319da0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001e532d6c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001e533e31c (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00000001e533d93c (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00000001e533c940 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00000001e533dce0 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00000001e533c32c (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00000001e533c428 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00000001e53421ec (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00000001e533e0e4 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00000001e5324734 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00000001e533e1f4 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00000001e533e2c0 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00000001e5339424 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00000001e533a8f4 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00000001e533d238 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00000001e5317610 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001e5372e30 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00000001e5319e5c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001e5319df0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001e532d728 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00000001e52e20b4 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00000001e531fb40 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00000001e53041d8 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00000001e53041ec (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00000001e53046f0 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00000001e52d90fc (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00000001e52d9260 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00000001e52d9228 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00000001e52d91b8 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00000001e52d91f0 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00000001e52d926c (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00000001e5320d90 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00000001e5320e30 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00000001e5319d28 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00000001e5319e34 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00000001e532bcbc (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00000001e532c1d0 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00000001e5317548 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00000001e5304b74 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00000001e5365b1c (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00000001e5365938 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00000001e536595c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.75
00000001e53659e0 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.77
00000001e5365a0c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.81
00000001e5365c4c (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00000001e5365c70 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.158
00000001e5365c88 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.166
00000001e5365c94 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00000001e5365548 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00000001e5365af8 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00000001e5322264 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00000001e53222a8 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.94
00000001e5365bdc (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00000001e5365524 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
