00007ffb0de19a52 (__TEXT,__text) non-external _DiToMD5
00007ffb0de2b9bb (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.3
00007ffb0de2b9de (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.4
00007ffb0de2ba01 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.5
00007ffb0de2ba24 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.6
00007ffb0de2ba47 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.7
00007ffb43d67b58 (__DATA,__bss) non-external __ZL15gIOThreadTLSKey
00007ffb0de1ac84 (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00007ffb0de26b04 (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00007ffb0de279ea (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ffb0de29158 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffb0de08cd5 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffb0de02104 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffb0de2ac7d (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffb0de2aca0 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffb0de2acc3 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffb0de2ace6 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffb0de2ad09 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffb0de2ad2c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffb0de2ad4f (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffb0de291d6 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffb0de29214 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffb0de00771 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffb0de2a5c5 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffb0de297f6 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffb0ddffdf8 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffb0de1ac46 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffb0de1fdbe (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffb0de06bc5 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffb0ddfe9a8 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffb0de1c5c4 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffb0de1fd5e (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffb0de0b5ff (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffb0de0bd58 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffb0de2beaf (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffb0de2bed2 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffb0de0bd98 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffb0de2bef5 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffb0de2bf18 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffb0de2bf3b (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffb0de2bf5e (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffb0de29834 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffb43286030 (__DATA_DIRTY,__bss) non-external __ZL19OSUniqueStringsLock
00007ffb0de163d0 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffb43d67b60 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffb0de1ca30 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffb0de1fd2e (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffb0de0b686 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffb0de0b2ff (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffb0de0251e (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffb0de2adfe (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffb0de2ae32 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffb0de0d4af (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffb0de03e7f (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespecb
00007ffb0de2b3de (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespecb.cold.1
00007ffb0de2b401 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespecb.cold.2
00007ffb0de2b424 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespecb.cold.3
00007ffb0de2d3e0 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffb0de1f1b0 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffb0de1fd8e (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffb0de0b794 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffb0de0c252 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffb0de2c053 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffb0de2c076 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffb43d67b40 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffb0de1d904 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ffb0de312f0 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffb0de0ac97 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffb0de26178 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffb0de30960 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffb0de0ad1c (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffb0de0e56e (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffb0de2c1f7 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffb0de2c21a (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffb0de2c23d (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffb0de298d2 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffb0de302a8 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffb0de31930 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffb0de30130 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffb0de30558 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffb0de30d68 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffb0de30ec0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffb0de31448 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffb0ddff08d (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffb0de1a81e (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffb0de03af6 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffb0de2db28 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffb0de2f3a8 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffb0de30400 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffb0de0b250 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffb0de0af00 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffb0de2bd74 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffb0de1b792 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffb0de1e6ba (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffb0de2ec40 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffb0de0b38e (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffb0de2e448 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffb0de2eab8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffb0de2ffa8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffb0de30808 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffb0de0e2ab (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffb0de2c148 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffb0de2c16b (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffb0de2c18e (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffb0de2c1b1 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffb0de0a3a1 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffb0de2bbd4 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffb0de044f1 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffb0de2b48d (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffb0de2dde0 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffb0de2fa88 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffb0de2fe20 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffb0de306b0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffb0de30ab8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffb0de30c10 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffb0de31038 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffb0de0b4a6 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffb0de2dc80 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffb43d67b50 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffb0de2f140 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffb0de2e120 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffb0de2eec0 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffb0de31190 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffb0de2e2b0 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffb0de2ed80 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffb0de2e920 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffb0de2f000 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffb0de251c0 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffb0de2e5d0 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ffb0de0a10c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffb0de2bb8e (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffb0de2bbb1 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffb0de2f8d8 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffb0de315a0 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffb0de27945 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffb0de2d978 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffb0de259da (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffb0de2df70 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffb0de2e770 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffb0de2cfa0 (__TEXT,__const) non-external __ZL4yyr1
00007ffb0de2cf70 (__TEXT,__const) non-external __ZL4yyr2
00007ffb0de2a0fd (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffb0de2f528 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffb0de2fc08 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffb0de2f6f8 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffb0de316e0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffb0de0942f (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00007ffb0de2ba8d (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00007ffb0de2bab0 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00007ffb0ddff83b (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffb0de2cd20 (__TEXT,__const) non-external __ZL6yypact
00007ffb43d67b48 (__DATA,__bss) non-external __ZL7gServer
00007ffb0de2ce60 (__TEXT,__const) non-external __ZL7yycheck
00007ffb0de2cfc1 (__TEXT,__const) non-external __ZL7yypgoto
00007ffb0de2ced0 (__TEXT,__const) non-external __ZL7yytable
00007ffb0de193ae (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffb0de1974a (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffb0de2cf40 (__TEXT,__const) non-external __ZL8yydefact
00007ffb0de01a36 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffb0de2aa07 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffb0de29864 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffb0de002f3 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffb0de2cfe0 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffb43d67730 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffb0ddfffe2 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffb0de00105 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffb0ddffbfc (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00007ffb0de2cfd0 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffb0de16bdc (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffb0de2c2ef (__TEXT,__text) non-external __ZN10IOReporter10addChannelEyPKc.cold.1
00007ffb0de16d86 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffb0de16862 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffb0de16490 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffb0de16578 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffb0de16270 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffb0de16aaa (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffb0de0889a (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffb0de1d43c (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb0de08abe (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffb0de1d75c (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb0de08934 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffb0de1d658 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0de1d554 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb0de08982 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffb0de0881c (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffb0de2b952 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffb0de1d846 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffb0de1d3a8 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0de08a3a (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffb0de08780 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffb0de08724 (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffb0de088ea (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffb0de0868a (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffb0de0890a (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffb0de08ae8 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffb0de1d2f8 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffb0de08a88 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffb0de089de (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffb0de1d302 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffb0de063a0 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffb0de1fb1c (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffb0de1fc8a (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffb0de0640e (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffb0de063bc (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffb0de2b6ff (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffb0de1fab6 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffb0de063ae (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffb0de0644e (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffb0de1fad8 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffb0de0854e (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffb0de2861a (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb0de0861c (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffb0de2893a (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
