00007ffb0013a2f2 (__TEXT,__text) non-external _DiToMD5
00007ffb00129873 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffb00123296 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffb0014afa0 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffb0014afc3 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffb0014afe6 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffb0014b009 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffb0014b02c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffb0014b04f (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffb0014b072 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffb0014954e (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffb0014958c (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffb001218ee (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffb0014a8e8 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffb00149b88 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffb00120fa0 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffb0013b52e (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffb0014078e (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffb00127836 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffb0011fb84 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffb0013cef2 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffb0014072e (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffb0012c0a2 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffb0012c800 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffb0014c190 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffb0014c1b3 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffb0012c846 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffb0014c1d6 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffb0014c1f9 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffb0014c21c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffb0014c23f (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffb00149bc6 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffb40da9000 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffb00136c20 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffb40da8ff0 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffb0013d380 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffb001406fe (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffb0012c11f (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffb0012bdb6 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffb001236a2 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffb0014b121 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffb0014b144 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffb0012df89 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffb00124e49 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00007ffb0014b6cb (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00007ffb0014b6ee (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00007ffb0014b711 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00007ffb0014d680 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffb0013fb54 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffb0014075e (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffb0012c22d (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffb0012cd1c (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffb0014c334 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffb0014c357 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffb40da8fe0 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffb0013e272 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ffb00151440 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffb0012b72a (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffb001466d2 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffb00150ab0 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffb0012b7a5 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffb0012f06a (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffb0014c4d8 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffb0014c4fb (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffb0014c51e (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffb00149c64 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffb001503e8 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffb00151a80 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffb00150290 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffb00150698 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffb00150eb8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffb00151030 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffb00151598 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffb00120267 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffb0013b0ec (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffb00124ae0 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffb0014dc68 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffb0014f520 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffb00150540 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffb0012bd07 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffb0012b99c (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffb0014c055 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffb0013c0a8 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffb0013f054 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffb0014edf8 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffb0012be45 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffb0014e5b8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffb0014ec28 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffb00150118 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffb00150948 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffb0012ed79 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffb0014c429 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffb0014c44c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffb0014c46f (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffb0014c492 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffb0012ae89 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffb0014bed8 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffb00125420 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffb0014b77a (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffb0014df58 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffb0014fc88 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffb0014ff90 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffb001507f0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffb00150c08 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffb00150d60 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffb00151188 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffb0012bf5d (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffb0014ddc8 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffb40da8fe4 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffb0014f3a0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffb0014e298 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffb0014f0b8 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffb001512e8 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffb0014e430 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffb0014ef48 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffb0014eaa0 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffb0014f228 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffb001456fc (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffb0014e758 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ffb0012ac24 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffb0014be6f (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffb0014be92 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffb0014beb5 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffb0014fa70 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffb001517e8 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffb00147ea3 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffb0014db10 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffb00145f22 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffb0014e108 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffb0014e908 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffb0014d240 (__TEXT,__const) non-external __ZL4yyr1
00007ffb0014d210 (__TEXT,__const) non-external __ZL4yyr2
00007ffb0014a4b7 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffb0014f6f0 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffb0014fe08 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffb0014f8d0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffb00151928 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffb00129ff5 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00007ffb0014bd7a (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00007ffb0014bd9d (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00007ffb00120a3e (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffb0014cfc0 (__TEXT,__const) non-external __ZL6yypact
00007ffb0014d100 (__TEXT,__const) non-external __ZL7yycheck
00007ffb0014d261 (__TEXT,__const) non-external __ZL7yypgoto
00007ffb0014d170 (__TEXT,__const) non-external __ZL7yytable
00007ffb00139c66 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffb00139ff4 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffb0014d1e0 (__TEXT,__const) non-external __ZL8yydefact
00007ffb00122bf9 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffb0014ad2a (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffb00149bf6 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffb0012146b (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffb0014d280 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffb40da8bd0 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffb00121179 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffb00121271 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffb0014d270 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffb00137430 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffb001375e8 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffb001370b6 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffb00136ce2 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffb00136dca (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffb00136ac0 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffb00137302 (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffb0012943c (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffb0013dd90 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb00129664 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffb0013e0ca (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb001294da (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffb0013dfba (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0013dea8 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb00129528 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffb001293ba (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffb0014bc3f (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffb0013e1b4 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffb0013dcfc (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb001295e0 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffb0012931e (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffb001292d6 (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffb0012948c (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffb00129238 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffb001294ae (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffb00129690 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffb0013dc4c (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffb0012962e (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffb00129584 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffb0013dc56 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffb0012710e (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffb001404e8 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffb0014065a (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffb00127172 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffb0012712a (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffb0014b9ec (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffb0014046e (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffb0012711c (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffb001271b2 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffb001404a4 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffb001290f4 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffb00148978 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb001291c6 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffb00148cb2 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb00148ba2 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb00148a90 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb00129144 (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00007ffb0014bc1c (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
