00007ff8434a76e0 (__DATA,__data) non-external _.compoundliteral
00007ff803d84b7f (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff803d84a8b (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff803d84980 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff803d84d54 (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff803d9346c (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff803d9348f (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff803d84eb0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff803d84e7d (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff803d84d3b (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff803d849fc (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff803d84c0e (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff803d93449 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff803d84f5f (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff803d84ccc (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff803d84bbc (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff803d78771 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff803d719ff (__TEXT,__text) non-external _sb_pattern_new
00007ff803d71058 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff803d75fbe (__TEXT,__text) non-external _sb_pattern_regex
00007ff803d71f27 (__TEXT,__text) non-external _sb_pattern_release
00007ff803d71ed4 (__TEXT,__text) non-external _sb_pattern_retain
00007ff803d78e4f (__TEXT,__text) non-external _sb_pattern_serialize
00007ff803d92bec (__TEXT,__text) non-external _sb_pattern_var_release
00007ff803d92b97 (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff803d92cdd (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff803d92ece (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff803d93014 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff803d82db6 (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff803d82d0b (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff803d8cc23 (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff803d8cbe3 (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff803d8cc65 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff803d8c8cc (__TEXT,__text) non-external _sb_policy_new
00007ff803d8cb5a (__TEXT,__text) non-external _sb_policy_release
00007ff803d8cac6 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff803d8ccd2 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
00007ff803d7aeef (__TEXT,__text) non-external _sb_profile_release
00007ff803d82d6a (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff803d82ed0 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff803d677e0 (__TEXT,__text) non-external _sb_program_source_alloc
00007ff803d798d4 (__TEXT,__text) non-external _sb_realloc
00007ff803d78638 (__TEXT,__text) non-external _sb_regex_release
00007ff803d7ac78 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff803d9118b (__TEXT,__text) non-external _sb_source_info_copy
00007ff803d88db2 (__TEXT,__text) non-external _sb_stringtable_enter
00007ff803d87541 (__TEXT,__text) non-external _sb_stringtable_release
00007ff803d7851c (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff803d72a4b (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff803d67212 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff803d91ae7 (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
00007ff803d786d9 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff803d8c73a (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff803d8ac11 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff803d7ddae (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff803d8d430 (__TEXT,__text) non-external _sb_transform_reorder_profile
00007ff803d8d481 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff803d92b3d (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
00007ff803d7b731 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff803d911fb (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff803d7ab63 (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff803d7a7fc (__TEXT,__text) non-external _sb_visitor_new
00007ff803d7abf6 (__TEXT,__text) non-external _sb_visitor_release
00007ff803d930aa (__TEXT,__text) non-external _sb_warn
00007ff803d9e460 (__TEXT,__const) non-external _sbpl1_scm
00007ff803d9f2d0 (__TEXT,__const) non-external _sbpl2_scm
00007ff803d9f7a0 (__TEXT,__const) non-external _sbpl3_scm
00007ff803d8e159 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff803d8edde (__TEXT,__text) non-external _sbpl_extends_builtin
00007ff803d8eeb5 (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff803d8e371 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff803d8ef83 (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff803d97af0 (__TEXT,__const) non-external _sbpl_scm
00007ff803d83771 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
00007ff803d93210 (__TEXT,__text) non-external _scheme_backtrace.cold.1
00007ff803d7a63f (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff803d6ea63 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff803d7ad30 (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff803d683b9 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff803d8399d (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff803d83d54 (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff803d83744 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
00007ff803d79edf (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff803d83604 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
00007ff803d835fa (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
00007ff803d835e2 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00007ff803d7a601 (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff803d67d70 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff803d67d22 (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff803d6f084 (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff803d68e8e (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff803d6f79b (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff803d83e3f (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff803d68e6c (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff803d68dae (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff803d68dbd (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff803d83812 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
00007ff803d73f33 (__TEXT,__text) non-external _shallow_copy_node
00007ff803d7e5b8 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff803d80388 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff803d68bef (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff803d706bf (__TEXT,__text) non-external (was a private external) _string_length
00007ff803d88e77 (__TEXT,__text) non-external _string_table_description_for_id
00007ff803d70671 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff803d91019 (__TEXT,__text) non-external _submatch_end
00007ff803d6eab2 (__TEXT,__text) non-external (was a private external) _symname
00007ff803d83ec2 (__TEXT,__text) non-external _syntaxnum
00007ff803d91d46 (__TEXT,__text) non-external _synthesize_bitmasks
00007ff803d91b9e (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
00007ff803d91cb6 (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
00007ff803d921c8 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
00007ff803d7b777 (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff803d8bf02 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff84069c9a0 (__DATA_CONST,__const) non-external _tests
00007ff803d6a526 (__TEXT,__text) non-external _token
00007ff803d7a975 (__TEXT,__text) non-external _traverse_postorder
00007ff803d8bd29 (__TEXT,__text) non-external _traverse_preorder
00007ff803d8a07c (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff803d9fc10 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff803d8e89f (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff803d8d5f6 (__TEXT,__text) non-external _version
00007ff803d8cdf9 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff803d6eb27 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
