00000001e2997d44 (__TEXT,__text) non-external _DiToMD5
00000001e29aa234 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00000001e29aa260 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00000001e29aa28c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00000001e29aa2b8 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00000001e29aa2e4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00000001e29aa310 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00000001e29a8160 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00000001e29a81e8 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00000001e2979914 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00000001e29a9990 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00000001e29a88fc (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00000001e2978f44 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00000001e2999550 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00000001e299ef80 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00000001e2981324 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00000001e2977904 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00000001e299b1d0 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00000001e299eeb0 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00000001e2986c08 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00000001e2987564 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00000001e29ab8c4 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00000001e29ab8f0 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00000001e29875c0 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00000001e29ab91c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00000001e29ab948 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00000001e29ab974 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00000001e29ab9a0 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00000001e29a8984 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00000001ee024688 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00000001e2993434 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00000001ee024680 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00000001e299b710 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00000001e299ee48 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00000001e2986cc8 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00000001e2986818 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00000001e297bbdc (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00000001e29aa3ec (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00000001e29aa42c (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00000001e2989244 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00000001e297d92c (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00000001e29aab30 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00000001e29aab5c (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00000001e29aab88 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00000001e29ad930 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00000001e299e108 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00000001e299ef18 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00000001e2986e40 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00000001e2987aa4 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00000001e29abad4 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00000001e29abb00 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00000001ee024670 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00000001e299c6bc (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00000001e29b2770 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00000001e298606c (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00000001e29a4e74 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00000001e29b1d98 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00000001e2986128 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00000001e298a718 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00000001e29abce4 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00000001e29abd10 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00000001e29abd3c (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00000001e29a8adc (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00000001e297d8c8 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy
00000001e29aab04 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy.cold.1
00000001e29b16e0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00000001e29b2e30 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00000001e29b1568 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00000001e29b1990 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00000001e29b21a0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00000001e29b2340 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00000001e29b28c8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00000001e2978008 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00000001e2999004 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00000001e297d440 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00000001e29ae258 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00000001e29b0498 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00000001e29b1838 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00000001e2986728 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00000001e2986358 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00000001e29ab738 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00000001e299a19c (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00000001e299d544 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00000001e29af8d0 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00000001e29868c0 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00000001e29aee80 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00000001e29af748 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00000001e29b1380 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00000001e29b1c40 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00000001e298a434 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00000001e29abc08 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00000001e29abc34 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00000001e29abc60 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00000001e29abc8c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00000001e29855fc (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00000001e29ab554 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00000001e297e13c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00000001e29aac0c (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00000001e29ae5d8 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00000001e29b0d98 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00000001e29b1190 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00000001e29b1ae8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00000001e29b1ef0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00000001e29b2048 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00000001e29b24b8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00000001e2986a20 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00000001e29ae3b0 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00000001ee024674 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00000001e29afdd0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00000001e29aea60 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00000001e29afb50 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00000001e29b2610 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00000001e29aec78 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00000001e29afa10 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00000001e29af588 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00000001e29afc90 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00000001e29a3bc4 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00000001e29af108 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00000001e2985348 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00000001e29ab4d0 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00000001e29ab4fc (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00000001e29ab528 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00000001e29b0b48 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00000001e29b2aa0 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00000001e29a6738 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00000001e29ae0a8 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00000001e29a456c (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00000001e29ae870 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00000001e29af348 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00000001e29ad4ef (__TEXT,__const) non-external __ZL4yyr1
00000001e29ad4ce (__TEXT,__const) non-external __ZL4yyr2
00000001e29a943c (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00000001e29b0698 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00000001e29b0f18 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00000001e29b08e8 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00000001e29b2be0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00000001e298473c (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00000001e29ab39c (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00000001e29ab3c8 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00000001e29788bc (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00000001e29ad298 (__TEXT,__const) non-external __ZL6yypact
00000001e29ad3cc (__TEXT,__const) non-external __ZL7yycheck
00000001e29ad510 (__TEXT,__const) non-external __ZL7yypgoto
00000001e29ad439 (__TEXT,__const) non-external __ZL7yytable
00000001e29973c4 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00000001e299791c (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00000001e29ad4a6 (__TEXT,__const) non-external __ZL8yydefact
00000001e297ae10 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00000001e29a9ef0 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00000001e29a89ec (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00000001e29794c4 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00000001e29ad530 (__TEXT,__const) non-external __ZL9crc32_tab
00000001ee024260 (__DATA,__bss) non-external __ZL9gBootArgs
00000001e2979158 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00000001e297927c (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00000001e2978d00 (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00000001e29ad51f (__TEXT,__const) non-external __ZL9yydefgoto
00000001e2993da8 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00000001e29abe40 (__TEXT,__text) non-external __ZN10IOReporter10addChannelEyPKc.cold.1
00000001e2994040 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00000001e2993978 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00000001e2993524 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00000001e2993670 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00000001e29932b0 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00000001e2993c24 (__TEXT,__text) external __ZN10IOReporter4freeEv
00000001e29838f4 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00000001e299c1ec (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00000001e2983bf4 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00000001e299c4dc (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001e29839f0 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00000001e299c3f8 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001e299c310 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00000001e2983a54 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00000001e2983858 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00000001e29ab210 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00000001e299c5d8 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001e299c100 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001e2983b3c (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00000001e2983778 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00000001e29836f0 (__TEXT,__text) external __ZN11IOEventLink4initEv
00000001e2983974 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00000001e29835e0 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00000001e29839ac (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00000001e2983c38 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00000001e299c02c (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00000001e2983ba0 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00000001e2983ac8 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00000001e299c060 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00000001e29807e0 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00000001e299ec20 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00000001e299ed48 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00000001e2980870 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00000001e29807f8 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00000001e29aaf24 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00000001e299eb28 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00000001e29807ec (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00000001e29808c0 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00000001e299eb78 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00000001e2983424 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00000001e29a7344 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00000001e2983540 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00000001e29a7634 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
