00000001e9e92fd8 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00000001849242d0 (__TEXT,__text) non-external (was a private external) _string_length
000000018493d85c (__TEXT,__text) non-external _string_table_description_for_id
000000018492426c (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00000001849461dc (__TEXT,__text) non-external _submatch_end
0000000184922550 (__TEXT,__text) non-external (was a private external) _symname
00000001849389b8 (__TEXT,__text) non-external _syntaxnum
0000000184946e64 (__TEXT,__text) non-external _synthesize_bitmasks
0000000184946c6c (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
0000000184946db0 (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
0000000184947310 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
000000018492fe3c (__TEXT,__text) non-external _synthesize_logical_conditions
0000000184940970 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00000001ee160f10 (__AUTH_CONST,__const) non-external _tests
000000018491deb8 (__TEXT,__text) non-external _token
000000018492ed30 (__TEXT,__text) non-external _traverse_postorder
0000000184940710 (__TEXT,__text) non-external _traverse_preorder
000000018493ea00 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00000001849558cc (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00000001849440a0 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
0000000184945ebc (__TEXT,__text) non-external _version
0000000184941b0c (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00000001849225dc (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
