00007ff8400abdb0 (__DATA,__data) non-external _C
00007ff8400af950 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff8400af958 (__DATA,__bss) non-external _tmpnam_buf
00007ff800b7dc1a (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff8400acb20 (__DATA,__data) non-external _tmpnam_buf_control
00007ff800bb7248 (__TEXT,__const) non-external _tmundef
00007ff800b508de (__TEXT,__text) external _toascii
00007ff800b508e9 (__TEXT,__text) external _tolower
00007ff800b512e4 (__TEXT,__text) external _tolower_l
00007ff8400ade28 (__DATA,__bss) non-external _toprec
00007ff8400ade30 (__DATA,__bss) non-external _topreclen
00007ff800b5092d (__TEXT,__text) external _toupper
00007ff800b51303 (__TEXT,__text) external _toupper_l
00007ff800b74e99 (__TEXT,__text) external _towctrans
00007ff800b74e0b (__TEXT,__text) external _towctrans_l
00007ff800b51734 (__TEXT,__text) external _towlower
00007ff800b51c3d (__TEXT,__text) external _towlower_l
00007ff800b51778 (__TEXT,__text) external _towupper
00007ff800b51c5c (__TEXT,__text) external _towupper_l
00007ff800b8f72f (__TEXT,__text) non-external _transtime
00007ff800baa81b (__TEXT,__text) non-external _tre_add_tag_left
00007ff800baa76c (__TEXT,__text) non-external _tre_add_tag_right
00007ff800ba7b53 (__TEXT,__text) non-external _tre_add_tags
00007ff800ba7279 (__TEXT,__text) external _tre_ast_new_catenation
00007ff800ba71e8 (__TEXT,__text) external _tre_ast_new_iter
00007ff800ba71ad (__TEXT,__text) external _tre_ast_new_literal
00007ff800ba712d (__TEXT,__text) external _tre_ast_new_node
00007ff800ba723f (__TEXT,__text) external _tre_ast_new_union
00007ff800baa450 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff800ba72b4 (__TEXT,__text) external _tre_compile
00007ff800ba9c90 (__TEXT,__text) non-external _tre_compute_nfl
00007ff800baa8ca (__TEXT,__text) non-external _tre_copy_ast
00007ff800ba9734 (__TEXT,__text) non-external _tre_expand_ast
00007ff800bb252d (__TEXT,__text) non-external _tre_expand_macro
00007ff800ba6b31 (__TEXT,__text) external _tre_fill_pmatch
00007ff800baa4fa (__TEXT,__text) external _tre_free
00007ff840077dc0 (__DATA_CONST,__const) non-external _tre_macros
00007ff800bab23c (__TEXT,__text) non-external _tre_make_trans
00007ff800ba6ed9 (__TEXT,__text) non-external _tre_match
00007ff800bab06d (__TEXT,__text) non-external _tre_match_empty
00007ff800bb033f (__TEXT,__text) external _tre_mem_alloc_impl
00007ff800bb02fc (__TEXT,__text) external _tre_mem_destroy
00007ff800bb02c8 (__TEXT,__text) external _tre_mem_new_impl
00007ff800baa63c (__TEXT,__text) non-external _tre_merge_branches
00007ff800bb262c (__TEXT,__text) non-external _tre_new_item
00007ff800bb0458 (__TEXT,__text) external _tre_parse
00007ff800bb2358 (__TEXT,__text) non-external _tre_parse_bound
00007ff800ba6cee (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff800bb259a (__TEXT,__text) non-external _tre_search_cnames
00007ff800baac5a (__TEXT,__text) non-external _tre_set_empty
00007ff800baabf4 (__TEXT,__text) non-external _tre_set_one
00007ff800baac87 (__TEXT,__text) non-external _tre_set_union
00007ff800bb2725 (__TEXT,__text) external _tre_stack_destroy
00007ff800bb26ac (__TEXT,__text) external _tre_stack_new
00007ff800bb2745 (__TEXT,__text) external _tre_stack_num_objects
00007ff800bb2823 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff800bb283c (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff800bb275a (__TEXT,__text) non-external _tre_stack_push
00007ff800bb274e (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff800bb2819 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff800bab568 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff800badf94 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff800b9ebae (__TEXT,__text) non-external _trecurse
00007ff800b9eb13 (__TEXT,__text) external _tsearch
00007ff800b6a8ab (__TEXT,__text) external _ttyname
00007ff8400ade80 (__DATA,__bss) non-external _ttyname_init
00007ff8400ade88 (__DATA,__bss) non-external _ttyname_key
00007ff8400ac438 (__DATA,__data) non-external _ttyname_lock
00007ff800b6a997 (__TEXT,__text) external _ttyname_r
00007ff800b6aa76 (__TEXT,__text) external _ttyslot
00007ff800b9eb96 (__TEXT,__text) external _twalk
00007ff800b8f42c (__TEXT,__text) non-external _typesequiv
00007ff800b8d51d (__TEXT,__text) non-external _tzload
00007ff8400acc40 (__DATA,__data) external _tzname
00007ff800b8de83 (__TEXT,__text) non-external _tzparse
00007ff800b8e59d (__TEXT,__text) external _tzset
00007ff800b8d282 (__TEXT,__text) external _tzsetwall
00007ff800b8d28e (__TEXT,__text) non-external _tzsetwall_basic
00007ff800b6aa7e (__TEXT,__text) external _ualarm
00007ff8400acaa8 (__DATA,__data) non-external _uglue
00007ff800b6ab0b (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff800b50301 (__TEXT,__text) external _uname
00007ff800bb7f10 (__TEXT,__const) non-external _unbound_variable_str
00007ff800b4b094 (__TEXT,__text) non-external _underflow
00007ff800b7dc36 (__TEXT,__text) external _ungetc
00007ff800b7dea0 (__TEXT,__text) external _ungetwc
00007ff800b7df06 (__TEXT,__text) external _ungetwc_l
00007ff8400adbf9 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff800b9ee31 (__TEXT,__text) external _unlockpt
00007ff800b9d491 (__TEXT,__text) external _unsetenv
00007ff800b6ac60 (__TEXT,__text) external _unvis
00007ff800bb53d4 (__TEXT,__text) non-external _unvis.cold.1
00007ff800bb53f7 (__TEXT,__text) non-external _unvis.cold.2
00007ff800b52c9b (__TEXT,__text) external _uselocale
00007ff800bb2a63 (__TEXT,__text) external _usleep
00007ff800b6b3e4 (__TEXT,__text) external _usleep$NOCANCEL
00007ff8400aeee0 (__DATA,__bss) non-external _usual
00007ff8400ae110 (__DATA,__bss) non-external _usual_extra
00007ff800b6b41f (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff800b54a04 (__TEXT,__text) external _uuid_clear
00007ff800b54a10 (__TEXT,__text) external _uuid_compare
00007ff800b54abc (__TEXT,__text) external _uuid_copy
00007ff800b54e63 (__TEXT,__text) external _uuid_generate
00007ff800b54dd5 (__TEXT,__text) external _uuid_generate_random
00007ff800b54ad2 (__TEXT,__text) external _uuid_generate_time
00007ff8400add30 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff8400add28 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff800b54e6d (__TEXT,__text) external _uuid_is_null
00007ff800b54e8a (__TEXT,__text) external _uuid_pack
00007ff800b54ec8 (__TEXT,__text) external _uuid_parse
00007ff800b54ffc (__TEXT,__text) external _uuid_unpack
00007ff800b550e2 (__TEXT,__text) external _uuid_unparse
00007ff800b5503a (__TEXT,__text) external _uuid_unparse_lower
00007ff800b5508e (__TEXT,__text) external _uuid_unparse_upper
00007ff840076ea0 (__DATA_CONST,__const) non-external _validlist
00007ff800b7e15d (__TEXT,__text) external _vasprintf
00007ff800b7e13e (__TEXT,__text) external _vasprintf_l
00007ff800b53985 (__TEXT,__text) external _vasxprintf
00007ff800b5444c (__TEXT,__text) external _vasxprintf_exec
00007ff800b7e339 (__TEXT,__text) external _vdprintf
00007ff800b7e31b (__TEXT,__text) external _vdprintf_l
00007ff800b5399d (__TEXT,__text) external _vdxprintf
00007ff800b54466 (__TEXT,__text) external _vdxprintf_exec
00007ff800bb4ec5 (__TEXT,__text) external _verr
00007ff800bb4df7 (__TEXT,__text) external _verrc
00007ff800bb4fd1 (__TEXT,__text) external _verrx
00007ff800b55375 (__TEXT,__text) external _vfork
00007ff800b7e3de (__TEXT,__text) external _vfprintf
00007ff800b7e374 (__TEXT,__text) external _vfprintf_l
00007ff800b82da8 (__TEXT,__text) external _vfscanf
00007ff800b85144 (__TEXT,__text) external _vfscanf_l
00007ff800b89248 (__TEXT,__text) external _vfwprintf
00007ff800b852fc (__TEXT,__text) external _vfwprintf_l
00007ff800b89b08 (__TEXT,__text) external _vfwscanf
00007ff800b8bb90 (__TEXT,__text) external _vfwscanf_l
00007ff800b539b4 (__TEXT,__text) external _vfxprintf
00007ff800b5447f (__TEXT,__text) external _vfxprintf_exec
00007ff800b6bd90 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff800b8bc0f (__TEXT,__text) external _vprintf
00007ff800b8bc47 (__TEXT,__text) external _vprintf_l
00007ff800b8bc64 (__TEXT,__text) external _vscanf
00007ff800b8bcc6 (__TEXT,__text) external _vscanf_l
00007ff800b8bed6 (__TEXT,__text) external _vsnprintf
00007ff800b8bea7 (__TEXT,__text) external _vsnprintf_l
00007ff800b8c027 (__TEXT,__text) external _vsprintf
00007ff800b8bf20 (__TEXT,__text) external _vsprintf_l
00007ff800b8c20b (__TEXT,__text) external _vsscanf
00007ff800b8c055 (__TEXT,__text) external _vsscanf_l
00007ff800b8c48f (__TEXT,__text) external _vswprintf
00007ff800b8c239 (__TEXT,__text) external _vswprintf_l
00007ff800b8c6d3 (__TEXT,__text) external _vswscanf
00007ff800b8c4bd (__TEXT,__text) external _vswscanf_l
00007ff800b539cc (__TEXT,__text) external _vsxprintf
00007ff800b54499 (__TEXT,__text) external _vsxprintf_exec
00007ff800bb51cd (__TEXT,__text) external _vwarn
00007ff800bb512a (__TEXT,__text) external _vwarnc
00007ff800bb5334 (__TEXT,__text) external _vwarnx
00007ff800b8c701 (__TEXT,__text) external _vwprintf
00007ff800b8c739 (__TEXT,__text) external _vwprintf_l
00007ff800b8c756 (__TEXT,__text) external _vwscanf
00007ff800b8c78e (__TEXT,__text) external _vwscanf_l
00007ff800b539fa (__TEXT,__text) external _vxprintf
00007ff800b544c7 (__TEXT,__text) external _vxprintf_exec
00007ff800bb2a9e (__TEXT,__text) external _wait
00007ff800b6c718 (__TEXT,__text) external _wait$NOCANCEL
00007ff800b6c72e (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff800bb2ab4 (__TEXT,__text) external _waitpid
00007ff800b6c745 (__TEXT,__text) external _waitpid$NOCANCEL
00007ff800bb506c (__TEXT,__text) external _warn
00007ff800bb51f0 (__TEXT,__text) external _warnc
00007ff800bb5290 (__TEXT,__text) external _warnx
00007ff800b940c6 (__TEXT,__text) external _wcpcpy
00007ff800b940ec (__TEXT,__text) external _wcpncpy
00007ff800b72fb6 (__TEXT,__text) external _wcrtomb
00007ff800b72f71 (__TEXT,__text) external _wcrtomb_l
00007ff800b941d4 (__TEXT,__text) external _wcscasecmp
00007ff800b9414a (__TEXT,__text) external _wcscasecmp_l
00007ff800b941fc (__TEXT,__text) external _wcscat
00007ff800b94222 (__TEXT,__text) external _wcschr
00007ff800b94243 (__TEXT,__text) external _wcscmp
00007ff800b94843 (__TEXT,__text) external _wcscoll
00007ff800b9425f (__TEXT,__text) external _wcscoll_l
00007ff800b9486b (__TEXT,__text) external _wcscpy
00007ff800b95558 (__TEXT,__text) external _wcscspn
00007ff800b9559d (__TEXT,__text) external _wcsdup
00007ff800b7322a (__TEXT,__text) external _wcsftime
00007ff800b72ffc (__TEXT,__text) external _wcsftime_l
00007ff800b955e7 (__TEXT,__text) external _wcslcat
00007ff800b95679 (__TEXT,__text) external _wcslcpy
00007ff800b956e3 (__TEXT,__text) external _wcslen
00007ff800b957bd (__TEXT,__text) external _wcsncasecmp
00007ff800b956ff (__TEXT,__text) external _wcsncasecmp_l
00007ff800b957e5 (__TEXT,__text) external _wcsncat
00007ff800b9582d (__TEXT,__text) external _wcsncmp
00007ff800b9585f (__TEXT,__text) external _wcsncpy
00007ff800b958b1 (__TEXT,__text) external _wcsnlen
00007ff800b73297 (__TEXT,__text) external _wcsnrtombs
00007ff800b73252 (__TEXT,__text) external _wcsnrtombs_l
00007ff800b958d2 (__TEXT,__text) external _wcspbrk
00007ff800b9590f (__TEXT,__text) external _wcsrchr
00007ff800b735cb (__TEXT,__text) external _wcsrtombs
00007ff800b73580 (__TEXT,__text) external _wcsrtombs_l
00007ff800b95927 (__TEXT,__text) external _wcsspn
00007ff800b95c2d (__TEXT,__text) external _wcsstr
00007ff800b738e2 (__TEXT,__text) external _wcstod
00007ff800b7366c (__TEXT,__text) external _wcstod_l
00007ff800b73b80 (__TEXT,__text) external _wcstof
00007ff800b7390a (__TEXT,__text) external _wcstof_l
00007ff800b73da6 (__TEXT,__text) external _wcstoimax
00007ff800b73ba8 (__TEXT,__text) external _wcstoimax_l
00007ff800b95c99 (__TEXT,__text) external _wcstok
00007ff800b73fcc (__TEXT,__text) external _wcstol
00007ff800b73dce (__TEXT,__text) external _wcstol_l
00007ff800b74245 (__TEXT,__text) external _wcstold
00007ff800b73ff4 (__TEXT,__text) external _wcstold_l
00007ff800b7446b (__TEXT,__text) external _wcstoll
00007ff800b7426d (__TEXT,__text) external _wcstoll_l
00007ff800b7453e (__TEXT,__text) external _wcstombs
00007ff800b74493 (__TEXT,__text) external _wcstombs_l
00007ff800b747de (__TEXT,__text) external _wcstoul
00007ff800b745ee (__TEXT,__text) external _wcstoul_l
00007ff800b749f6 (__TEXT,__text) external _wcstoull
00007ff800b74806 (__TEXT,__text) external _wcstoull_l
00007ff800b74c0e (__TEXT,__text) external _wcstoumax
00007ff800b74a1e (__TEXT,__text) external _wcstoumax_l
00007ff800b95d89 (__TEXT,__text) external _wcswidth
00007ff800b95d0e (__TEXT,__text) external _wcswidth_l
00007ff800b95f57 (__TEXT,__text) external _wcsxfrm
00007ff800b95db1 (__TEXT,__text) external _wcsxfrm_l
00007ff800b74ce9 (__TEXT,__text) external _wctob
00007ff800b74c36 (__TEXT,__text) external _wctob_l
00007ff800b74d8a (__TEXT,__text) external _wctomb
00007ff800b74d11 (__TEXT,__text) external _wctomb_l
00007ff800b74ec1 (__TEXT,__text) external _wctrans
00007ff800b74f2d (__TEXT,__text) external _wctrans_l
00007ff800b74ffd (__TEXT,__text) external _wctype
00007ff800b74f37 (__TEXT,__text) external _wctype_l
00007ff840077230 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff800b75025 (__TEXT,__text) external _wcwidth
00007ff800b75093 (__TEXT,__text) external _wcwidth_l
00007ff800b95502 (__TEXT,__text) non-external _we_read_fully
00007ff800bb7db0 (__TEXT,__const) non-external _wildabbr
00007ff800b95f7f (__TEXT,__text) external _wmemchr
00007ff800b95f9f (__TEXT,__text) external _wmemcmp
00007ff800b95fd0 (__TEXT,__text) external _wmemcpy
00007ff800b95fde (__TEXT,__text) external _wmemmove
00007ff800b95fec (__TEXT,__text) external _wmemset
00007ff800b8d05a (__TEXT,__text) non-external _wmemstream_close
00007ff800b8cf98 (__TEXT,__text) non-external _wmemstream_seek
00007ff800bb5715 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff800bb5738 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff800b8cd7b (__TEXT,__text) non-external _wmemstream_update
00007ff800bb56f4 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff800b8cda8 (__TEXT,__text) non-external _wmemstream_write
00007ff800b94884 (__TEXT,__text) external _wordexp
00007ff800b954c8 (__TEXT,__text) external _wordfree
00007ff800b8c86c (__TEXT,__text) external _wprintf
00007ff800b8c93e (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff800b8c9f1 (__TEXT,__text) external _wscanf
00007ff800b8cac3 (__TEXT,__text) external _wscanf_l
00007ff800b538cd (__TEXT,__text) external _xprintf
00007ff8400add20 (__DATA,__bss) non-external _xprintf_domain_default
00007ff800b54396 (__TEXT,__text) external _xprintf_exec
00007ff800bb7db8 (__TEXT,__const) non-external _year_lengths
00007ff8400adc60 (__DATA,__bss) non-external _zapchar
00007ff800bb7bc0 (__TEXT,__const) non-external _zeroes
00007ff800bb7cd0 (__TEXT,__const) non-external _zeroes
00007ff8400ace20 (__DATA,__data) non-external _zeroes
00007ff800b48000 (__TEXT,__text) external mcount
