00007ffa0704c38c (__TEXT,__text) non-external +[Cube initialize]
00007ffa06e12460 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeTransitionsFromOptions:]
00007ffa06e13700 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldDuckMoviesFromOptions:]
00007ffa06e105f0 (__TEXT,__text) non-external +[MPAuthoringUtilities styleFromOptions:]
00007ffa06e139ae (__TEXT,__text) non-external +[MPAuthoringUtilities subtitlesFromOptions:]
00007ffa06e121ff (__TEXT,__text) non-external +[MPAuthoringUtilities titleEffectFromOptions:]
00007ffa06e116f8 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionDurationFromOptions:]
00007ffa06e11cc7 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionListFromOptions:]
00007ffa06e10488 (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00007ffa06e117cc (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00007ffa06e11938 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00007ffa06e11900 (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00007ffa06e11ee2 (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00007ffa06e13dd0 (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00007ffa06e131d9 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00007ffa06e11807 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00007ffa06e118c5 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00007ffa06e135f1 (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00007ffa06e12e08 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00007ffa06e13d95 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00007ffa06e15154 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00007ffa06e150f5 (__TEXT,__text) non-external +[MPClusterController sharedController]
00007ffa06dc1236 (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00007ffa06dc122b (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00007ffa06e1e426 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00007ffa06e1e3c7 (__TEXT,__text) non-external +[MPCropController sharedController]
00007ffa06e25f2f (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00007ffa06e25dd5 (__TEXT,__text) non-external +[MPDocument initialize]
00007ffa06e25f95 (__TEXT,__text) non-external +[MPDocument isNativeType:]
00007ffa06e25cf2 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00007ffa06e2f558 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00007ffa06e25f75 (__TEXT,__text) non-external +[MPDocument readableTypes]
00007ffa06e25f24 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00007ffa06e25b86 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00007ffa06e25ba7 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00007ffa06e2f4f2 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00007ffa06e25f55 (__TEXT,__text) non-external +[MPDocument writableTypes]
00007ffa06e2f5c9 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00007ffa06e2f615 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00007ffa06e2f644 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00007ffa06e2f678 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00007ffa06e2f6ac (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00007ffa06e2f5be (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00007ffa06e3b0d6 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00007ffa06e3b0fc (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00007ffa06e3b486 (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00007ffa06e40759 (__TEXT,__text) non-external +[MPEffectManager initialize]
00007ffa06e407f9 (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00007ffa06e40788 (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00007ffa06e4434c (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00007ffa06e45803 (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00007ffa06e45c37 (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00007ffa06e45e57 (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00007ffa06e4554e (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00007ffa06e454ca (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00007ffa06e454f6 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00007ffa06e45522 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00007ffa06e45fcf (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00007ffa06e45fc4 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00007ffa06e481c2 (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00007ffa06e48151 (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00007ffa06e4968e (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00007ffa06e4a4f8 (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00007ffa06e4a4ed (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00007ffa06e4afa4 (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00007ffa06e4af33 (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00007ffa06e4b871 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00007ffa06dc2714 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00007ffa06dc2709 (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00007ffa06e4cbf3 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00007ffa06e4cc4b (__TEXT,__text) non-external +[MPLayer effectLayer]
00007ffa06e4cc19 (__TEXT,__text) non-external +[MPLayer layer]
00007ffa06e4cc32 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00007ffa06e4cc64 (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00007ffa06e533b3 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00007ffa06e533e2 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00007ffa06e53416 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00007ffa06e5344a (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00007ffa06e59feb (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00007ffa06e5a065 (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00007ffa06e677f3 (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00007ffa06e6c2e1 (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00007ffa06e6c2cf (__TEXT,__text) non-external +[MPSlide slide]
00007ffa06e6c2c4 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00007ffa06e73b1c (__TEXT,__text) non-external +[MPSong songWithPath:]
00007ffa06e73aed (__TEXT,__text) non-external +[MPSong songWithURL:]
00007ffa06e73adb (__TEXT,__text) non-external +[MPSong song]
00007ffa06e73ad0 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00007ffa06e7503f (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00007ffa06e74fce (__TEXT,__text) non-external +[MPSongManager sharedManager]
00007ffa06dc22f8 (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00007ffa06dc22ed (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00007ffa06e76193 (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00007ffa06dad028 (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00007ffa06e78005 (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00007ffa06e7a0d1 (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00007ffa06e7a0dc (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00007ffa06e7c5d2 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00007ffa06e7c5a3 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00007ffa06dc2acb (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00007ffa06dc2ad6 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00007ffa06e7e036 (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00007ffa06e7dfc5 (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00007ffa06e7ee6c (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00007ffa06e844ba (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00007ffa06e873b6 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00007ffa06e83e28 (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00007ffa06e83ee7 (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00007ffa06e834a6 (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00007ffa06e8271d (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00007ffa06e81eb2 (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00007ffa06e82ab2 (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00007ffa06e83c58 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00007ffa06e83d40 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00007ffa06e875c2 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00007ffa06e85674 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00007ffa06e85b0e (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00007ffa06e85a8b (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00007ffa06e86d44 (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00007ffa06e86bca (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00007ffa06e86e08 (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00007ffa06e86dab (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00007ffa06e82fcc (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00007ffa06e82eda (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00007ffa06e832cd (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00007ffa06e86a50 (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00007ffa06e86276 (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00007ffa06e861a7 (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00007ffa06e84d43 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00007ffa06e8695a (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00007ffa06e859b8 (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00007ffa06e86523 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00007ffa06e81bec (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00007ffa06e81cfc (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00007ffa06e88093 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00007ffa06e88192 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00007ffa06e883a7 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00007ffa06e88445 (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00007ffa06e88b3f (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00007ffa06e88056 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00007ffa06e87fd7 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00007ffa06e8889a (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00007ffa06e88d77 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00007ffa06e88f7d (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00007ffa06e884d5 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00007ffa06e8863f (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00007ffa06e87a94 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00007ffa06e88431 (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00007ffa06e8902d (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00007ffa06e88877 (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00007ffa06e884cf (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00007ffa06e8835f (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00007ffa06e8801d (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00007ffa06e87f7e (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00007ffa06dc9451 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00007ffa06dc8cd4 (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00007ffa06dc8ee3 (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00007ffa06dc8d3c (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00007ffa06dc8e2e (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00007ffa06dc8cdf (__TEXT,__text) non-external +[MPVector vectorFromString:]
00007ffa06dc8df9 (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00007ffa06dc9560 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00007ffa06e8cb54 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00007ffa06e8cbbf (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00007ffa06e8cbb2 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00007ffa07057d27 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00007ffa06e9524b (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007ffa06e95263 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007ffa06e9550d (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007ffa06e95b62 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007ffa06e95525 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007ffa06e957d1 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007ffa06e98496 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa06e9849e (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00007ffa06e9848e (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00007ffa06e97f03 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00007ffa06e9913d (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa06e99145 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa06feb9ab (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa06feb9a0 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00007ffa06fef85c (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa06fef867 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa07023b1d (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00007ffa070232fb (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa070232f0 (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00007ffa07022068 (__TEXT,__text) non-external +[MREffectDateline initialize]
00007ffa070233e3 (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00007ffa070237d9 (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00007ffa06fe5f15 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa06fe5f0a (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00007ffa06fe5ad7 (__TEXT,__text) non-external +[MREffectFlipup initialize]
00007ffa07039a7f (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa07038632 (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00007ffa0703863d (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00007ffa07038648 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00007ffa0701df7a (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
