0000000187b1a890 (__TEXT,__const) non-external _A1_Table
000000018777a04c (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCG
000000018777a214 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCGPlanar
00000001879839a8 (__TEXT,__text) non-external _CreateImageTilingInfoForCGPlanarWithNumOutputs
00000001879910a8 (__TEXT,__text) non-external (was a private external) _CreateImageTilingInfoForCV
00000001db7ac8c0 (__DATA_DIRTY,__data) non-external (was a private external) _CreateMonochromeColorSpaceWithWhitePointAndTransferFunction
00000001dd591c98 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGB16U_vtbl
00000001dd591bd8 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGBA16Q12_vtbl
00000001dd591c38 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo16.Convert_RGB101010toRGBA16U_vtbl
0000000187b1afac (__TEXT,__const) non-external _CreatePass_10BitTo16.resultAlphaTable
00000001dd591938 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toARGB8888_vtbl
00000001dd591998 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toBGRA8888_vtbl
00000001dd5919f8 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toRGB888_vtbl
00000001dd5918d8 (__AUTH_CONST,__const) non-external _CreatePass_10BitTo8.Convert_RGB101010toRGBA8888_vtbl
00000001dd591e18 (__AUTH_CONST,__const) non-external _CreatePass_10BitToF.Convert_RGB101010toRGBAFFFF_vtbl
00000001dd591e78 (__AUTH_CONST,__const) non-external _CreatePass_10BitToF.Convert_RGB101010toRGBFFF_vtbl
00000001dd591db8 (__AUTH_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGB16UtoRGB101010_vtbl
00000001dd591cf8 (__AUTH_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGBA16Q12toRGB101010_vtbl
00000001dd591d58 (__AUTH_CONST,__const) non-external _CreatePass_16To10Bit.Convert_RGBA16UtoRGB101010_vtbl
00000001dd595b98 (__AUTH_CONST,__const) non-external _CreatePass_16UToF.Convert16UToF_vtbl
00000001dd591ab8 (__AUTH_CONST,__const) non-external _CreatePass_8To10Bit.Convert_ARGB8888toRGB101010_vtbl
00000001dd591b18 (__AUTH_CONST,__const) non-external _CreatePass_8To10Bit.Convert_BGRA8888toRGB101010_vtbl
00000001dd591b78 (__AUTH_CONST,__const) non-external _CreatePass_8To10Bit.Convert_RGB888toRGB101010_vtbl
00000001dd591a58 (__AUTH_CONST,__const) non-external _CreatePass_8To10Bit.Convert_RGBA8888toRGB101010_vtbl
000000018778dca8 (__TEXT,__text) non-external _CreatePass_AddAlpha
00000001dd5981d8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky16UAlphaFirst_vtbl
00000001dd598178 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky16UAlphaLast_vtbl
00000001dd597e78 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky8AlphaFirst_vtbl
00000001dd597ed8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_Chunky8AlphaLast_vtbl
00000001dd598058 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_ChunkyFAlphaFirst_vtbl
00000001dd597ff8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.AddAlpha_ChunkyFAlphaLast_vtbl
00000001dd598298 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB16UtoARGB16U_vtbl
00000001dd598238 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB16UtoRGBA16U_vtbl
00000001dd597f38 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toARGB8888_vtbl
00000001dd597f98 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toBGRA8888_vtbl
00000001dd597e18 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGB888toRGBA8888_vtbl
00000001dd598118 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGBFFFtoARGBFFFF_vtbl
00000001dd5980b8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.Convert_RGBFFFtoRGBAFFFF_vtbl
00000001dd597b78 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ARGB8888_vtbl
00000001dd597d58 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ARGBFFFF_vtbl
00000001dd597c98 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Chunky16U_vtbl
00000001dd597bd8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Chunky8_vtbl
00000001dd597db8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_ChunkyF_vtbl
00000001dd597c38 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Planar16U_vtbl
00000001dd597b18 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_Planar8_vtbl
00000001dd597cf8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.OverwriteChannelsWithScalar_PlanarF_vtbl
00000001dd598358 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGB16U_vtbl
00000001dd5982f8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGB8888_vtbl
00000001dd5983b8 (__AUTH_CONST,__const) non-external _CreatePass_AddAlpha.PermuteChannelsWithMaskedInsert_ARGBFFFF_vtbl
00000001dd598d78 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB16UtoPlanar16U_vtbl
00000001dd598b38 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB8888toPlanar16Q12_vtbl
00000001dd598c58 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGB8888toPlanar8_vtbl
00000001dd598e98 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ARGBFFFFtoPlanarF_vtbl
00000001dd598e38 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkyToPlanar16U_vtbl
00000001dd598d18 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkyToPlanar8_vtbl
00000001dd598f58 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.ChunkytoPlanarF_vtbl
00000001dd598fb8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.LookupTable_Planar8toPlanar16_vtbl
00000001dd598bf8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.Planar8to16Q12_vtbl
00000001dd598dd8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB16UtoPlanar16U_vtbl
00000001dd598b98 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB888toPlanar16Q12_vtbl
00000001dd598cb8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGB888toPlanar8_vtbl
00000001dd598ef8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanar.RGBFFFtoPlanarF_vtbl
0000000187b1b0d0 (__TEXT,__const) non-external _CreatePass_ChunkyToPlanar.maps
000000018798164c (__TEXT,__text) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo
00000001dd5958f8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB16UtoPlanar16U_vtbl
00000001dd595658 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB8888toPlanar16Q12_vtbl
00000001dd5957d8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGB8888toPlanar8_vtbl
00000001dd595a18 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ARGBFFFFtoPlanarF_vtbl
00000001dd5959b8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkyToPlanar16U_vtbl
00000001dd595898 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkyToPlanar8_vtbl
00000001dd595ad8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.ChunkytoPlanarF_vtbl
00000001dd595b38 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.LookupTable_Planar8toPlanar16_vtbl
00000001dd595718 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.Planar8to16Q12_vtbl
00000001dd595778 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.Planar8toF_vtbl
00000001dd595958 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB16UtoPlanar16U_vtbl
00000001dd5956b8 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB888toPlanar16Q12_vtbl
00000001dd595838 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGB888toPlanar8_vtbl
00000001dd595a78 (__AUTH_CONST,__const) non-external _CreatePass_ChunkyToPlanarWithCGColorConversionInfo.RGBFFFtoPlanarF_vtbl
00000001dd599018 (__AUTH_CONST,__const) non-external _CreatePass_ColorSpaceTransform.transform_vtbls
0000000187982068 (__TEXT,__text) non-external _CreatePass_ColorSpaceTransformWithCGColorConversionInfo
00000001dd595bf8 (__AUTH_CONST,__const) non-external _CreatePass_ColorSpaceTransformWithCGColorConversionInfo.transform_vtbls
00000001dd591f98 (__AUTH_CONST,__const) non-external _CreatePass_Convert10BitTo16Q12.Convert_RGB101010toRGBA16Q12_vtbl
00000001dd593198 (__AUTH_CONST,__const) non-external _CreatePass_Convert12BitTo16Bit.Convert12UTo16U_vtbl
00000001dd5931f8 (__AUTH_CONST,__const) non-external _CreatePass_Convert16BitTo12Bit.Convert16UTo12U_vtbl
00000001dd591ff8 (__AUTH_CONST,__const) non-external _CreatePass_Convert16Q12To10Bit.Convert_RGBA16Q12toRGB101010_vtbl
00000001dd5932b8 (__AUTH_CONST,__const) non-external _CreatePass_Convert16Q12ToHalf.Convert_Planar16Q12toPlanar16F_vtbl
00000001dd593438 (__AUTH_CONST,__const) non-external _CreatePass_Convert16UToHalf.Convert_Planar16UtoPlanar16F_vtbl
00000001dd591398 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_ARGB1555toARGB8888_vtbl
00000001dd5913f8 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_ARGB1555toBGRA8888_vtbl
00000001dd5915d8 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toABGR8888_vtbl
00000001dd5914b8 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toARGB8888_vtbl
00000001dd591578 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toBGRA8888_vtbl
00000001dd591638 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toRGB888_vtbl
00000001dd591518 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGB565toRGBA8888_vtbl
00000001dd591458 (__AUTH_CONST,__const) non-external _CreatePass_Convert5BitTo8Bit.Convert_RGBA5551toRGBA8888_vtbl
00000001dd591698 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_ARGB8888toARGB1555_vtbl
00000001dd5916f8 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_ARGB8888toRGB565_vtbl
00000001dd591818 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_BGRA8888toRGB565_vtbl
00000001dd591878 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGB888toRGB565_vtbl
00000001dd591758 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGBA8888toRGB565_vtbl
00000001dd5917b8 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitTo5Bit.Convert_RGBA8888toRGBA5551_vtbl
00000001dd590d38 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To1Bit_vtbl
00000001dd590d98 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To2Bit_vtbl
00000001dd590df8 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTiny.Convert8To4Bit_vtbl
0000000187977fb8 (__TEXT,__text) non-external _CreatePass_Convert8BitToTinyNew
00000001dd5910f8 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To1Bit_vtbl
00000001dd591158 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To2Bit_vtbl
00000001dd5911b8 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To3Bit_vtbl
00000001dd591218 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To4Bit_vtbl
00000001dd591278 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To5Bit_vtbl
00000001dd5912d8 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To6Bit_vtbl
00000001dd591338 (__AUTH_CONST,__const) non-external _CreatePass_Convert8BitToTinyNew.Convert8To7Bit_vtbl
0000000187978284 (__TEXT,__text) non-external _CreatePass_ConvertFToNbit
00000001dd592958 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo10_vtbl
00000001dd5929b8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo11_vtbl
00000001dd592a18 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo12_vtbl
00000001dd592a78 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo13_vtbl
00000001dd592ad8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo14_vtbl
00000001dd592b38 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo15_vtbl
00000001dd592b98 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo17_vtbl
00000001dd592bf8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo18_vtbl
00000001dd592c58 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo19_vtbl
00000001dd592cb8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo20_vtbl
00000001dd592d18 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo21_vtbl
00000001dd592d78 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo22_vtbl
00000001dd592dd8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo23_vtbl
00000001dd592e38 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo24_vtbl
00000001dd592e98 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo25_vtbl
00000001dd592ef8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo26_vtbl
00000001dd592f58 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo27_vtbl
00000001dd592fb8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo28_vtbl
00000001dd593018 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo29_vtbl
00000001dd593078 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo30_vtbl
00000001dd5930d8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo31_vtbl
00000001dd593138 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo32_vtbl
00000001dd5928f8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFToNbit.ConvertFTo9_vtbl
00000001dd5933d8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertFloatToHalf.convertFloatToHalf_vtbl
00000001dd593258 (__AUTH_CONST,__const) non-external _CreatePass_ConvertHalfTo16Q12.Convert_Planar16FtoPlanar16Q12_vtbl
00000001dd593318 (__AUTH_CONST,__const) non-external _CreatePass_ConvertHalfTo16U.Convert_Planar16FtoPlanar16U_vtbl
00000001dd593378 (__AUTH_CONST,__const) non-external _CreatePass_ConvertHalfToFloat.convertHalfToFloat_vtbl
00000001879780fc (__TEXT,__text) non-external _CreatePass_ConvertNbitToF
00000001dd5920b8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert10ToF_vtbl
00000001dd592118 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert11ToF_vtbl
00000001dd592178 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert12ToF_vtbl
00000001dd5921d8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert13ToF_vtbl
00000001dd592238 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert14ToF_vtbl
00000001dd592298 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert15ToF_vtbl
00000001dd5922f8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert17ToF_vtbl
00000001dd592358 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert18ToF_vtbl
00000001dd5923b8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert19ToF_vtbl
00000001dd592418 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert20ToF_vtbl
00000001dd592478 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert21ToF_vtbl
00000001dd5924d8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert22ToF_vtbl
00000001dd592538 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert23ToF_vtbl
00000001dd592598 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert24ToF_vtbl
00000001dd5925f8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert25ToF_vtbl
00000001dd592658 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert26ToF_vtbl
00000001dd5926b8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert27ToF_vtbl
00000001dd592718 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert28ToF_vtbl
00000001dd592778 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert29ToF_vtbl
00000001dd5927d8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert30ToF_vtbl
00000001dd592838 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert31ToF_vtbl
00000001dd592898 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert32ToF_vtbl
00000001dd592058 (__AUTH_CONST,__const) non-external _CreatePass_ConvertNbitToF.Convert9ToF_vtbl
00000001dd590c18 (__AUTH_CONST,__const) non-external _CreatePass_ConvertTinyTo8Bit.Convert1To8Bit_vtbl
00000001dd590c78 (__AUTH_CONST,__const) non-external _CreatePass_ConvertTinyTo8Bit.Convert2To8Bit_vtbl
00000001dd590cd8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertTinyTo8Bit.Convert4To8Bit_vtbl
0000000187977e6c (__TEXT,__text) non-external _CreatePass_ConvertTinyTo8BitNew
00000001dd590e58 (__AUTH_CONST,__const) non-external _CreatePass_ConvertTinyTo8BitNew.Convert1To8Bit_vtbl
00000001dd590eb8 (__AUTH_CONST,__const) non-external _CreatePass_ConvertTinyTo8BitNew.Convert2To8Bit_vtbl
00000001dd590f18 (__AUTH_CONST,__const) non-external _CreatePass_ConvertTinyTo8BitNew.Convert3To8Bit_vtbl
00000001dd590f78 (__AUTH_CONST,__const) non-external _CreatePass_ConvertTinyTo8BitNew.Convert4To8Bit_vtbl
