00000001e47496a8 (__DATA,__data) non-external _.compoundliteral
00000001dba036d0 (__TEXT,__text) external _ShGetUniformLocation
00000001dba03404 (__TEXT,__text) external _ShGetUniformPartitionInfo
00000001dba021f8 (__TEXT,__text) external _ShInitialize
00000001dba05778 (__TEXT,__text) external _ShInitializeLibrary
00000001dba0274c (__TEXT,__text) external _ShLink
00000001dba038a4 (__TEXT,__text) external _ShSetInitialUniformValue
00000001dba0577c (__TEXT,__text) external _ShTerminateLibrary
00000001dba03aa8 (__TEXT,__text) external _ShTransformFeedbackVaryings
00000001db9f53fc (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00000001dba66068 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00000001dba128e8 (__TEXT,__text) non-external (was a private external) _UngetToken
00000001dba644c4 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00000001dba620ac (__TEXT,__text) non-external _UnrollConstantLoopsInner
00000001dba61f60 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001dba0b90c (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00000001dba0afa8 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00000001dba0bc7c (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
00000001dba0b644 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00000001dba0b7e8 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00000001dba0bb88 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00000001db9e6360 (__TEXT,__text) non-external ___abort_calloc
00000001db9442a8 (__TEXT,__text) non-external ___abort_malloc
00000001db9e5ee0 (__TEXT,__text) non-external ___abort_malloc
00000001db9be8ac (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00000001db9b8108 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00000001e09d31a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d31e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d3300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d3320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d35a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d3620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d3e48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d3f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d3f80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d4000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d4260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d6478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d64f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001eca0d1b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001eca0d1e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001eca0d540 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e09d3240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e09d4360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00000001e09d4380 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00000001eca0d720 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.114
00000001eca0d750 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.119
00000001e09d43a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000001eca0d780 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
00000001e09d6498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00000001e09d3260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00000001e09d35c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00000001eca0d7d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.146
00000001eca0d800 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
00000001e09d3340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001e09d43c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001eca0d5a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001eca0d8d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001eca0d830 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
00000001e09d64b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
00000001e09d43e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00000001e09d64d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00000001eca0d900 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001e09d35e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00000001e09d3200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000001e09d4280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00000001eca0d210 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
00000001e09d3600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00000001e09d3280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00000001e09d6518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00000001eca0d5d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
00000001e09d32a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00000001e09d42a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001e09d32c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00000001eca0d600 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
00000001e09d32e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00000001e09d42c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00000001eca0d240 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
00000001e09d42e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001eca0d2f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
00000001eca0d270 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
00000001e09d3220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e09d4300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001eca0d570 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001e09d4320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00000001eca0d630 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
00000001eca0d660 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000001eca0d320 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
00000001eca0d690 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
00000001eca0d6c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
00000001eca0d350 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.85
00000001e09d4020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001eca0d380 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
00000001e09d4340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001eca0d8a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
00000001e09d4040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001eca0d2a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001eca0d3b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001e09d3f60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00000001eca0d6f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
00000001eca0d010 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eca0d030 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eca0d150 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eca0d190 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eca0d2d0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eca0d7b0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eca0d930 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001eca0d090 (__AUTH_CONST,__const) non-external ___block_literal_global.12
00000001eca0d0b0 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001eca0d170 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001eca0d860 (__AUTH_CONST,__const) non-external ___block_literal_global.169
00000001eca0d880 (__AUTH_CONST,__const) non-external ___block_literal_global.173
00000001eca0d0d0 (__AUTH_CONST,__const) non-external ___block_literal_global.32
00000001eca0d050 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001eca0d070 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001db9e0e34 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00000001db9f3e34 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001dba5336c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00000001db9f73bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001db9f7310 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001dba0b07c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001dba1bfa4 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00000001dba1b594 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00000001dba1a528 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00000001dba1b958 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00000001dba19ee4 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00000001dba19fe0 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00000001dba20550 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00000001dba1bd6c (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00000001dba02170 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00000001dba1be7c (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00000001dba1bf48 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00000001dba17020 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00000001dba184c0 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00000001dba1ae60 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00000001db9f3e44 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001dba533bc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00000001db9f73cc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001db9f7360 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001dba0b0dc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00000001db9c0f24 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00000001db9fd214 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00000001db9e091c (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00000001db9e0930 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00000001db9e0e3c (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00000001db9b7cd8 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00000001db9b7e2c (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00000001db9b7df8 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00000001db9b7d90 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00000001db9b7dc4 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00000001db9b7e38 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00000001db9fe48c (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00000001db9fe52c (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00000001db9f7298 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00000001db9f73a4 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00000001dba09644 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00000001dba09b58 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00000001db9f3d7c (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00000001db9e12a8 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00000001dba44f94 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00000001dba44db0 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00000001dba44dd4 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.75
00000001dba44e58 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.77
00000001dba44e84 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.81
00000001dba450c4 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00000001dba450e8 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.158
00000001dba45100 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.166
00000001dba4510c (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00000001dba449b4 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00000001dba44f70 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00000001db9ff9b8 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00000001db9ff9fc (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.94
00000001dba45054 (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00000001dba44990 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
