                 (undefined) external _OBJC_CLASS_$_CATTransform (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_DEExecutor (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_DialogElement (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCInterface (from Foundation)
                 (undefined) external _OBJC_CLASS_$_PatternExecutionDialog (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_SAUIAppPunchOut (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocationContext (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocationPayload (from SiriKitInvocation)
00000002997f6598 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$__TtC22SiriSuggestionsSupport30SiriSuggestionsServiceDelegate
00000002694ec772 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 22SiriSuggestionsSupport0A19HelpResponseInvokerP
00000002694ecd64 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 22SiriSuggestionsSupport12UUIDProviderP
00000002694ed4ac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 22SiriSuggestionsSupport15HintsStateStoreP
00000002694ed1f4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 22SiriSuggestionsSupport17RequestIdProviderP
00000002694ed4a4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 22SiriSuggestionsSupport18InteractionBuilderP
00000002694ecd4c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 22SiriSuggestionsSupport23HintsStateStoreConsumerP
00000002694ecb40 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p s5ErrorP
00000002694ed520 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSay_____G_SDySSSe_SEpG______ptYbc 22SiriSuggestionsSupport18InteractionBuilderP 0aB3Kit0aB0O11IntentQueryV AF11DeviceStateP
00000002694ec80a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 16SiriDialogEngine11CatCallableP
00000002694ecdae (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 18SiriSuggestionsKit0aB0O0A12RequestStateP
00000002694ecda4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 18SiriSuggestionsKit0aB0O11DeviceStateP
00000002694ed066 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 18SiriSuggestionsKit10AppDetailsP
00000002694ec9d0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 18SiriSuggestionsKit16InvocationActionP
00000002694ecb5a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 18SiriSuggestionsKit5OwnerP
00000002694ed070 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 18SiriSuggestionsKit7AppNameP
00000002694ed3ea (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSgIegg_ s5ErrorP
00000002694ed31e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSgIeghg_ s5ErrorP
00000002694ed336 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pXp s5ErrorP
00000002694ed1d0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p______p____________ptc 22SiriSuggestionsSupport18InteractionBuilderP 0aB3Kit5EventP AD15InAppIdentifierV AD0aB0O11DeviceStateP
00000002694ecab6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p_____y______pGYac 18SiriSuggestionsAPI0B10DispatcherP AA8BaseSinkC 0A7KitFlow0H0P
00000002694ecea2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yS2S_Se_SEptSgG 18SiriSuggestionsKit16TimeoutBehaviourV
00000002694ece8a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yS2S_Se_SEptSgGSg 18SiriSuggestionsKit16TimeoutBehaviourV
00000002694ed566 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS3key______5valuetG s23_ContiguousArrayStorageC 18SiriSuggestionsKit16TransportWrapperV
00000002694ed36c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS3key______5valuetytG 18SiriSuggestionsKit16TimeoutBehaviourV AA16TransportWrapperV
00000002694ed34c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS3key______5valuetytGSg 18SiriSuggestionsKit16TimeoutBehaviourV AA16TransportWrapperV
00000002694ecfb2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSG s23_ContiguousArrayStorageC
00000002694ecec8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSSe_SEpG s17_NativeDictionaryV
00000002694eceb8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSSe_SEpG s18_DictionaryStorageC
00000002694ecc06 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSSe_SEp_G SD8_VariantV
00000002694ecb48 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_SaySSGtG s23_ContiguousArrayStorageC
00000002694eccb4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_Se_SEptG s23_ContiguousArrayStorageC
00000002694eced8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_Se_SEptSgG s23_ContiguousArrayStorageC
00000002694ece40 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_Se_SEpt______pG s6ResultOsRi_zRi0_zrlE s5ErrorP
00000002694ecf6c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_ySe_SEpYactG s23_ContiguousArrayStorageC
00000002694ec7f6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSypG s17_NativeDictionaryV
00000002694eceec (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSypG s18_DictionaryStorageC
00000002694ec9e8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySaySo13SABaseCommandCGG 18SiriSuggestionsAPI8BaseSinkC
00000002694ed582 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySi6offset______3key______5valuet7elementtG s23_ContiguousArrayStorageC 18SiriSuggestionsKit15InAppIdentifierV 0dE7Support10ConnectionC
00000002694ecf10 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySnySiGG s23_ContiguousArrayStorageC
00000002694ec86c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s22KeyedDecodingContainerV 22SiriSuggestionsSupport25PreFetchedSuggestionEventV10CodingKeys33_F92B43B933D1CBA8D255360414FD10AFLLO
00000002694ec85e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s22KeyedEncodingContainerV 22SiriSuggestionsSupport25PreFetchedSuggestionEventV10CodingKeys33_F92B43B933D1CBA8D255360414FD10AFLLO
00000002694ed5d0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 12SiriNLUTypes0D33_Nlu_External_UsoEntityIdentifierV
00000002694ed54a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 18SiriSuggestionsAPI0D14HelpSuggestionV
00000002694ecc8e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 18SiriSuggestionsKit0dE0O0dE3APIE10SuggestionV
00000002694ed5c2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 18SiriSuggestionsKit0dE0O11IntentQueryV
00000002694ed558 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 18SiriSuggestionsKit11SignalStatsV
00000002694eccc6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 18SiriSuggestionsKit13SalientEntityV
00000002694ed5b4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 18SiriSuggestionsKit15InAppIdentifierV
00000002694ecc80 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC s5UInt8V
00000002694ec830 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____SSG s17_NativeDictionaryV 18SiriSuggestionsAPI0C16HelpSnippetLabelO
00000002694ecf9c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____Say_____GG s18_DictionaryStorageC 18SiriSuggestionsKit15DeliveryVehicleO AC0cD0O0cD3APIE10SuggestionV
00000002694ecf8a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________G s17_NativeDictionaryV 18SiriSuggestionsKit15InAppIdentifierV 0cD7Support10ConnectionC
00000002694ed2de (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________G s18_DictionaryStorageC 18SiriSuggestionsKit15InAppIdentifierV 0cD7Support10ConnectionC
00000002694ecb64 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________SgG 13SiriUtilities11TransformerV 0A7KitFlow5ParseO16DirectInvocationV 0A18SuggestionsSupport16IntentPropertiesV
00000002694ecb78 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________SgG 13SiriUtilities11TransformerV 0A7KitFlow8USOParseV 0A18SuggestionsSupport16IntentPropertiesV
00000002694ecc42 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y____________ptG s23_ContiguousArrayStorageC 18SiriSuggestionsKit15DeliveryVehicleO 0dE3API0E10DispatcherP
00000002694ec81c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________pG s6ResultOsRi_zRi0_zrlE 11SiriKitFlow010TemplatingA0V s5ErrorP
00000002694ed1fc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________p_G Scs12ContinuationV 18SiriSuggestionsKit0bC0O0bC3APIE14SuggestionListV s5ErrorP
00000002694ed432 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________p_G Scs8IteratorV 18SiriSuggestionsKit0bC0O0bC3APIE14SuggestionListV s5ErrorP
00000002694ed224 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________p_GSg Scs12ContinuationV 18SiriSuggestionsKit0bC0O0bC3APIE14SuggestionListV s5ErrorP
00000002694ed262 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________p__G Scs12ContinuationV11YieldResultO 18SiriSuggestionsKit0dE0O0dE3APIE14SuggestionListV s5ErrorP
00000002694ed19c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________p__G Scs12ContinuationV15BufferingPolicyO 18SiriSuggestionsKit0dE0O0dE3APIE14SuggestionListV s5ErrorP
00000002694ed03e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______pG 18SiriSuggestionsAPI8BaseSinkC 0A7KitFlow0G0P
00000002694eca8c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______pG s23_ContiguousArrayStorageC 18SiriSuggestionsAPI0E10DispatcherP
00000002694ecf32 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______pG s23_ContiguousArrayStorageC 18SiriSuggestionsKit5EventP
00000002694eca6e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______pG______pIegHgr_ 18SiriSuggestionsAPI8BaseSinkC 0A7KitFlow0G0P AA0B10DispatcherP
00000002694eca50 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______pG______pIegHnr_ 18SiriSuggestionsAPI8BaseSinkC 0A7KitFlow0G0P AA0B10DispatcherP
00000002694ecfca (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______yptG s23_ContiguousArrayStorageC s11AnyHashableV
00000002694ec7da (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yyXlG s23_ContiguousArrayStorageC
00000002694ed47e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yyt______pGIeghg_ s6ResultOsRi_zRi0_zrlE s5ErrorP
00000002694ed16c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic x
00000002694ecafe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic yp
00000002694ec7d4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ypSg
00000002694ec840 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic yt
00000002694ed258 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ytIeAgHr_
00000002694eaaa0 (__TEXT,__const) non-external _type_layout_string 22SiriSuggestionsSupport9XPCErrorsO
