00007ffa0a2342fc (__TEXT,__text) non-external +[Cube initialize]
00007ffa09ffb8a4 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeLoopTransitionFromOptions:]
00007ffa09ffb7d9 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeSlideFiltersFromOptions:]
00007ffa09ffb65d (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeTransitionsFromOptions:]
00007ffa09ffc8fd (__TEXT,__text) non-external +[MPAuthoringUtilities shouldDuckMoviesFromOptions:]
00007ffa09ff97ed (__TEXT,__text) non-external +[MPAuthoringUtilities styleFromOptions:]
00007ffa09ffcbab (__TEXT,__text) non-external +[MPAuthoringUtilities subtitlesFromOptions:]
00007ffa09ffb3fc (__TEXT,__text) non-external +[MPAuthoringUtilities titleEffectFromOptions:]
00007ffa09ffa8f5 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionDurationFromOptions:]
00007ffa09ffaec4 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionListFromOptions:]
00007ffa09ff9685 (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00007ffa09ffa9c9 (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00007ffa09ffab35 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00007ffa09ffaafd (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00007ffa09ffb0df (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00007ffa09ffcfcd (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00007ffa09ffc3d6 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00007ffa09ffaa04 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00007ffa09ffaac2 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00007ffa09ffc7ee (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00007ffa09ffc005 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00007ffa09ffcf92 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00007ffa09ffe341 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00007ffa09ffe2e2 (__TEXT,__text) non-external +[MPClusterController sharedController]
00007ffa09faa40c (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00007ffa09faa401 (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00007ffa0a0076d7 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00007ffa0a007678 (__TEXT,__text) non-external +[MPCropController sharedController]
00007ffa0a00f1b8 (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00007ffa0a00f05e (__TEXT,__text) non-external +[MPDocument initialize]
00007ffa0a00f21e (__TEXT,__text) non-external +[MPDocument isNativeType:]
00007ffa0a00ef7b (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00007ffa0a0187bb (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00007ffa0a00f1fe (__TEXT,__text) non-external +[MPDocument readableTypes]
00007ffa0a00f1ad (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00007ffa0a00ee0f (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00007ffa0a00ee30 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00007ffa0a018755 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00007ffa0a00f1de (__TEXT,__text) non-external +[MPDocument writableTypes]
00007ffa0a01882c (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00007ffa0a018878 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00007ffa0a0188a7 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00007ffa0a0188db (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00007ffa0a01890f (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00007ffa0a018821 (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00007ffa0a024310 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00007ffa0a024336 (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00007ffa0a0246b5 (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00007ffa0a029966 (__TEXT,__text) non-external +[MPEffectManager initialize]
00007ffa0a029a06 (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00007ffa0a029995 (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00007ffa0a02d550 (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00007ffa0a02ea1a (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00007ffa0a02ee4e (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00007ffa0a02f06e (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00007ffa0a02e751 (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00007ffa0a02e6cd (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00007ffa0a02e6f9 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00007ffa0a02e725 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00007ffa0a02f1e6 (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00007ffa0a02f1db (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00007ffa0a031398 (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00007ffa0a031327 (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00007ffa0a032864 (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00007ffa0a0336ce (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00007ffa0a0336c3 (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00007ffa0a03417a (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00007ffa0a034109 (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00007ffa0a034a47 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00007ffa09fab8ea (__TEXT,__text) non-external +[MPGenericAction genericAction]
00007ffa09fab8df (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00007ffa0a035dc9 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00007ffa0a035e21 (__TEXT,__text) non-external +[MPLayer effectLayer]
00007ffa0a035def (__TEXT,__text) non-external +[MPLayer layer]
00007ffa0a035e08 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00007ffa0a035e3a (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00007ffa0a03c575 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00007ffa0a03c5a4 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00007ffa0a03c5d8 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00007ffa0a03c60c (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00007ffa0a04319b (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00007ffa0a043215 (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00007ffa0a05098e (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00007ffa0a05547a (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00007ffa0a055468 (__TEXT,__text) non-external +[MPSlide slide]
00007ffa0a05545d (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00007ffa0a05cc8a (__TEXT,__text) non-external +[MPSong songWithPath:]
00007ffa0a05cc5b (__TEXT,__text) non-external +[MPSong songWithURL:]
00007ffa0a05cc49 (__TEXT,__text) non-external +[MPSong song]
00007ffa0a05cc3e (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00007ffa0a05e1ae (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00007ffa0a05e13d (__TEXT,__text) non-external +[MPSongManager sharedManager]
00007ffa09fab4ce (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00007ffa09fab4c3 (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00007ffa0a05f2fd (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00007ffa09f963c8 (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00007ffa0a06116f (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00007ffa0a06323f (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00007ffa0a06324a (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00007ffa0a065724 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00007ffa0a0656f5 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00007ffa09fabca1 (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00007ffa09fabcac (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00007ffa0a067174 (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00007ffa0a067103 (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00007ffa0a067faa (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00007ffa0a06d5a6 (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00007ffa0a0704ab (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00007ffa0a06cf14 (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00007ffa0a06cfd3 (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00007ffa0a06c5a4 (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00007ffa0a06b824 (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00007ffa0a06afcf (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00007ffa0a06bbb9 (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00007ffa0a06cd44 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00007ffa0a06ce2c (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00007ffa0a0706b7 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00007ffa0a06e769 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00007ffa0a06ec03 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00007ffa0a06eb80 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00007ffa0a06fe39 (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00007ffa0a06fcbf (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00007ffa0a06fefd (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00007ffa0a06fea0 (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00007ffa0a06c0ca (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00007ffa0a06bfda (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00007ffa0a06c3cb (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00007ffa0a06fb45 (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00007ffa0a06f36b (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00007ffa0a06f29c (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00007ffa0a06de35 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00007ffa0a06fa4f (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00007ffa0a06eaad (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00007ffa0a06f618 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00007ffa0a06ad24 (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00007ffa0a06ae34 (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00007ffa0a071188 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00007ffa0a071281 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00007ffa0a071496 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00007ffa0a071534 (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00007ffa0a071c2c (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00007ffa0a07114b (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00007ffa0a0710cc (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00007ffa0a071987 (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00007ffa0a071e64 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00007ffa0a07206a (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00007ffa0a0715c4 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00007ffa0a071734 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00007ffa0a070b89 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00007ffa0a071520 (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00007ffa0a07211a (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00007ffa0a071964 (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00007ffa0a0715be (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00007ffa0a07144e (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00007ffa0a071112 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00007ffa0a071073 (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00007ffa09fb2727 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00007ffa09fb1fb4 (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00007ffa09fb21cc (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00007ffa09fb201c (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00007ffa09fb2108 (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00007ffa09fb1fbf (__TEXT,__text) non-external +[MPVector vectorFromString:]
00007ffa09fb20d3 (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00007ffa09fb2836 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00007ffa0a075b95 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00007ffa0a075c00 (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00007ffa0a075bf3 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00007ffa0a23fc39 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00007ffa0a07e0b3 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007ffa0a07e0cb (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007ffa0a07e375 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007ffa0a07e9ca (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007ffa0a07e38d (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007ffa0a07e639 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007ffa0a08127f (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0a081287 (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00007ffa0a081277 (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00007ffa0a080cec (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00007ffa0a081f26 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa0a081f2e (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa0a1d3c8f (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0a1d3c84 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00007ffa0a1d7ae6 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa0a1d7af1 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa0a20bbed (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00007ffa0a20b3cb (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0a20b3c0 (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00007ffa0a20a138 (__TEXT,__text) non-external +[MREffectDateline initialize]
00007ffa0a20b4b3 (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00007ffa0a20b8a9 (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00007ffa0a1ce13d (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0a1ce132 (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00007ffa0a1cdcff (__TEXT,__text) non-external +[MREffectFlipup initialize]
00007ffa0a221ad4 (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0a220652 (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00007ffa0a22065d (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00007ffa0a220668 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00007ffa0a206036 (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
