00000001cd966854 (__TEXT,__text) non-external +[Cube initialize]
00000001cd79fc5c (__TEXT,__text) non-external +[MPAuthoringUtilities transitionDurationFromOptions:]
00000001cd7a0218 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionListFromOptions:]
00000001cd79ec0c (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00000001cd79fd24 (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00000001cd79fea0 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00000001cd79fe5c (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00000001cd7a0414 (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00000001cd7a2004 (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00000001cd7a1520 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00000001cd79fd6c (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00000001cd79fe14 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00000001cd7a18bc (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00000001cd7a11d0 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00000001cd7a1fbc (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00000001cd7a308c (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00000001cd7a3020 (__TEXT,__text) non-external +[MPClusterController sharedController]
00000001cd76a4c8 (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00000001cd76a4c0 (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00000001cd7a9568 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00000001cd7a94fc (__TEXT,__text) non-external +[MPCropController sharedController]
00000001cd7aefd8 (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00000001cd7aeec4 (__TEXT,__text) non-external +[MPDocument initialize]
00000001cd7af028 (__TEXT,__text) non-external +[MPDocument isNativeType:]
00000001cd7aede4 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00000001cd7b629c (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00000001cd7af014 (__TEXT,__text) non-external +[MPDocument readableTypes]
00000001cd7aefd0 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00000001cd7aec98 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00000001cd7aecb0 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00000001cd7b6220 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00000001cd7af000 (__TEXT,__text) non-external +[MPDocument writableTypes]
00000001cd7b6320 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00000001cd7b6370 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00000001cd7b63ac (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00000001cd7b63f0 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00000001cd7b6434 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00000001cd7b6318 (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00000001cd7bebfc (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00000001cd7bec24 (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00000001cd7bef3c (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00000001cd7c2c20 (__TEXT,__text) non-external +[MPEffectManager initialize]
00000001cd7c2ccc (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00000001cd7c2c58 (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00000001cd7c5cac (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00000001cd7c69b8 (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00000001cd7c6cf4 (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00000001cd7c6ec0 (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00000001cd7c6798 (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00000001cd7c675c (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00000001cd7c6770 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00000001cd7c6784 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00000001cd7c6fec (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00000001cd7c6fe4 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00000001cd7c8c98 (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00000001cd7c8c24 (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00000001cd7c9a50 (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00000001cd7ca314 (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00000001cd7ca30c (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00000001cd7caca0 (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00000001cd7cac2c (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00000001cd7cb378 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00000001cd76b934 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00000001cd76b92c (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00000001cd7cbfb8 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00000001cd7cc040 (__TEXT,__text) non-external +[MPLayer effectLayer]
00000001cd7cbfe0 (__TEXT,__text) non-external +[MPLayer layer]
00000001cd7cc010 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00000001cd7cc070 (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00000001cd7d0c80 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00000001cd7d0cbc (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00000001cd7d0d00 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00000001cd7d0d44 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00000001cd7d5a64 (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00000001cd7d5adc (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00000001cd7df3e8 (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00000001cd7e2b50 (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00000001cd7e2b28 (__TEXT,__text) non-external +[MPSlide slide]
00000001cd7e2b20 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00000001cd7e7f74 (__TEXT,__text) non-external +[MPSong songWithPath:]
00000001cd7e7f38 (__TEXT,__text) non-external +[MPSong songWithURL:]
00000001cd7e7f10 (__TEXT,__text) non-external +[MPSong song]
00000001cd7e7f08 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00000001cd7e91cc (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00000001cd7e9158 (__TEXT,__text) non-external +[MPSongManager sharedManager]
00000001cd76b4f0 (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00000001cd76b4e8 (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00000001cd7e9edc (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00000001cd75a138 (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00000001cd7eb73c (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00000001cd7ed064 (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00000001cd7ed06c (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00000001cd7eec54 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00000001cd7eec18 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00000001cd76bd20 (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00000001cd76bd28 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00000001cd7f02b0 (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00000001cd7f023c (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00000001cd7f0dd8 (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00000001cd7f48b8 (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00000001cd7f6634 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00000001cd7f4444 (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00000001cd7f44ec (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00000001cd7f3f34 (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00000001cd7f3524 (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00000001cd7f2fc8 (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00000001cd7f376c (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00000001cd7f42c4 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00000001cd7f4384 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00000001cd7f67a4 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00000001cd7f52f0 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00000001cd7f5624 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00000001cd7f55a0 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00000001cd7f6200 (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00000001cd7f60f0 (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00000001cd7f62cc (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00000001cd7f6264 (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00000001cd7f3adc (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00000001cd7f3a20 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00000001cd7f3da8 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00000001cd7f5fe4 (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00000001cd7f5b04 (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00000001cd7f5a58 (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00000001cd7f4dd0 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00000001cd7f5f38 (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00000001cd7f54e8 (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00000001cd7f5cbc (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00000001cd7f2d8c (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00000001cd7f2e8c (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00000001cd7f6f28 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00000001cd7f7014 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00000001cd7f723c (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00000001cd7f72d0 (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00000001cd7f78d0 (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00000001cd7f6edc (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00000001cd7f6e68 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00000001cd7f7688 (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00000001cd7f7a64 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00000001cd7f7c10 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00000001cd7f7360 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00000001cd7f7494 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00000001cd7f6ae0 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00000001cd7f72c0 (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00000001cd7f7ca8 (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00000001cd7f7660 (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00000001cd7f735c (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00000001cd7f71e8 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00000001cd7f6e9c (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00000001cd7f6e00 (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00000001cd7712d0 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00000001cd770c10 (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00000001cd770df0 (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00000001cd770c68 (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00000001cd770d54 (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00000001cd770c18 (__TEXT,__text) non-external +[MPVector vectorFromString:]
00000001cd770d1c (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00000001cd7713cc (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00000001cd7fa914 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00000001cd7fa984 (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00000001cd7fa978 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00000001cd96f518 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00000001cd801058 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00000001cd801060 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00000001cd801218 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00000001cd801610 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00000001cd801220 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00000001cd8013d8 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00000001cd8032b4 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001cd8032bc (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00000001cd8032ac (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00000001cd802df8 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00000001cd803d70 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00000001cd803d78 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00000001cd923c4c (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001cd923c44 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00000001cd926cb8 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00000001cd926cc0 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00000001cd94bd40 (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00000001cd94b714 (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001cd94b70c (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00000001cd94aa30 (__TEXT,__text) non-external +[MREffectDateline initialize]
00000001cd94b7e4 (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00000001cd94badc (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00000001cd91f78c (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001cd91f784 (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00000001cd91f38c (__TEXT,__text) non-external +[MREffectFlipup initialize]
00000001cd9597bc (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001cd958928 (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00000001cd958930 (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00000001cd958938 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00000001cd947624 (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
