00007ff8439ef580 (__DATA,__data) non-external _.compoundliteral
00007ff8069a6415 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff8069a630f (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff8069998ae (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff806992ada (__TEXT,__text) non-external _sb_pattern_new
00007ff806992150 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff806997186 (__TEXT,__text) non-external _sb_pattern_regex
00007ff806993023 (__TEXT,__text) non-external _sb_pattern_release
00007ff806992fd0 (__TEXT,__text) non-external _sb_pattern_retain
00007ff806999fac (__TEXT,__text) non-external _sb_pattern_serialize
00007ff8069b324d (__TEXT,__text) non-external _sb_pattern_var_release
00007ff8069b31f8 (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff8069b3336 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff8069b3524 (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff8069b366f (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff8069a4571 (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff8069a44d1 (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff8069ad393 (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff8069ad355 (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff8069ad3d5 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff8069acfe2 (__TEXT,__text) non-external _sb_policy_new
00007ff8069ad236 (__TEXT,__text) non-external _sb_policy_release
00007ff8069ad2c1 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff8069ad444 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
00007ff80699c02f (__TEXT,__text) non-external _sb_profile_release
00007ff8069a452c (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff8069a4692 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff80698820f (__TEXT,__text) non-external _sb_program_source_alloc
00007ff8069a7ae1 (__TEXT,__text) non-external _sb_realloc_typed
00007ff806999777 (__TEXT,__text) non-external _sb_regex_release
00007ff80699bdb3 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff8069a9cf0 (__TEXT,__text) non-external _sb_stringtable_enter
00007ff8069a8940 (__TEXT,__text) non-external _sb_stringtable_release
00007ff806999654 (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff806993bf8 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff806987cef (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff8069b2144 (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
00007ff806999816 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff8069acdd9 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff8069ab90d (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff80699f2f6 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff8069adbb6 (__TEXT,__text) non-external _sb_transform_reorder_profile
00007ff8069adc07 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff8069b319e (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
00007ff80699ccad (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff8069b191d (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff80699bcad (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff80699b933 (__TEXT,__text) non-external _sb_visitor_new
00007ff80699bd30 (__TEXT,__text) non-external _sb_visitor_release
00007ff8069b3705 (__TEXT,__text) non-external _sb_warn
00007ff8069bed10 (__TEXT,__const) non-external _sbpl1_scm
00007ff8069bfc30 (__TEXT,__const) non-external _sbpl2_scm
00007ff8069c01b0 (__TEXT,__const) non-external _sbpl3_scm
00007ff8069ae945 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff8069af5c6 (__TEXT,__text) non-external _sbpl_extends_builtin
00007ff8069af69a (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff8069aeb67 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff8069af768 (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff8069b81c0 (__TEXT,__const) non-external _sbpl_scm
00007ff8069a4ef3 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
00007ff8069b3880 (__TEXT,__text) non-external _scheme_backtrace.cold.1
00007ff80699b731 (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff80698f9f5 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff80699be6b (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff806988cd0 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff8069a5120 (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff8069a54ca (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff8069a4ec6 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
00007ff80699af9a (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff8069a4d84 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
00007ff8069a4d7a (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
00007ff8069a4d62 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00007ff80699b6f3 (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff8069886ac (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff80698865e (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff80699001f (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff8069897a4 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff806990727 (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff8069a55b5 (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff80698977f (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff8069896c1 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff8069896d0 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff8069a4f94 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
00007ff806995153 (__TEXT,__text) non-external _shallow_copy_node
00007ff80699fb6a (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff8069a1a60 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff806989505 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff80699179b (__TEXT,__text) non-external (was a private external) _string_length
00007ff8069a9dc7 (__TEXT,__text) non-external _string_table_description_for_id
00007ff806991749 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff8069b179e (__TEXT,__text) non-external _submatch_end
00007ff80698fa46 (__TEXT,__text) non-external (was a private external) _symname
00007ff8069a5639 (__TEXT,__text) non-external _syntaxnum
00007ff8069b239e (__TEXT,__text) non-external _synthesize_bitmasks
00007ff8069b21f6 (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
00007ff8069b230e (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
00007ff8069b281c (__TEXT,__text) non-external _synthesize_bitmasks_multiple
00007ff80699ccfc (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff8069ac7ce (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff8406c8320 (__DATA_CONST,__const) non-external _tests
00007ff80698af56 (__TEXT,__text) non-external _token
00007ff80699baaa (__TEXT,__text) non-external _traverse_postorder
00007ff8069ac600 (__TEXT,__text) non-external _traverse_preorder
00007ff8069aabd1 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff8069c06d0 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff8069af0a7 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff8069add7c (__TEXT,__text) non-external _version
00007ff8069ad562 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff80698fac5 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
