00007ff841e9f718 (__DATA,__data) non-external _C
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff800306cd3 (__TEXT,__text) external _ptsname
00007ff800316e5b (__TEXT,__text) non-external _ptsname.cold.1
00007ff800316e70 (__TEXT,__text) non-external _ptsname.cold.2
00007ff841ea2400 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff841ea23f8 (__DATA,__bss) non-external _ptsname_once
00007ff800306d63 (__TEXT,__text) non-external _ptsname_once_init
00007ff800316e86 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff8002bf5d5 (__TEXT,__text) external _ptsname_r
00007ff8002cd480 (__TEXT,__text) external _putc
00007ff8002f7a99 (__TEXT,__text) external _putc_unlocked
00007ff8002c91c8 (__TEXT,__text) external _putchar
00007ff8002f7ad3 (__TEXT,__text) external _putchar_unlocked
00007ff80030345e (__TEXT,__text) external _putenv
00007ff8002e1065 (__TEXT,__text) non-external _putpair
00007ff8002c87ef (__TEXT,__text) external _puts
00007ff80030c39d (__TEXT,__text) external _pututxline
00007ff8002f7b17 (__TEXT,__text) external _putw
00007ff8002f7b79 (__TEXT,__text) external _putwc
00007ff8002f7ba1 (__TEXT,__text) external _putwc_l
00007ff8002f7bab (__TEXT,__text) external _putwchar
00007ff8002f7bdd (__TEXT,__text) external _putwchar_l
00007ff841ea1780 (__DATA,__bss) non-external _pw_size
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff8002a4a1d (__TEXT,__text) external _qsort
00007ff8002a5575 (__TEXT,__text) external _qsort_b
00007ff8002a5583 (__TEXT,__text) external _qsort_r
00007ff8002d6994 (__TEXT,__text) external _querylocale
00007ff800304760 (__TEXT,__text) non-external _r_sort_a
00007ff841ea23cc (__DATA,__bss) non-external _r_sort_a.bmin
00007ff841ea23c0 (__DATA,__bss) non-external _r_sort_a.count
00007ff841ea23c8 (__DATA,__bss) non-external _r_sort_a.nc
00007ff841ea23d0 (__DATA,__bss) non-external _r_sort_a_count
00007ff8003054a8 (__TEXT,__text) non-external _r_sort_b
00007ff841ea23ec (__DATA,__bss) non-external _r_sort_b.bmin
00007ff841ea23e0 (__DATA,__bss) non-external _r_sort_b.count
00007ff841ea23e8 (__DATA,__bss) non-external _r_sort_b.nc
00007ff841ea23d8 (__DATA,__bss) non-external _r_sort_b_count
00007ff800305865 (__TEXT,__text) non-external _r_sort_count_allocate
00007ff841e9fa80 (__DATA,__data) non-external _r_sort_count_control
00007ff800303fa0 (__TEXT,__text) external _radixsort
00007ff8002d9516 (__TEXT,__text) external _raise
00007ff8002a7f7a (__TEXT,__text) external _rand
00007ff841e9fa9c (__DATA,__data) non-external _rand_deg
00007ff8002afde3 (__TEXT,__text) external _rand_r
00007ff841e9faa0 (__DATA,__data) non-external _rand_sep
00007ff841e9fa98 (__DATA,__data) non-external _rand_type
00007ff8002a6899 (__TEXT,__text) external _random
00007ff843a39b60 (__DATA_DIRTY,__data) non-external _randtbl
00007ff8002e68e4 (__TEXT,__text) non-external (was a private external) _rangematch
00007ff8002d7f16 (__TEXT,__text) non-external _raosnprintf
00007ff80030d768 (__TEXT,__text) external _rb_tree_count
00007ff8002c58fa (__TEXT,__text) external _rb_tree_find_node
00007ff80030d607 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff80030d67f (__TEXT,__text) external _rb_tree_find_node_leq
00007ff8002c58e0 (__TEXT,__text) external _rb_tree_init
00007ff8002c5955 (__TEXT,__text) external _rb_tree_insert_node
00007ff80030d6f7 (__TEXT,__text) external _rb_tree_iterate
00007ff80030d77a (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff8002cf34e (__TEXT,__text) external _rb_tree_remove_node
00007ff8002c5b73 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff800317f10 (__TEXT,__const) non-external _rcsid
00007ff800317f60 (__TEXT,__const) non-external _rcsid
00007ff800317fb0 (__TEXT,__const) non-external _rcsid
00007ff8003180c0 (__TEXT,__const) non-external _rcsid
00007ff800319200 (__TEXT,__const) non-external _rcsid
00007ff8003192dc (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff800312693 (__TEXT,__text) external _readdir
00007ff80029cf85 (__TEXT,__text) external _readdir$INODE64
00007ff8003126c9 (__TEXT,__text) external _readdir_r
00007ff8002bcab5 (__TEXT,__text) external _readdir_r$INODE64
                 (undefined) external _readlink (from libsystem_kernel)
00007ff8002e92d2 (__TEXT,__text) external _readpassphrase
                 (undefined) external _realloc (from libsystem_malloc)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
00007ff80029692c (__TEXT,__text) external _reallocf
00007ff800305b30 (__TEXT,__text) external _realpath
00007ff8002aa760 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff843a3b4a4 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff843a3b4a8 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff841ea23f0 (__DATA,__bss) non-external _realpath.rootdev
00007ff841ea23f4 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff8002e284a (__TEXT,__text) non-external _rec_rdelete
00007ff8003190c0 (__TEXT,__const) non-external _recargchar
00007ff800319140 (__TEXT,__const) non-external _recargstring
00007ff8002aa50b (__TEXT,__text) external _recv
00007ff8002aa4eb (__TEXT,__text) external _recv$NOCANCEL
00007ff8002b19a0 (__TEXT,__text) external _regcomp
00007ff8002b19c8 (__TEXT,__text) external _regcomp_l
00007ff800316ae2 (__TEXT,__text) external _regerror
00007ff8002b8283 (__TEXT,__text) external _regexec
00007ff8002bc94b (__TEXT,__text) external _regfree
00007ff8002cacf7 (__TEXT,__text) external _register_printf_domain_function
00007ff8002d8dbf (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff8002d8e83 (__TEXT,__text) external _register_printf_domain_render_std
00007ff80030d8ba (__TEXT,__text) external _regncomp
00007ff8002b1a23 (__TEXT,__text) external _regncomp_l
00007ff8002b829d (__TEXT,__text) external _regnexec
00007ff80030d98b (__TEXT,__text) external _regwcomp
00007ff80030d935 (__TEXT,__text) external _regwcomp_l
00007ff80030da14 (__TEXT,__text) external _regwexec
00007ff80030d90d (__TEXT,__text) external _regwncomp
00007ff80030d8e2 (__TEXT,__text) external _regwncomp_l
00007ff80030d9df (__TEXT,__text) external _regwnexec
00007ff8002c4701 (__TEXT,__text) external _remove
00007ff800306230 (__TEXT,__text) external _remque
00007ff840027260 (__DATA_CONST,__const) non-external _rerrs
00007ff8002ae900 (__TEXT,__text) external _rewind
00007ff80031276c (__TEXT,__text) external _rewinddir
00007ff8002c5765 (__TEXT,__text) external _rewinddir$INODE64
00007ff8002aeefd (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff843a39c48 (__DATA_DIRTY,__bss) non-external _rng
00007ff8002f50dc (__TEXT,__text) external _rpmatch
00007ff841e9fab0 (__DATA,__data) non-external _rptr
00007ff8002c8564 (__TEXT,__text) non-external _sappend
00007ff841ea2020 (__DATA,__bss) non-external _saved_categories
00007ff8002d0485 (__TEXT,__text) external _sbrk
00007ff841ea1598 (__DATA,__bss) non-external _sbrk_curbrk
00007ff841ea1590 (__DATA,__bss) non-external _sbrk_needs_init
00007ff841e9f5f0 (__DATA,__data) non-external _sbrk_region_size
00007ff8003127cc (__TEXT,__text) external _scandir
00007ff8002afe31 (__TEXT,__text) external _scandir$INODE64
00007ff800314fb0 (__TEXT,__text) external _scandir_b
00007ff80030963a (__TEXT,__text) external _scandir_b$INODE64
00007ff8002f7c2b (__TEXT,__text) external _scanf
00007ff8002f7d1e (__TEXT,__text) external _scanf_l
00007ff8002e9927 (__TEXT,__text) external _seed48
00007ff841ea1ed8 (__DATA,__bss) non-external _seed48.sseed
00007ff8003129ab (__TEXT,__text) external _seekdir
00007ff8002e9990 (__TEXT,__text) external _seekdir$INODE64
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff8002aa4fb (__TEXT,__text) external _send
00007ff8002aa4db (__TEXT,__text) external _send$NOCANCEL
00007ff8003191c0 (__TEXT,__const) non-external _seps
00007ff841ea16e8 (__DATA,__bss) non-external _seq
00007ff8002d4247 (__TEXT,__text) non-external _set_asl
00007ff8002d4559 (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff8002f7e23 (__TEXT,__text) external _setbuf
00007ff8002f7e3c (__TEXT,__text) external _setbuffer
00007ff80029bbc5 (__TEXT,__text) external _setenv
00007ff8002da810 (__TEXT,__text) external _sethostid
00007ff8002e99c9 (__TEXT,__text) external _sethostname
00007ff8002da390 (__TEXT,__text) external _setinvalidrune
00007ff841ea1dac (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
00007ff8002f24f1 (__TEXT,__text) external _setipv4sourcefilter
00007ff800316819 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff8002d1513 (__TEXT,__text) external _setkey
00007ff8002c9090 (__TEXT,__text) external _setlinebuf
00007ff8002a0f5d (__TEXT,__text) external _setlocale
00007ff8002ce288 (__TEXT,__text) external _setlogin
00007ff8002e9b31 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff8002da86d (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff8002c88ad (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff8002da898 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff8002da8a7 (__TEXT,__text) external _setruid
00007ff8002ee8d6 (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
00007ff8002f2741 (__TEXT,__text) external _setsourcefilter
00007ff800305a70 (__TEXT,__text) external _setstate
00007ff8002d9b84 (__TEXT,__text) external _settimeofday
00007ff8002d210b (__TEXT,__text) external _setttyent
00007ff8002a0670 (__TEXT,__text) non-external _settzname
00007ff8002d2b6b (__TEXT,__text) external _setusershell
00007ff80030ba12 (__TEXT,__text) external _setutxent
00007ff8002d3eb6 (__TEXT,__text) external _setutxent_wtmp
00007ff8002c5e99 (__TEXT,__text) external _setvbuf
00007ff8002f385d (__TEXT,__text) non-external _sflush_locked
00007ff8002da2cb (__TEXT,__text) non-external (was a private external) _sgetrune
00007ff841ea1da4 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00007ff841ea1760 (__DATA,__bss) non-external _shells
00007ff841e9fa40 (__DATA,__data) non-external _sig_init_once
00007ff841ea2398 (__DATA,__bss) non-external _sig_key
00007ff800300620 (__TEXT,__text) non-external _sig_keycreate
00007ff841ea2390 (__DATA,__bss) non-external _sig_keycreated
00007ff8002bcd9a (__TEXT,__text) external _sigaction
00007ff8002d3048 (__TEXT,__text) external _sigaddset
00007ff8002d017d (__TEXT,__text) external _sigaltstack
00007ff8002d0225 (__TEXT,__text) external _sigblock
00007ff8002d3079 (__TEXT,__text) external _sigdelset
00007ff8002d302c (__TEXT,__text) external _sigemptyset
00007ff8002d303a (__TEXT,__text) external _sigfillset
00007ff8002c6b7f (__TEXT,__text) external _sighold
00007ff8002d02b2 (__TEXT,__text) external _sigignore
00007ff8002ea18d (__TEXT,__text) external _siginterrupt
00007ff8002d30aa (__TEXT,__text) external _sigismember
00007ff8002bcd27 (__TEXT,__text) external _signal
00007ff8002bcd36 (__TEXT,__text) non-external _signal__
00007ff841ea1e50 (__DATA,__bss) non-external _signo
00007ff800310631 (__TEXT,__text) external _sigpause
00007ff8002d024e (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff8002c6bc1 (__TEXT,__text) external _sigrelse
00007ff8002c6a9a (__TEXT,__text) external _sigset
00007ff8002d01fc (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff8002d01a8 (__TEXT,__text) external _sigvec
00007ff8002d01b7 (__TEXT,__text) non-external _sigvec__
00007ff8002d285a (__TEXT,__text) non-external _skip
00007ff841e9fb40 (__DATA,__data) external _skip
00007ff8002ea257 (__TEXT,__text) external _sl_add
00007ff8002ea318 (__TEXT,__text) external _sl_find
00007ff8002ea2b8 (__TEXT,__text) external _sl_free
00007ff8002ea20e (__TEXT,__text) external _sl_init
00007ff8003165e6 (__TEXT,__text) non-external _sl_init.cold.1
00007ff8003165fb (__TEXT,__text) non-external _sl_init.cold.2
00007ff841ea1e30 (__DATA,__bss) non-external _slash
00007ff8002b0a11 (__TEXT,__text) external _sleep
00007ff8002c38e7 (__TEXT,__text) external _sleep$NOCANCEL
00007ff841ea16e0 (__DATA,__bss) non-external _slot
00007ff8002a45ed (__TEXT,__text) external _snprintf
00007ff8002a4515 (__TEXT,__text) external _snprintf_l
00007ff8002eb172 (__TEXT,__text) external _snvis
00007ff8002f24cb (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff8002aa69c (__TEXT,__text) external _sprintf
00007ff8002bc6f6 (__TEXT,__text) external _sprintf_l
00007ff8002da325 (__TEXT,__text) non-external (was a private external) _sputrune
00007ff841ea1da8 (__DATA,__bss) non-external _sputrune.warn_depreciated
00007ff800304bca (__TEXT,__text) external _sradixsort
00007ff8002c3e58 (__TEXT,__text) external _srand
00007ff8002c4753 (__TEXT,__text) external _srand48
00007ff8003058a0 (__TEXT,__text) external _sranddev
00007ff8002a67e1 (__TEXT,__text) external _srandom
00007ff8002c1993 (__TEXT,__text) external _srandomdev
00007ff8002a7fdc (__TEXT,__text) external _sscanf
00007ff8002a1424 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _stat$INODE64 (from libsystem_kernel)
00007ff8002d8132 (__TEXT,__text) external _stat_with_subsystem
00007ff841e9fa90 (__DATA,__data) non-external _state
                 (undefined) external _statfs$INODE64 (from libsystem_kernel)
00007ff8002c61d4 (__TEXT,__text) external _statvfs
00007ff8002b0aae (__TEXT,__text) non-external _statx1
00007ff800314d2a (__TEXT,__text) non-external _statx1
00007ff8002d9c07 (__TEXT,__text) external _statx64_np
00007ff800314cf0 (__TEXT,__text) external _statx_np
00007ff8002b0a74 (__TEXT,__text) external _statx_np$INODE64
00007ff8002b0c9b (__TEXT,__text) non-external _statx_syscall
00007ff800314f17 (__TEXT,__text) non-external _statx_syscall
00007ff8002a5c63 (__TEXT,__text) external _stpcpy
00007ff8002a4d36 (__TEXT,__text) external _stpncpy
00007ff8002eb315 (__TEXT,__text) external _stravis
00007ff80029e80e (__TEXT,__text) external _strcasecmp
00007ff80029e836 (__TEXT,__text) external _strcasecmp_l
00007ff8002a5877 (__TEXT,__text) external _strcasestr
00007ff8002a589f (__TEXT,__text) external _strcasestr_l
00007ff8002a0072 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff8002c57e4 (__TEXT,__text) external _strcoll
00007ff8002c580c (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff8002aa1d7 (__TEXT,__text) external _strcspn
00007ff800296b8c (__TEXT,__text) external _strdup
00007ff8002eb3a1 (__TEXT,__text) external _strenvisx
00007ff8002aa344 (__TEXT,__text) external _strerror
00007ff8002ad3cb (__TEXT,__text) external _strerror_r
00007ff80030c5eb (__TEXT,__text) external _strfmon
00007ff80030d40b (__TEXT,__text) external _strfmon_l
00007ff8002c4e30 (__TEXT,__text) external _strftime
00007ff8002bb2b0 (__TEXT,__text) external _strftime_l
00007ff841ea1768 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff800300308 (__TEXT,__text) external _strmode
00007ff8002aa51b (__TEXT,__text) external _strncasecmp
00007ff80029d212 (__TEXT,__text) external _strncasecmp_l
00007ff8002ae88b (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff8002a551d (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff800296bd0 (__TEXT,__text) external _strnstr
00007ff8002eb07c (__TEXT,__text) external _strnunvis
00007ff8002eaf08 (__TEXT,__text) external _strnunvisx
00007ff800316656 (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff800316679 (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff80031669c (__TEXT,__text) non-external _strnunvisx.cold.3
00007ff8002bf747 (__TEXT,__text) external _strnvis
00007ff8002eb36b (__TEXT,__text) external _strnvisx
00007ff8002c8f9c (__TEXT,__text) external _strpbrk
00007ff800300298 (__TEXT,__text) external _strptime
00007ff8002c1ed4 (__TEXT,__text) external _strptime_l
00007ff800296c4c (__TEXT,__text) external _strrchr
00007ff8002eb280 (__TEXT,__text) external _strsenvisx
00007ff8002aa42d (__TEXT,__text) external _strsep
00007ff800300576 (__TEXT,__text) external _strsignal
00007ff800300432 (__TEXT,__text) external _strsignal_r
00007ff8002eb1f7 (__TEXT,__text) external _strsnvis
00007ff8002eb251 (__TEXT,__text) external _strsnvisx
00007ff8002aa287 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff8002eb1d0 (__TEXT,__text) external _strsvis
00007ff8002eb21e (__TEXT,__text) external _strsvisx
00007ff8002c0e4b (__TEXT,__text) external _strtod
00007ff80029d31c (__TEXT,__text) external _strtod_l
00007ff800318470 (__TEXT,__const) non-external _strtod_l.fpi
00007ff800318484 (__TEXT,__const) non-external _strtod_l.fpinan
00007ff8002ade08 (__TEXT,__text) external _strtof
00007ff8002ab14c (__TEXT,__text) external _strtof_l
00007ff80031853c (__TEXT,__const) non-external _strtof_l.fpi0
00007ff8002d315b (__TEXT,__text) external _strtofflags
00007ff800306993 (__TEXT,__text) external _strtoimax
00007ff8002a3778 (__TEXT,__text) external _strtoimax_l
00007ff8002ca9c0 (__TEXT,__text) external _strtok
00007ff841ea23a0 (__DATA,__bss) non-external _strtok.last
00007ff8002b010a (__TEXT,__text) external _strtok_r
00007ff8002a0f35 (__TEXT,__text) external _strtol
00007ff80029cb66 (__TEXT,__text) external _strtol_l
00007ff8002cd01d (__TEXT,__text) external _strtold
00007ff8002cf0cb (__TEXT,__text) external _strtold_l
00007ff800296969 (__TEXT,__text) external _strtoll
00007ff800296991 (__TEXT,__text) external _strtoll_l
00007ff8002f429f (__TEXT,__text) external _strtonum
00007ff8003069bb (__TEXT,__text) external _strtoq
00007ff8003069e3 (__TEXT,__text) external _strtoq_l
00007ff8002a52d2 (__TEXT,__text) external _strtoul
00007ff8002a52fa (__TEXT,__text) external _strtoul_l
00007ff8002baf03 (__TEXT,__text) external _strtoull
00007ff8002baf2b (__TEXT,__text) external _strtoull_l
00007ff8002cf222 (__TEXT,__text) external _strtoumax
00007ff8002a809a (__TEXT,__text) external _strtoumax_l
00007ff8002bccf0 (__TEXT,__text) external _strtouq
00007ff8003069ed (__TEXT,__text) external _strtouq_l
00007ff8002eb066 (__TEXT,__text) external _strunvis
00007ff8002eb050 (__TEXT,__text) external _strunvisx
00007ff8002cd9c8 (__TEXT,__text) external _strvis
00007ff8002eb334 (__TEXT,__text) external _strvisx
00007ff8003008e5 (__TEXT,__text) external _strxfrm
00007ff800300646 (__TEXT,__text) external _strxfrm_l
00007ff841ea24e0 (__DATA,__common) external _suboptarg
00007ff841ea1cf0 (__DATA,__bss) non-external _subsystem_root_path
00007ff8002eb120 (__TEXT,__text) external _svis
00007ff80030090d (__TEXT,__text) external _swab
00007ff8002f7e55 (__TEXT,__text) external _swprintf
00007ff8002f7f0f (__TEXT,__text) external _swprintf_l
00007ff8002f7fa1 (__TEXT,__text) external _swscanf
00007ff8002f805f (__TEXT,__text) external _swscanf_l
00007ff8002d891c (__TEXT,__text) external _sxprintf
00007ff8002d91a2 (__TEXT,__text) external _sxprintf_exec
00007ff8002da5aa (__TEXT,__text) external _sync_volume_np
00007ff800319045 (__TEXT,__const) non-external _syntax_error_str
00007ff840026260 (__DATA_CONST,__const) external _sys_errlist
00007ff800317ec0 (__TEXT,__const) external _sys_nerr
00007ff840026cb0 (__DATA_CONST,__const) external _sys_siglist
00007ff840026bb0 (__DATA_CONST,__const) external _sys_signame
00007ff8002a3b70 (__TEXT,__text) external _sysconf
00007ff80029c1ec (__TEXT,__text) external _sysctl
00007ff80029c3ae (__TEXT,__text) external _sysctlbyname
00007ff8002ccb38 (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00007ff8003106e2 (__TEXT,__text) external _system
00007ff8003069f7 (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
00007ff8003106bf (__TEXT,__text) external _tcdrain
00007ff8002ea440 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff8002ea4ab (__TEXT,__text) external _tcflow
00007ff8002ea453 (__TEXT,__text) external _tcflush
00007ff8002c0940 (__TEXT,__text) external _tcgetattr
00007ff8002bf707 (__TEXT,__text) external _tcgetpgrp
00007ff8002d9a5b (__TEXT,__text) external _tcgetsid
00007ff8002ea3d8 (__TEXT,__text) external _tcsendbreak
00007ff8002cd52c (__TEXT,__text) external _tcsetattr
00007ff8002cd4ed (__TEXT,__text) external _tcsetpgrp
00007ff8002cd908 (__TEXT,__text) external _tdelete
00007ff8003129e4 (__TEXT,__text) external _telldir
00007ff8002c99dc (__TEXT,__text) external _telldir$INODE64
00007ff8002f80f5 (__TEXT,__text) external _tempnam
00007ff841ea16d8 (__DATA,__bss) non-external _tf
00007ff8002cd698 (__TEXT,__text) external _tfind
00007ff8002d3473 (__TEXT,__text) external _thread_stack_async_pcs
00007ff8002a628c (__TEXT,__text) external _thread_stack_pcs
00007ff841e9f6e8 (__DATA,__data) non-external _threadsafe
00007ff8002a495d (__TEXT,__text) external _time
00007ff8002b1304 (__TEXT,__text) non-external _time2
00007ff80030010c (__TEXT,__text) external _time2posix
00007ff8002b1373 (__TEXT,__text) non-external _time2sub
00007ff8002c38c3 (__TEXT,__text) external _timegm
00007ff8003000cd (__TEXT,__text) external _timelocal
00007ff8003000e7 (__TEXT,__text) external _timeoff
00007ff8002ea50c (__TEXT,__text) external _times
00007ff8003073ac (__TEXT,__text) external _timespec_get
00007ff8002a0aa5 (__TEXT,__text) non-external _timesub
00007ff843a3b4b8 (__DATA_DIRTY,__common) external _timezone
00007ff8002bb110 (__TEXT,__text) external _timingsafe_bcmp
00007ff8003184a0 (__TEXT,__const) non-external _tinytens
00007ff841ea2330 (__DATA,__bss) non-external _tm
00007ff8002f82b6 (__TEXT,__text) external _tmpfile
00007ff8002f83e1 (__TEXT,__text) external _tmpnam
00007ff841ea21b0 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff841ea21b8 (__DATA,__bss) non-external _tmpnam_buf
00007ff8002f8454 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff841e9fa00 (__DATA,__data) non-external _tmpnam_buf_control
00007ff800317ed0 (__TEXT,__const) non-external _tmundef
00007ff8002d50be (__TEXT,__text) external _toascii
00007ff8002c9004 (__TEXT,__text) external _tolower
00007ff8002d5a62 (__TEXT,__text) external _tolower_l
00007ff841ea1e08 (__DATA,__bss) non-external _toprec
00007ff841ea1e10 (__DATA,__bss) non-external _topreclen
00007ff8002d50c9 (__TEXT,__text) external _toupper
00007ff8002d5a81 (__TEXT,__text) external _toupper_l
00007ff8002f099e (__TEXT,__text) external _towctrans
00007ff8002f0910 (__TEXT,__text) external _towctrans_l
00007ff8002d5e9a (__TEXT,__text) external _towlower
00007ff8002d638f (__TEXT,__text) external _towlower_l
00007ff8002d5eda (__TEXT,__text) external _towupper
00007ff8002d63ae (__TEXT,__text) external _towupper_l
00007ff8002a0310 (__TEXT,__text) non-external _transtime
00007ff8002b77d9 (__TEXT,__text) non-external _tre_add_tag_left
00007ff80030da52 (__TEXT,__text) non-external _tre_add_tag_right
00007ff8002b588c (__TEXT,__text) non-external _tre_add_tags
00007ff8002b5852 (__TEXT,__text) external _tre_ast_new_catenation
00007ff8002b563a (__TEXT,__text) external _tre_ast_new_iter
00007ff8002b543b (__TEXT,__text) external _tre_ast_new_literal
00007ff8002b5476 (__TEXT,__text) external _tre_ast_new_node
00007ff8002b5600 (__TEXT,__text) external _tre_ast_new_union
00007ff8002b7e5c (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff8002b1bb8 (__TEXT,__text) external _tre_compile
00007ff8002cfbe0 (__TEXT,__text) non-external _tre_copy_ast
00007ff8002bc78c (__TEXT,__text) external _tre_fill_pmatch
00007ff8002bc957 (__TEXT,__text) external _tre_free
00007ff840027a30 (__DATA_CONST,__const) non-external _tre_macros
00007ff8002b7f00 (__TEXT,__text) non-external _tre_make_trans
00007ff8002b82eb (__TEXT,__text) non-external _tre_match
00007ff8002b7896 (__TEXT,__text) non-external _tre_match_empty
00007ff8002b54f1 (__TEXT,__text) external _tre_mem_alloc_impl
00007ff8002b8220 (__TEXT,__text) external _tre_mem_destroy
00007ff8002b324d (__TEXT,__text) external _tre_mem_new_impl
00007ff8002b76a9 (__TEXT,__text) non-external _tre_merge_branches
00007ff8002b57bd (__TEXT,__text) non-external _tre_new_item
00007ff8002b3278 (__TEXT,__text) external _tre_parse
00007ff8002cf9f8 (__TEXT,__text) non-external _tre_parse_bound
00007ff8002cd76e (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff80031059f (__TEXT,__text) non-external _tre_search_cnames
00007ff8002b7a54 (__TEXT,__text) non-external _tre_set_union
00007ff8002b8263 (__TEXT,__text) external _tre_stack_destroy
00007ff8002b31e8 (__TEXT,__text) external _tre_stack_new
00007ff8002b5358 (__TEXT,__text) external _tre_stack_num_objects
00007ff8002b5422 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff8002b5838 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff8002b536d (__TEXT,__text) non-external _tre_stack_push
00007ff8002b5361 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff8002b55f6 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff80030db10 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff8002b84a0 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff800306c46 (__TEXT,__text) non-external _trecurse
00007ff8002cd6f8 (__TEXT,__text) external _tsearch
